0.000000 	 4.455626 
0.050000 	 4.454327 
0.100000 	 4.451082 
0.150000 	 4.452705 
0.200000 	 4.451406 
0.250000 	 4.451731 
0.300000 	 4.448485 
0.350000 	 4.448161 
0.400000 	 4.449784 
0.450000 	 4.452056 
0.500000 	 4.451731 
0.550000 	 4.452380 
0.600000 	 4.450108 
0.650000 	 4.450757 
0.700000 	 4.451082 
0.750000 	 4.451406 
0.800000 	 4.453678 
0.850000 	 4.449459 
0.900000 	 4.452056 
0.950000 	 4.451406 
1.000000 	 4.452380 
1.050000 	 4.452056 
1.100000 	 4.446213 
1.150000 	 4.451082 
1.200000 	 4.451082 
1.250000 	 4.454003 
1.300000 	 4.451082 
1.350000 	 4.450757 
1.400000 	 4.451082 
1.450000 	 4.452705 
1.500000 	 4.450433 
1.550000 	 4.450108 
1.600000 	 4.450433 
1.650000 	 4.453678 
1.700000 	 4.453678 
1.750000 	 4.451406 
1.800000 	 4.450433 
1.850000 	 4.450108 
1.900000 	 4.450108 
1.950000 	 4.454977 
2.000000 	 4.451731 
2.050000 	 4.450757 
2.100000 	 4.451082 
2.150000 	 4.451082 
2.200000 	 4.453354 
2.250000 	 4.450108 
2.300000 	 4.450433 
2.350000 	 4.452056 
2.400000 	 4.451082 
2.450000 	 4.454003 
2.500000 	 4.451406 
2.550000 	 4.451406 
2.600000 	 4.452380 
2.650000 	 4.453354 
2.700000 	 4.451731 
2.750000 	 4.450433 
2.800000 	 4.451406 
2.850000 	 4.453354 
2.900000 	 4.454327 
2.950000 	 4.451082 
3.000000 	 4.450433 
3.050000 	 4.452056 
3.100000 	 4.454003 
3.150000 	 4.454003 
3.200000 	 4.450433 
3.250000 	 4.451082 
3.300000 	 4.451082 
3.350000 	 4.451082 
3.400000 	 4.450433 
3.450000 	 4.450757 
3.500000 	 4.452380 
3.550000 	 4.450433 
3.600000 	 4.451731 
3.650000 	 4.449459 
3.700000 	 4.449784 
3.750000 	 4.449784 
3.800000 	 4.451406 
3.850000 	 4.453354 
3.900000 	 4.450757 
3.950000 	 4.450108 
4.000000 	 4.449459 
4.050000 	 4.452056 
4.100000 	 4.448810 
4.150000 	 4.449459 
4.200000 	 4.448810 
4.250000 	 4.449459 
4.300000 	 4.451406 
4.350000 	 4.452380 
4.400000 	 4.449459 
4.450000 	 4.450433 
4.500000 	 4.451731 
4.550000 	 4.443942 
4.600000 	 4.450757 
4.650000 	 4.449459 
4.700000 	 4.449459 
4.750000 	 4.451406 
4.800000 	 4.451082 
4.850000 	 4.451731 
4.900000 	 4.450757 
4.950000 	 4.448810 
