time (s) 	 Temperature (C) 
0.000000 	 28.631297 
0.001000 	 28.631297 
0.002000 	 28.631297 
0.003000 	 28.631297 
0.004000 	 28.631297 
0.005000 	 28.631297 
0.006000 	 28.631297 
0.007000 	 28.631297 
0.008000 	 28.631297 
0.009000 	 28.631297 
0.010000 	 28.631297 
0.011000 	 28.631297 
0.012000 	 28.631297 
0.013000 	 28.631297 
0.014000 	 28.631297 
0.015000 	 28.631297 
0.016000 	 28.631297 
0.017000 	 28.631297 
0.018000 	 28.631297 
0.019000 	 28.631297 
0.020000 	 28.631297 
0.021000 	 28.631297 
0.022000 	 28.631297 
0.023000 	 28.631297 
0.024000 	 28.631297 
0.025000 	 28.631297 
0.026000 	 28.631297 
0.027000 	 28.631297 
0.028000 	 28.631297 
0.029000 	 28.631297 
0.030000 	 28.631297 
0.031000 	 28.631297 
0.032000 	 28.631297 
0.033000 	 28.631297 
0.034000 	 28.631297 
0.035000 	 28.631297 
0.036000 	 28.631297 
0.037000 	 28.631297 
0.038000 	 28.631297 
0.039000 	 28.631297 
0.040000 	 28.631297 
0.041000 	 28.631297 
0.042000 	 28.631297 
0.043000 	 28.631297 
0.044000 	 28.631297 
0.045000 	 28.631297 
0.046000 	 28.631297 
0.047000 	 28.631297 
0.048000 	 28.631297 
0.049000 	 28.631297 
0.050000 	 28.631297 
0.051000 	 28.631297 
0.052000 	 28.631297 
0.053000 	 28.631297 
0.054000 	 28.631297 
0.055000 	 28.631297 
0.056000 	 28.631297 
0.057000 	 28.631297 
0.058000 	 28.631297 
0.059000 	 28.631297 
0.060000 	 28.631297 
0.061000 	 28.631297 
0.062000 	 28.631297 
0.063000 	 28.631297 
0.064000 	 28.631297 
0.065000 	 28.631297 
0.066000 	 28.631297 
0.067000 	 28.631297 
0.068000 	 28.631297 
0.069000 	 28.631297 
0.070000 	 28.631297 
0.071000 	 28.631297 
0.072000 	 28.631297 
0.073000 	 28.631297 
0.074000 	 28.631297 
0.075000 	 28.631297 
0.076000 	 28.631297 
0.077000 	 28.631297 
0.078000 	 28.631297 
0.079000 	 28.631297 
0.080000 	 28.631297 
0.081000 	 28.631297 
0.082000 	 28.631297 
0.083000 	 27.654032 
0.084000 	 28.631297 
0.085000 	 28.631297 
0.086000 	 28.631297 
0.087000 	 28.631297 
0.088000 	 28.631297 
0.089000 	 28.631297 
0.090000 	 28.631297 
0.091000 	 28.631297 
0.092000 	 28.631297 
0.093000 	 28.631297 
0.094000 	 28.631297 
0.095000 	 28.631297 
0.096000 	 28.631297 
0.097000 	 28.631297 
0.098000 	 28.631297 
0.099000 	 28.631297 
0.100000 	 28.631297 
0.101000 	 28.631297 
0.102000 	 28.631297 
0.103000 	 28.631297 
0.104000 	 28.631297 
0.105000 	 28.631297 
0.106000 	 28.631297 
0.107000 	 28.631297 
0.108000 	 28.631297 
0.109000 	 28.631297 
0.110000 	 28.631297 
0.111000 	 28.631297 
0.112000 	 28.631297 
0.113000 	 28.631297 
0.114000 	 28.631297 
0.115000 	 28.631297 
0.116000 	 28.631297 
0.117000 	 28.631297 
0.118000 	 28.631297 
0.119000 	 28.631297 
0.120000 	 28.631297 
0.121000 	 28.631297 
0.122000 	 28.631297 
0.123000 	 28.631297 
0.124000 	 28.631297 
0.125000 	 28.631297 
0.126000 	 28.631297 
0.127000 	 28.631297 
0.128000 	 28.631297 
0.129000 	 28.631297 
0.130000 	 28.631297 
0.131000 	 28.631297 
0.132000 	 28.631297 
0.133000 	 27.654032 
0.134000 	 28.631297 
0.135000 	 28.631297 
0.136000 	 28.631297 
0.137000 	 28.631297 
0.138000 	 28.631297 
0.139000 	 28.631297 
0.140000 	 28.631297 
0.141000 	 28.631297 
0.142000 	 28.631297 
0.143000 	 28.631297 
0.144000 	 28.631297 
0.145000 	 28.631297 
0.146000 	 28.631297 
0.147000 	 28.631297 
0.148000 	 28.631297 
0.149000 	 28.631297 
0.150000 	 28.631297 
0.151000 	 28.631297 
0.152000 	 28.631297 
0.153000 	 28.631297 
0.154000 	 28.631297 
0.155000 	 28.631297 
0.156000 	 28.631297 
0.157000 	 28.631297 
0.158000 	 28.631297 
0.159000 	 28.631297 
0.160000 	 28.631297 
0.161000 	 28.631297 
0.162000 	 28.631297 
0.163000 	 28.631297 
0.164000 	 28.631297 
0.165000 	 28.631297 
0.166000 	 28.631297 
0.167000 	 28.631297 
0.168000 	 28.631297 
0.169000 	 28.631297 
0.170000 	 28.631297 
0.171000 	 28.631297 
0.172000 	 28.631297 
0.173000 	 28.631297 
0.174000 	 28.631297 
0.175000 	 28.631297 
0.176000 	 28.631297 
0.177000 	 28.631297 
0.178000 	 28.631297 
0.179000 	 28.631297 
0.180000 	 28.631297 
0.181000 	 28.631297 
0.182000 	 27.654032 
0.183000 	 28.631297 
0.184000 	 28.631297 
0.185000 	 28.631297 
0.186000 	 28.631297 
0.187000 	 28.631297 
0.188000 	 28.631297 
0.189000 	 28.631297 
0.190000 	 28.631297 
0.191000 	 28.631297 
0.192000 	 28.631297 
0.193000 	 28.631297 
0.194000 	 28.631297 
0.195000 	 28.631297 
0.196000 	 28.631297 
0.197000 	 28.631297 
0.198000 	 28.631297 
0.199000 	 28.631297 
0.200000 	 28.631297 
0.201000 	 28.631297 
0.202000 	 28.631297 
0.203000 	 28.631297 
0.204000 	 28.631297 
0.205000 	 28.631297 
0.206000 	 28.631297 
0.207000 	 28.631297 
0.208000 	 28.631297 
0.209000 	 28.631297 
0.210000 	 28.631297 
0.211000 	 28.631297 
0.212000 	 28.631297 
0.213000 	 28.631297 
0.214000 	 28.631297 
0.215000 	 28.631297 
0.216000 	 28.631297 
0.217000 	 28.631297 
0.218000 	 28.631297 
0.219000 	 28.631297 
0.220000 	 28.631297 
0.221000 	 28.631297 
0.222000 	 28.631297 
0.223000 	 28.631297 
0.224000 	 28.631297 
0.225000 	 28.631297 
0.226000 	 28.631297 
0.227000 	 28.631297 
0.228000 	 28.631297 
0.229000 	 28.631297 
0.230000 	 28.631297 
0.231000 	 28.631297 
0.232000 	 28.631297 
0.233000 	 28.631297 
0.234000 	 28.631297 
0.235000 	 28.631297 
0.236000 	 28.631297 
0.237000 	 28.631297 
0.238000 	 28.631297 
0.239000 	 28.631297 
0.240000 	 28.631297 
0.241000 	 28.631297 
0.242000 	 28.631297 
0.243000 	 28.631297 
0.244000 	 28.631297 
0.245000 	 28.631297 
0.246000 	 28.631297 
0.247000 	 28.631297 
0.248000 	 28.631297 
0.249000 	 28.631297 
0.250000 	 28.631297 
0.251000 	 28.631297 
0.252000 	 28.631297 
0.253000 	 28.631297 
0.254000 	 28.631297 
0.255000 	 28.631297 
0.256000 	 28.631297 
0.257000 	 28.631297 
0.258000 	 28.631297 
0.259000 	 28.631297 
0.260000 	 28.631297 
0.261000 	 28.631297 
0.262000 	 28.631297 
0.263000 	 28.631297 
0.264000 	 28.631297 
0.265000 	 28.631297 
0.266000 	 28.631297 
0.267000 	 28.631297 
0.268000 	 28.631297 
0.269000 	 28.631297 
0.270000 	 28.631297 
0.271000 	 28.631297 
0.272000 	 28.631297 
0.273000 	 28.631297 
0.274000 	 28.631297 
0.275000 	 28.631297 
0.276000 	 28.631297 
0.277000 	 28.631297 
0.278000 	 28.631297 
0.279000 	 28.631297 
0.280000 	 28.631297 
0.281000 	 28.631297 
0.282000 	 28.631297 
0.283000 	 28.631297 
0.284000 	 28.631297 
0.285000 	 28.631297 
0.286000 	 28.631297 
0.287000 	 28.631297 
0.288000 	 28.631297 
0.289000 	 28.631297 
0.290000 	 28.631297 
0.291000 	 28.631297 
0.292000 	 28.631297 
0.293000 	 28.631297 
0.294000 	 28.631297 
0.295000 	 28.631297 
0.296000 	 28.631297 
0.297000 	 28.631297 
0.298000 	 28.631297 
0.299000 	 28.631297 
0.300000 	 28.631297 
0.301000 	 28.631297 
0.302000 	 28.631297 
0.303000 	 28.631297 
0.304000 	 28.631297 
0.305000 	 28.631297 
0.306000 	 28.631297 
0.307000 	 28.631297 
0.308000 	 28.631297 
0.309000 	 28.631297 
0.310000 	 28.631297 
0.311000 	 28.631297 
0.312000 	 28.631297 
0.313000 	 28.631297 
0.314000 	 27.654032 
0.315000 	 28.631297 
0.316000 	 28.631297 
0.317000 	 28.631297 
0.318000 	 28.631297 
0.319000 	 28.631297 
0.320000 	 28.631297 
0.321000 	 28.631297 
0.322000 	 28.631297 
0.323000 	 28.631297 
0.324000 	 28.631297 
0.325000 	 28.631297 
0.326000 	 28.631297 
0.327000 	 28.631297 
0.328000 	 28.631297 
0.329000 	 28.631297 
0.330000 	 28.631297 
0.331000 	 27.654032 
0.332000 	 28.631297 
0.333000 	 28.631297 
0.334000 	 28.631297 
0.335000 	 28.631297 
0.336000 	 28.631297 
0.337000 	 28.631297 
0.338000 	 28.631297 
0.339000 	 28.631297 
0.340000 	 28.631297 
0.341000 	 28.631297 
0.342000 	 28.631297 
0.343000 	 28.631297 
0.344000 	 28.631297 
0.345000 	 28.631297 
