time (s) 	 Temperature (C) 
0.759000 	 26.676768 
0.760000 	 26.676768 
0.761000 	 26.676768 
0.762000 	 26.676768 
0.763000 	 26.676768 
0.764000 	 26.676768 
0.765000 	 26.676768 
0.766000 	 26.676768 
0.767000 	 26.676768 
0.768000 	 26.676768 
0.769000 	 26.676768 
0.770000 	 26.676768 
0.771000 	 26.676768 
0.772000 	 26.676768 
0.773000 	 26.676768 
0.774000 	 26.676768 
0.775000 	 26.676768 
0.776000 	 26.676768 
0.777000 	 26.676768 
0.778000 	 26.676768 
0.779000 	 27.654032 
0.780000 	 26.676768 
0.781000 	 26.676768 
0.782000 	 26.676768 
0.783000 	 26.676768 
0.784000 	 26.676768 
0.785000 	 26.676768 
0.786000 	 26.676768 
0.787000 	 26.676768 
0.788000 	 26.676768 
0.789000 	 26.676768 
0.790000 	 26.676768 
0.791000 	 26.676768 
0.792000 	 26.676768 
0.793000 	 26.676768 
0.794000 	 26.676768 
0.795000 	 26.676768 
0.796000 	 26.676768 
0.797000 	 26.676768 
0.798000 	 26.676768 
0.799000 	 26.676768 
0.800000 	 26.676768 
0.801000 	 26.676768 
0.802000 	 26.676768 
0.803000 	 26.676768 
0.804000 	 26.676768 
0.805000 	 26.676768 
0.806000 	 26.676768 
0.807000 	 26.676768 
0.808000 	 26.676768 
0.809000 	 26.676768 
0.810000 	 26.676768 
0.811000 	 26.676768 
0.812000 	 26.676768 
0.813000 	 26.676768 
0.814000 	 26.676768 
0.815000 	 26.676768 
0.816000 	 27.654032 
0.817000 	 26.676768 
0.818000 	 26.676768 
0.819000 	 26.676768 
0.820000 	 26.676768 
0.821000 	 26.676768 
0.822000 	 26.676768 
0.823000 	 26.676768 
0.824000 	 26.676768 
0.825000 	 26.676768 
0.826000 	 26.676768 
0.827000 	 26.676768 
0.828000 	 26.676768 
0.829000 	 27.654032 
0.830000 	 26.676768 
0.831000 	 26.676768 
0.832000 	 27.654032 
0.833000 	 26.676768 
0.834000 	 26.676768 
0.835000 	 26.676768 
0.836000 	 26.676768 
0.837000 	 26.676768 
0.838000 	 26.676768 
0.839000 	 26.676768 
0.840000 	 26.676768 
0.841000 	 26.676768 
0.842000 	 26.676768 
0.843000 	 26.676768 
0.844000 	 26.676768 
0.845000 	 26.676768 
0.846000 	 26.676768 
0.847000 	 26.676768 
0.848000 	 26.676768 
0.849000 	 26.676768 
0.850000 	 26.676768 
0.851000 	 26.676768 
0.852000 	 26.676768 
0.853000 	 26.676768 
0.854000 	 26.676768 
0.855000 	 26.676768 
0.856000 	 25.699504 
0.857000 	 26.676768 
0.858000 	 26.676768 
0.859000 	 26.676768 
0.860000 	 26.676768 
0.861000 	 26.676768 
0.862000 	 26.676768 
0.863000 	 26.676768 
0.864000 	 27.654032 
0.865000 	 26.676768 
0.866000 	 26.676768 
0.867000 	 26.676768 
0.868000 	 26.676768 
0.869000 	 26.676768 
0.870000 	 26.676768 
0.871000 	 26.676768 
0.872000 	 26.676768 
0.873000 	 26.676768 
0.874000 	 27.654032 
0.875000 	 26.676768 
0.876000 	 25.699504 
0.877000 	 26.676768 
0.878000 	 26.676768 
0.879000 	 25.699504 
0.880000 	 26.676768 
0.881000 	 26.676768 
0.882000 	 26.676768 
0.883000 	 26.676768 
0.884000 	 26.676768 
0.885000 	 26.676768 
0.886000 	 26.676768 
0.887000 	 26.676768 
0.888000 	 26.676768 
0.889000 	 26.676768 
0.890000 	 26.676768 
0.891000 	 26.676768 
0.892000 	 26.676768 
0.893000 	 26.676768 
0.894000 	 26.676768 
0.895000 	 26.676768 
0.896000 	 27.654032 
0.897000 	 26.676768 
0.898000 	 26.676768 
0.899000 	 26.676768 
0.900000 	 26.676768 
0.901000 	 26.676768 
0.902000 	 26.676768 
0.903000 	 26.676768 
0.904000 	 26.676768 
0.905000 	 27.654032 
0.906000 	 26.676768 
0.907000 	 26.676768 
0.908000 	 26.676768 
0.909000 	 26.676768 
0.910000 	 26.676768 
0.911000 	 26.676768 
0.912000 	 26.676768 
0.913000 	 26.676768 
0.914000 	 26.676768 
0.915000 	 26.676768 
0.916000 	 26.676768 
0.917000 	 26.676768 
0.918000 	 26.676768 
0.919000 	 26.676768 
0.920000 	 26.676768 
0.921000 	 26.676768 
0.922000 	 26.676768 
0.923000 	 26.676768 
0.924000 	 26.676768 
0.925000 	 26.676768 
0.926000 	 26.676768 
0.927000 	 26.676768 
0.928000 	 26.676768 
0.929000 	 26.676768 
0.930000 	 26.676768 
0.931000 	 26.676768 
0.932000 	 26.676768 
0.933000 	 27.654032 
0.934000 	 26.676768 
0.935000 	 26.676768 
0.936000 	 26.676768 
0.937000 	 26.676768 
0.938000 	 26.676768 
0.939000 	 26.676768 
0.940000 	 26.676768 
0.941000 	 26.676768 
0.942000 	 26.676768 
0.943000 	 26.676768 
0.944000 	 26.676768 
0.945000 	 26.676768 
0.946000 	 26.676768 
0.947000 	 26.676768 
0.948000 	 26.676768 
0.949000 	 26.676768 
0.950000 	 26.676768 
0.951000 	 26.676768 
0.952000 	 26.676768 
0.953000 	 26.676768 
0.954000 	 26.676768 
0.955000 	 26.676768 
0.956000 	 26.676768 
0.957000 	 26.676768 
0.958000 	 26.676768 
0.959000 	 26.676768 
0.960000 	 26.676768 
0.961000 	 26.676768 
0.962000 	 26.676768 
0.963000 	 25.699504 
0.964000 	 26.676768 
0.965000 	 26.676768 
0.966000 	 26.676768 
0.967000 	 26.676768 
0.968000 	 26.676768 
0.969000 	 26.676768 
0.970000 	 26.676768 
0.971000 	 26.676768 
0.972000 	 26.676768 
0.973000 	 26.676768 
0.974000 	 26.676768 
0.975000 	 26.676768 
0.976000 	 26.676768 
0.977000 	 26.676768 
0.978000 	 26.676768 
0.979000 	 26.676768 
0.980000 	 26.676768 
0.981000 	 26.676768 
0.982000 	 26.676768 
0.983000 	 26.676768 
0.984000 	 26.676768 
0.985000 	 27.654032 
0.986000 	 26.676768 
0.987000 	 26.676768 
0.988000 	 26.676768 
0.989000 	 26.676768 
0.990000 	 26.676768 
0.991000 	 26.676768 
0.992000 	 26.676768 
0.993000 	 26.676768 
0.994000 	 26.676768 
0.995000 	 26.676768 
0.996000 	 26.676768 
0.997000 	 26.676768 
0.998000 	 26.676768 
0.999000 	 26.676768 
1.000000 	 26.676768 
1.001000 	 26.676768 
1.002000 	 26.676768 
1.003000 	 26.676768 
1.004000 	 26.676768 
1.005000 	 26.676768 
1.006000 	 26.676768 
1.007000 	 26.676768 
1.008000 	 26.676768 
1.009000 	 26.676768 
1.010000 	 26.676768 
1.011000 	 26.676768 
1.012000 	 26.676768 
1.013000 	 26.676768 
1.014000 	 26.676768 
1.015000 	 26.676768 
1.016000 	 26.676768 
1.017000 	 26.676768 
1.018000 	 26.676768 
1.019000 	 26.676768 
1.020000 	 26.676768 
1.021000 	 26.676768 
1.022000 	 27.654032 
1.023000 	 26.676768 
1.024000 	 26.676768 
1.025000 	 26.676768 
1.026000 	 26.676768 
1.027000 	 26.676768 
1.028000 	 26.676768 
1.029000 	 26.676768 
1.030000 	 26.676768 
1.031000 	 27.654032 
1.032000 	 26.676768 
1.033000 	 26.676768 
1.034000 	 26.676768 
1.035000 	 26.676768 
1.036000 	 26.676768 
1.037000 	 26.676768 
1.038000 	 26.676768 
1.039000 	 26.676768 
1.040000 	 26.676768 
1.041000 	 26.676768 
1.042000 	 26.676768 
1.043000 	 26.676768 
1.044000 	 26.676768 
1.045000 	 26.676768 
1.046000 	 26.676768 
1.047000 	 26.676768 
1.048000 	 26.676768 
1.049000 	 26.676768 
1.050000 	 26.676768 
1.051000 	 26.676768 
1.052000 	 26.676768 
1.053000 	 25.699504 
1.054000 	 26.676768 
1.055000 	 26.676768 
1.056000 	 26.676768 
1.057000 	 26.676768 
1.058000 	 26.676768 
1.059000 	 26.676768 
1.060000 	 26.676768 
1.061000 	 26.676768 
1.062000 	 26.676768 
1.063000 	 26.676768 
1.064000 	 26.676768 
1.065000 	 26.676768 
1.066000 	 26.676768 
1.067000 	 26.676768 
1.068000 	 26.676768 
1.069000 	 26.676768 
