times (s) 	 Angular position (degrees) 	 Accerleration (m/s^{2}) 
0.000000 	 -90.046388 	 0.232744 
0.001000 	 -90.130559 	 0.232744 
0.002000 	 -90.130559 	 0.350862 
0.003000 	 -90.046388 	 0.291803 
0.004000 	 -90.130559 	 0.350862 
0.005000 	 -90.046388 	 0.350862 
0.006000 	 -90.046388 	 0.350862 
0.007000 	 -90.046388 	 0.468980 
0.008000 	 -90.130559 	 0.232744 
0.009000 	 -90.046388 	 0.173685 
0.010000 	 -90.046388 	 0.173685 
0.011000 	 -90.046388 	 0.173685 
0.012000 	 -90.046388 	 0.173685 
0.013000 	 -90.046388 	 0.114626 
0.014000 	 -90.046388 	 0.114626 
0.015000 	 -90.046388 	 0.232744 
0.016000 	 -90.046388 	 0.232744 
0.017000 	 -90.046388 	 0.291803 
0.018000 	 -90.130559 	 0.350862 
0.019000 	 -90.046388 	 0.291803 
0.020000 	 -90.046388 	 0.232744 
0.021000 	 -90.046388 	 0.291803 
0.022000 	 -90.046388 	 0.232744 
0.023000 	 -90.046388 	 0.409921 
0.024000 	 -90.046388 	 0.232744 
0.025000 	 -90.130559 	 0.232744 
0.026000 	 -90.046388 	 0.232744 
0.027000 	 -90.046388 	 0.291803 
0.028000 	 -90.046388 	 0.350862 
0.029000 	 -90.046388 	 0.232744 
0.030000 	 -90.046388 	 0.350862 
0.031000 	 -90.046388 	 0.232744 
0.032000 	 -90.046388 	 0.232744 
0.033000 	 -90.046388 	 0.232744 
0.034000 	 -90.046388 	 0.409921 
0.035000 	 -90.046388 	 0.173685 
0.036000 	 -90.130559 	 0.173685 
0.037000 	 -90.046388 	 0.291803 
0.038000 	 -90.046388 	 0.291803 
0.039000 	 -90.046388 	 0.350862 
0.040000 	 -90.046388 	 0.409921 
0.041000 	 -90.046388 	 0.173685 
0.042000 	 -90.046388 	 0.291803 
0.043000 	 -90.046388 	 0.114626 
0.044000 	 -90.046388 	 0.173685 
0.045000 	 -90.046388 	 0.232744 
0.046000 	 -90.046388 	 0.173685 
0.047000 	 -90.046388 	 0.232744 
0.048000 	 -90.046388 	 0.232744 
0.049000 	 -90.046388 	 0.409921 
0.050000 	 -90.046388 	 0.350862 
0.051000 	 -90.046388 	 0.409921 
0.052000 	 -90.046388 	 0.232744 
0.053000 	 -90.046388 	 0.291803 
0.054000 	 -90.046388 	 0.468980 
0.055000 	 -90.046388 	 0.291803 
0.056000 	 -90.046388 	 0.409921 
0.057000 	 -90.046388 	 0.409921 
0.058000 	 -90.046388 	 0.232744 
0.059000 	 -90.046388 	 0.173685 
0.060000 	 -90.046388 	 0.232744 
0.061000 	 -90.046388 	 0.232744 
0.062000 	 -90.046388 	 0.173685 
0.063000 	 -90.046388 	 0.173685 
0.064000 	 -90.046388 	 0.232744 
0.065000 	 -89.962218 	 0.173685 
0.066000 	 -90.046388 	 0.291803 
0.067000 	 -90.046388 	 0.409921 
0.068000 	 -89.962218 	 0.350862 
0.069000 	 -90.046388 	 0.173685 
0.070000 	 -89.962218 	 0.291803 
0.071000 	 -89.962218 	 0.291803 
0.072000 	 -89.962218 	 0.291803 
0.073000 	 -90.046388 	 0.350862 
0.074000 	 -90.046388 	 0.291803 
0.075000 	 -89.962218 	 0.232744 
0.076000 	 -89.962218 	 0.055567 
0.077000 	 -89.962218 	 0.114626 
0.078000 	 -89.962218 	 0.232744 
0.079000 	 -90.046388 	 0.173685 
0.080000 	 -89.962218 	 0.173685 
0.081000 	 -89.962218 	 0.173685 
0.082000 	 -89.962218 	 0.114626 
0.083000 	 -89.962218 	 0.291803 
0.084000 	 -89.962218 	 0.232744 
0.085000 	 -89.962218 	 0.291803 
0.086000 	 -89.962218 	 0.232744 
0.087000 	 -89.962218 	 0.173685 
0.088000 	 -89.962218 	 0.232744 
0.089000 	 -89.962218 	 0.291803 
0.090000 	 -90.046388 	 0.173685 
0.091000 	 -90.046388 	 0.232744 
0.092000 	 -89.962218 	 0.173685 
0.093000 	 -89.962218 	 0.173685 
0.094000 	 -90.046388 	 0.232744 
0.095000 	 -90.046388 	 0.114626 
0.096000 	 -89.962218 	 0.173685 
0.097000 	 -89.962218 	 0.114626 
0.098000 	 -89.962218 	 0.114626 
0.099000 	 -89.962218 	 0.232744 
0.100000 	 -89.962218 	 0.173685 
0.101000 	 -89.962218 	 0.291803 
0.102000 	 -90.046388 	 0.350862 
0.103000 	 -89.962218 	 0.173685 
0.104000 	 -89.962218 	 0.173685 
0.105000 	 -89.962218 	 0.173685 
0.106000 	 -89.962218 	 0.291803 
0.107000 	 -90.046388 	 0.173685 
0.108000 	 -89.962218 	 0.291803 
0.109000 	 -89.962218 	 0.173685 
0.110000 	 -90.046388 	 0.291803 
0.111000 	 -89.962218 	 0.291803 
0.112000 	 -89.962218 	 0.173685 
0.113000 	 -89.962218 	 0.173685 
0.114000 	 -90.046388 	 -0.003492 
0.115000 	 -90.046388 	 0.114626 
0.116000 	 -89.962218 	 0.232744 
0.117000 	 -89.962218 	 0.173685 
0.118000 	 -89.962218 	 0.409921 
0.119000 	 -89.962218 	 0.291803 
0.120000 	 -89.962218 	 0.232744 
0.121000 	 -90.046388 	 0.291803 
0.122000 	 -90.046388 	 0.232744 
0.123000 	 -89.962218 	 0.291803 
0.124000 	 -89.962218 	 0.291803 
0.125000 	 -90.046388 	 0.232744 
0.126000 	 -89.962218 	 0.232744 
0.127000 	 -90.046388 	 0.232744 
0.128000 	 -89.962218 	 0.232744 
0.129000 	 -89.962218 	 0.232744 
0.130000 	 -90.046388 	 0.291803 
0.131000 	 -90.046388 	 0.232744 
0.132000 	 -89.962218 	 0.173685 
0.133000 	 -90.046388 	 0.291803 
0.134000 	 -90.046388 	 0.350862 
0.135000 	 -90.046388 	 0.173685 
0.136000 	 -90.046388 	 0.291803 
0.137000 	 -90.046388 	 0.291803 
0.138000 	 -90.046388 	 0.409921 
0.139000 	 -90.046388 	 0.350862 
0.140000 	 -90.046388 	 0.291803 
0.141000 	 -90.046388 	 0.232744 
0.142000 	 -90.046388 	 0.173685 
0.143000 	 -90.046388 	 0.173685 
0.144000 	 -90.046388 	 0.232744 
0.145000 	 -90.046388 	 0.173685 
0.146000 	 -90.046388 	 0.173685 
0.147000 	 -90.046388 	 0.173685 
0.148000 	 -90.046388 	 0.232744 
0.149000 	 -90.046388 	 0.232744 
0.150000 	 -90.046388 	 0.232744 
0.151000 	 -90.130559 	 0.291803 
0.152000 	 -90.046388 	 0.350862 
0.153000 	 -90.046388 	 0.232744 
0.154000 	 -90.046388 	 0.173685 
0.155000 	 -90.130559 	 0.291803 
0.156000 	 -90.046388 	 0.409921 
0.157000 	 -90.046388 	 0.409921 
0.158000 	 -90.130559 	 0.114626 
0.159000 	 -90.046388 	 0.114626 
0.160000 	 -90.130559 	 0.232744 
0.161000 	 -90.046388 	 0.291803 
0.162000 	 -90.130559 	 0.173685 
0.163000 	 -90.046388 	 0.114626 
0.164000 	 -90.046388 	 0.055567 
0.165000 	 -90.046388 	 0.232744 
0.166000 	 -90.130559 	 0.173685 
0.167000 	 -90.046388 	 0.232744 
0.168000 	 -90.046388 	 0.350862 
0.169000 	 -90.046388 	 0.232744 
0.170000 	 -90.046388 	 0.232744 
0.171000 	 -90.046388 	 0.291803 
0.172000 	 -90.130559 	 0.232744 
0.173000 	 -90.046388 	 0.173685 
0.174000 	 -90.130559 	 0.291803 
0.175000 	 -90.046388 	 0.173685 
0.176000 	 -90.130559 	 0.114626 
0.177000 	 -90.046388 	 0.291803 
0.178000 	 -90.130559 	 0.409921 
0.179000 	 -90.046388 	 0.232744 
0.180000 	 -90.046388 	 0.173685 
0.181000 	 -90.046388 	 0.055567 
0.182000 	 -90.130559 	 0.114626 
0.183000 	 -90.046388 	 0.173685 
0.184000 	 -90.046388 	 0.291803 
0.185000 	 -90.046388 	 0.291803 
0.186000 	 -90.130559 	 0.291803 
0.187000 	 -90.046388 	 0.232744 
0.188000 	 -90.046388 	 0.291803 
0.189000 	 -90.046388 	 0.350862 
0.190000 	 -90.130559 	 0.232744 
0.191000 	 -90.130559 	 0.232744 
0.192000 	 -90.130559 	 0.173685 
0.193000 	 -90.130559 	 0.114626 
0.194000 	 -90.046388 	 0.291803 
0.195000 	 -90.130559 	 0.232744 
0.196000 	 -90.130559 	 0.173685 
0.197000 	 -90.130559 	 0.114626 
0.198000 	 -90.046388 	 0.232744 
0.199000 	 -90.046388 	 0.291803 
0.200000 	 -90.046388 	 0.350862 
0.201000 	 -90.046388 	 0.291803 
0.202000 	 -90.130559 	 0.350862 
0.203000 	 -90.130559 	 0.173685 
0.204000 	 -90.130559 	 0.350862 
0.205000 	 -90.130559 	 0.350862 
0.206000 	 -90.130559 	 0.350862 
0.207000 	 -90.130559 	 0.350862 
0.208000 	 -90.130559 	 0.232744 
0.209000 	 -90.046388 	 0.055567 
0.210000 	 -90.130559 	 0.232744 
0.211000 	 -90.046388 	 0.291803 
0.212000 	 -90.130559 	 0.468980 
0.213000 	 -90.046388 	 0.232744 
0.214000 	 -90.046388 	 0.291803 
0.215000 	 -90.046388 	 0.291803 
0.216000 	 -90.046388 	 0.291803 
0.217000 	 -90.130559 	 0.232744 
0.218000 	 -90.046388 	 0.291803 
0.219000 	 -90.046388 	 0.409921 
0.220000 	 -90.046388 	 0.291803 
0.221000 	 -90.130559 	 0.291803 
0.222000 	 -90.130559 	 0.232744 
0.223000 	 -90.046388 	 0.232744 
0.224000 	 -90.130559 	 0.232744 
0.225000 	 -90.046388 	 0.291803 
0.226000 	 -90.046388 	 0.114626 
0.227000 	 -90.130559 	 0.114626 
0.228000 	 -90.046388 	 0.232744 
0.229000 	 -90.046388 	 0.173685 
0.230000 	 -90.046388 	 0.173685 
0.231000 	 -90.046388 	 0.173685 
0.232000 	 -90.046388 	 0.232744 
0.233000 	 -90.046388 	 0.291803 
0.234000 	 -90.046388 	 0.350862 
0.235000 	 -90.130559 	 0.232744 
0.236000 	 -90.046388 	 0.173685 
0.237000 	 -90.046388 	 0.350862 
0.238000 	 -90.046388 	 0.350862 
0.239000 	 -90.046388 	 0.232744 
0.240000 	 -90.130559 	 0.232744 
0.241000 	 -90.130559 	 0.291803 
0.242000 	 -90.046388 	 0.291803 
0.243000 	 -90.046388 	 0.114626 
0.244000 	 -90.046388 	 0.173685 
0.245000 	 -90.046388 	 0.173685 
0.246000 	 -90.046388 	 0.114626 
0.247000 	 -90.130559 	 0.114626 
0.248000 	 -90.046388 	 0.055567 
0.249000 	 -90.046388 	 0.291803 
0.250000 	 -90.046388 	 0.350862 
0.251000 	 -90.046388 	 0.291803 
0.252000 	 -90.046388 	 0.291803 
0.253000 	 -90.046388 	 0.291803 
0.254000 	 -90.046388 	 0.232744 
0.255000 	 -90.046388 	 0.291803 
0.256000 	 -90.046388 	 0.350862 
0.257000 	 -90.046388 	 0.409921 
0.258000 	 -90.046388 	 0.350862 
0.259000 	 -90.046388 	 0.173685 
0.260000 	 -90.046388 	 0.291803 
0.261000 	 -90.046388 	 0.173685 
0.262000 	 -90.046388 	 0.291803 
0.263000 	 -90.046388 	 0.173685 
0.264000 	 -90.046388 	 0.232744 
0.265000 	 -90.046388 	 0.350862 
0.266000 	 -90.046388 	 0.291803 
0.267000 	 -90.046388 	 0.173685 
0.268000 	 -90.130559 	 0.291803 
0.269000 	 -90.046388 	 0.409921 
0.270000 	 -90.046388 	 0.291803 
0.271000 	 -90.046388 	 0.173685 
0.272000 	 -90.046388 	 0.232744 
0.273000 	 -90.046388 	 0.350862 
0.274000 	 -90.130559 	 -0.003492 
0.275000 	 -90.130559 	 0.941453 
0.276000 	 -90.046388 	 1.591102 
0.277000 	 -90.046388 	 -0.180670 
0.278000 	 -90.046388 	 1.118630 
0.279000 	 -90.046388 	 0.941453 
0.280000 	 -90.046388 	 -0.889378 
0.281000 	 -90.046388 	 -0.357847 
0.282000 	 -90.130559 	 -0.003492 
0.283000 	 -90.046388 	 -1.125614 
0.284000 	 -90.046388 	 2.299811 
0.285000 	 -90.046388 	 1.886398 
0.286000 	 -90.046388 	 -0.712201 
0.287000 	 -90.046388 	 1.177689 
0.288000 	 -90.046388 	 0.173685 
0.289000 	 -90.130559 	 -1.479969 
0.290000 	 -90.046388 	 1.236748 
0.291000 	 -90.046388 	 -0.003492 
0.292000 	 -90.046388 	 0.409921 
0.293000 	 -90.046388 	 1.591102 
0.294000 	 -90.046388 	 1.236748 
0.295000 	 -90.130559 	 -0.889378 
0.296000 	 -90.046388 	 -0.239729 
0.297000 	 -90.046388 	 -0.121610 
0.298000 	 -90.046388 	 -0.121610 
0.299000 	 -90.046388 	 1.709220 
0.300000 	 -90.046388 	 0.646157 
0.301000 	 -90.046388 	 -0.357847 
0.302000 	 -90.046388 	 -0.416906 
0.303000 	 -90.046388 	 -0.121610 
0.304000 	 -90.046388 	 -0.121610 
0.305000 	 -90.046388 	 1.059571 
0.306000 	 -89.962218 	 0.882394 
0.307000 	 -90.046388 	 -0.062551 
0.308000 	 -90.046388 	 0.232744 
0.309000 	 -90.046388 	 -0.416906 
0.310000 	 -90.046388 	 -0.535024 
0.311000 	 -90.046388 	 -0.062551 
0.312000 	 -90.046388 	 -0.003492 
0.313000 	 -89.962218 	 -0.239729 
0.314000 	 -89.962218 	 0.646157 
0.315000 	 -89.962218 	 0.350862 
0.316000 	 -89.962218 	 -0.298788 
0.317000 	 -89.962218 	 -0.416906 
0.318000 	 -90.046388 	 -0.475965 
0.319000 	 -90.046388 	 -0.121610 
0.320000 	 -90.046388 	 0.409921 
0.321000 	 -89.962218 	 0.291803 
0.322000 	 -90.046388 	 -0.003492 
0.323000 	 -89.962218 	 -0.121610 
0.324000 	 -89.962218 	 -0.239729 
0.325000 	 -89.962218 	 -0.180670 
0.326000 	 -89.962218 	 0.055567 
0.327000 	 -89.962218 	 0.350862 
0.328000 	 -89.962218 	 0.468980 
0.329000 	 -90.046388 	 0.350862 
0.330000 	 -90.046388 	 0.114626 
0.331000 	 -90.046388 	 0.114626 
0.332000 	 -89.962218 	 0.114626 
0.333000 	 -90.046388 	 0.409921 
0.334000 	 -90.046388 	 0.468980 
0.335000 	 -90.046388 	 0.587098 
0.336000 	 -90.046388 	 0.528039 
0.337000 	 -90.046388 	 0.528039 
0.338000 	 -90.130559 	 0.350862 
0.339000 	 -90.046388 	 0.232744 
0.340000 	 -90.046388 	 0.409921 
0.341000 	 -90.046388 	 0.468980 
0.342000 	 -90.046388 	 0.409921 
0.343000 	 -90.130559 	 0.409921 
0.344000 	 -90.046388 	 0.232744 
0.345000 	 -90.046388 	 0.173685 
0.346000 	 -90.046388 	 0.232744 
0.347000 	 -90.046388 	 0.291803 
0.348000 	 -90.046388 	 0.350862 
0.349000 	 -90.046388 	 0.409921 
0.350000 	 -90.046388 	 0.350862 
0.351000 	 -90.046388 	 0.350862 
0.352000 	 -90.046388 	 0.232744 
0.353000 	 -90.046388 	 0.232744 
0.354000 	 -90.046388 	 0.232744 
0.355000 	 -90.046388 	 0.350862 
0.356000 	 -90.046388 	 0.409921 
0.357000 	 -90.046388 	 0.291803 
0.358000 	 -90.046388 	 0.232744 
0.359000 	 -90.130559 	 0.055567 
0.360000 	 -90.046388 	 0.055567 
0.361000 	 -90.130559 	 0.173685 
0.362000 	 -90.046388 	 0.173685 
0.363000 	 -90.046388 	 0.055567 
0.364000 	 -90.046388 	 0.291803 
0.365000 	 -90.130559 	 0.173685 
0.366000 	 -90.046388 	 0.114626 
0.367000 	 -90.046388 	 0.173685 
0.368000 	 -90.130559 	 0.291803 
0.369000 	 -90.130559 	 0.173685 
0.370000 	 -90.130559 	 0.350862 
0.371000 	 -90.130559 	 0.409921 
0.372000 	 -90.046388 	 0.350862 
0.373000 	 -90.130559 	 0.173685 
0.374000 	 -90.046388 	 0.173685 
0.375000 	 -90.046388 	 0.291803 
0.376000 	 -90.046388 	 0.232744 
0.377000 	 -90.130559 	 0.232744 
0.378000 	 -90.130559 	 0.232744 
0.379000 	 -90.046388 	 0.232744 
0.380000 	 -90.130559 	 0.350862 
0.381000 	 -90.046388 	 0.055567 
0.382000 	 -90.046388 	 0.232744 
0.383000 	 -90.130559 	 0.350862 
0.384000 	 -90.130559 	 0.291803 
0.385000 	 -90.130559 	 0.409921 
0.386000 	 -90.046388 	 0.468980 
0.387000 	 -90.130559 	 0.173685 
0.388000 	 -90.130559 	 0.291803 
0.389000 	 -90.130559 	 0.350862 
0.390000 	 -90.130559 	 0.528039 
0.391000 	 -90.130559 	 0.291803 
0.392000 	 -90.130559 	 0.173685 
0.393000 	 -90.046388 	 0.232744 
0.394000 	 -90.130559 	 0.232744 
0.395000 	 -90.130559 	 0.173685 
0.396000 	 -90.046388 	 0.114626 
0.397000 	 -90.130559 	 0.173685 
0.398000 	 -90.046388 	 0.232744 
0.399000 	 -90.130559 	 0.291803 
0.400000 	 -90.130559 	 0.232744 
0.401000 	 -90.046388 	 0.173685 
0.402000 	 -90.130559 	 0.232744 
0.403000 	 -90.130559 	 0.173685 
0.404000 	 -90.046388 	 0.350862 
0.405000 	 -90.046388 	 0.409921 
0.406000 	 -90.046388 	 0.409921 
0.407000 	 -90.130559 	 0.232744 
0.408000 	 -90.130559 	 0.291803 
0.409000 	 -90.130559 	 0.173685 
0.410000 	 -90.130559 	 0.350862 
0.411000 	 -90.130559 	 0.232744 
0.412000 	 -90.130559 	 0.291803 
0.413000 	 -90.130559 	 0.114626 
0.414000 	 -90.130559 	 0.173685 
0.415000 	 -90.130559 	 0.173685 
0.416000 	 -90.130559 	 0.232744 
0.417000 	 -90.130559 	 0.173685 
0.418000 	 -90.130559 	 0.350862 
0.419000 	 -90.130559 	 0.350862 
0.420000 	 -90.130559 	 0.232744 
0.421000 	 -90.046388 	 0.291803 
0.422000 	 -90.130559 	 0.350862 
0.423000 	 -90.130559 	 0.468980 
0.424000 	 -90.130559 	 0.291803 
0.425000 	 -90.130559 	 0.173685 
0.426000 	 -90.130559 	 0.291803 
0.427000 	 -90.046388 	 0.173685 
0.428000 	 -90.046388 	 0.232744 
0.429000 	 -90.130559 	 0.232744 
0.430000 	 -90.130559 	 0.055567 
0.431000 	 -90.130559 	 0.114626 
0.432000 	 -90.046388 	 0.114626 
0.433000 	 -90.130559 	 0.232744 
0.434000 	 -90.130559 	 0.173685 
0.435000 	 -90.130559 	 0.232744 
0.436000 	 -90.130559 	 0.350862 
0.437000 	 -90.130559 	 0.350862 
0.438000 	 -90.130559 	 0.409921 
0.439000 	 -90.046388 	 0.350862 
0.440000 	 -90.130559 	 0.291803 
0.441000 	 -90.130559 	 0.232744 
0.442000 	 -90.130559 	 0.232744 
0.443000 	 -90.130559 	 0.173685 
0.444000 	 -90.046388 	 0.291803 
0.445000 	 -90.130559 	 0.232744 
0.446000 	 -90.130559 	 0.232744 
0.447000 	 -90.130559 	 0.114626 
0.448000 	 -90.130559 	 0.173685 
0.449000 	 -90.046388 	 0.291803 
0.450000 	 -90.130559 	 0.350862 
0.451000 	 -90.130559 	 0.232744 
0.452000 	 -90.130559 	 0.232744 
0.453000 	 -90.130559 	 0.232744 
0.454000 	 -90.130559 	 0.232744 
0.455000 	 -90.046388 	 0.291803 
0.456000 	 -90.130559 	 0.291803 
0.457000 	 -90.130559 	 0.350862 
0.458000 	 -90.130559 	 0.350862 
0.459000 	 -90.130559 	 0.173685 
0.460000 	 -90.130559 	 0.173685 
0.461000 	 -90.046388 	 0.232744 
0.462000 	 -90.130559 	 0.055567 
0.463000 	 -90.046388 	 0.173685 
0.464000 	 -90.046388 	 0.173685 
0.465000 	 -90.046388 	 0.232744 
0.466000 	 -90.130559 	 0.291803 
0.467000 	 -90.130559 	 0.173685 
0.468000 	 -90.046388 	 0.409921 
0.469000 	 -90.130559 	 0.232744 
0.470000 	 -90.130559 	 0.114626 
0.471000 	 -90.130559 	 0.350862 
0.472000 	 -90.130559 	 0.291803 
0.473000 	 -90.046388 	 0.468980 
0.474000 	 -90.130559 	 0.291803 
0.475000 	 -90.130559 	 0.232744 
0.476000 	 -90.130559 	 0.232744 
0.477000 	 -90.130559 	 0.291803 
0.478000 	 -90.130559 	 0.232744 
0.479000 	 -90.130559 	 0.173685 
0.480000 	 -90.130559 	 0.114626 
0.481000 	 -90.046388 	 0.232744 
0.482000 	 -90.130559 	 0.409921 
0.483000 	 -90.046388 	 0.291803 
0.484000 	 -90.130559 	 0.409921 
0.485000 	 -90.130559 	 0.291803 
0.486000 	 -90.130559 	 0.232744 
0.487000 	 -90.130559 	 0.173685 
0.488000 	 -90.046388 	 0.291803 
0.489000 	 -90.130559 	 0.409921 
0.490000 	 -90.130559 	 0.350862 
0.491000 	 -90.130559 	 0.232744 
0.492000 	 -90.130559 	 0.291803 
0.493000 	 -90.130559 	 0.232744 
0.494000 	 -90.130559 	 0.173685 
0.495000 	 -90.130559 	 0.055567 
0.496000 	 -90.046388 	 0.291803 
0.497000 	 -90.046388 	 0.114626 
0.498000 	 -90.130559 	 0.232744 
0.499000 	 -90.046388 	 0.173685 
0.500000 	 -90.130559 	 0.232744 
0.501000 	 -90.130559 	 0.232744 
0.502000 	 -90.130559 	 0.291803 
0.503000 	 -90.130559 	 0.350862 
0.504000 	 -90.130559 	 0.468980 
0.505000 	 -90.130559 	 0.409921 
0.506000 	 -90.130559 	 0.350862 
0.507000 	 -90.130559 	 0.350862 
0.508000 	 -90.130559 	 0.114626 
0.509000 	 -90.130559 	 0.173685 
0.510000 	 -90.130559 	 0.232744 
0.511000 	 -90.130559 	 0.173685 
0.512000 	 -90.130559 	 0.291803 
0.513000 	 -90.130559 	 0.114626 
0.514000 	 -90.130559 	 0.173685 
0.515000 	 -90.046388 	 0.232744 
0.516000 	 -90.130559 	 0.114626 
0.517000 	 -90.130559 	 0.232744 
0.518000 	 -90.130559 	 0.350862 
0.519000 	 -90.130559 	 0.232744 
0.520000 	 -90.130559 	 0.350862 
0.521000 	 -90.130559 	 0.291803 
0.522000 	 -90.130559 	 0.291803 
0.523000 	 -90.130559 	 0.291803 
0.524000 	 -90.214729 	 0.232744 
0.525000 	 -90.130559 	 0.173685 
0.526000 	 -90.130559 	 0.232744 
0.527000 	 -90.130559 	 0.291803 
0.528000 	 -90.130559 	 0.173685 
0.529000 	 -90.130559 	 0.173685 
0.530000 	 -90.130559 	 0.232744 
0.531000 	 -90.130559 	 0.232744 
0.532000 	 -90.130559 	 0.173685 
0.533000 	 -90.130559 	 0.291803 
0.534000 	 -90.130559 	 0.409921 
0.535000 	 -90.130559 	 0.291803 
0.536000 	 -90.130559 	 0.232744 
0.537000 	 -90.130559 	 0.232744 
0.538000 	 -90.130559 	 0.291803 
0.539000 	 -90.130559 	 0.350862 
0.540000 	 -90.130559 	 0.350862 
0.541000 	 -90.130559 	 0.291803 
0.542000 	 -90.214729 	 0.291803 
0.543000 	 -90.130559 	 0.291803 
0.544000 	 -90.130559 	 0.232744 
0.545000 	 -90.130559 	 0.173685 
0.546000 	 -90.214729 	 0.114626 
0.547000 	 -90.130559 	 0.114626 
0.548000 	 -90.130559 	 0.114626 
0.549000 	 -90.130559 	 0.232744 
0.550000 	 -90.130559 	 0.173685 
0.551000 	 -90.130559 	 0.291803 
0.552000 	 -90.130559 	 0.232744 
0.553000 	 -90.130559 	 0.291803 
0.554000 	 -90.130559 	 0.350862 
0.555000 	 -90.130559 	 0.291803 
0.556000 	 -90.130559 	 0.468980 
0.557000 	 -90.130559 	 0.528039 
0.558000 	 -90.130559 	 0.173685 
0.559000 	 -90.214729 	 0.232744 
0.560000 	 -90.214729 	 0.291803 
0.561000 	 -90.130559 	 0.232744 
0.562000 	 -90.130559 	 0.232744 
0.563000 	 -90.130559 	 0.173685 
0.564000 	 -90.130559 	 0.173685 
0.565000 	 -90.130559 	 0.232744 
0.566000 	 -90.130559 	 0.291803 
0.567000 	 -90.130559 	 0.114626 
0.568000 	 -90.130559 	 0.409921 
0.569000 	 -90.130559 	 0.409921 
0.570000 	 -90.130559 	 0.350862 
0.571000 	 -90.130559 	 0.291803 
0.572000 	 -90.214729 	 0.350862 
0.573000 	 -90.130559 	 0.409921 
0.574000 	 -90.130559 	 0.232744 
0.575000 	 -90.130559 	 0.232744 
0.576000 	 -90.214729 	 0.114626 
0.577000 	 -90.214729 	 0.291803 
0.578000 	 -90.130559 	 0.409921 
0.579000 	 -90.130559 	 0.232744 
0.580000 	 -90.214729 	 0.173685 
0.581000 	 -90.130559 	 0.114626 
0.582000 	 -90.130559 	 0.291803 
0.583000 	 -90.214729 	 0.291803 
0.584000 	 -90.214729 	 0.350862 
0.585000 	 -90.214729 	 0.350862 
0.586000 	 -90.214729 	 0.409921 
0.587000 	 -90.214729 	 0.350862 
0.588000 	 -90.214729 	 0.350862 
0.589000 	 -90.214729 	 0.409921 
0.590000 	 -90.130559 	 0.350862 
0.591000 	 -90.214729 	 0.232744 
0.592000 	 -90.214729 	 0.232744 
0.593000 	 -90.214729 	 0.173685 
0.594000 	 -90.214729 	 0.173685 
0.595000 	 -90.214729 	 0.350862 
0.596000 	 -90.214729 	 0.291803 
0.597000 	 -90.214729 	 0.173685 
0.598000 	 -90.214729 	 0.232744 
0.599000 	 -90.214729 	 0.291803 
0.600000 	 -90.214729 	 0.350862 
0.601000 	 -90.214729 	 0.350862 
0.602000 	 -90.214729 	 0.291803 
0.603000 	 -90.214729 	 0.350862 
0.604000 	 -90.214729 	 0.350862 
0.605000 	 -90.214729 	 0.291803 
0.606000 	 -90.214729 	 0.232744 
0.607000 	 -90.214729 	 0.350862 
0.608000 	 -90.214729 	 0.232744 
0.609000 	 -90.214729 	 0.350862 
0.610000 	 -90.214729 	 0.114626 
0.611000 	 -90.214729 	 0.173685 
0.612000 	 -90.214729 	 0.409921 
0.613000 	 -90.214729 	 0.173685 
0.614000 	 -90.214729 	 0.291803 
0.615000 	 -90.214729 	 0.173685 
0.616000 	 -90.214729 	 0.232744 
0.617000 	 -90.214729 	 0.291803 
0.618000 	 -90.214729 	 0.409921 
0.619000 	 -90.214729 	 0.173685 
0.620000 	 -90.214729 	 0.350862 
0.621000 	 -90.298900 	 0.291803 
0.622000 	 -90.214729 	 0.291803 
0.623000 	 -90.214729 	 0.350862 
0.624000 	 -90.214729 	 0.232744 
0.625000 	 -90.214729 	 0.232744 
0.626000 	 -90.214729 	 0.232744 
0.627000 	 -90.214729 	 0.291803 
0.628000 	 -90.214729 	 0.409921 
0.629000 	 -90.214729 	 0.350862 
0.630000 	 -90.214729 	 0.291803 
0.631000 	 -90.214729 	 0.173685 
0.632000 	 -90.214729 	 0.291803 
0.633000 	 -90.214729 	 0.350862 
0.634000 	 -90.214729 	 0.291803 
0.635000 	 -90.298900 	 0.350862 
0.636000 	 -90.298900 	 0.232744 
0.637000 	 -90.214729 	 0.291803 
0.638000 	 -90.298900 	 0.350862 
0.639000 	 -90.214729 	 0.291803 
0.640000 	 -90.298900 	 0.232744 
0.641000 	 -90.214729 	 0.291803 
0.642000 	 -90.214729 	 0.291803 
0.643000 	 -90.214729 	 0.114626 
0.644000 	 -90.214729 	 0.350862 
0.645000 	 -90.214729 	 0.350862 
0.646000 	 -90.214729 	 0.173685 
0.647000 	 -90.298900 	 0.173685 
0.648000 	 -90.214729 	 0.350862 
0.649000 	 -90.214729 	 0.232744 
0.650000 	 -90.214729 	 0.409921 
0.651000 	 -90.214729 	 0.350862 
0.652000 	 -90.298900 	 0.350862 
0.653000 	 -90.298900 	 0.350862 
0.654000 	 -90.298900 	 0.409921 
0.655000 	 -90.298900 	 0.350862 
0.656000 	 -90.298900 	 0.409921 
0.657000 	 -90.298900 	 0.468980 
0.658000 	 -90.298900 	 0.232744 
0.659000 	 -90.298900 	 0.232744 
0.660000 	 -90.298900 	 0.232744 
0.661000 	 -90.298900 	 0.350862 
0.662000 	 -90.298900 	 0.232744 
