times (s) 	 Angular position (degrees) 	 Accerleration (m/s^{2}) 
0.000000 	 2.579998 	 -5.193705 
0.001000 	 2.579998 	 -5.193705 
0.002000 	 2.579998 	 -5.193705 
0.003000 	 2.579998 	 -5.193705 
0.004000 	 2.667714 	 -5.134646 
0.005000 	 2.579998 	 -5.193705 
0.006000 	 2.579998 	 -5.193705 
0.007000 	 2.579998 	 -5.193705 
0.008000 	 2.579998 	 -5.193705 
0.009000 	 2.579998 	 -5.193705 
0.010000 	 2.492282 	 -5.252764 
0.011000 	 2.667714 	 -5.134646 
0.012000 	 2.579998 	 -5.193705 
0.013000 	 2.579998 	 -5.193705 
0.014000 	 2.579998 	 -5.193705 
0.015000 	 2.579998 	 -5.193705 
0.016000 	 2.579998 	 -5.193705 
0.017000 	 2.579998 	 -5.193705 
0.018000 	 2.579998 	 -5.193705 
0.019000 	 2.579998 	 -5.193705 
0.020000 	 2.579998 	 -5.193705 
0.021000 	 2.579998 	 -5.193705 
0.022000 	 2.579998 	 -5.193705 
0.023000 	 2.579998 	 -5.193705 
0.024000 	 2.579998 	 -5.193705 
0.025000 	 2.579998 	 -5.193705 
0.026000 	 2.667714 	 -5.134646 
0.027000 	 2.579998 	 -5.193705 
0.028000 	 2.667714 	 -5.134646 
0.029000 	 2.579998 	 -5.193705 
0.030000 	 2.579998 	 -5.193705 
0.031000 	 2.579998 	 -5.193705 
0.032000 	 2.579998 	 -5.193705 
0.033000 	 2.579998 	 -5.193705 
0.034000 	 2.579998 	 -5.193705 
0.035000 	 2.579998 	 -5.193705 
0.036000 	 2.579998 	 -5.193705 
0.037000 	 2.579998 	 -5.193705 
0.038000 	 2.579998 	 -5.193705 
0.039000 	 2.579998 	 -5.193705 
0.040000 	 2.579998 	 -5.193705 
0.041000 	 2.579998 	 -5.193705 
0.042000 	 2.579998 	 -5.193705 
0.043000 	 2.579998 	 -5.193705 
0.044000 	 2.492282 	 -5.252764 
0.045000 	 2.579998 	 -5.193705 
0.046000 	 2.667714 	 -5.134646 
0.047000 	 2.579998 	 -5.193705 
0.048000 	 2.579998 	 -5.193705 
0.049000 	 2.579998 	 -5.193705 
0.050000 	 2.579998 	 -5.193705 
0.051000 	 2.579998 	 -5.193705 
0.052000 	 2.579998 	 -5.193705 
0.053000 	 2.579998 	 -5.193705 
0.054000 	 2.579998 	 -5.193705 
0.055000 	 2.667714 	 -5.134646 
0.056000 	 2.579998 	 -5.193705 
0.057000 	 2.579998 	 -5.193705 
0.058000 	 2.579998 	 -5.193705 
0.059000 	 2.667714 	 -5.134646 
0.060000 	 2.579998 	 -5.193705 
0.061000 	 2.579998 	 -5.193705 
0.062000 	 2.579998 	 -5.193705 
0.063000 	 2.579998 	 -5.193705 
0.064000 	 2.579998 	 -5.193705 
0.065000 	 2.579998 	 -5.193705 
0.066000 	 2.579998 	 -5.193705 
0.067000 	 2.579998 	 -5.193705 
0.068000 	 2.667714 	 -5.134646 
0.069000 	 2.579998 	 -5.193705 
0.070000 	 2.579998 	 -5.193705 
0.071000 	 2.579998 	 -5.193705 
0.072000 	 2.579998 	 -5.193705 
0.073000 	 2.579998 	 -5.193705 
0.074000 	 2.579998 	 -5.193705 
0.075000 	 2.667714 	 -5.134646 
0.076000 	 2.579998 	 -5.193705 
0.077000 	 2.579998 	 -5.193705 
0.078000 	 2.579998 	 -5.193705 
0.079000 	 2.579998 	 -5.193705 
0.080000 	 2.579998 	 -5.193705 
0.081000 	 2.579998 	 -5.193705 
0.082000 	 2.579998 	 -5.193705 
0.083000 	 2.579998 	 -5.193705 
0.084000 	 2.579998 	 -5.193705 
0.085000 	 2.492282 	 -5.252764 
0.086000 	 2.579998 	 -5.193705 
0.087000 	 2.579998 	 -5.193705 
0.088000 	 2.579998 	 -5.193705 
0.089000 	 2.579998 	 -5.193705 
0.090000 	 2.579998 	 -5.193705 
0.091000 	 2.579998 	 -5.193705 
0.092000 	 2.579998 	 -5.193705 
0.093000 	 2.579998 	 -5.193705 
0.094000 	 2.579998 	 -5.193705 
0.095000 	 2.579998 	 -5.193705 
0.096000 	 2.579998 	 -5.193705 
0.097000 	 2.579998 	 -5.193705 
0.098000 	 2.579998 	 -5.193705 
0.099000 	 2.579998 	 -5.193705 
0.100000 	 2.579998 	 -5.193705 
0.101000 	 2.579998 	 -5.193705 
0.102000 	 2.579998 	 -5.193705 
0.103000 	 2.579998 	 -5.193705 
0.104000 	 2.579998 	 -5.193705 
0.105000 	 2.579998 	 -5.193705 
0.106000 	 2.579998 	 -5.193705 
0.107000 	 2.579998 	 -5.193705 
0.108000 	 2.579998 	 -5.193705 
0.109000 	 2.579998 	 -5.193705 
0.110000 	 2.492282 	 -5.252764 
0.111000 	 2.579998 	 -5.193705 
0.112000 	 2.579998 	 -5.193705 
0.113000 	 2.579998 	 -5.193705 
0.114000 	 2.579998 	 -5.193705 
0.115000 	 2.579998 	 -5.193705 
0.116000 	 2.579998 	 -5.193705 
0.117000 	 2.492282 	 -5.252764 
0.118000 	 2.579998 	 -5.193705 
0.119000 	 2.579998 	 -5.193705 
0.120000 	 2.579998 	 -5.193705 
0.121000 	 2.579998 	 -5.193705 
0.122000 	 2.667714 	 -5.134646 
0.123000 	 2.579998 	 -5.193705 
0.124000 	 2.579998 	 -5.193705 
0.125000 	 2.579998 	 -5.193705 
0.126000 	 2.579998 	 -5.193705 
0.127000 	 2.579998 	 -5.193705 
0.128000 	 2.579998 	 -5.193705 
0.129000 	 2.579998 	 -5.193705 
0.130000 	 2.579998 	 -5.193705 
0.131000 	 2.579998 	 -5.193705 
0.132000 	 2.579998 	 -5.193705 
0.133000 	 2.579998 	 -5.193705 
0.134000 	 2.579998 	 -5.193705 
0.135000 	 2.579998 	 -5.193705 
0.136000 	 2.579998 	 -5.193705 
0.137000 	 2.579998 	 -5.193705 
0.138000 	 2.579998 	 -5.193705 
0.139000 	 2.579998 	 -5.193705 
0.140000 	 2.579998 	 -5.193705 
0.141000 	 2.579998 	 -5.193705 
0.142000 	 2.579998 	 -5.193705 
0.143000 	 2.579998 	 -5.193705 
0.144000 	 2.579998 	 -5.193705 
0.145000 	 2.579998 	 -5.193705 
0.146000 	 2.579998 	 -5.193705 
0.147000 	 2.579998 	 -5.193705 
0.148000 	 2.579998 	 -5.193705 
0.149000 	 2.579998 	 -5.193705 
0.150000 	 2.579998 	 -5.193705 
0.151000 	 2.579998 	 -5.193705 
0.152000 	 2.579998 	 -5.193705 
0.153000 	 2.579998 	 -5.193705 
0.154000 	 2.579998 	 -5.193705 
0.155000 	 2.579998 	 -5.193705 
0.156000 	 2.579998 	 -5.193705 
0.157000 	 2.579998 	 -5.193705 
0.158000 	 2.579998 	 -5.193705 
0.159000 	 2.579998 	 -5.193705 
0.160000 	 2.579998 	 -5.193705 
0.161000 	 2.579998 	 -5.193705 
0.162000 	 2.579998 	 -5.193705 
0.163000 	 2.667714 	 -5.134646 
0.164000 	 2.579998 	 -5.193705 
0.165000 	 2.579998 	 -5.193705 
0.166000 	 2.579998 	 -5.193705 
0.167000 	 2.579998 	 -5.193705 
0.168000 	 2.579998 	 -5.193705 
0.169000 	 2.579998 	 -5.193705 
0.170000 	 2.579998 	 -5.193705 
0.171000 	 2.579998 	 -5.193705 
0.172000 	 2.579998 	 -5.193705 
0.173000 	 2.579998 	 -5.193705 
0.174000 	 2.579998 	 -5.193705 
0.175000 	 2.579998 	 -5.193705 
0.176000 	 2.755431 	 -5.075587 
0.177000 	 2.579998 	 -5.193705 
0.178000 	 2.492282 	 -5.252764 
0.179000 	 2.579998 	 -5.193705 
0.180000 	 2.579998 	 -5.193705 
0.181000 	 2.579998 	 -5.193705 
0.182000 	 2.579998 	 -5.193705 
0.183000 	 2.579998 	 -5.193705 
0.184000 	 2.579998 	 -5.193705 
0.185000 	 2.579998 	 -5.193705 
0.186000 	 2.579998 	 -5.193705 
0.187000 	 2.579998 	 -5.193705 
0.188000 	 2.579998 	 -5.193705 
0.189000 	 2.579998 	 -5.193705 
0.190000 	 2.579998 	 -5.193705 
0.191000 	 2.579998 	 -5.193705 
0.192000 	 2.579998 	 -5.193705 
0.193000 	 2.579998 	 -5.193705 
0.194000 	 2.579998 	 -5.193705 
0.195000 	 2.579998 	 -5.193705 
0.196000 	 2.667714 	 -5.134646 
0.197000 	 2.579998 	 -5.193705 
0.198000 	 2.579998 	 -5.193705 
0.199000 	 2.579998 	 -5.193705 
0.200000 	 2.579998 	 -5.193705 
0.201000 	 2.579998 	 -5.193705 
0.202000 	 2.667714 	 -5.134646 
0.203000 	 2.579998 	 -5.193705 
0.204000 	 2.579998 	 -5.193705 
0.205000 	 2.579998 	 -5.193705 
0.206000 	 2.579998 	 -5.193705 
0.207000 	 2.579998 	 -5.193705 
0.208000 	 2.579998 	 -5.193705 
0.209000 	 2.579998 	 -5.193705 
0.210000 	 2.579998 	 -5.193705 
0.211000 	 2.579998 	 -5.193705 
0.212000 	 2.579998 	 -5.193705 
0.213000 	 2.579998 	 -5.193705 
0.214000 	 2.579998 	 -5.193705 
0.215000 	 2.579998 	 -5.193705 
0.216000 	 2.579998 	 -5.193705 
0.217000 	 2.579998 	 -5.193705 
0.218000 	 2.579998 	 -5.193705 
0.219000 	 2.579998 	 -5.193705 
0.220000 	 2.579998 	 -5.193705 
0.221000 	 2.579998 	 -5.193705 
0.222000 	 2.579998 	 -5.193705 
0.223000 	 2.667714 	 -5.134646 
0.224000 	 2.579998 	 -5.193705 
0.225000 	 2.579998 	 -5.193705 
0.226000 	 2.579998 	 -5.193705 
0.227000 	 2.579998 	 -5.193705 
0.228000 	 2.579998 	 -5.193705 
0.229000 	 2.579998 	 -5.193705 
0.230000 	 2.579998 	 -5.193705 
0.231000 	 2.579998 	 -5.193705 
0.232000 	 2.579998 	 -5.193705 
0.233000 	 2.579998 	 -5.193705 
0.234000 	 2.579998 	 -5.193705 
0.235000 	 2.579998 	 -5.193705 
0.236000 	 2.404566 	 -5.311823 
0.237000 	 2.579998 	 -5.193705 
0.238000 	 2.579998 	 -5.193705 
0.239000 	 2.579998 	 -5.193705 
0.240000 	 2.579998 	 -5.193705 
0.241000 	 2.579998 	 -5.193705 
0.242000 	 2.579998 	 -5.193705 
0.243000 	 2.579998 	 -5.193705 
0.244000 	 2.579998 	 -5.193705 
0.245000 	 2.579998 	 -5.193705 
0.246000 	 2.579998 	 -5.193705 
0.247000 	 2.579998 	 -5.193705 
0.248000 	 2.579998 	 -5.193705 
0.249000 	 2.579998 	 -5.193705 
0.250000 	 2.579998 	 -5.193705 
0.251000 	 2.579998 	 -5.193705 
0.252000 	 2.579998 	 -5.193705 
0.253000 	 2.579998 	 -5.193705 
0.254000 	 2.579998 	 -5.193705 
0.255000 	 2.579998 	 -5.193705 
0.256000 	 2.579998 	 -5.193705 
0.257000 	 2.579998 	 -5.193705 
0.258000 	 2.579998 	 -5.193705 
0.259000 	 2.579998 	 -5.193705 
0.260000 	 2.579998 	 -5.193705 
0.261000 	 2.579998 	 -5.193705 
0.262000 	 2.579998 	 -5.193705 
0.263000 	 2.579998 	 -5.193705 
0.264000 	 2.579998 	 -5.193705 
0.265000 	 2.579998 	 -5.193705 
0.266000 	 2.579998 	 -5.193705 
0.267000 	 2.579998 	 -5.193705 
0.268000 	 2.579998 	 -5.193705 
0.269000 	 2.579998 	 -5.193705 
0.270000 	 2.579998 	 -5.193705 
0.271000 	 2.579998 	 -5.193705 
0.272000 	 2.579998 	 -5.193705 
0.273000 	 2.579998 	 -5.193705 
0.274000 	 2.579998 	 -5.193705 
0.275000 	 2.579998 	 -5.193705 
0.276000 	 2.579998 	 -5.193705 
0.277000 	 2.579998 	 -5.193705 
0.278000 	 2.492282 	 -5.252764 
0.279000 	 2.579998 	 -5.193705 
0.280000 	 2.579998 	 -5.193705 
0.281000 	 2.579998 	 -5.193705 
0.282000 	 2.579998 	 -5.193705 
0.283000 	 2.492282 	 -5.252764 
0.284000 	 2.579998 	 -5.193705 
0.285000 	 2.579998 	 -5.193705 
0.286000 	 2.579998 	 -5.193705 
0.287000 	 2.579998 	 -5.193705 
0.288000 	 2.579998 	 -5.193705 
0.289000 	 2.579998 	 -5.193705 
0.290000 	 2.579998 	 -5.193705 
0.291000 	 2.579998 	 -5.193705 
0.292000 	 2.579998 	 -5.193705 
0.293000 	 2.579998 	 -5.193705 
0.294000 	 2.667714 	 -5.134646 
0.295000 	 2.579998 	 -5.193705 
0.296000 	 2.579998 	 -5.193705 
0.297000 	 2.579998 	 -5.193705 
0.298000 	 2.579998 	 -5.193705 
0.299000 	 2.579998 	 -5.193705 
0.300000 	 2.579998 	 -5.193705 
0.301000 	 2.579998 	 -5.193705 
0.302000 	 2.579998 	 -5.193705 
0.303000 	 2.579998 	 -5.193705 
0.304000 	 2.579998 	 -5.193705 
0.305000 	 2.579998 	 -5.193705 
0.306000 	 2.579998 	 -5.193705 
0.307000 	 2.579998 	 -5.193705 
0.308000 	 2.579998 	 -5.193705 
0.309000 	 2.579998 	 -5.193705 
0.310000 	 2.579998 	 -5.193705 
0.311000 	 2.579998 	 -5.193705 
0.312000 	 2.579998 	 -5.193705 
0.313000 	 2.579998 	 -5.193705 
0.314000 	 2.579998 	 -5.193705 
0.315000 	 2.579998 	 -5.193705 
0.316000 	 2.579998 	 -5.193705 
0.317000 	 2.579998 	 -5.193705 
0.318000 	 2.579998 	 -5.193705 
0.319000 	 2.579998 	 -5.193705 
0.320000 	 2.579998 	 -5.193705 
0.321000 	 2.579998 	 -5.193705 
0.322000 	 2.579998 	 -5.193705 
0.323000 	 2.579998 	 -5.193705 
0.324000 	 2.579998 	 -5.193705 
0.325000 	 2.579998 	 -5.193705 
0.326000 	 2.579998 	 -5.193705 
0.327000 	 2.492282 	 -5.252764 
0.328000 	 2.492282 	 -5.252764 
0.329000 	 2.579998 	 -5.193705 
0.330000 	 2.579998 	 -5.193705 
0.331000 	 2.579998 	 -5.193705 
0.332000 	 2.579998 	 -5.193705 
0.333000 	 2.579998 	 -5.193705 
0.334000 	 2.579998 	 -5.193705 
0.335000 	 2.579998 	 -5.193705 
0.336000 	 2.579998 	 -5.193705 
0.337000 	 2.492282 	 -5.252764 
0.338000 	 2.667714 	 -5.134646 
0.339000 	 2.579998 	 -5.193705 
0.340000 	 2.667714 	 -5.134646 
0.341000 	 2.579998 	 -5.193705 
0.342000 	 2.579998 	 -5.193705 
0.343000 	 2.579998 	 -5.193705 
0.344000 	 2.579998 	 -5.193705 
0.345000 	 2.667714 	 -5.134646 
0.346000 	 2.579998 	 -5.193705 
0.347000 	 2.579998 	 -5.193705 
0.348000 	 2.579998 	 -5.193705 
0.349000 	 2.579998 	 -5.193705 
0.350000 	 2.579998 	 -5.193705 
0.351000 	 2.579998 	 -5.193705 
0.352000 	 2.579998 	 -5.193705 
0.353000 	 2.579998 	 -5.193705 
0.354000 	 2.579998 	 -5.193705 
0.355000 	 2.579998 	 -5.193705 
0.356000 	 2.579998 	 -5.193705 
0.357000 	 2.579998 	 -5.193705 
0.358000 	 2.579998 	 -5.193705 
0.359000 	 2.579998 	 -5.193705 
0.360000 	 2.579998 	 -5.193705 
0.361000 	 2.579998 	 -5.193705 
0.362000 	 2.579998 	 -5.193705 
0.363000 	 2.579998 	 -5.193705 
0.364000 	 2.579998 	 -5.193705 
0.365000 	 2.579998 	 -5.193705 
0.366000 	 2.579998 	 -5.193705 
0.367000 	 2.579998 	 -5.193705 
0.368000 	 2.579998 	 -5.193705 
0.369000 	 2.579998 	 -5.193705 
0.370000 	 2.579998 	 -5.193705 
0.371000 	 2.579998 	 -5.193705 
0.372000 	 2.579998 	 -5.193705 
0.373000 	 2.579998 	 -5.193705 
0.374000 	 2.579998 	 -5.193705 
0.375000 	 2.579998 	 -5.193705 
0.376000 	 2.579998 	 -5.193705 
0.377000 	 2.492282 	 -5.252764 
0.378000 	 2.579998 	 -5.193705 
0.379000 	 2.667714 	 -5.134646 
0.380000 	 2.579998 	 -5.193705 
0.381000 	 2.579998 	 -5.193705 
0.382000 	 2.579998 	 -5.193705 
0.383000 	 2.579998 	 -5.193705 
0.384000 	 2.579998 	 -5.193705 
0.385000 	 2.579998 	 -5.193705 
0.386000 	 2.667714 	 -5.134646 
0.387000 	 2.579998 	 -5.193705 
0.388000 	 2.579998 	 -5.193705 
0.389000 	 2.579998 	 -5.193705 
0.390000 	 2.579998 	 -5.193705 
0.391000 	 2.579998 	 -5.193705 
0.392000 	 2.579998 	 -5.193705 
0.393000 	 2.492282 	 -5.252764 
0.394000 	 2.579998 	 -5.193705 
0.395000 	 2.579998 	 -5.193705 
0.396000 	 2.579998 	 -5.193705 
0.397000 	 2.579998 	 -5.193705 
0.398000 	 2.579998 	 -5.193705 
0.399000 	 2.579998 	 -5.193705 
0.400000 	 2.579998 	 -5.193705 
0.401000 	 2.492282 	 -5.252764 
0.402000 	 2.579998 	 -5.193705 
0.403000 	 2.579998 	 -5.193705 
0.404000 	 2.579998 	 -5.193705 
0.405000 	 2.579998 	 -5.193705 
0.406000 	 2.579998 	 -5.193705 
0.407000 	 2.579998 	 -5.193705 
0.408000 	 2.579998 	 -5.193705 
0.409000 	 2.579998 	 -5.193705 
0.410000 	 2.579998 	 -5.193705 
0.411000 	 2.579998 	 -5.193705 
0.412000 	 2.579998 	 -5.193705 
0.413000 	 2.579998 	 -5.193705 
0.414000 	 2.579998 	 -5.193705 
0.415000 	 2.579998 	 -5.193705 
0.416000 	 2.579998 	 -5.193705 
0.417000 	 2.579998 	 -5.193705 
0.418000 	 2.579998 	 -5.193705 
0.419000 	 2.579998 	 -5.193705 
0.420000 	 2.579998 	 -5.193705 
0.421000 	 2.492282 	 -5.252764 
0.422000 	 2.667714 	 -5.134646 
0.423000 	 2.579998 	 -5.193705 
0.424000 	 2.579998 	 -5.193705 
0.425000 	 2.579998 	 -5.193705 
0.426000 	 2.579998 	 -5.193705 
0.427000 	 2.579998 	 -5.193705 
0.428000 	 2.579998 	 -5.193705 
0.429000 	 2.579998 	 -5.193705 
0.430000 	 2.579998 	 -5.193705 
0.431000 	 2.579998 	 -5.193705 
0.432000 	 2.579998 	 -5.193705 
0.433000 	 2.579998 	 -5.193705 
0.434000 	 2.579998 	 -5.193705 
0.435000 	 2.492282 	 -5.252764 
0.436000 	 2.579998 	 -5.193705 
0.437000 	 2.579998 	 -5.193705 
0.438000 	 2.579998 	 -5.193705 
0.439000 	 2.579998 	 -5.193705 
0.440000 	 2.579998 	 -5.193705 
0.441000 	 2.579998 	 -5.193705 
0.442000 	 2.579998 	 -5.193705 
0.443000 	 2.579998 	 -5.193705 
0.444000 	 2.579998 	 -5.193705 
0.445000 	 2.579998 	 -5.193705 
0.446000 	 2.492282 	 -5.252764 
0.447000 	 2.579998 	 -5.193705 
0.448000 	 2.579998 	 -5.193705 
0.449000 	 2.579998 	 -5.193705 
0.450000 	 2.579998 	 -5.193705 
0.451000 	 2.579998 	 -5.193705 
0.452000 	 2.579998 	 -5.193705 
0.453000 	 2.579998 	 -5.193705 
0.454000 	 2.579998 	 -5.193705 
0.455000 	 2.579998 	 -5.193705 
0.456000 	 2.579998 	 -5.193705 
0.457000 	 2.667714 	 -5.134646 
0.458000 	 2.579998 	 -5.193705 
0.459000 	 2.579998 	 -5.193705 
0.460000 	 2.579998 	 -5.193705 
0.461000 	 2.579998 	 -5.193705 
0.462000 	 2.579998 	 -5.193705 
0.463000 	 2.579998 	 -5.193705 
0.464000 	 2.579998 	 -5.193705 
0.465000 	 2.579998 	 -5.193705 
0.466000 	 2.579998 	 -5.193705 
0.467000 	 2.579998 	 -5.193705 
0.468000 	 2.579998 	 -5.193705 
0.469000 	 2.667714 	 -5.134646 
0.470000 	 2.579998 	 -5.193705 
0.471000 	 2.579998 	 -5.193705 
0.472000 	 2.579998 	 -5.193705 
0.473000 	 2.667714 	 -5.134646 
0.474000 	 2.579998 	 -5.193705 
0.475000 	 2.579998 	 -5.193705 
0.476000 	 2.667714 	 -5.134646 
0.477000 	 2.579998 	 -5.193705 
0.478000 	 2.579998 	 -5.193705 
0.479000 	 2.579998 	 -5.193705 
0.480000 	 2.579998 	 -5.193705 
0.481000 	 2.579998 	 -5.193705 
0.482000 	 2.579998 	 -5.193705 
0.483000 	 2.579998 	 -5.193705 
0.484000 	 2.579998 	 -5.193705 
0.485000 	 2.579998 	 -5.193705 
0.486000 	 2.579998 	 -5.193705 
0.487000 	 2.579998 	 -5.193705 
0.488000 	 2.579998 	 -5.193705 
0.489000 	 2.579998 	 -5.193705 
0.490000 	 2.579998 	 -5.193705 
0.491000 	 2.667714 	 -5.134646 
0.492000 	 2.579998 	 -5.193705 
0.493000 	 2.579998 	 -5.193705 
0.494000 	 2.579998 	 -5.193705 
0.495000 	 2.579998 	 -5.193705 
0.496000 	 2.579998 	 -5.193705 
0.497000 	 2.579998 	 -5.193705 
0.498000 	 2.579998 	 -5.193705 
0.499000 	 2.579998 	 -5.193705 
0.500000 	 2.579998 	 -5.193705 
0.501000 	 2.755431 	 -5.075587 
0.502000 	 2.579998 	 -5.193705 
0.503000 	 2.667714 	 -5.134646 
0.504000 	 2.579998 	 -5.193705 
0.505000 	 2.579998 	 -5.193705 
0.506000 	 2.579998 	 -5.193705 
0.507000 	 2.579998 	 -5.193705 
0.508000 	 2.579998 	 -5.193705 
0.509000 	 2.579998 	 -5.193705 
0.510000 	 2.579998 	 -5.193705 
0.511000 	 2.579998 	 -5.193705 
0.512000 	 2.579998 	 -5.193705 
0.513000 	 2.579998 	 -5.193705 
0.514000 	 2.492282 	 -5.252764 
0.515000 	 2.579998 	 -5.193705 
0.516000 	 2.579998 	 -5.193705 
0.517000 	 2.579998 	 -5.193705 
0.518000 	 2.579998 	 -5.193705 
0.519000 	 2.579998 	 -5.193705 
0.520000 	 2.492282 	 -5.252764 
0.521000 	 2.579998 	 -5.193705 
0.522000 	 2.579998 	 -5.193705 
0.523000 	 2.667714 	 -5.134646 
0.524000 	 2.579998 	 -5.193705 
0.525000 	 2.579998 	 -5.193705 
0.526000 	 2.404566 	 -5.311823 
0.527000 	 2.579998 	 -5.193705 
0.528000 	 2.579998 	 -5.193705 
0.529000 	 2.579998 	 -5.193705 
0.530000 	 2.579998 	 -5.193705 
0.531000 	 2.579998 	 -5.193705 
0.532000 	 2.579998 	 -5.193705 
0.533000 	 2.579998 	 -5.193705 
0.534000 	 2.579998 	 -5.193705 
0.535000 	 2.579998 	 -5.193705 
0.536000 	 2.579998 	 -5.193705 
0.537000 	 2.579998 	 -5.193705 
0.538000 	 2.579998 	 -5.193705 
0.539000 	 2.579998 	 -5.193705 
0.540000 	 2.579998 	 -5.193705 
0.541000 	 2.579998 	 -5.193705 
0.542000 	 2.579998 	 -5.193705 
0.543000 	 2.579998 	 -5.193705 
0.544000 	 2.579998 	 -5.193705 
0.545000 	 2.579998 	 -5.193705 
0.546000 	 2.579998 	 -5.193705 
0.547000 	 2.579998 	 -5.193705 
0.548000 	 2.579998 	 -5.193705 
0.549000 	 2.579998 	 -5.193705 
0.550000 	 2.579998 	 -5.193705 
0.551000 	 2.579998 	 -5.193705 
0.552000 	 2.579998 	 -5.193705 
0.553000 	 2.579998 	 -5.193705 
0.554000 	 2.579998 	 -5.193705 
0.555000 	 2.579998 	 -5.193705 
0.556000 	 2.579998 	 -5.193705 
0.557000 	 2.579998 	 -5.193705 
0.558000 	 2.579998 	 -5.193705 
0.559000 	 2.579998 	 -5.193705 
0.560000 	 2.579998 	 -5.193705 
0.561000 	 2.579998 	 -5.193705 
0.562000 	 2.579998 	 -5.193705 
0.563000 	 2.579998 	 -5.193705 
0.564000 	 2.579998 	 -5.193705 
0.565000 	 2.579998 	 -5.193705 
0.566000 	 2.579998 	 -5.193705 
0.567000 	 2.579998 	 -5.193705 
0.568000 	 2.579998 	 -5.193705 
0.569000 	 2.579998 	 -5.193705 
0.570000 	 2.492282 	 -5.252764 
0.571000 	 2.579998 	 -5.193705 
0.572000 	 2.579998 	 -5.193705 
0.573000 	 2.579998 	 -5.193705 
0.574000 	 2.579998 	 -5.193705 
0.575000 	 2.579998 	 -5.193705 
0.576000 	 2.579998 	 -5.193705 
0.577000 	 2.579998 	 -5.193705 
0.578000 	 2.579998 	 -5.193705 
0.579000 	 2.579998 	 -5.193705 
0.580000 	 2.579998 	 -5.193705 
0.581000 	 2.579998 	 -5.193705 
0.582000 	 2.579998 	 -5.193705 
0.583000 	 2.579998 	 -5.193705 
0.584000 	 2.579998 	 -5.193705 
0.585000 	 2.492282 	 -5.252764 
0.586000 	 2.492282 	 -5.252764 
0.587000 	 2.579998 	 -5.193705 
0.588000 	 2.579998 	 -5.193705 
0.589000 	 2.579998 	 -5.193705 
0.590000 	 2.579998 	 -5.193705 
0.591000 	 2.579998 	 -5.193705 
0.592000 	 2.579998 	 -5.193705 
0.593000 	 2.579998 	 -5.193705 
0.594000 	 2.579998 	 -5.193705 
0.595000 	 2.579998 	 -5.193705 
0.596000 	 2.579998 	 -5.193705 
0.597000 	 2.579998 	 -5.193705 
0.598000 	 2.667714 	 -5.134646 
0.599000 	 2.579998 	 -5.193705 
0.600000 	 2.579998 	 -5.193705 
0.601000 	 2.579998 	 -5.193705 
0.602000 	 2.579998 	 -5.193705 
0.603000 	 2.579998 	 -5.193705 
0.604000 	 2.579998 	 -5.193705 
0.605000 	 2.579998 	 -5.193705 
0.606000 	 2.579998 	 -5.193705 
0.607000 	 2.579998 	 -5.193705 
0.608000 	 2.579998 	 -5.193705 
0.609000 	 2.667714 	 -5.134646 
0.610000 	 2.667714 	 -5.134646 
0.611000 	 2.579998 	 -5.193705 
0.612000 	 2.579998 	 -5.193705 
0.613000 	 2.579998 	 -5.193705 
0.614000 	 2.579998 	 -5.193705 
0.615000 	 2.579998 	 -5.193705 
0.616000 	 2.579998 	 -5.193705 
0.617000 	 2.579998 	 -5.193705 
0.618000 	 2.579998 	 -5.193705 
0.619000 	 2.579998 	 -5.193705 
0.620000 	 2.579998 	 -5.193705 
0.621000 	 2.579998 	 -5.193705 
0.622000 	 2.579998 	 -5.193705 
0.623000 	 2.579998 	 -5.193705 
0.624000 	 2.579998 	 -5.193705 
0.625000 	 2.579998 	 -5.193705 
0.626000 	 2.579998 	 -5.193705 
0.627000 	 2.579998 	 -5.193705 
0.628000 	 2.579998 	 -5.193705 
0.629000 	 2.579998 	 -5.193705 
0.630000 	 2.579998 	 -5.193705 
0.631000 	 2.579998 	 -5.193705 
0.632000 	 2.579998 	 -5.193705 
0.633000 	 2.579998 	 -5.193705 
0.634000 	 2.579998 	 -5.193705 
0.635000 	 2.579998 	 -5.193705 
0.636000 	 2.579998 	 -5.193705 
0.637000 	 2.579998 	 -5.193705 
0.638000 	 2.579998 	 -5.193705 
0.639000 	 2.579998 	 -5.193705 
0.640000 	 2.667714 	 -5.134646 
0.641000 	 2.579998 	 -5.193705 
0.642000 	 2.579998 	 -5.193705 
0.643000 	 2.579998 	 -5.193705 
0.644000 	 2.579998 	 -5.193705 
0.645000 	 2.579998 	 -5.193705 
0.646000 	 2.579998 	 -5.193705 
0.647000 	 2.579998 	 -5.193705 
0.648000 	 2.579998 	 -5.193705 
0.649000 	 2.579998 	 -5.193705 
0.650000 	 2.579998 	 -5.193705 
0.651000 	 2.579998 	 -5.193705 
0.652000 	 2.492282 	 -5.252764 
0.653000 	 2.579998 	 -5.193705 
0.654000 	 2.579998 	 -5.193705 
0.655000 	 2.579998 	 -5.193705 
0.656000 	 2.579998 	 -5.193705 
0.657000 	 2.579998 	 -5.193705 
0.658000 	 2.579998 	 -5.193705 
0.659000 	 2.579998 	 -5.193705 
0.660000 	 2.667714 	 -5.134646 
0.661000 	 2.579998 	 -5.193705 
0.662000 	 2.579998 	 -5.193705 
0.663000 	 2.579998 	 -5.193705 
0.664000 	 2.579998 	 -5.193705 
