time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 0.11911581 	 0.19433940 
0.00050000 	 0.11976681 	 0.19499040 
0.00100000 	 0.11944131 	 0.19726889 
0.00150000 	 0.12041781 	 0.19857088 
0.00200000 	 0.12009231 	 0.19922188 
0.00250000 	 0.12009231 	 0.20117487 
0.00300000 	 0.12074331 	 0.20215137 
0.00350000 	 0.12106881 	 0.20377886 
0.00400000 	 0.12237080 	 0.20508086 
0.00450000 	 0.12237080 	 0.20540636 
0.00500000 	 0.12302180 	 0.20670835 
0.00550000 	 0.12269630 	 0.20833584 
0.00600000 	 0.12334730 	 0.20898684 
0.00650000 	 0.12302180 	 0.21093983 
0.00700000 	 0.12432379 	 0.21256733 
0.00750000 	 0.12367280 	 0.21386932 
0.00800000 	 0.12464929 	 0.21484582 
0.00850000 	 0.12562579 	 0.21614781 
0.00900000 	 0.12595129 	 0.21712431 
0.00950000 	 0.12595129 	 0.21842630 
0.01000000 	 0.12692778 	 0.21940280 
0.01050000 	 0.12790428 	 0.22103029 
0.01100000 	 0.12692778 	 0.22168129 
0.01150000 	 0.12692778 	 0.22330878 
0.01200000 	 0.12822978 	 0.22395978 
0.01250000 	 0.12822978 	 0.22526177 
0.01300000 	 0.12888077 	 0.22688927 
0.01350000 	 0.12953177 	 0.22819126 
0.01400000 	 0.12985727 	 0.22981876 
0.01450000 	 0.12985727 	 0.23046975 
0.01500000 	 0.13050827 	 0.23144625 
0.01550000 	 0.13018277 	 0.23339924 
0.01600000 	 0.13148476 	 0.23437574 
0.01650000 	 0.13213576 	 0.23567773 
0.01700000 	 0.13181026 	 0.23730523 
0.01750000 	 0.13278676 	 0.23763072 
0.01800000 	 0.13343776 	 0.23893272 
0.01850000 	 0.13311226 	 0.24088571 
0.01900000 	 0.13408875 	 0.24153671 
0.01950000 	 0.13408875 	 0.24283870 
0.02000000 	 0.13539075 	 0.24414070 
0.02050000 	 0.13539075 	 0.24544269 
0.02100000 	 0.13604174 	 0.24674469 
0.02150000 	 0.13604174 	 0.24772118 
0.02200000 	 0.13669274 	 0.24837218 
0.02250000 	 0.13701824 	 0.25065067 
0.02300000 	 0.13799474 	 0.25195266 
0.02350000 	 0.13766924 	 0.25260366 
0.02400000 	 0.13832024 	 0.25455665 
0.02450000 	 0.13766924 	 0.25585865 
0.02500000 	 0.13864573 	 0.25650965 
0.02550000 	 0.13897123 	 0.25748614 
0.02600000 	 0.14027323 	 0.25911364 
0.02650000 	 0.14059873 	 0.26009013 
0.02700000 	 0.14092422 	 0.26139213 
0.02750000 	 0.14092422 	 0.26269412 
0.02800000 	 0.14190072 	 0.26464711 
0.02850000 	 0.14222622 	 0.26627461 
0.02900000 	 0.14222622 	 0.26692560 
0.02950000 	 0.14287722 	 0.26822760 
0.03000000 	 0.14255172 	 0.26855310 
0.03050000 	 0.14385371 	 0.27018059 
0.03100000 	 0.14385371 	 0.27115709 
0.03150000 	 0.14483021 	 0.27278458 
0.03200000 	 0.14580670 	 0.27343558 
0.03250000 	 0.14548121 	 0.27506307 
0.03300000 	 0.14645770 	 0.27669056 
0.03350000 	 0.14613220 	 0.27896905 
0.03400000 	 0.14743420 	 0.27864356 
0.03450000 	 0.14743420 	 0.28059655 
0.03500000 	 0.14808520 	 0.28157304 
0.03550000 	 0.14971269 	 0.28320054 
0.03600000 	 0.14906169 	 0.28450253 
0.03650000 	 0.15003819 	 0.28547903 
0.03700000 	 0.14938719 	 0.28678102 
0.03750000 	 0.15068918 	 0.28710652 
0.03800000 	 0.15036369 	 0.28971051 
0.03850000 	 0.15166568 	 0.29003601 
0.03900000 	 0.15199118 	 0.29101250 
0.03950000 	 0.15199118 	 0.29329100 
0.04000000 	 0.15264218 	 0.29329100 
0.04050000 	 0.15361867 	 0.29491849 
0.04100000 	 0.15426967 	 0.29784798 
0.04150000 	 0.15459517 	 0.29784798 
0.04200000 	 0.15524617 	 0.29849897 
0.04250000 	 0.15557166 	 0.30077746 
0.04300000 	 0.15557166 	 0.30142846 
0.04350000 	 0.15589716 	 0.30273046 
0.04400000 	 0.15622266 	 0.30338145 
0.04450000 	 0.15752466 	 0.30533445 
0.04500000 	 0.15785016 	 0.30598544 
0.04550000 	 0.15850115 	 0.30761294 
0.04600000 	 0.15817565 	 0.30891493 
0.04650000 	 0.16012865 	 0.31021693 
0.04700000 	 0.15915215 	 0.31184442 
0.04750000 	 0.16077964 	 0.31216992 
0.04800000 	 0.16077964 	 0.31412291 
0.04850000 	 0.16110514 	 0.31542490 
0.04900000 	 0.16240714 	 0.31607590 
0.04950000 	 0.16273264 	 0.31770340 
0.05000000 	 0.16370913 	 0.31900539 
0.05050000 	 0.16370913 	 0.31965639 
0.05100000 	 0.16468563 	 0.32128388 
0.05150000 	 0.16501113 	 0.32291137 
0.05200000 	 0.16501113 	 0.32356237 
0.05250000 	 0.16566212 	 0.32486437 
0.05300000 	 0.16598762 	 0.32584086 
0.05350000 	 0.16598762 	 0.32746836 
0.05400000 	 0.16696412 	 0.32909585 
0.05450000 	 0.16761512 	 0.33039784 
0.05500000 	 0.16859161 	 0.33072334 
0.05550000 	 0.16826611 	 0.33300183 
0.05600000 	 0.16924261 	 0.33332733 
0.05650000 	 0.17021910 	 0.33462933 
0.05700000 	 0.17119560 	 0.33625682 
0.05750000 	 0.17087010 	 0.33723332 
0.05800000 	 0.17152110 	 0.33820981 
0.05850000 	 0.17184660 	 0.33951181 
0.05900000 	 0.17184660 	 0.34113930 
0.05950000 	 0.17314859 	 0.34244129 
0.06000000 	 0.17314859 	 0.34309229 
0.06050000 	 0.17477609 	 0.34439429 
0.06100000 	 0.17477609 	 0.34537078 
0.06150000 	 0.17477609 	 0.34764927 
0.06200000 	 0.17607808 	 0.34764927 
0.06250000 	 0.17640358 	 0.35025326 
0.06300000 	 0.17738008 	 0.35122976 
0.06350000 	 0.17738008 	 0.35155526 
0.06400000 	 0.17868207 	 0.35350825 
0.06450000 	 0.17868207 	 0.35481024 
0.06500000 	 0.17900757 	 0.35578674 
0.06550000 	 0.18030956 	 0.35741423 
0.06600000 	 0.18063506 	 0.35871623 
0.06650000 	 0.18063506 	 0.36034372 
0.06700000 	 0.18128606 	 0.36066922 
0.06750000 	 0.18193706 	 0.36229671 
0.06800000 	 0.18193706 	 0.36359871 
0.06850000 	 0.18291355 	 0.36490070 
0.06900000 	 0.18389005 	 0.36490070 
0.06950000 	 0.18486654 	 0.36587720 
0.07000000 	 0.18486654 	 0.36750469 
0.07050000 	 0.18519204 	 0.36978318 
0.07100000 	 0.18584304 	 0.37108518 
0.07150000 	 0.18681954 	 0.37206167 
0.07200000 	 0.18812153 	 0.37303817 
0.07250000 	 0.18844703 	 0.37401466 
0.07300000 	 0.18812153 	 0.37596766 
0.07350000 	 0.18942353 	 0.37596766 
0.07400000 	 0.18942353 	 0.37857165 
0.07450000 	 0.19007452 	 0.37857165 
0.07500000 	 0.19072552 	 0.37954814 
0.07550000 	 0.19072552 	 0.38247763 
0.07600000 	 0.19202752 	 0.38345413 
0.07650000 	 0.19235301 	 0.38410512 
0.07700000 	 0.19332951 	 0.38573262 
0.07750000 	 0.19300401 	 0.38670911 
0.07800000 	 0.19463150 	 0.38833661 
0.07850000 	 0.19528250 	 0.38963860 
0.07900000 	 0.19560800 	 0.39061510 
0.07950000 	 0.19560800 	 0.39126609 
0.08000000 	 0.19723549 	 0.39256809 
0.08050000 	 0.19821199 	 0.39387008 
0.08100000 	 0.19788649 	 0.39549758 
0.08150000 	 0.19821199 	 0.39647407 
0.08200000 	 0.19886299 	 0.39907806 
0.08250000 	 0.20016498 	 0.39907806 
0.08300000 	 0.20016498 	 0.40038006 
0.08350000 	 0.20114148 	 0.40135655 
0.08400000 	 0.20211797 	 0.40265855 
0.08450000 	 0.20244347 	 0.40363504 
0.08500000 	 0.20276897 	 0.40558804 
0.08550000 	 0.20374547 	 0.40623903 
0.08600000 	 0.20374547 	 0.40721553 
0.08650000 	 0.20439646 	 0.40916852 
0.08700000 	 0.20504746 	 0.40916852 
0.08750000 	 0.20569846 	 0.41144701 
0.08800000 	 0.20667496 	 0.41274901 
0.08850000 	 0.20602396 	 0.41405100 
0.08900000 	 0.20797695 	 0.41470200 
0.08950000 	 0.20862795 	 0.41567849 
0.09000000 	 0.20895345 	 0.41698049 
0.09050000 	 0.20992994 	 0.41828248 
0.09100000 	 0.21058094 	 0.41990998 
0.09150000 	 0.21123194 	 0.42121197 
0.09200000 	 0.21188293 	 0.42283946 
0.09250000 	 0.21253393 	 0.42381596 
0.09300000 	 0.21285943 	 0.42641995 
0.09350000 	 0.21285943 	 0.42641995 
0.09400000 	 0.21351043 	 0.42772194 
0.09450000 	 0.21416142 	 0.42869844 
0.09500000 	 0.21546342 	 0.42837294 
0.09550000 	 0.21578892 	 0.43130243 
0.09600000 	 0.21643992 	 0.43195343 
0.09650000 	 0.21676541 	 0.43325542 
0.09700000 	 0.21741641 	 0.43488292 
0.09750000 	 0.21839291 	 0.43618491 
0.09800000 	 0.21871841 	 0.43748690 
0.09850000 	 0.21936940 	 0.43846340 
0.09900000 	 0.22002040 	 0.43943990 
0.09950000 	 0.22132240 	 0.44139289 
0.10000000 	 0.22164789 	 0.44204389 
0.10050000 	 0.22262439 	 0.44302038 
0.10100000 	 0.22294989 	 0.44399688 
0.10150000 	 0.22327539 	 0.44529887 
0.10200000 	 0.22457738 	 0.44692637 
0.10250000 	 0.22555388 	 0.44822836 
0.10300000 	 0.22522838 	 0.44920486 
0.10350000 	 0.22620488 	 0.45083235 
0.10400000 	 0.22750687 	 0.45083235 
0.10450000 	 0.22750687 	 0.45278534 
0.10500000 	 0.22815787 	 0.45473833 
0.10550000 	 0.22945986 	 0.45473833 
0.10600000 	 0.22913436 	 0.45669133 
0.10650000 	 0.23043636 	 0.45799332 
0.10700000 	 0.23076186 	 0.45896982 
0.10750000 	 0.23173835 	 0.45962081 
0.10800000 	 0.23173835 	 0.46124831 
0.10850000 	 0.23336585 	 0.46320130 
0.10900000 	 0.23238935 	 0.46352680 
0.10950000 	 0.23466784 	 0.46515429 
0.11000000 	 0.23531884 	 0.46743278 
0.11050000 	 0.23629533 	 0.46678178 
0.11100000 	 0.23694633 	 0.46906028 
0.11150000 	 0.23694633 	 0.46906028 
0.11200000 	 0.23824833 	 0.47198976 
0.11250000 	 0.23759733 	 0.47329176 
0.11300000 	 0.23955032 	 0.47361726 
0.11350000 	 0.23922482 	 0.47459375 
0.11400000 	 0.24052682 	 0.47622125 
0.11450000 	 0.24020132 	 0.47817424 
0.11500000 	 0.24215431 	 0.47849974 
0.11550000 	 0.24247981 	 0.47980173 
0.11600000 	 0.24345630 	 0.48077823 
0.11650000 	 0.24345630 	 0.48240572 
0.11700000 	 0.24443280 	 0.48338222 
0.11750000 	 0.24443280 	 0.48403321 
0.11800000 	 0.24573480 	 0.48598621 
0.11850000 	 0.24703679 	 0.48761370 
0.11900000 	 0.24736229 	 0.48793920 
0.11950000 	 0.24833878 	 0.48956669 
0.12000000 	 0.24898978 	 0.49151968 
0.12050000 	 0.24898978 	 0.49151968 
0.12100000 	 0.24931528 	 0.49347268 
