time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 -0.07875398 	 0.05046899 
0.01666666 	 -0.08233446 	 0.06283794 
0.03333332 	 -0.08689145 	 0.07488139 
0.04999998 	 -0.09242492 	 0.08822684 
0.06666664 	 -0.09795840 	 0.09994479 
0.08333330 	 -0.10446837 	 0.11231374 
0.09999996 	 -0.11065285 	 0.12533368 
0.11666662 	 -0.11748832 	 0.13770263 
0.13333328 	 -0.12464929 	 0.15104808 
0.14999994 	 -0.13181026 	 0.16309153 
0.16666660 	 -0.14027323 	 0.17676247 
0.18333326 	 -0.14906169 	 0.18848043 
0.19999992 	 -0.15719916 	 0.20084937 
0.21666658 	 -0.16598762 	 0.21321832 
0.23333324 	 -0.17542708 	 0.22558727 
0.24999990 	 -0.18454105 	 0.23697973 
0.26666656 	 -0.19332951 	 0.25065067 
0.28333322 	 -0.20309447 	 0.26301962 
0.29999988 	 -0.21351043 	 0.27506307 
0.31666654 	 -0.22262439 	 0.28743202 
0.33333320 	 -0.23271485 	 0.29980097 
0.34999986 	 -0.24410730 	 0.31216992 
0.36666652 	 -0.25419776 	 0.32518986 
0.38333318 	 -0.26526472 	 0.33658232 
0.39999984 	 -0.27437868 	 0.34927677 
0.41666650 	 -0.28512013 	 0.36197121 
0.43333316 	 -0.29716358 	 0.37368917 
0.44999982 	 -0.30725404 	 0.38638361 
0.46666648 	 -0.31864650 	 0.39972906 
0.48333314 	 -0.32938795 	 0.41112151 
0.49999980 	 -0.34078041 	 0.42349046 
0.51666646 	 -0.35217286 	 0.43585941 
0.53333312 	 -0.36258882 	 0.44790286 
0.54999978 	 -0.37398127 	 0.46027181 
0.56666644 	 -0.38569922 	 0.47198976 
0.58333310 	 -0.39676618 	 0.48598621 
0.59999976 	 -0.40815863 	 0.49705316 
0.61666642 	 -0.41987658 	 0.50909661 
0.63333308 	 -0.43126903 	 0.52081456 
0.64999974 	 -0.44266149 	 0.53318351 
0.66666640 	 -0.45437944 	 0.54555246 
0.68333306 	 -0.46642289 	 0.55727041 
0.69999972 	 -0.47781534 	 0.56963936 
0.71666638 	 -0.48953330 	 0.58135731 
0.73333304 	 -0.50125125 	 0.59274977 
0.74999970 	 -0.51199270 	 0.60511872 
0.76666636 	 -0.52403615 	 0.61781317 
0.78333302 	 -0.53575411 	 0.63018211 
0.79999968 	 -0.54714656 	 0.64190007 
0.81666634 	 -0.55919001 	 0.65361802 
0.83333300 	 -0.56993147 	 0.66435947 
0.84999966 	 -0.58230042 	 0.67640293 
0.86666632 	 -0.59369287 	 0.68877187 
0.88333298 	 -0.60573632 	 0.70146632 
0.89999964 	 -0.61680327 	 0.71188228 
0.91666630 	 -0.62949772 	 0.72392573 
0.93333296 	 -0.64089018 	 0.73629468 
0.94999962 	 -0.65195713 	 0.74671064 
0.96666628 	 -0.66432608 	 0.75875409 
0.98333294 	 -0.67539303 	 0.77047204 
0.99999960 	 -0.68678549 	 0.78251549 
1.01666626 	 -0.69915444 	 0.79423344 
1.03333292 	 -0.70957039 	 0.80497490 
1.04999958 	 -0.72161384 	 0.81604185 
1.06666624 	 -0.73235530 	 0.82808530 
1.08333290 	 -0.74439875 	 0.83915226 
1.09999956 	 -0.75579120 	 0.85021921 
1.11666622 	 -0.76685816 	 0.86226266 
1.13333288 	 -0.77955261 	 0.87332962 
1.14999954 	 -0.79127056 	 0.88439657 
1.16666620 	 -0.80168652 	 0.89578903 
1.18333286 	 -0.81372997 	 0.90685598 
1.19999952 	 -0.82544792 	 0.91792294 
1.21666618 	 -0.83618938 	 0.92964089 
1.23333284 	 -0.84758183 	 0.94103334 
1.24999950 	 -0.85929978 	 0.95242579 
1.26666616 	 -0.86971574 	 0.96284175 
1.28333282 	 -0.88175919 	 0.97455970 
1.29999948 	 -0.89315164 	 0.98432466 
1.31666614 	 -0.90486959 	 0.99539162 
1.33333280 	 -0.91561105 	 1.00645857 
1.34999946 	 -0.92667800 	 1.01687453 
1.36666612 	 -0.93807046 	 1.02761599 
1.38333278 	 -0.94881191 	 1.03835744 
1.39999944 	 -0.95955337 	 1.04942440 
1.41666610 	 -0.97029483 	 1.06049135 
1.43333276 	 -0.98136178 	 1.07090731 
1.44999942 	 -0.99307973 	 1.08197426 
1.46666608 	 -1.00349569 	 1.09173922 
1.48333274 	 -1.01553914 	 1.10215518 
1.49999940 	 -1.02562960 	 1.11289664 
1.51666606 	 -1.03669655 	 1.12331259 
1.53333272 	 -1.04678701 	 1.13340305 
1.54999938 	 -1.05817947 	 1.14414451 
1.56666604 	 -1.06859542 	 1.15423497 
1.58333270 	 -1.07901138 	 1.16465092 
1.59999936 	 -1.08975284 	 1.17506688 
1.61666602 	 -1.10049429 	 1.18352985 
1.63333268 	 -1.11091025 	 1.19492230 
1.64999934 	 -1.12230270 	 1.20501276 
1.66666600 	 -1.13271866 	 1.21477772 
1.68333266 	 -1.14280912 	 1.22519368 
1.69999932 	 -1.15322508 	 1.23560963 
1.71666598 	 -1.16364103 	 1.24407260 
1.73333264 	 -1.17405699 	 1.25481405 
1.74999930 	 -1.18382195 	 1.26425352 
1.76666596 	 -1.19488891 	 1.27499497 
1.78333262 	 -1.20497936 	 1.28378344 
1.79999928 	 -1.21539532 	 1.29322290 
1.81666594 	 -1.22613678 	 1.30201136 
1.83333260 	 -1.23492524 	 1.31275282 
1.84999926 	 -1.24599220 	 1.32219228 
1.86666592 	 -1.25543166 	 1.33130624 
1.88333258 	 -1.26519662 	 1.34042020 
1.89999924 	 -1.27561257 	 1.34920867 
1.91666590 	 -1.28570303 	 1.35929913 
1.93333256 	 -1.29579349 	 1.36873859 
1.94999922 	 -1.30490745 	 1.37720155 
1.96666588 	 -1.31434692 	 1.38696651 
1.98333254 	 -1.32443737 	 1.39542948 
1.99999920 	 -1.33452783 	 1.40486894 
2.01666586 	 -1.34364180 	 1.41268091 
2.03333252 	 -1.35340676 	 1.42244587 
2.04999918 	 -1.36284622 	 1.43090883 
2.06666584 	 -1.37261118 	 1.43937180 
2.08333250 	 -1.38237614 	 1.44848576 
2.09999916 	 -1.39181560 	 1.45662323 
2.11666582 	 -1.40092956 	 1.46606269 
2.13333248 	 -1.41036902 	 1.47387466 
2.14999914 	 -1.41915749 	 1.48233762 
2.16666580 	 -1.42729495 	 1.49145158 
2.18333246 	 -1.43738541 	 1.49926355 
2.19999912 	 -1.44584838 	 1.50740102 
2.21666578 	 -1.45593884 	 1.51553849 
2.23333244 	 -1.46407630 	 1.52400145 
2.24999910 	 -1.47253927 	 1.53246442 
2.26666576 	 -1.48197873 	 1.53929989 
2.28333242 	 -1.49044169 	 1.54808835 
2.29999908 	 -1.49988115 	 1.55557482 
2.31666574 	 -1.50866962 	 1.56306129 
2.33333240 	 -1.51680709 	 1.57152426 
2.34999906 	 -1.52657205 	 1.57933622 
2.36666572 	 -1.53438401 	 1.58617170 
2.38333238 	 -1.54154498 	 1.59528566 
2.39999904 	 -1.55098445 	 1.60244663 
2.41666570 	 -1.55912191 	 1.61025860 
2.43333236 	 -1.56758488 	 1.61676857 
2.44999902 	 -1.57604784 	 1.62360404 
2.46666568 	 -1.58483631 	 1.63239251 
2.48333234 	 -1.59232278 	 1.63922798 
2.49999900 	 -1.59980925 	 1.64573795 
2.51666566 	 -1.60762121 	 1.65289892 
2.53333232 	 -1.61575868 	 1.66038539 
2.54999898 	 -1.62422165 	 1.66722086 
2.56666564 	 -1.63105712 	 1.67503283 
2.58333230 	 -1.63952008 	 1.67991531 
2.59999896 	 -1.64668105 	 1.68772728 
2.61666562 	 -1.65449302 	 1.69423725 
2.63333228 	 -1.66230499 	 1.70139822 
2.64999894 	 -1.67011696 	 1.70725720 
2.66666560 	 -1.67695243 	 1.71279068 
2.68333226 	 -1.68411340 	 1.72092814 
2.69999892 	 -1.69192537 	 1.72711262 
2.71666558 	 -1.69973734 	 1.73329709 
2.73333224 	 -1.70592181 	 1.73850507 
2.74999890 	 -1.71340828 	 1.74534054 
2.76666556 	 -1.72024375 	 1.75152502 
2.78333222 	 -1.72740472 	 1.75705850 
2.79999888 	 -1.73456569 	 1.76389397 
2.81666554 	 -1.74107567 	 1.76910195 
2.83333220 	 -1.74726014 	 1.77496092 
2.84999886 	 -1.75474661 	 1.78016890 
2.86666552 	 -1.76223308 	 1.78700437 
2.88333218 	 -1.76841755 	 1.79188685 
2.89999884 	 -1.77427653 	 1.79774583 
