time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 0.10121339 	 0.07683438 
0.00125000 	 0.10121339 	 0.07748538 
0.00250000 	 0.10218988 	 0.07911287 
0.00375000 	 0.10218988 	 0.08041487 
0.00500000 	 0.10316638 	 0.08204236 
0.00625000 	 0.10251538 	 0.08269336 
0.00750000 	 0.10284088 	 0.08399535 
0.00875000 	 0.10316638 	 0.08562285 
0.01000000 	 0.10349188 	 0.08659934 
0.01125000 	 0.10479387 	 0.08790134 
0.01250000 	 0.10446837 	 0.08887783 
0.01375000 	 0.10511937 	 0.09017983 
0.01500000 	 0.10577037 	 0.09148182 
0.01625000 	 0.10674686 	 0.09343481 
0.01750000 	 0.10609587 	 0.09408581 
0.01875000 	 0.10642137 	 0.09538781 
0.02000000 	 0.10674686 	 0.09668980 
0.02125000 	 0.10739786 	 0.09799180 
0.02250000 	 0.10804886 	 0.09864279 
0.02375000 	 0.10869986 	 0.10027029 
0.02500000 	 0.10902536 	 0.10189778 
0.02625000 	 0.10902536 	 0.10319977 
0.02750000 	 0.10935085 	 0.10482727 
0.02875000 	 0.11032735 	 0.10482727 
0.03000000 	 0.11032735 	 0.10645476 
0.03125000 	 0.11130385 	 0.10808225 
0.03250000 	 0.11130385 	 0.10938425 
0.03375000 	 0.11260584 	 0.11068624 
0.03500000 	 0.11260584 	 0.11198824 
0.03625000 	 0.11293134 	 0.11361573 
0.03750000 	 0.11390784 	 0.11361573 
0.03875000 	 0.11423333 	 0.11524323 
0.04000000 	 0.11488433 	 0.11719622 
0.04125000 	 0.11488433 	 0.11817271 
0.04250000 	 0.11618633 	 0.12012571 
0.04375000 	 0.11618633 	 0.11980021 
0.04500000 	 0.11651182 	 0.12175320 
0.04625000 	 0.11683732 	 0.12338069 
0.04750000 	 0.11748832 	 0.12468269 
0.04875000 	 0.11781382 	 0.12565918 
0.05000000 	 0.11846482 	 0.12696118 
0.05125000 	 0.11944131 	 0.12793767 
0.05250000 	 0.11976681 	 0.12989067 
0.05375000 	 0.12106881 	 0.13054166 
0.05500000 	 0.12041781 	 0.13151816 
0.05625000 	 0.12106881 	 0.13379665 
0.05750000 	 0.12139430 	 0.13477315 
0.05875000 	 0.12237080 	 0.13672614 
0.06000000 	 0.12302180 	 0.13705164 
0.06125000 	 0.12334730 	 0.13770263 
0.06250000 	 0.12302180 	 0.13933013 
0.06375000 	 0.12432379 	 0.14128312 
0.06500000 	 0.12497479 	 0.14225961 
0.06625000 	 0.12595129 	 0.14291061 
0.06750000 	 0.12627678 	 0.14421261 
0.06875000 	 0.12660228 	 0.14518910 
0.07000000 	 0.12725328 	 0.14681660 
0.07125000 	 0.12790428 	 0.14811859 
0.07250000 	 0.12855528 	 0.14974608 
0.07375000 	 0.12953177 	 0.15072258 
0.07500000 	 0.12985727 	 0.15169908 
0.07625000 	 0.13083377 	 0.15332657 
0.07750000 	 0.13148476 	 0.15430307 
0.07875000 	 0.13148476 	 0.15527956 
0.08000000 	 0.13213576 	 0.15690705 
0.08125000 	 0.13278676 	 0.15788355 
0.08250000 	 0.13246126 	 0.16016204 
0.08375000 	 0.13376325 	 0.16016204 
0.08500000 	 0.13473975 	 0.16146404 
0.08625000 	 0.13506525 	 0.16276603 
0.08750000 	 0.13571625 	 0.16439352 
0.08875000 	 0.13604174 	 0.16569552 
0.09000000 	 0.13701824 	 0.16732301 
0.09125000 	 0.13799474 	 0.16797401 
0.09250000 	 0.13864573 	 0.16960150 
0.09375000 	 0.13929673 	 0.16960150 
0.09500000 	 0.13994773 	 0.17220549 
0.09625000 	 0.14027323 	 0.17318199 
0.09750000 	 0.14124972 	 0.17513498 
0.09875000 	 0.14157522 	 0.17611148 
0.10000000 	 0.14287722 	 0.17708797 
0.10125000 	 0.14255172 	 0.17838997 
0.10250000 	 0.14352821 	 0.17904096 
0.10375000 	 0.14450471 	 0.18099396 
0.10500000 	 0.14548121 	 0.18164495 
0.10625000 	 0.14548121 	 0.18327245 
0.10750000 	 0.14645770 	 0.18457444 
0.10875000 	 0.14678320 	 0.18489994 
0.11000000 	 0.14743420 	 0.18685293 
0.11125000 	 0.14873619 	 0.18848043 
0.11250000 	 0.14906169 	 0.18945692 
0.11375000 	 0.14938719 	 0.19010792 
0.11500000 	 0.15068918 	 0.19173541 
0.11625000 	 0.15134018 	 0.19303741 
0.11750000 	 0.15199118 	 0.19401390 
0.11875000 	 0.15231668 	 0.19564140 
0.12000000 	 0.15264218 	 0.19694339 
0.12125000 	 0.15361867 	 0.19759439 
0.12250000 	 0.15459517 	 0.19987288 
0.12375000 	 0.15492067 	 0.20019838 
0.12500000 	 0.15557166 	 0.20280237 
0.12625000 	 0.15687366 	 0.20312787 
0.12750000 	 0.15752466 	 0.20475536 
0.12875000 	 0.15752466 	 0.20573185 
0.13000000 	 0.15882665 	 0.20670835 
0.13125000 	 0.15980315 	 0.20801035 
0.13250000 	 0.16045414 	 0.20866134 
0.13375000 	 0.16175614 	 0.21061433 
0.13500000 	 0.16143064 	 0.21224183 
0.13625000 	 0.16273264 	 0.21321832 
0.13750000 	 0.16273264 	 0.21484582 
0.13875000 	 0.16370913 	 0.21647331 
0.14000000 	 0.16501113 	 0.21679881 
0.14125000 	 0.16533662 	 0.21875180 
0.14250000 	 0.16598762 	 0.21907730 
0.14375000 	 0.16696412 	 0.22070479 
0.14500000 	 0.16761512 	 0.22200679 
0.14625000 	 0.16859161 	 0.22330878 
0.14750000 	 0.16956811 	 0.22428528 
0.14875000 	 0.17021910 	 0.22493628 
0.15000000 	 0.17054460 	 0.22591277 
0.15125000 	 0.17119560 	 0.22884226 
0.15250000 	 0.17282309 	 0.22884226 
0.15375000 	 0.17249760 	 0.23079525 
0.15500000 	 0.17412509 	 0.23177175 
0.15625000 	 0.17445059 	 0.23274824 
0.15750000 	 0.17542708 	 0.23405024 
0.15875000 	 0.17575258 	 0.23567773 
0.16000000 	 0.17738008 	 0.23697973 
0.16125000 	 0.17770557 	 0.23730523 
0.16250000 	 0.17803107 	 0.23990921 
0.16375000 	 0.17900757 	 0.24121121 
0.16500000 	 0.18063506 	 0.24218771 
0.16625000 	 0.18128606 	 0.24316420 
0.16750000 	 0.18161156 	 0.24446620 
0.16875000 	 0.18258805 	 0.24576819 
0.17000000 	 0.18356455 	 0.24707018 
0.17125000 	 0.18323905 	 0.24837218 
0.17250000 	 0.18486654 	 0.24934868 
0.17375000 	 0.18616854 	 0.24999967 
0.17500000 	 0.18649404 	 0.25292916 
0.17625000 	 0.18747053 	 0.25292916 
0.17750000 	 0.18844703 	 0.25423116 
0.17875000 	 0.18844703 	 0.25520765 
0.18000000 	 0.18974902 	 0.25618415 
0.18125000 	 0.19040002 	 0.25813714 
0.18250000 	 0.19170202 	 0.25943913 
0.18375000 	 0.19235301 	 0.26074113 
0.18500000 	 0.19300401 	 0.26171762 
0.18625000 	 0.19430601 	 0.26301962 
0.18750000 	 0.19463150 	 0.26367062 
0.18875000 	 0.19593350 	 0.26497261 
0.19000000 	 0.19691000 	 0.26692560 
0.19125000 	 0.19691000 	 0.26790210 
0.19250000 	 0.19723549 	 0.26952959 
0.19375000 	 0.19886299 	 0.27018059 
0.19500000 	 0.20016498 	 0.27083159 
0.19625000 	 0.20016498 	 0.27311008 
0.19750000 	 0.20146698 	 0.27376108 
0.19875000 	 0.20276897 	 0.27473757 
0.20000000 	 0.20244347 	 0.27734156 
0.20125000 	 0.20407097 	 0.27766706 
0.20250000 	 0.20472196 	 0.27831806 
0.20375000 	 0.20504746 	 0.27962005 
0.20500000 	 0.20667496 	 0.28222404 
0.20625000 	 0.20765145 	 0.28254954 
0.20750000 	 0.20797695 	 0.28450253 
0.20875000 	 0.20895345 	 0.28580453 
0.21000000 	 0.20960444 	 0.28613002 
0.21125000 	 0.21058094 	 0.28775752 
0.21250000 	 0.21155744 	 0.28873401 
0.21375000 	 0.21253393 	 0.29036151 
0.21500000 	 0.21351043 	 0.29231450 
0.21625000 	 0.21383593 	 0.29329100 
0.21750000 	 0.21481242 	 0.29361649 
0.21875000 	 0.21611442 	 0.29556949 
0.22000000 	 0.21676541 	 0.29654598 
0.22125000 	 0.21806741 	 0.29784798 
0.22250000 	 0.21904390 	 0.29914997 
0.22375000 	 0.21936940 	 0.30045197 
0.22500000 	 0.22067140 	 0.30240496 
0.22625000 	 0.22164789 	 0.30338145 
0.22750000 	 0.22197339 	 0.30435795 
0.22875000 	 0.22294989 	 0.30533445 
0.23000000 	 0.22392638 	 0.30663644 
0.23125000 	 0.22555388 	 0.30793844 
0.23250000 	 0.22587938 	 0.30858943 
0.23375000 	 0.22718137 	 0.30989143 
0.23500000 	 0.22783237 	 0.31119342 
0.23625000 	 0.22913436 	 0.31216992 
0.23750000 	 0.22978536 	 0.31444841 
0.23875000 	 0.22978536 	 0.31509941 
0.24000000 	 0.23108736 	 0.31640140 
0.24125000 	 0.23141285 	 0.31802889 
0.24250000 	 0.23336585 	 0.31867989 
0.24375000 	 0.23369134 	 0.32030738 
0.24500000 	 0.23466784 	 0.32128388 
0.24625000 	 0.23564434 	 0.32291137 
0.24750000 	 0.23662083 	 0.32356237 
0.24875000 	 0.23824833 	 0.32486437 
0.25000000 	 0.23759733 	 0.32551536 
0.25125000 	 0.24020132 	 0.32714286 
0.25250000 	 0.24020132 	 0.32877035 
0.25375000 	 0.24117781 	 0.33007234 
0.25500000 	 0.24215431 	 0.33072334 
0.25625000 	 0.24313081 	 0.33202534 
0.25750000 	 0.24410730 	 0.33430383 
0.25875000 	 0.24443280 	 0.33462933 
0.26000000 	 0.24606029 	 0.33690782 
0.26125000 	 0.24671129 	 0.33820981 
0.26250000 	 0.24703679 	 0.33853531 
0.26375000 	 0.24931528 	 0.33983730 
0.26500000 	 0.24996628 	 0.34081380 
0.26625000 	 0.25094277 	 0.34179030 
0.26750000 	 0.25159377 	 0.34309229 
0.26875000 	 0.25289577 	 0.34406879 
0.27000000 	 0.25354676 	 0.34634728 
0.27125000 	 0.25419776 	 0.34764927 
0.27250000 	 0.25517426 	 0.34797477 
0.27375000 	 0.25647625 	 0.34960226 
0.27500000 	 0.25712725 	 0.35188076 
0.27625000 	 0.25745275 	 0.35122976 
0.27750000 	 0.25908024 	 0.35285725 
0.27875000 	 0.25940574 	 0.35481024 
0.28000000 	 0.26103323 	 0.35643774 
0.28125000 	 0.26233523 	 0.35741423 
0.28250000 	 0.26331172 	 0.35839073 
0.28375000 	 0.26363722 	 0.35904173 
0.28500000 	 0.26461372 	 0.35969272 
0.28625000 	 0.26591571 	 0.36229671 
0.28750000 	 0.26689221 	 0.36294771 
0.28875000 	 0.26689221 	 0.36522620 
0.29000000 	 0.26851970 	 0.36555170 
0.29125000 	 0.26949620 	 0.36717919 
0.29250000 	 0.27014720 	 0.36880669 
0.29375000 	 0.27144919 	 0.36913218 
0.29500000 	 0.27242569 	 0.37075968 
0.29625000 	 0.27242569 	 0.37173617 
0.29750000 	 0.27470418 	 0.37271267 
0.29875000 	 0.27535517 	 0.37401466 
0.30000000 	 0.27633167 	 0.37629316 
0.30125000 	 0.27763366 	 0.37726965 
0.30250000 	 0.27861016 	 0.37824615 
0.30375000 	 0.27958666 	 0.37857165 
0.30500000 	 0.28056315 	 0.38052464 
0.30625000 	 0.28121415 	 0.38182663 
0.30750000 	 0.28219065 	 0.38312863 
0.30875000 	 0.28316714 	 0.38410512 
0.31000000 	 0.28414364 	 0.38508162 
0.31125000 	 0.28479464 	 0.38670911 
0.31250000 	 0.28577113 	 0.38801111 
