time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 -0.09502891 	 0.20052388 
0.01000000 	 -0.10381738 	 0.22558727 
0.02000000 	 -0.11260584 	 0.25130167 
0.03000000 	 -0.12237080 	 0.27506307 
0.04000000 	 -0.13181026 	 0.30012647 
0.05000000 	 -0.14385371 	 0.32453887 
0.06000000 	 -0.15524617 	 0.34960226 
0.07000000 	 -0.16728962 	 0.37434016 
0.08000000 	 -0.17900757 	 0.39907806 
0.09000000 	 -0.19170202 	 0.42349046 
0.10000000 	 -0.20569846 	 0.44790286 
0.11000000 	 -0.21871841 	 0.47361726 
0.12000000 	 -0.23304035 	 0.49737866 
0.13000000 	 -0.24898978 	 0.52146556 
0.14000000 	 -0.26331172 	 0.54522696 
0.15000000 	 -0.27795916 	 0.57029036 
0.16000000 	 -0.29488509 	 0.59372626 
0.17000000 	 -0.30920704 	 0.61748767 
0.18000000 	 -0.32613297 	 0.64190007 
0.19000000 	 -0.34273340 	 0.66468497 
0.20000000 	 -0.35933383 	 0.68877187 
0.21000000 	 -0.37691076 	 0.71253328 
0.22000000 	 -0.39416219 	 0.73564368 
0.23000000 	 -0.41108812 	 0.75907959 
0.24000000 	 -0.42931604 	 0.78218999 
0.25000000 	 -0.44656747 	 0.80497490 
0.26000000 	 -0.46479540 	 0.82841080 
0.27000000 	 -0.48367432 	 0.85054471 
0.28000000 	 -0.50157675 	 0.87332962 
0.29000000 	 -0.52045567 	 0.89578903 
0.30000000 	 -0.53835810 	 0.91792294 
0.31000000 	 -0.55691152 	 0.94038234 
0.32000000 	 -0.57611594 	 0.96349275 
0.33000000 	 -0.59466937 	 0.98432466 
0.34000000 	 -0.61354829 	 1.00645857 
0.35000000 	 -0.63340371 	 1.02761599 
0.36000000 	 -0.65195713 	 1.05007539 
0.37000000 	 -0.67116155 	 1.07090731 
0.38000000 	 -0.69101697 	 1.09173922 
0.39000000 	 -0.71022139 	 1.11322213 
0.40000000 	 -0.72975131 	 1.13470505 
0.41000000 	 -0.74895573 	 1.15456047 
0.42000000 	 -0.76816015 	 1.17506688 
0.43000000 	 -0.78736458 	 1.19459680 
0.44000000 	 -0.80721999 	 1.21510322 
0.45000000 	 -0.82707541 	 1.23528413 
0.46000000 	 -0.84660533 	 1.25448856 
0.47000000 	 -0.86646075 	 1.27304198 
0.48000000 	 -0.88501418 	 1.29322290 
0.49000000 	 -0.90486959 	 1.31275282 
0.50000000 	 -0.92472501 	 1.33163174 
0.51000000 	 -0.94262744 	 1.34888317 
0.52000000 	 -0.96313385 	 1.36841309 
0.53000000 	 -0.98201278 	 1.38599002 
0.54000000 	 -1.00024070 	 1.40486894 
0.55000000 	 -1.01944512 	 1.42244587 
0.56000000 	 -1.03864955 	 1.44002280 
0.57000000 	 -1.05850496 	 1.45662323 
0.58000000 	 -1.07770939 	 1.47387466 
0.59000000 	 -1.09593731 	 1.49047509 
0.60000000 	 -1.11449073 	 1.50675002 
0.61000000 	 -1.13239316 	 1.52400145 
0.62000000 	 -1.15094659 	 1.53962539 
0.63000000 	 -1.16982551 	 1.55590032 
0.64000000 	 -1.18772793 	 1.57152426 
0.65000000 	 -1.20563036 	 1.58714819 
0.66000000 	 -1.22385829 	 1.60212113 
0.67000000 	 -1.24241171 	 1.61676857 
0.68000000 	 -1.25933764 	 1.63206701 
0.69000000 	 -1.27691457 	 1.64573795 
0.70000000 	 -1.29481700 	 1.65973440 
0.71000000 	 -1.31239392 	 1.67438184 
0.72000000 	 -1.32899436 	 1.68805278 
0.73000000 	 -1.34689678 	 1.70139822 
0.74000000 	 -1.36382271 	 1.71506917 
0.75000000 	 -1.37977215 	 1.72646162 
0.76000000 	 -1.39702358 	 1.73980707 
0.77000000 	 -1.41362401 	 1.75119952 
0.78000000 	 -1.42989894 	 1.76389397 
0.79000000 	 -1.44617388 	 1.77496092 
0.80000000 	 -1.46147231 	 1.78765537 
0.81000000 	 -1.47709625 	 1.79807133 
0.82000000 	 -1.49337118 	 1.80816179 
0.83000000 	 -1.50866962 	 1.81890324 
0.84000000 	 -1.52299156 	 1.82899370 
0.85000000 	 -1.53731350 	 1.83875866 
0.86000000 	 -1.55228644 	 1.84852362 
0.87000000 	 -1.56758488 	 1.85893958 
0.88000000 	 -1.58125582 	 1.86837904 
0.89000000 	 -1.59557776 	 1.87651651 
0.90000000 	 -1.60957421 	 1.88595597 
0.91000000 	 -1.62324515 	 1.89409343 
0.92000000 	 -1.63691609 	 1.90060341 
0.93000000 	 -1.64928504 	 1.90906637 
0.94000000 	 -1.66328149 	 1.91525085 
0.95000000 	 -1.67532494 	 1.92306282 
0.96000000 	 -1.68867038 	 1.93022379 
0.97000000 	 -1.70071383 	 1.93543177 
0.98000000 	 -1.71210629 	 1.94226724 
0.99000000 	 -1.72349874 	 1.94812621 
1.00000000 	 -1.73554219 	 1.95365969 
1.01000000 	 -1.74693464 	 1.95886767 
1.02000000 	 -1.75767610 	 1.96277365 
1.03000000 	 -1.76841755 	 1.96863263 
1.04000000 	 -1.77981001 	 1.97253861 
1.05000000 	 -1.78892397 	 1.97644460 
1.06000000 	 -1.79966543 	 1.98002508 
1.07000000 	 -1.80877939 	 1.98262907 
1.08000000 	 -1.81952084 	 1.98588406 
1.09000000 	 -1.82798381 	 1.98913904 
1.10000000 	 -1.83709777 	 1.99206853 
1.11000000 	 -1.84653723 	 1.99337053 
1.12000000 	 -1.85500020 	 1.99532352 
1.13000000 	 -1.86281217 	 1.99630002 
1.14000000 	 -1.87094963 	 1.99727651 
1.15000000 	 -1.87908710 	 1.99792751 
1.16000000 	 -1.88624807 	 1.99922950 
1.17000000 	 -1.89275804 	 1.99890400 
1.18000000 	 -1.89991902 	 1.99760201 
1.19000000 	 -1.90675449 	 1.99857851 
1.20000000 	 -1.91326446 	 1.99727651 
1.21000000 	 -1.91912344 	 1.99597452 
1.22000000 	 -1.92465691 	 1.99532352 
