time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 -0.18909803 	 0.89611452 
0.00200000 	 -0.19528250 	 0.91824843 
0.00400000 	 -0.20244347 	 0.94135884 
0.00600000 	 -0.20895345 	 0.96284175 
0.00800000 	 -0.21643992 	 0.98465016 
0.01000000 	 -0.22294989 	 1.00678407 
0.01200000 	 -0.23076186 	 1.02794148 
0.01400000 	 -0.23759733 	 1.04974990 
0.01600000 	 -0.24443280 	 1.07123281 
0.01800000 	 -0.25257027 	 1.09141372 
0.02000000 	 -0.26005674 	 1.11257114 
0.02200000 	 -0.26819420 	 1.13340305 
0.02400000 	 -0.27568067 	 1.15358397 
0.02600000 	 -0.28414364 	 1.17506688 
0.02800000 	 -0.29065361 	 1.19459680 
0.03000000 	 -0.30041857 	 1.21445222 
0.03200000 	 -0.30757954 	 1.23463314 
0.03400000 	 -0.31604251 	 1.25546505 
0.03600000 	 -0.32515647 	 1.27401848 
0.03800000 	 -0.33296844 	 1.29289740 
0.04000000 	 -0.34175690 	 1.31307832 
0.04200000 	 -0.35021987 	 1.33130624 
0.04400000 	 -0.35868283 	 1.34888317 
0.04600000 	 -0.36747130 	 1.36841309 
0.04800000 	 -0.37723626 	 1.38664101 
0.05000000 	 -0.38504822 	 1.40421794 
0.05200000 	 -0.39448769 	 1.42114387 
0.05400000 	 -0.40327615 	 1.43969730 
0.05600000 	 -0.41206461 	 1.45662323 
0.05800000 	 -0.42182957 	 1.47387466 
0.06000000 	 -0.43126903 	 1.49145158 
0.06200000 	 -0.44005750 	 1.50707552 
0.06400000 	 -0.44982246 	 1.52400145 
0.06600000 	 -0.45958742 	 1.54027638 
0.06800000 	 -0.46837588 	 1.55622582 
0.07000000 	 -0.47814084 	 1.57152426 
0.07200000 	 -0.48692931 	 1.58714819 
0.07400000 	 -0.49669427 	 1.60342313 
0.07600000 	 -0.50645923 	 1.61709407 
0.07800000 	 -0.51654969 	 1.63174151 
0.08000000 	 -0.52598915 	 1.64606345 
0.08200000 	 -0.53510311 	 1.65973440 
0.08400000 	 -0.54519357 	 1.67373084 
0.08600000 	 -0.55463303 	 1.68740178 
0.08800000 	 -0.56472349 	 1.70107273 
0.09000000 	 -0.57351195 	 1.71376717 
0.09200000 	 -0.58392791 	 1.72646162 
0.09400000 	 -0.59369287 	 1.73850507 
0.09600000 	 -0.60443433 	 1.75185052 
0.09800000 	 -0.61354829 	 1.76259197 
0.10000000 	 -0.62331325 	 1.77528642 
0.10200000 	 -0.63372920 	 1.78700437 
0.10400000 	 -0.64381966 	 1.79774583 
0.10600000 	 -0.65423562 	 1.80881278 
0.10800000 	 -0.66367508 	 1.81955424 
0.11000000 	 -0.67344004 	 1.82899370 
0.11200000 	 -0.68418150 	 1.83908416 
0.11400000 	 -0.69264446 	 1.84917462 
0.11600000 	 -0.70403692 	 1.85926508 
0.11800000 	 -0.71282538 	 1.86837904 
0.12000000 	 -0.72259034 	 1.87651651 
0.12200000 	 -0.73235530 	 1.88497947 
0.12400000 	 -0.74244576 	 1.89279144 
0.12600000 	 -0.75286172 	 1.90092891 
0.12800000 	 -0.76165018 	 1.90939187 
0.13000000 	 -0.77239164 	 1.91557635 
0.13200000 	 -0.78248210 	 1.92273732 
0.13400000 	 -0.79159606 	 1.92989829 
0.13600000 	 -0.80103552 	 1.93673376 
0.13800000 	 -0.81047498 	 1.94194174 
0.14000000 	 -0.82023994 	 1.94845171 
0.14200000 	 -0.82967940 	 1.95398519 
0.14400000 	 -0.83879336 	 1.95919317 
0.14600000 	 -0.84888382 	 1.96309915 
0.14800000 	 -0.85897428 	 1.96798163 
0.15000000 	 -0.86711175 	 1.97286411 
0.15200000 	 -0.87720221 	 1.97611910 
0.15400000 	 -0.88664167 	 1.98035058 
0.15600000 	 -0.89510463 	 1.98295457 
0.15800000 	 -0.90454410 	 1.98653506 
