time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 -0.07354600 	 0.07553239 
0.02000000 	 -0.08233446 	 0.10027029 
0.04000000 	 -0.09177393 	 0.12533368 
0.06000000 	 -0.10251538 	 0.15072258 
0.08000000 	 -0.11455883 	 0.17546048 
0.10000000 	 -0.12790428 	 0.20084937 
0.12000000 	 -0.14124972 	 0.22526177 
0.14000000 	 -0.15589716 	 0.25097617 
0.16000000 	 -0.17119560 	 0.27538857 
0.18000000 	 -0.18779603 	 0.30045197 
0.20000000 	 -0.20439646 	 0.32584086 
0.22000000 	 -0.22197339 	 0.34960226 
0.24000000 	 -0.24020132 	 0.37499116 
0.26000000 	 -0.25908024 	 0.39907806 
0.28000000 	 -0.27698267 	 0.42349046 
0.30000000 	 -0.29716358 	 0.44790286 
0.32000000 	 -0.31636801 	 0.47198976 
0.34000000 	 -0.33687442 	 0.49705316 
0.36000000 	 -0.35705534 	 0.52179106 
0.38000000 	 -0.37723626 	 0.54490146 
0.40000000 	 -0.39806817 	 0.56996486 
0.42000000 	 -0.41922558 	 0.59372626 
0.44000000 	 -0.44038300 	 0.61683667 
0.46000000 	 -0.46186591 	 0.64092357 
0.48000000 	 -0.48399982 	 0.66468497 
0.50000000 	 -0.50515723 	 0.68909737 
0.52000000 	 -0.52664014 	 0.71285878 
0.54000000 	 -0.54909955 	 0.73596918 
0.56000000 	 -0.57090796 	 0.75842859 
0.58000000 	 -0.59304187 	 0.78218999 
0.60000000 	 -0.61387379 	 0.80464940 
0.62000000 	 -0.63730969 	 0.82743431 
0.64000000 	 -0.65976910 	 0.85087021 
0.66000000 	 -0.68157751 	 0.87398062 
0.68000000 	 -0.70338592 	 0.89513803 
0.70000000 	 -0.72617083 	 0.91792294 
0.72000000 	 -0.74765374 	 0.94135884 
0.74000000 	 -0.76978765 	 0.96219075 
0.76000000 	 -0.79192156 	 0.98465016 
0.78000000 	 -0.81372997 	 1.00613307 
0.80000000 	 -0.83521288 	 1.02794148 
0.82000000 	 -0.85799779 	 1.04942440 
0.84000000 	 -0.87882970 	 1.07090731 
0.86000000 	 -0.90128911 	 1.09141372 
0.88000000 	 -0.92179552 	 1.11354763 
0.90000000 	 -0.94425493 	 1.13340305 
0.92000000 	 -0.96573784 	 1.15456047 
0.94000000 	 -0.98656976 	 1.17474138 
0.96000000 	 -1.00902917 	 1.19459680 
0.98000000 	 -1.02921008 	 1.21477772 
1.00000000 	 -1.05036750 	 1.23398214 
1.02000000 	 -1.07152491 	 1.25448856 
1.04000000 	 -1.09268232 	 1.27401848 
1.06000000 	 -1.11286324 	 1.29289740 
1.08000000 	 -1.13304416 	 1.31112532 
1.10000000 	 -1.15485257 	 1.33065524 
1.12000000 	 -1.17405699 	 1.35051066 
1.14000000 	 -1.19488891 	 1.36776209 
1.16000000 	 -1.21409333 	 1.38696651 
1.18000000 	 -1.23427424 	 1.40519444 
1.20000000 	 -1.25347866 	 1.42179487 
1.22000000 	 -1.27300858 	 1.44002280 
1.24000000 	 -1.29253850 	 1.45727422 
1.26000000 	 -1.31304492 	 1.47517665 
1.28000000 	 -1.33127285 	 1.49047509 
1.30000000 	 -1.35047727 	 1.50772652 
1.32000000 	 -1.36870519 	 1.52432695 
1.34000000 	 -1.38758412 	 1.54027638 
1.36000000 	 -1.40516104 	 1.55557482 
1.38000000 	 -1.42338897 	 1.57184976 
1.40000000 	 -1.44064040 	 1.58682269 
1.42000000 	 -1.45886832 	 1.60277213 
1.44000000 	 -1.47611975 	 1.61709407 
1.46000000 	 -1.49369668 	 1.63174151 
1.48000000 	 -1.51029711 	 1.64573795 
1.50000000 	 -1.52657205 	 1.66103639 
1.52000000 	 -1.54382347 	 1.67373084 
1.54000000 	 -1.56009841 	 1.68740178 
1.56000000 	 -1.57604784 	 1.70107273 
1.58000000 	 -1.59199728 	 1.71441817 
1.60000000 	 -1.60794671 	 1.72711262 
1.62000000 	 -1.62357065 	 1.73948157 
1.64000000 	 -1.63821809 	 1.75185052 
1.66000000 	 -1.65221453 	 1.76356847 
1.68000000 	 -1.66783847 	 1.77463542 
1.70000000 	 -1.68248591 	 1.78732987 
1.72000000 	 -1.69583135 	 1.79839683 
1.74000000 	 -1.71047879 	 1.80913828 
1.76000000 	 -1.72382424 	 1.82020524 
1.78000000 	 -1.73684418 	 1.82964470 
1.80000000 	 -1.75018963 	 1.83908416 
1.82000000 	 -1.76386057 	 1.84917462 
1.84000000 	 -1.77622952 	 1.85893958 
1.86000000 	 -1.78827297 	 1.86772804 
1.88000000 	 -1.80064192 	 1.87619101 
1.90000000 	 -1.81268537 	 1.88465397 
1.92000000 	 -1.82407783 	 1.89246594 
1.94000000 	 -1.83547028 	 1.90092891 
1.96000000 	 -1.84621174 	 1.90906637 
1.98000000 	 -1.85760419 	 1.91492535 
2.00000000 	 -1.86867114 	 1.92273732 
2.02000000 	 -1.87811060 	 1.92924729 
2.04000000 	 -1.88755007 	 1.93575726 
2.06000000 	 -1.89796602 	 1.94226724 
2.08000000 	 -1.90740548 	 1.94877721 
2.10000000 	 -1.91586845 	 1.95365969 
2.12000000 	 -1.92465691 	 1.95789117 
2.14000000 	 -1.93344538 	 1.96375015 
2.16000000 	 -1.94158284 	 1.96830713 
2.18000000 	 -1.94972031 	 1.97221311 
2.20000000 	 -1.95720678 	 1.97611910 
2.22000000 	 -1.96436775 	 1.98067608 
2.24000000 	 -1.97185422 	 1.98425656 
2.26000000 	 -1.97868969 	 1.98588406 
2.28000000 	 -1.98487417 	 1.98848805 
2.30000000 	 -1.99073314 	 1.99076654 
2.32000000 	 -1.99691762 	 1.99337053 
2.34000000 	 -2.00310209 	 1.99499802 
2.36000000 	 -2.00765907 	 1.99597452 
2.38000000 	 -2.01254155 	 1.99760201 
