time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 0.23076186 	 0.93289587 
0.00010000 	 0.22978536 	 0.93582536 
0.00020000 	 0.23043636 	 0.93712736 
0.00030000 	 0.23011086 	 0.93777835 
0.00040000 	 0.23141285 	 0.93940585 
0.00050000 	 0.23173835 	 0.94005684 
0.00060000 	 0.23173835 	 0.94103334 
0.00070000 	 0.23173835 	 0.94168434 
0.00080000 	 0.23304035 	 0.94298633 
0.00090000 	 0.23369134 	 0.94396283 
0.00100000 	 0.23336585 	 0.94526482 
0.00110000 	 0.23304035 	 0.94656682 
0.00120000 	 0.23434234 	 0.94721782 
0.00130000 	 0.23369134 	 0.94917081 
0.00140000 	 0.23499334 	 0.94949631 
0.00150000 	 0.23466784 	 0.95047280 
0.00160000 	 0.23531884 	 0.95177480 
0.00170000 	 0.23564434 	 0.95307679 
0.00180000 	 0.23596984 	 0.95470428 
0.00190000 	 0.23629533 	 0.95502978 
0.00200000 	 0.23727183 	 0.95633178 
0.00210000 	 0.23792283 	 0.95730827 
0.00220000 	 0.23694633 	 0.95893577 
0.00230000 	 0.23727183 	 0.95828477 
0.00240000 	 0.23824833 	 0.96056326 
0.00250000 	 0.23824833 	 0.96186526 
0.00260000 	 0.23824833 	 0.96349275 
0.00270000 	 0.23922482 	 0.96381825 
0.00280000 	 0.23922482 	 0.96512024 
0.00290000 	 0.23955032 	 0.96642224 
0.00300000 	 0.23987582 	 0.96739873 
0.00310000 	 0.24020132 	 0.96837523 
0.00320000 	 0.24052682 	 0.97032822 
0.00330000 	 0.24085232 	 0.96967722 
0.00340000 	 0.24117781 	 0.97097922 
0.00350000 	 0.24182881 	 0.97293221 
0.00360000 	 0.24215431 	 0.97521070 
0.00370000 	 0.24215431 	 0.97553620 
0.00380000 	 0.24313081 	 0.97586170 
0.00390000 	 0.24280531 	 0.97716369 
0.00400000 	 0.24345630 	 0.97814019 
0.00410000 	 0.24345630 	 0.97944218 
0.00420000 	 0.24345630 	 0.98009318 
0.00430000 	 0.24475830 	 0.98139518 
0.00440000 	 0.24475830 	 0.98302267 
0.00450000 	 0.24508380 	 0.98302267 
0.00460000 	 0.24540930 	 0.98432466 
0.00470000 	 0.24638579 	 0.98627766 
0.00480000 	 0.24606029 	 0.98757965 
0.00490000 	 0.24671129 	 0.98855615 
0.00500000 	 0.24671129 	 0.98953264 
0.00510000 	 0.24671129 	 0.99083464 
0.00520000 	 0.24703679 	 0.99116014 
0.00530000 	 0.24801329 	 0.99213663 
0.00540000 	 0.24833878 	 0.99376412 
0.00550000 	 0.24866428 	 0.99441512 
0.00560000 	 0.24866428 	 0.99506612 
0.00570000 	 0.24931528 	 0.99734461 
0.00580000 	 0.24996628 	 0.99864660 
0.00590000 	 0.24964078 	 0.99962310 
0.00600000 	 0.25094277 	 1.00059960 
0.00610000 	 0.25094277 	 1.00092510 
0.00620000 	 0.25094277 	 1.00222709 
0.00630000 	 0.25159377 	 1.00385458 
0.00640000 	 0.25159377 	 1.00483108 
0.00650000 	 0.25159377 	 1.00548208 
0.00660000 	 0.25224477 	 1.00678407 
0.00670000 	 0.25289577 	 1.00808607 
0.00680000 	 0.25354676 	 1.00906256 
0.00690000 	 0.25354676 	 1.00971356 
0.00700000 	 0.25322126 	 1.01101555 
0.00710000 	 0.25387226 	 1.01166655 
0.00720000 	 0.25452326 	 1.01231755 
0.00730000 	 0.25484876 	 1.01427054 
0.00740000 	 0.25517426 	 1.01492154 
0.00750000 	 0.25517426 	 1.01687453 
0.00760000 	 0.25549976 	 1.01752553 
0.00770000 	 0.25615075 	 1.01882752 
0.00780000 	 0.25647625 	 1.02012952 
0.00790000 	 0.25712725 	 1.02110601 
0.00800000 	 0.25712725 	 1.02143151 
0.00810000 	 0.25777825 	 1.02338450 
0.00820000 	 0.25777825 	 1.02371000 
0.00830000 	 0.25810374 	 1.02371000 
0.00840000 	 0.25875474 	 1.02631399 
0.00850000 	 0.25875474 	 1.02761599 
0.00860000 	 0.25875474 	 1.02859248 
0.00870000 	 0.25908024 	 1.02989448 
0.00880000 	 0.26005674 	 1.02989448 
0.00890000 	 0.26070773 	 1.03217297 
0.00900000 	 0.26070773 	 1.03217297 
0.00910000 	 0.26135873 	 1.03412596 
0.00920000 	 0.26135873 	 1.03510246 
0.00930000 	 0.26266073 	 1.03542795 
0.00940000 	 0.26233523 	 1.03607895 
0.00950000 	 0.26298622 	 1.03770644 
0.00960000 	 0.26331172 	 1.03998494 
0.00970000 	 0.26331172 	 1.03965944 
0.00980000 	 0.26396272 	 1.04031043 
0.00990000 	 0.26428822 	 1.04258892 
0.01000000 	 0.26428822 	 1.04291442 
0.01010000 	 0.26493922 	 1.04486742 
0.01020000 	 0.26559021 	 1.04584391 
0.01030000 	 0.26559021 	 1.04551841 
0.01040000 	 0.26689221 	 1.04779690 
0.01050000 	 0.26656671 	 1.04844790 
0.01060000 	 0.26721771 	 1.04942440 
0.01070000 	 0.26754321 	 1.05072639 
0.01080000 	 0.26754321 	 1.05170289 
0.01090000 	 0.26786870 	 1.05267938 
0.01100000 	 0.26851970 	 1.05365588 
0.01110000 	 0.26754321 	 1.05495787 
0.01120000 	 0.26884520 	 1.05658537 
0.01130000 	 0.26982170 	 1.05788736 
0.01140000 	 0.26982170 	 1.05821286 
0.01150000 	 0.26982170 	 1.05853836 
0.01160000 	 0.27014720 	 1.06114235 
0.01170000 	 0.27047269 	 1.06146785 
0.01180000 	 0.27079819 	 1.06309534 
0.01190000 	 0.27177469 	 1.06342084 
0.01200000 	 0.27210019 	 1.06342084 
0.01210000 	 0.27177469 	 1.06537383 
0.01220000 	 0.27242569 	 1.06700132 
0.01230000 	 0.27340218 	 1.06830332 
0.01240000 	 0.27307668 	 1.06895432 
0.01250000 	 0.27372768 	 1.06993081 
0.01260000 	 0.27372768 	 1.07025631 
0.01270000 	 0.27372768 	 1.07188380 
0.01280000 	 0.27535517 	 1.07318580 
0.01290000 	 0.27502968 	 1.07481329 
0.01300000 	 0.27535517 	 1.07513879 
0.01310000 	 0.27568067 	 1.07644079 
0.01320000 	 0.27633167 	 1.07774278 
0.01330000 	 0.27665717 	 1.07871928 
0.01340000 	 0.27730817 	 1.07969577 
0.01350000 	 0.27730817 	 1.08067227 
0.01360000 	 0.27763366 	 1.08132327 
0.01370000 	 0.27795916 	 1.08197426 
0.01380000 	 0.27828466 	 1.08392726 
0.01390000 	 0.27828466 	 1.08490375 
0.01400000 	 0.27828466 	 1.08522925 
0.01410000 	 0.27991216 	 1.08588025 
0.01420000 	 0.27926116 	 1.08783324 
0.01430000 	 0.27958666 	 1.08880974 
0.01440000 	 0.28056315 	 1.09011173 
0.01450000 	 0.28056315 	 1.09141372 
