time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 0.14548121 	 0.38312863 
0.00025000 	 0.14678320 	 0.38345413 
0.00050000 	 0.14645770 	 0.38540712 
0.00075000 	 0.14645770 	 0.38768561 
0.00100000 	 0.14775970 	 0.38801111 
0.00125000 	 0.14775970 	 0.38963860 
0.00150000 	 0.14775970 	 0.38963860 
0.00175000 	 0.14873619 	 0.39159159 
0.00200000 	 0.14938719 	 0.39256809 
0.00225000 	 0.14906169 	 0.39387008 
0.00250000 	 0.15036369 	 0.39517208 
0.00275000 	 0.15036369 	 0.39614857 
0.00300000 	 0.15068918 	 0.39777607 
0.00325000 	 0.15134018 	 0.39875256 
0.00350000 	 0.15101468 	 0.40005456 
0.00375000 	 0.15134018 	 0.40103105 
0.00400000 	 0.15231668 	 0.40298405 
0.00425000 	 0.15264218 	 0.40428604 
0.00450000 	 0.15231668 	 0.40526254 
0.00475000 	 0.15231668 	 0.40656453 
0.00500000 	 0.15329317 	 0.40721553 
0.00525000 	 0.15329317 	 0.41014502 
0.00550000 	 0.15426967 	 0.40981952 
0.00575000 	 0.15492067 	 0.41144701 
0.00600000 	 0.15459517 	 0.41274901 
0.00625000 	 0.15589716 	 0.41437650 
0.00650000 	 0.15589716 	 0.41535300 
0.00675000 	 0.15589716 	 0.41535300 
0.00700000 	 0.15622266 	 0.41763149 
0.00725000 	 0.15687366 	 0.41893348 
0.00750000 	 0.15687366 	 0.42121197 
0.00775000 	 0.15817565 	 0.42153747 
0.00800000 	 0.15719916 	 0.42283946 
0.00825000 	 0.15850115 	 0.42381596 
0.00850000 	 0.15915215 	 0.42544345 
0.00875000 	 0.15882665 	 0.42641995 
0.00900000 	 0.15980315 	 0.42772194 
0.00925000 	 0.15947765 	 0.42869844 
0.00950000 	 0.16012865 	 0.42967494 
0.00975000 	 0.16077964 	 0.43097693 
0.01000000 	 0.16143064 	 0.43292992 
0.01025000 	 0.16143064 	 0.43358092 
0.01050000 	 0.16273264 	 0.43488292 
0.01075000 	 0.16175614 	 0.43520841 
0.01100000 	 0.16208164 	 0.43683591 
0.01125000 	 0.16338363 	 0.43846340 
0.01150000 	 0.16338363 	 0.43943990 
0.01175000 	 0.16403463 	 0.44106739 
0.01200000 	 0.16403463 	 0.44106739 
0.01225000 	 0.16436013 	 0.44269488 
0.01250000 	 0.16533662 	 0.44432238 
0.01275000 	 0.16501113 	 0.44562437 
0.01300000 	 0.16598762 	 0.44660087 
0.01325000 	 0.16631312 	 0.44822836 
0.01350000 	 0.16663862 	 0.44985585 
0.01375000 	 0.16696412 	 0.45115785 
