time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 -0.30692854 	 1.60277213 
0.00100000 	 -0.31343852 	 1.61676857 
0.00200000 	 -0.31897200 	 1.63174151 
0.00300000 	 -0.32483097 	 1.64671445 
0.00400000 	 -0.33068995 	 1.66038539 
0.00500000 	 -0.33654892 	 1.67438184 
0.00600000 	 -0.34273340 	 1.68837828 
0.00700000 	 -0.34826687 	 1.70107273 
0.00800000 	 -0.35477685 	 1.71441817 
0.00900000 	 -0.35998483 	 1.72646162 
0.01000000 	 -0.36682030 	 1.73915607 
0.01100000 	 -0.37235378 	 1.75185052 
0.01200000 	 -0.37788725 	 1.76389397 
0.01300000 	 -0.38504822 	 1.77528642 
0.01400000 	 -0.39090720 	 1.78700437 
0.01500000 	 -0.39644068 	 1.79807133 
0.01600000 	 -0.40229965 	 1.80751079 
0.01700000 	 -0.40880963 	 1.82020524 
0.01800000 	 -0.41564510 	 1.82899370 
0.01900000 	 -0.42052758 	 1.83973516 
0.02000000 	 -0.42736305 	 1.84917462 
0.02100000 	 -0.43387302 	 1.85861408 
0.02200000 	 -0.43973200 	 1.86772804 
0.02300000 	 -0.44591647 	 1.87586551 
0.02400000 	 -0.45177545 	 1.88497947 
0.02500000 	 -0.45828542 	 1.89409343 
0.02600000 	 -0.46479540 	 1.90157990 
0.02700000 	 -0.47097987 	 1.90841538 
0.02800000 	 -0.47683885 	 1.91655284 
0.02900000 	 -0.48399982 	 1.92241182 
0.03000000 	 -0.48985879 	 1.93022379 
0.03100000 	 -0.49571777 	 1.93673376 
0.03200000 	 -0.50125125 	 1.94194174 
0.03300000 	 -0.50906322 	 1.94845171 
0.03400000 	 -0.51394570 	 1.95365969 
0.03500000 	 -0.52110667 	 1.95821667 
0.03600000 	 -0.52631465 	 1.96375015 
0.03700000 	 -0.53249912 	 1.96830713 
0.03800000 	 -0.53933459 	 1.97221311 
0.03900000 	 -0.54454257 	 1.97677010 
0.04000000 	 -0.55105254 	 1.97937409 
0.04100000 	 -0.55691152 	 1.98393107 
0.04200000 	 -0.56309599 	 1.98653506 
0.04300000 	 -0.56928047 	 1.98913904 
0.04400000 	 -0.57448845 	 1.99076654 
0.04500000 	 -0.58164942 	 1.99369603 
0.04600000 	 -0.58783389 	 1.99532352 
0.04700000 	 -0.59369287 	 1.99630002 
0.04800000 	 -0.59955185 	 1.99662551 
0.04900000 	 -0.60606182 	 1.99825301 
0.05000000 	 -0.61126980 	 1.99825301 
0.05100000 	 -0.61745427 	 1.99922950 
0.05200000 	 -0.62331325 	 1.99890400 
0.05300000 	 -0.62949772 	 1.99857851 
0.05400000 	 -0.63503120 	 1.99760201 
0.05500000 	 -0.64056468 	 1.99532352 
0.05600000 	 -0.64609815 	 1.99499802 
0.05700000 	 -0.65195713 	 1.99337053 
0.05800000 	 -0.65781611 	 1.99141754 
0.05900000 	 -0.66367508 	 1.98848805 
0.06000000 	 -0.66985956 	 1.98620956 
0.06100000 	 -0.67539303 	 1.98262907 
0.06200000 	 -0.68060101 	 1.98067608 
