time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 0.09665641 	 0.04102953 
0.00250000 	 0.09633091 	 0.04200603 
0.00500000 	 0.09698190 	 0.04233152 
0.00750000 	 0.09698190 	 0.04526101 
0.01000000 	 0.09795840 	 0.04591201 
0.01250000 	 0.09763290 	 0.04721400 
0.01500000 	 0.09893490 	 0.04851600 
0.01750000 	 0.09893490 	 0.04851600 
0.02000000 	 0.09926040 	 0.05046899 
0.02250000 	 0.10023689 	 0.05209648 
0.02500000 	 0.10023689 	 0.05209648 
0.02750000 	 0.10056239 	 0.05339848 
0.03000000 	 0.10153889 	 0.05600247 
0.03250000 	 0.10186438 	 0.05665347 
0.03500000 	 0.10251538 	 0.05762996 
0.03750000 	 0.10251538 	 0.05893196 
0.04000000 	 0.10251538 	 0.06121045 
0.04250000 	 0.10349188 	 0.06186144 
0.04500000 	 0.10446837 	 0.06348894 
0.04750000 	 0.10544487 	 0.06479093 
0.05000000 	 0.10544487 	 0.06511643 
0.05250000 	 0.10642137 	 0.06641843 
0.05500000 	 0.10707236 	 0.06804592 
0.05750000 	 0.10707236 	 0.06934791 
0.06000000 	 0.10739786 	 0.06967341 
0.06250000 	 0.10804886 	 0.07162640 
0.06500000 	 0.10902536 	 0.07292840 
0.06750000 	 0.10935085 	 0.07455589 
0.07000000 	 0.11032735 	 0.07650888 
0.07250000 	 0.11065285 	 0.07748538 
0.07500000 	 0.11097835 	 0.07846188 
0.07750000 	 0.11162934 	 0.08008937 
0.08000000 	 0.11228034 	 0.08041487 
0.08250000 	 0.11325684 	 0.08236786 
0.08500000 	 0.11325684 	 0.08301886 
0.08750000 	 0.11455883 	 0.08497185 
0.09000000 	 0.11488433 	 0.08562285 
0.09250000 	 0.11520983 	 0.08562285 
0.09500000 	 0.11651182 	 0.08822684 
0.09750000 	 0.11618633 	 0.08985433 
0.10000000 	 0.11781382 	 0.09017983 
0.10250000 	 0.11846482 	 0.09180732 
0.10500000 	 0.11911581 	 0.09213282 
0.10750000 	 0.11911581 	 0.09408581 
0.11000000 	 0.12074331 	 0.09603880 
0.11250000 	 0.12139430 	 0.09668980 
0.11500000 	 0.12171980 	 0.09766630 
0.11750000 	 0.12204530 	 0.09961929 
0.12000000 	 0.12237080 	 0.10027029 
0.12250000 	 0.12432379 	 0.10189778 
0.12500000 	 0.12464929 	 0.10189778 
0.12750000 	 0.12497479 	 0.10385077 
0.13000000 	 0.12595129 	 0.10580376 
0.13250000 	 0.12692778 	 0.10743126 
0.13500000 	 0.12790428 	 0.10808225 
0.13750000 	 0.12855528 	 0.10970975 
0.14000000 	 0.12888077 	 0.11068624 
0.14250000 	 0.13018277 	 0.11198824 
0.14500000 	 0.13083377 	 0.11296473 
0.14750000 	 0.13083377 	 0.11524323 
0.15000000 	 0.13148476 	 0.11491773 
0.15250000 	 0.13278676 	 0.11719622 
0.15500000 	 0.13408875 	 0.11784721 
0.15750000 	 0.13473975 	 0.11980021 
0.16000000 	 0.13539075 	 0.12110220 
0.16250000 	 0.13669274 	 0.12175320 
0.16500000 	 0.13766924 	 0.12272969 
0.16750000 	 0.13766924 	 0.12468269 
0.17000000 	 0.13832024 	 0.12565918 
0.17250000 	 0.13929673 	 0.12728668 
0.17500000 	 0.14059873 	 0.12761217 
0.17750000 	 0.14157522 	 0.12923967 
0.18000000 	 0.14255172 	 0.13021616 
0.18250000 	 0.14255172 	 0.13216916 
0.18500000 	 0.14385371 	 0.13347115 
0.18750000 	 0.14417921 	 0.13347115 
0.19000000 	 0.14580670 	 0.13574964 
0.19250000 	 0.14645770 	 0.13705164 
0.19500000 	 0.14678320 	 0.13835363 
0.19750000 	 0.14808520 	 0.13998112 
0.20000000 	 0.14906169 	 0.14063212 
0.20250000 	 0.14938719 	 0.14225961 
0.20500000 	 0.15068918 	 0.14291061 
0.20750000 	 0.15166568 	 0.14453811 
0.21000000 	 0.15231668 	 0.14616560 
0.21250000 	 0.15296768 	 0.14681660 
0.21500000 	 0.15361867 	 0.14844409 
0.21750000 	 0.15524617 	 0.14876959 
0.22000000 	 0.15557166 	 0.15039708 
0.22250000 	 0.15752466 	 0.15169908 
0.22500000 	 0.15817565 	 0.15365207 
0.22750000 	 0.15817565 	 0.15430307 
0.23000000 	 0.15980315 	 0.15593056 
0.23250000 	 0.16045414 	 0.15625606 
0.23500000 	 0.16143064 	 0.15820905 
0.23750000 	 0.16208164 	 0.15951104 
0.24000000 	 0.16338363 	 0.16178953 
0.24250000 	 0.16468563 	 0.16113854 
