time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 -0.11195484 	 0.34960226 
0.00500000 	 -0.11846482 	 0.37531666 
0.01000000 	 -0.12595129 	 0.39875256 
0.01500000 	 -0.13343776 	 0.42349046 
0.02000000 	 -0.14190072 	 0.44822836 
0.02500000 	 -0.15068918 	 0.47329176 
0.03000000 	 -0.15882665 	 0.49770416 
0.03500000 	 -0.16859161 	 0.52081456 
0.04000000 	 -0.17672908 	 0.54587796 
0.04500000 	 -0.18649404 	 0.56931386 
0.05000000 	 -0.19691000 	 0.59405176 
0.05500000 	 -0.20732595 	 0.61651117 
0.06000000 	 -0.21741641 	 0.64124907 
0.06500000 	 -0.22783237 	 0.66501047 
0.07000000 	 -0.23922482 	 0.68844638 
0.07500000 	 -0.25029178 	 0.71220778 
0.08000000 	 -0.26135873 	 0.73629468 
0.08500000 	 -0.27340218 	 0.75907959 
0.09000000 	 -0.28609663 	 0.78186449 
0.09500000 	 -0.29748908 	 0.80497490 
0.10000000 	 -0.30985803 	 0.82775980 
0.10500000 	 -0.32320348 	 0.85054471 
0.11000000 	 -0.33492143 	 0.87365512 
0.11500000 	 -0.34826687 	 0.89578903 
0.12000000 	 -0.36128682 	 0.91759744 
0.12500000 	 -0.37398127 	 0.94200984 
0.13000000 	 -0.38797771 	 0.96349275 
0.13500000 	 -0.40132316 	 0.98530116 
0.14000000 	 -0.41564510 	 1.00645857 
0.14500000 	 -0.42899054 	 1.02794148 
0.15000000 	 -0.44233599 	 1.04877340 
0.15500000 	 -0.45730893 	 1.07058181 
0.16000000 	 -0.47065437 	 1.09239022 
0.16500000 	 -0.48562731 	 1.11257114 
0.17000000 	 -0.50060025 	 1.13340305 
0.17500000 	 -0.51557319 	 1.15390947 
0.18000000 	 -0.52891863 	 1.17474138 
0.18500000 	 -0.54454257 	 1.19459680 
0.19000000 	 -0.55951551 	 1.21445222 
0.19500000 	 -0.57351195 	 1.23560963 
0.20000000 	 -0.59011238 	 1.25448856 
0.20500000 	 -0.60443433 	 1.27369298 
0.21000000 	 -0.61940726 	 1.29354840 
0.21500000 	 -0.63503120 	 1.31177632 
0.22000000 	 -0.65065514 	 1.33065524 
0.22500000 	 -0.66595357 	 1.34920867 
0.23000000 	 -0.68092651 	 1.36841309 
0.23500000 	 -0.69622495 	 1.38664101 
0.24000000 	 -0.71184888 	 1.40454344 
0.24500000 	 -0.72812382 	 1.42212037 
0.25000000 	 -0.74309676 	 1.44002280 
0.25500000 	 -0.75872069 	 1.45694873 
0.26000000 	 -0.77401913 	 1.47387466 
0.26500000 	 -0.78931757 	 1.49112609 
0.27000000 	 -0.80526700 	 1.50707552 
0.27500000 	 -0.82089094 	 1.52335045 
0.28000000 	 -0.83684037 	 1.53962539 
0.28500000 	 -0.85246431 	 1.55590032 
0.29000000 	 -0.86873924 	 1.57119876 
0.29500000 	 -0.88306118 	 1.58714819 
0.30000000 	 -0.89803412 	 1.60277213 
0.30500000 	 -0.91463455 	 1.61709407 
0.31000000 	 -0.93058399 	 1.63271801 
0.31500000 	 -0.94555693 	 1.64606345 
0.32000000 	 -0.96215736 	 1.65940890 
0.32500000 	 -0.97778129 	 1.67373084 
0.33000000 	 -0.99242873 	 1.68805278 
0.33500000 	 -1.00805267 	 1.70074723 
0.34000000 	 -1.02302561 	 1.71311618 
0.34500000 	 -1.03767305 	 1.72613612 
0.35000000 	 -1.05329699 	 1.73948157 
0.35500000 	 -1.06826992 	 1.75087402 
0.36000000 	 -1.08389386 	 1.76291747 
0.36500000 	 -1.09821580 	 1.77528642 
0.37000000 	 -1.11318874 	 1.78667887 
0.37500000 	 -1.12816168 	 1.79807133 
0.38000000 	 -1.14280912 	 1.80848729 
0.38500000 	 -1.15843305 	 1.82020524 
0.39000000 	 -1.17242950 	 1.82964470 
0.39500000 	 -1.18675144 	 1.83875866 
0.40000000 	 -1.20074788 	 1.84950012 
0.40500000 	 -1.21474432 	 1.85861408 
0.41000000 	 -1.22906626 	 1.86870454 
0.41500000 	 -1.24436470 	 1.87684201 
0.42000000 	 -1.25771015 	 1.88465397 
0.42500000 	 -1.27235759 	 1.89311694 
0.43000000 	 -1.28440104 	 1.90027791 
0.43500000 	 -1.29807198 	 1.90808988 
0.44000000 	 -1.31239392 	 1.91525085 
0.44500000 	 -1.32508837 	 1.92338831 
0.45000000 	 -1.33908481 	 1.93022379 
0.45500000 	 -1.35177926 	 1.93673376 
0.46000000 	 -1.36512471 	 1.94161624 
0.46500000 	 -1.37879565 	 1.94780071 
0.47000000 	 -1.39051360 	 1.95398519 
0.47500000 	 -1.40288255 	 1.95854217 
0.48000000 	 -1.41557700 	 1.96277365 
0.48500000 	 -1.42794595 	 1.96798163 
0.49000000 	 -1.43966390 	 1.97253861 
0.49500000 	 -1.45170735 	 1.97644460 
