time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 0.17933307 	 0.58884378 
0.00016667 	 0.17900757 	 0.58884378 
0.00033334 	 0.17965857 	 0.59047128 
0.00050001 	 0.18030956 	 0.59242427 
0.00066668 	 0.18063506 	 0.59307527 
0.00083335 	 0.18096056 	 0.59470276 
0.00100002 	 0.18161156 	 0.59567926 
0.00116669 	 0.18161156 	 0.59665575 
0.00133336 	 0.18193706 	 0.59860874 
0.00150003 	 0.18258805 	 0.59958524 
0.00166670 	 0.18291355 	 0.60023624 
0.00183337 	 0.18323905 	 0.60186373 
0.00200004 	 0.18389005 	 0.60284023 
0.00216671 	 0.18356455 	 0.60414222 
0.00233338 	 0.18421555 	 0.60576971 
0.00250005 	 0.18486654 	 0.60707171 
0.00266672 	 0.18519204 	 0.60804821 
0.00283339 	 0.18421555 	 0.60869920 
0.00300006 	 0.18584304 	 0.61000120 
0.00316673 	 0.18649404 	 0.61162869 
0.00333340 	 0.18616854 	 0.61227969 
0.00350007 	 0.18714504 	 0.61325618 
0.00366674 	 0.18747053 	 0.61488368 
0.00383341 	 0.18747053 	 0.61618567 
0.00400008 	 0.18812153 	 0.61651117 
0.00416675 	 0.18844703 	 0.61846416 
0.00433342 	 0.18844703 	 0.61944066 
0.00450009 	 0.18877253 	 0.62041715 
0.00466676 	 0.18909803 	 0.62171915 
0.00483343 	 0.18974902 	 0.62302114 
0.00500010 	 0.18974902 	 0.62399764 
0.00516677 	 0.19040002 	 0.62692713 
0.00533344 	 0.19105102 	 0.62725263 
0.00550011 	 0.19072552 	 0.62888012 
0.00566678 	 0.19170202 	 0.62953112 
0.00583345 	 0.19267851 	 0.63050761 
0.00600012 	 0.19235301 	 0.63148411 
0.00616679 	 0.19267851 	 0.63311160 
0.00633346 	 0.19267851 	 0.63408810 
0.00650013 	 0.19365501 	 0.63539009 
0.00666680 	 0.19332951 	 0.63669209 
0.00683347 	 0.19463150 	 0.63766858 
0.00700014 	 0.19463150 	 0.63897058 
0.00716681 	 0.19463150 	 0.63994707 
0.00733348 	 0.19495700 	 0.64124907 
0.00750015 	 0.19560800 	 0.64255106 
0.00766682 	 0.19528250 	 0.64287656 
0.00783349 	 0.19625900 	 0.64548055 
0.00800016 	 0.19625900 	 0.64580605 
0.00816683 	 0.19625900 	 0.64743354 
0.00833350 	 0.19691000 	 0.64841004 
0.00850017 	 0.19756099 	 0.64906104 
0.00866684 	 0.19886299 	 0.65036303 
0.00883351 	 0.19886299 	 0.65166503 
0.00900018 	 0.19886299 	 0.65329252 
0.00916685 	 0.19853749 	 0.65394352 
0.00933352 	 0.19918849 	 0.65589651 
0.00950019 	 0.20016498 	 0.65719850 
0.00966686 	 0.20114148 	 0.65752400 
0.00983353 	 0.20081598 	 0.65980249 
0.01000020 	 0.20114148 	 0.66045349 
0.01016687 	 0.20179248 	 0.66142999 
0.01033354 	 0.20179248 	 0.66273198 
0.01050021 	 0.20179248 	 0.66435947 
0.01066688 	 0.20276897 	 0.66501047 
0.01083355 	 0.20309447 	 0.66533597 
0.01100022 	 0.20374547 	 0.66761446 
0.01116689 	 0.20472196 	 0.66891646 
