time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 -0.07387150 	 0.07520689 
0.01250000 	 -0.07842848 	 0.08822684 
0.02500000 	 -0.08363646 	 0.09994479 
0.03750000 	 -0.08819344 	 0.11296473 
0.05000000 	 -0.09372692 	 0.12533368 
0.06250000 	 -0.10056239 	 0.13737713 
0.07500000 	 -0.10544487 	 0.14974608 
0.08750000 	 -0.11293134 	 0.16276603 
0.10000000 	 -0.11944131 	 0.17513498 
0.11250000 	 -0.12660228 	 0.18815493 
0.12500000 	 -0.13408875 	 0.20052388 
0.13750000 	 -0.14255172 	 0.21321832 
0.15000000 	 -0.15101468 	 0.22461078 
0.16250000 	 -0.15850115 	 0.23828172 
0.17500000 	 -0.16663862 	 0.25065067 
0.18750000 	 -0.17575258 	 0.26269412 
0.20000000 	 -0.18421555 	 0.27506307 
0.21250000 	 -0.19365501 	 0.28775752 
0.22500000 	 -0.20244347 	 0.30045197 
0.23750000 	 -0.21090644 	 0.31151892 
0.25000000 	 -0.22132240 	 0.32453887 
0.26250000 	 -0.23108736 	 0.33788431 
0.27500000 	 -0.24020132 	 0.34927677 
0.28750000 	 -0.24964078 	 0.36197121 
0.30000000 	 -0.25908024 	 0.37466566 
0.31250000 	 -0.26949620 	 0.38670911 
0.32500000 	 -0.27958666 	 0.39842706 
0.33750000 	 -0.29000261 	 0.41144701 
0.35000000 	 -0.30041857 	 0.42446696 
0.36250000 	 -0.31116003 	 0.43520841 
0.37500000 	 -0.32125049 	 0.44822836 
0.38750000 	 -0.33199194 	 0.45929532 
0.40000000 	 -0.34175690 	 0.47264076 
0.41250000 	 -0.35347485 	 0.48403321 
0.42500000 	 -0.36356531 	 0.49672766 
0.43750000 	 -0.37528326 	 0.50877111 
0.45000000 	 -0.38569922 	 0.52048906 
0.46250000 	 -0.39578968 	 0.53318351 
0.47500000 	 -0.40718213 	 0.54490146 
0.48750000 	 -0.41857459 	 0.55759591 
0.50000000 	 -0.42931604 	 0.56898837 
0.51250000 	 -0.44070850 	 0.58135731 
0.52500000 	 -0.45177545 	 0.59470276 
0.53750000 	 -0.46251691 	 0.60511872 
0.55000000 	 -0.47456036 	 0.61651117 
0.56250000 	 -0.48530181 	 0.62920562 
0.57500000 	 -0.49636877 	 0.64124907 
0.58750000 	 -0.50743572 	 0.65296702 
0.60000000 	 -0.51947917 	 0.66566147 
0.61250000 	 -0.53054613 	 0.67672842 
0.62500000 	 -0.54161308 	 0.68974837 
0.63750000 	 -0.55268004 	 0.70016433 
0.65000000 	 -0.56342149 	 0.71220778 
0.66250000 	 -0.57513945 	 0.72360023 
0.67500000 	 -0.58620640 	 0.73629468 
0.68750000 	 -0.59824985 	 0.74703614 
0.70000000 	 -0.60964230 	 0.75907959 
0.71250000 	 -0.62070926 	 0.76982104 
0.72500000 	 -0.63307821 	 0.78218999 
0.73750000 	 -0.64349416 	 0.79293145 
0.75000000 	 -0.65488662 	 0.80530040 
0.76250000 	 -0.66660457 	 0.81799485 
0.77500000 	 -0.67767152 	 0.82775980 
0.78750000 	 -0.68938948 	 0.84012875 
0.80000000 	 -0.70045643 	 0.84989371 
0.81250000 	 -0.71217438 	 0.86258816 
0.82500000 	 -0.72324134 	 0.87365512 
0.83750000 	 -0.73495929 	 0.88504757 
0.85000000 	 -0.74602624 	 0.89611452 
0.86250000 	 -0.75644220 	 0.90718148 
0.87500000 	 -0.76783466 	 0.91727194 
0.88750000 	 -0.77955261 	 0.92931539 
0.90000000 	 -0.79127056 	 0.94070784 
0.91250000 	 -0.80233751 	 0.95210030 
0.92500000 	 -0.81372997 	 0.96316725 
0.93750000 	 -0.82414592 	 0.97358321 
0.95000000 	 -0.83586388 	 0.98465016 
0.96250000 	 -0.84660533 	 0.99539162 
0.97500000 	 -0.85799779 	 1.00613307 
0.98750000 	 -0.86971574 	 1.01687453 
1.00000000 	 -0.88013170 	 1.02794148 
1.01250000 	 -0.89184965 	 1.03900844 
1.02500000 	 -0.90226560 	 1.04909890 
1.03750000 	 -0.91365806 	 1.06081685 
1.05000000 	 -0.92472501 	 1.07058181 
1.06250000 	 -0.93579197 	 1.08099777 
1.07500000 	 -0.94653342 	 1.09141372 
1.08750000 	 -0.95694938 	 1.10182968 
1.10000000 	 -0.96769084 	 1.11224564 
1.11250000 	 -0.97973429 	 1.12298709 
1.12500000 	 -0.99015024 	 1.13372855 
1.13750000 	 -1.00121720 	 1.14349351 
1.15000000 	 -1.01163316 	 1.15423497 
1.16250000 	 -1.02237461 	 1.16367443 
1.17500000 	 -1.03311607 	 1.17571788 
1.18750000 	 -1.04320653 	 1.18548284 
1.20000000 	 -1.05492448 	 1.19427130 
1.21250000 	 -1.06534044 	 1.20533826 
1.22500000 	 -1.07575639 	 1.21477772 
1.23750000 	 -1.08682335 	 1.22551917 
1.25000000 	 -1.09723931 	 1.23463314 
1.26250000 	 -1.10765526 	 1.24439810 
1.27500000 	 -1.11676923 	 1.25416306 
1.28750000 	 -1.12816168 	 1.26360252 
1.30000000 	 -1.13890313 	 1.27401848 
1.31250000 	 -1.14834260 	 1.28345794 
1.32500000 	 -1.15973505 	 1.29289740 
1.33750000 	 -1.16917451 	 1.30233686 
1.35000000 	 -1.17991597 	 1.31210182 
1.36250000 	 -1.19000643 	 1.32186678 
1.37500000 	 -1.20009688 	 1.33163174 
1.38750000 	 -1.20986184 	 1.34042020 
1.40000000 	 -1.22060330 	 1.34985967 
1.41250000 	 -1.23036826 	 1.35864813 
1.42500000 	 -1.24078422 	 1.36808759 
1.43750000 	 -1.24989818 	 1.37752705 
1.45000000 	 -1.26031414 	 1.38599002 
1.46250000 	 -1.27073009 	 1.39608048 
1.47500000 	 -1.28016956 	 1.40454344 
1.48750000 	 -1.28993452 	 1.41268091 
1.50000000 	 -1.30002497 	 1.42212037 
1.51250000 	 -1.30978993 	 1.43155983 
1.52500000 	 -1.31890390 	 1.44002280 
1.53750000 	 -1.32866886 	 1.44881126 
1.55000000 	 -1.33843382 	 1.45694873 
1.56250000 	 -1.34819878 	 1.46671369 
1.57500000 	 -1.35731274 	 1.47322366 
1.58750000 	 -1.36642670 	 1.48266312 
1.60000000 	 -1.37554066 	 1.49080059 
1.61250000 	 -1.38530562 	 1.49958905 
1.62500000 	 -1.39376859 	 1.50772652 
1.63750000 	 -1.40385905 	 1.51618948 
1.65000000 	 -1.41297301 	 1.52432695 
1.66250000 	 -1.42111048 	 1.53278992 
1.67500000 	 -1.43152644 	 1.54027638 
1.68750000 	 -1.44064040 	 1.54743736 
1.70000000 	 -1.44910336 	 1.55655132 
1.71250000 	 -1.45821733 	 1.56436329 
1.72500000 	 -1.46700579 	 1.57054776 
1.73750000 	 -1.47546876 	 1.57901073 
1.75000000 	 -1.48458272 	 1.58714819 
1.76250000 	 -1.49174369 	 1.59528566 
1.77500000 	 -1.50118315 	 1.60212113 
1.78750000 	 -1.50997161 	 1.60993310 
1.80000000 	 -1.51876008 	 1.61741957 
1.81250000 	 -1.52722304 	 1.62458054 
1.82500000 	 -1.53536051 	 1.63174151 
1.83750000 	 -1.54414897 	 1.63890248 
1.85000000 	 -1.55261194 	 1.64606345 
1.86250000 	 -1.56009841 	 1.65224793 
1.87500000 	 -1.56823587 	 1.66038539 
1.88750000 	 -1.57669884 	 1.66689537 
1.90000000 	 -1.58451081 	 1.67503283 
1.91250000 	 -1.59264827 	 1.68089181 
1.92500000 	 -1.59980925 	 1.68805278 
1.93750000 	 -1.60859771 	 1.69456275 
1.95000000 	 -1.61608418 	 1.70074723 
1.96250000 	 -1.62389615 	 1.70693170 
1.97500000 	 -1.63203361 	 1.71344167 
1.98750000 	 -1.64017108 	 1.72092814 
2.00000000 	 -1.64700655 	 1.72613612 
2.01250000 	 -1.65449302 	 1.73362259 
2.02500000 	 -1.66165399 	 1.73948157 
2.03750000 	 -1.66979146 	 1.74599154 
2.05000000 	 -1.67695243 	 1.75152502 
2.06250000 	 -1.68443890 	 1.75803499 
2.07500000 	 -1.69062337 	 1.76356847 
2.08750000 	 -1.69876084 	 1.76975294 
2.10000000 	 -1.70559631 	 1.77561192 
2.11250000 	 -1.71340828 	 1.78081990 
2.12500000 	 -1.71959275 	 1.78700437 
2.13750000 	 -1.72675373 	 1.79253785 
2.15000000 	 -1.73358920 	 1.79807133 
2.16250000 	 -1.74042467 	 1.80425580 
2.17500000 	 -1.74693464 	 1.80913828 
2.18750000 	 -1.75311912 	 1.81434626 
2.20000000 	 -1.75995459 	 1.81922874 
2.21250000 	 -1.76646456 	 1.82378572 
2.22500000 	 -1.77297454 	 1.82931920 
2.23750000 	 -1.77948451 	 1.83420168 
2.25000000 	 -1.78566898 	 1.83940966 
2.26250000 	 -1.79282995 	 1.84429214 
2.27500000 	 -1.79803793 	 1.84884912 
2.28750000 	 -1.80454791 	 1.85373160 
2.30000000 	 -1.81008138 	 1.85893958 
2.31250000 	 -1.81659136 	 1.86284556 
2.32500000 	 -1.82179934 	 1.86740254 
2.33750000 	 -1.82863481 	 1.87163403 
2.35000000 	 -1.83384279 	 1.87684201 
2.36250000 	 -1.83937626 	 1.88042249 
2.37500000 	 -1.84556074 	 1.88530497 
2.38750000 	 -1.85044322 	 1.88953645 
2.40000000 	 -1.85630219 	 1.89279144 
2.41250000 	 -1.86151017 	 1.89702292 
2.42500000 	 -1.86671815 	 1.90092891 
2.43750000 	 -1.87257713 	 1.90516039 
2.45000000 	 -1.87745961 	 1.90874087 
2.46250000 	 -1.88266759 	 1.91264686 
2.47500000 	 -1.88852656 	 1.91622734 
2.48750000 	 -1.89243255 	 1.91948233 
2.50000000 	 -1.89796602 	 1.92338831 
2.51250000 	 -1.90317400 	 1.92696880 
2.52500000 	 -1.90740548 	 1.92989829 
2.53750000 	 -1.91293896 	 1.93282778 
2.55000000 	 -1.91684495 	 1.93673376 
2.56250000 	 -1.92140193 	 1.93901225 
2.57500000 	 -1.92595891 	 1.94259274 
2.58750000 	 -1.93051589 	 1.94454573 
2.60000000 	 -1.93507287 	 1.94845171 
2.61250000 	 -1.93897886 	 1.95170670 
2.62500000 	 -1.94386134 	 1.95333419 
2.63750000 	 -1.94776732 	 1.95561268 
2.65000000 	 -1.95199880 	 1.95821667 
2.66250000 	 -1.95557929 	 1.96016966 
2.67500000 	 -1.95948527 	 1.96244815 
2.68750000 	 -1.96371675 	 1.96570314 
2.70000000 	 -1.96729724 	 1.96830713 
2.71250000 	 -1.97120322 	 1.97058562 
2.72500000 	 -1.97413271 	 1.97253861 
