time (s) 	 Output Voltage(v) 	 Input Voltage(v)
0.00000000 	 -0.17087010 	 0.73531818 
0.00250000 	 -0.17868207 	 0.75875409 
0.00500000 	 -0.18519204 	 0.78186449 
0.00750000 	 -0.19202752 	 0.80464940 
0.01000000 	 -0.19983948 	 0.82743431 
0.01250000 	 -0.20765145 	 0.85119571 
0.01500000 	 -0.21481242 	 0.87300412 
0.01750000 	 -0.22229889 	 0.89611452 
0.02000000 	 -0.22978536 	 0.91759744 
0.02250000 	 -0.23955032 	 0.94038234 
0.02500000 	 -0.24703679 	 0.96284175 
0.02750000 	 -0.25549976 	 0.98465016 
0.03000000 	 -0.26331172 	 1.00645857 
0.03250000 	 -0.27210019 	 1.02826698 
0.03500000 	 -0.28186515 	 1.04974990 
0.03750000 	 -0.29065361 	 1.07090731 
0.04000000 	 -0.29944208 	 1.09173922 
0.04250000 	 -0.30823054 	 1.11289664 
0.04500000 	 -0.31799550 	 1.13405405 
0.04750000 	 -0.32776046 	 1.15456047 
0.05000000 	 -0.33654892 	 1.17441588 
0.05250000 	 -0.34631388 	 1.19459680 
0.05500000 	 -0.35607884 	 1.21510322 
0.05750000 	 -0.36584380 	 1.23495864 
0.06000000 	 -0.37528326 	 1.25448856 
0.06250000 	 -0.38569922 	 1.27401848 
0.06500000 	 -0.39578968 	 1.29354840 
0.06750000 	 -0.40522914 	 1.31177632 
0.07000000 	 -0.41531960 	 1.33130624 
0.07250000 	 -0.42573556 	 1.35018516 
0.07500000 	 -0.43647701 	 1.36743659 
0.07750000 	 -0.44721847 	 1.38664101 
0.08000000 	 -0.45763443 	 1.40486894 
0.08250000 	 -0.46739939 	 1.42212037 
0.08500000 	 -0.47814084 	 1.44034829 
0.08750000 	 -0.49018429 	 1.45792522 
0.09000000 	 -0.50027475 	 1.47452565 
0.09250000 	 -0.51134171 	 1.48949859 
0.09500000 	 -0.52208316 	 1.50707552 
0.09750000 	 -0.53249912 	 1.52400145 
0.10000000 	 -0.54356607 	 1.54027638 
0.10250000 	 -0.55495853 	 1.55622582 
0.10500000 	 -0.56635098 	 1.57184976 
0.10750000 	 -0.57709244 	 1.58649720 
0.11000000 	 -0.58783389 	 1.60244663 
0.11250000 	 -0.59890085 	 1.61741957 
0.11500000 	 -0.60996780 	 1.63141601 
0.11750000 	 -0.62103476 	 1.64573795 
0.12000000 	 -0.63210171 	 1.66005989 
0.12250000 	 -0.64381966 	 1.67340534 
0.12500000 	 -0.65423562 	 1.68772728 
0.12750000 	 -0.66627907 	 1.70074723 
0.13000000 	 -0.67767152 	 1.71474367 
0.13250000 	 -0.68873848 	 1.72646162 
0.13500000 	 -0.70045643 	 1.73948157 
0.13750000 	 -0.71184888 	 1.75119952 
0.14000000 	 -0.72259034 	 1.76421947 
0.14250000 	 -0.73398279 	 1.77528642 
0.14500000 	 -0.74602624 	 1.78667887 
0.14750000 	 -0.75676770 	 1.79807133 
0.15000000 	 -0.76783466 	 1.80881278 
0.15250000 	 -0.77922711 	 1.81955424 
0.15500000 	 -0.78964307 	 1.82801721 
0.15750000 	 -0.80136102 	 1.83875866 
0.16000000 	 -0.81242797 	 1.84917462 
0.16250000 	 -0.82414592 	 1.85893958 
0.16500000 	 -0.83521288 	 1.86740254 
0.16750000 	 -0.84627983 	 1.87716750 
0.17000000 	 -0.85734679 	 1.88465397 
0.17250000 	 -0.86776275 	 1.89311694 
0.17500000 	 -0.87882970 	 1.90092891 
0.17750000 	 -0.89087315 	 1.90939187 
0.18000000 	 -0.90031261 	 1.91720384 
0.18250000 	 -0.91170507 	 1.92273732 
0.18500000 	 -0.92309752 	 1.92924729 
0.18750000 	 -0.93383897 	 1.93608276 
0.19000000 	 -0.94458043 	 1.94259274 
0.19250000 	 -0.95532189 	 1.94845171 
0.19500000 	 -0.96573784 	 1.95431069 
0.19750000 	 -0.97615380 	 1.95756567 
0.20000000 	 -0.98754625 	 1.96244815 
0.20250000 	 -0.99731121 	 1.96830713 
0.20500000 	 -1.00740167 	 1.97286411 
0.20750000 	 -1.01814313 	 1.97579360 
0.21000000 	 -1.02790809 	 1.98035058 
0.21250000 	 -1.03799855 	 1.98295457 
0.21500000 	 -1.04874000 	 1.98653506 
0.21750000 	 -1.05883046 	 1.98816255 
0.22000000 	 -1.06859542 	 1.99141754 
0.22250000 	 -1.07868588 	 1.99337053 
0.22500000 	 -1.08779984 	 1.99499802 
0.22750000 	 -1.09789030 	 1.99597452 
0.23000000 	 -1.10700427 	 1.99695101 
0.23250000 	 -1.11676923 	 1.99760201 
0.23500000 	 -1.12653419 	 1.99890400 
0.23750000 	 -1.13564815 	 1.99825301 
0.24000000 	 -1.14476211 	 1.99825301 
0.24250000 	 -1.15452707 	 1.99825301 
0.24500000 	 -1.16299004 	 1.99792751 
0.24750000 	 -1.17210400 	 1.99695101 
0.25000000 	 -1.18024147 	 1.99499802 
0.25250000 	 -1.18902993 	 1.99337053 
0.25500000 	 -1.19814389 	 1.99109204 
0.25750000 	 -1.20758335 	 1.98848805 
0.26000000 	 -1.21474432 	 1.98588406 
0.26250000 	 -1.22320729 	 1.98328007 
0.26500000 	 -1.23199575 	 1.98035058 
0.26750000 	 -1.24013322 	 1.97644460 
0.27000000 	 -1.24729419 	 1.97221311 
0.27250000 	 -1.25510616 	 1.96765613 
0.27500000 	 -1.26324362 	 1.96342465 
0.27750000 	 -1.27007910 	 1.95854217 
0.28000000 	 -1.27789106 	 1.95398519 
0.28250000 	 -1.28472654 	 1.94877721 
0.28500000 	 -1.29253850 	 1.94194174 
0.28750000 	 -1.29937398 	 1.93640826 
