0.000000 	 2.451755 
0.033333 	 2.451755 
0.066667 	 2.451755 
0.100000 	 2.451755 
0.133333 	 2.451755 
0.166667 	 2.451755 
0.200000 	 2.451755 
0.233333 	 2.451755 
0.266667 	 2.451755 
0.300000 	 2.451755 
0.333333 	 2.451755 
0.366667 	 2.451755 
0.400000 	 2.451755 
0.433333 	 2.441570 
0.466667 	 2.451755 
0.500000 	 2.451755 
0.533333 	 2.451755 
0.566667 	 2.441570 
0.600000 	 2.451755 
0.633333 	 2.451755 
0.666667 	 2.451755 
0.700000 	 2.451755 
0.733333 	 2.451755 
0.766667 	 2.451755 
0.800000 	 2.451755 
0.833333 	 2.451755 
0.866667 	 2.451755 
0.900000 	 2.451755 
0.933333 	 2.451755 
0.966667 	 2.451755 
1.000000 	 2.451755 
1.033333 	 2.451755 
1.066667 	 2.451755 
1.100000 	 2.451755 
1.133333 	 2.451755 
1.166667 	 2.451755 
1.200000 	 2.451755 
1.233333 	 2.451755 
1.266667 	 2.451755 
1.300000 	 2.451755 
1.333333 	 2.441570 
1.366667 	 2.451755 
1.400000 	 2.451755 
1.433333 	 2.451755 
1.466667 	 2.451755 
1.500000 	 2.451755 
1.533333 	 2.451755 
1.566667 	 2.451755 
1.600000 	 2.451755 
1.633333 	 2.451755 
1.666667 	 2.451755 
1.700000 	 2.451755 
1.733333 	 2.451755 
1.766667 	 2.451755 
1.800000 	 2.451755 
1.833333 	 2.451755 
1.866667 	 2.451755 
1.900000 	 2.451755 
1.933333 	 2.441570 
1.966667 	 2.451755 
2.000000 	 2.451755 
2.033333 	 2.451755 
2.066667 	 2.451755 
2.100000 	 2.451755 
2.133333 	 2.451755 
2.166667 	 2.451755 
2.200000 	 2.451755 
2.233333 	 2.451755 
2.266667 	 2.451755 
2.300000 	 2.451755 
2.333333 	 2.451755 
2.366667 	 2.451755 
2.400000 	 2.451755 
2.433333 	 2.451755 
2.466667 	 2.451755 
2.500000 	 2.451755 
2.533333 	 2.451755 
2.566667 	 2.451755 
2.600000 	 2.451755 
2.633333 	 2.451755 
2.666667 	 2.451755 
2.700000 	 2.441570 
2.733333 	 2.451755 
2.766667 	 2.451755 
2.800000 	 2.451755 
2.833333 	 2.451755 
2.866667 	 2.451755 
2.900000 	 2.451755 
2.933333 	 2.451755 
2.966667 	 2.451755 
3.000000 	 2.451755 
3.033333 	 2.451755 
3.066667 	 2.451755 
3.100000 	 2.451755 
3.133333 	 2.451755 
3.166667 	 2.451755 
3.200000 	 2.451755 
3.233333 	 2.441570 
3.266667 	 2.451755 
3.300000 	 2.451755 
3.333333 	 2.451755 
3.366667 	 2.451755 
3.400000 	 2.451755 
3.433333 	 2.451755 
3.466667 	 2.451755 
3.500000 	 2.451755 
3.533333 	 2.451755 
3.566667 	 2.451755 
3.600000 	 2.451755 
3.633333 	 2.451755 
3.666667 	 2.451755 
3.700000 	 2.451755 
3.733333 	 2.451755 
3.766667 	 2.451755 
3.800000 	 2.451755 
3.833333 	 2.451755 
3.866667 	 2.451755 
3.900000 	 2.451755 
3.933333 	 2.451755 
3.966667 	 2.451755 
4.000000 	 2.451755 
4.033333 	 2.451755 
4.066667 	 2.451755 
4.100000 	 2.451755 
4.133333 	 2.441570 
4.166667 	 2.451755 
4.200000 	 2.451755 
4.233333 	 2.451755 
4.266667 	 2.451755 
4.300000 	 2.451755 
4.333333 	 2.451755 
4.366667 	 2.451755 
4.400000 	 2.451755 
4.433333 	 2.451755 
4.466667 	 2.451755 
4.500000 	 2.451755 
4.533333 	 2.451755 
4.566667 	 2.451755 
4.600000 	 2.451755 
4.633333 	 2.451755 
4.666667 	 2.451755 
4.700000 	 2.451755 
4.733333 	 2.451755 
4.766667 	 2.451755 
4.800000 	 2.451755 
4.833333 	 2.451755 
4.866667 	 2.451755 
4.900000 	 2.451755 
4.933333 	 2.451755 
4.966667 	 2.451755 
5.000000 	 2.451755 
5.033333 	 2.451755 
5.066667 	 2.451755 
5.100000 	 2.451755 
5.133333 	 2.451755 
