time (s) 	 Voltage output 	 Flowrate (scfm) 
0.000000 	 2.472124 	 2.105560 
0.005000 	 2.472124 	 2.105560 
0.010000 	 2.472124 	 2.105560 
0.015000 	 2.472124 	 2.105560 
0.020000 	 2.472124 	 2.105560 
0.025000 	 2.461940 	 2.016188 
0.030000 	 2.461940 	 2.016188 
0.035000 	 2.472124 	 2.105560 
0.040000 	 2.461940 	 2.016188 
0.045000 	 2.461940 	 2.016188 
0.050000 	 2.472124 	 2.105560 
0.055000 	 2.472124 	 2.105560 
0.060000 	 2.472124 	 2.105560 
0.065000 	 2.472124 	 2.105560 
0.070000 	 2.461940 	 2.016188 
0.075000 	 2.472124 	 2.105560 
0.080000 	 2.472124 	 2.105560 
0.085000 	 2.461940 	 2.016188 
0.090000 	 2.472124 	 2.105560 
0.095000 	 2.472124 	 2.105560 
0.100000 	 2.472124 	 2.105560 
0.105000 	 2.472124 	 2.105560 
0.110000 	 2.472124 	 2.105560 
0.115000 	 2.461940 	 2.016188 
0.120000 	 2.461940 	 2.016188 
0.125000 	 2.472124 	 2.105560 
0.130000 	 2.472124 	 2.105560 
0.135000 	 2.461940 	 2.016188 
0.140000 	 2.472124 	 2.105560 
0.145000 	 2.472124 	 2.105560 
0.150000 	 2.472124 	 2.105560 
0.155000 	 2.472124 	 2.105560 
0.160000 	 2.472124 	 2.105560 
0.165000 	 2.461940 	 2.016188 
0.170000 	 2.472124 	 2.105560 
0.175000 	 2.472124 	 2.105560 
0.180000 	 2.461940 	 2.016188 
0.185000 	 2.472124 	 2.105560 
0.190000 	 2.461940 	 2.016188 
0.195000 	 2.472124 	 2.105560 
0.200000 	 2.472124 	 2.105560 
0.205000 	 2.472124 	 2.105560 
0.210000 	 2.472124 	 2.105560 
0.215000 	 2.472124 	 2.105560 
0.220000 	 2.472124 	 2.105560 
0.225000 	 2.472124 	 2.105560 
0.230000 	 2.472124 	 2.105560 
0.235000 	 2.461940 	 2.016188 
0.240000 	 2.472124 	 2.105560 
0.245000 	 2.461940 	 2.016188 
0.250000 	 2.472124 	 2.105560 
0.255000 	 2.472124 	 2.105560 
0.260000 	 2.461940 	 2.016188 
0.265000 	 2.461940 	 2.016188 
0.270000 	 2.472124 	 2.105560 
0.275000 	 2.472124 	 2.105560 
0.280000 	 2.472124 	 2.105560 
0.285000 	 2.461940 	 2.016188 
0.290000 	 2.472124 	 2.105560 
0.295000 	 2.472124 	 2.105560 
0.300000 	 2.472124 	 2.105560 
0.305000 	 2.472124 	 2.105560 
0.310000 	 2.461940 	 2.016188 
0.315000 	 2.472124 	 2.105560 
0.320000 	 2.472124 	 2.105560 
0.325000 	 2.472124 	 2.105560 
0.330000 	 2.472124 	 2.105560 
0.335000 	 2.472124 	 2.105560 
0.340000 	 2.472124 	 2.105560 
0.345000 	 2.461940 	 2.016188 
0.350000 	 2.461940 	 2.016188 
0.355000 	 2.461940 	 2.016188 
0.360000 	 2.472124 	 2.105560 
0.365000 	 2.472124 	 2.105560 
0.370000 	 2.461940 	 2.016188 
0.375000 	 2.472124 	 2.105560 
0.380000 	 2.472124 	 2.105560 
0.385000 	 2.472124 	 2.105560 
0.390000 	 2.472124 	 2.105560 
0.395000 	 2.472124 	 2.105560 
0.400000 	 2.472124 	 2.105560 
0.405000 	 2.472124 	 2.105560 
0.410000 	 2.472124 	 2.105560 
0.415000 	 2.461940 	 2.016188 
0.420000 	 2.472124 	 2.105560 
0.425000 	 2.461940 	 2.016188 
0.430000 	 2.461940 	 2.016188 
0.435000 	 2.472124 	 2.105560 
0.440000 	 2.472124 	 2.105560 
0.445000 	 2.472124 	 2.105560 
0.450000 	 2.461940 	 2.016188 
0.455000 	 2.472124 	 2.105560 
0.460000 	 2.472124 	 2.105560 
0.465000 	 2.461940 	 2.016188 
0.470000 	 2.472124 	 2.105560 
0.475000 	 2.472124 	 2.105560 
0.480000 	 2.472124 	 2.105560 
0.485000 	 2.472124 	 2.105560 
0.490000 	 2.472124 	 2.105560 
0.495000 	 2.472124 	 2.105560 
0.500000 	 2.472124 	 2.105560 
0.505000 	 2.472124 	 2.105560 
0.510000 	 2.472124 	 2.105560 
0.515000 	 2.472124 	 2.105560 
0.520000 	 2.472124 	 2.105560 
0.525000 	 2.461940 	 2.016188 
0.530000 	 2.472124 	 2.105560 
0.535000 	 2.472124 	 2.105560 
0.540000 	 2.472124 	 2.105560 
0.545000 	 2.461940 	 2.016188 
0.550000 	 2.472124 	 2.105560 
0.555000 	 2.472124 	 2.105560 
0.560000 	 2.472124 	 2.105560 
0.565000 	 2.472124 	 2.105560 
0.570000 	 2.472124 	 2.105560 
0.575000 	 2.472124 	 2.105560 
0.580000 	 2.472124 	 2.105560 
0.585000 	 2.472124 	 2.105560 
0.590000 	 2.472124 	 2.105560 
0.595000 	 2.461940 	 2.016188 
0.600000 	 2.461940 	 2.016188 
