time (s) 	 Voltage output 	 Flowrate (scfm) 
0.000000 	 2.787849 	 3.977037 
0.005000 	 2.787849 	 3.977037 
0.010000 	 2.787849 	 3.977037 
0.015000 	 2.787849 	 3.977037 
0.020000 	 2.787849 	 3.977037 
0.025000 	 2.787849 	 3.977037 
0.030000 	 2.787849 	 3.977037 
0.035000 	 2.787849 	 3.977037 
0.040000 	 2.787849 	 3.977037 
0.045000 	 2.787849 	 3.977037 
0.050000 	 2.787849 	 3.977037 
0.055000 	 2.787849 	 3.977037 
0.060000 	 2.787849 	 3.977037 
0.065000 	 2.787849 	 3.977037 
0.070000 	 2.787849 	 3.977037 
0.075000 	 2.787849 	 3.977037 
0.080000 	 2.787849 	 3.977037 
0.085000 	 2.787849 	 3.977037 
0.090000 	 2.787849 	 3.977037 
0.095000 	 2.787849 	 3.977037 
0.100000 	 2.787849 	 3.977037 
0.105000 	 2.787849 	 3.977037 
0.110000 	 2.787849 	 3.977037 
0.115000 	 2.787849 	 3.977037 
0.120000 	 2.787849 	 3.977037 
0.125000 	 2.787849 	 3.977037 
0.130000 	 2.787849 	 3.977037 
0.135000 	 2.787849 	 3.977037 
0.140000 	 2.787849 	 3.977037 
0.145000 	 2.787849 	 3.977037 
0.150000 	 2.787849 	 3.977037 
0.155000 	 2.787849 	 3.977037 
0.160000 	 2.787849 	 3.977037 
0.165000 	 2.777665 	 3.930671 
0.170000 	 2.787849 	 3.977037 
0.175000 	 2.787849 	 3.977037 
0.180000 	 2.787849 	 3.977037 
0.185000 	 2.787849 	 3.977037 
0.190000 	 2.787849 	 3.977037 
0.195000 	 2.787849 	 3.977037 
0.200000 	 2.787849 	 3.977037 
0.205000 	 2.787849 	 3.977037 
0.210000 	 2.787849 	 3.977037 
0.215000 	 2.787849 	 3.977037 
0.220000 	 2.787849 	 3.977037 
0.225000 	 2.787849 	 3.977037 
0.230000 	 2.787849 	 3.977037 
0.235000 	 2.777665 	 3.930671 
0.240000 	 2.787849 	 3.977037 
0.245000 	 2.787849 	 3.977037 
0.250000 	 2.787849 	 3.977037 
0.255000 	 2.787849 	 3.977037 
0.260000 	 2.787849 	 3.977037 
0.265000 	 2.787849 	 3.977037 
0.270000 	 2.787849 	 3.977037 
0.275000 	 2.777665 	 3.930671 
0.280000 	 2.787849 	 3.977037 
0.285000 	 2.787849 	 3.977037 
0.290000 	 2.787849 	 3.977037 
0.295000 	 2.787849 	 3.977037 
0.300000 	 2.787849 	 3.977037 
0.305000 	 2.787849 	 3.977037 
0.310000 	 2.787849 	 3.977037 
0.315000 	 2.787849 	 3.977037 
0.320000 	 2.787849 	 3.977037 
0.325000 	 2.787849 	 3.977037 
0.330000 	 2.787849 	 3.977037 
0.335000 	 2.787849 	 3.977037 
0.340000 	 2.787849 	 3.977037 
0.345000 	 2.787849 	 3.977037 
0.350000 	 2.787849 	 3.977037 
0.355000 	 2.787849 	 3.977037 
0.360000 	 2.777665 	 3.930671 
0.365000 	 2.787849 	 3.977037 
0.370000 	 2.787849 	 3.977037 
0.375000 	 2.787849 	 3.977037 
0.380000 	 2.787849 	 3.977037 
0.385000 	 2.787849 	 3.977037 
0.390000 	 2.777665 	 3.930671 
0.395000 	 2.777665 	 3.930671 
0.400000 	 2.787849 	 3.977037 
0.405000 	 2.787849 	 3.977037 
0.410000 	 2.787849 	 3.977037 
0.415000 	 2.787849 	 3.977037 
0.420000 	 2.787849 	 3.977037 
0.425000 	 2.787849 	 3.977037 
0.430000 	 2.787849 	 3.977037 
0.435000 	 2.787849 	 3.977037 
0.440000 	 2.787849 	 3.977037 
0.445000 	 2.787849 	 3.977037 
0.450000 	 2.787849 	 3.977037 
0.455000 	 2.787849 	 3.977037 
0.460000 	 2.787849 	 3.977037 
0.465000 	 2.787849 	 3.977037 
0.470000 	 2.787849 	 3.977037 
0.475000 	 2.787849 	 3.977037 
0.480000 	 2.777665 	 3.930671 
0.485000 	 2.787849 	 3.977037 
0.490000 	 2.787849 	 3.977037 
0.495000 	 2.787849 	 3.977037 
0.500000 	 2.787849 	 3.977037 
0.505000 	 2.787849 	 3.977037 
0.510000 	 2.787849 	 3.977037 
0.515000 	 2.787849 	 3.977037 
0.520000 	 2.787849 	 3.977037 
0.525000 	 2.787849 	 3.977037 
0.530000 	 2.787849 	 3.977037 
0.535000 	 2.787849 	 3.977037 
0.540000 	 2.787849 	 3.977037 
0.545000 	 2.777665 	 3.930671 
0.550000 	 2.787849 	 3.977037 
0.555000 	 2.787849 	 3.977037 
0.560000 	 2.787849 	 3.977037 
0.565000 	 2.787849 	 3.977037 
0.570000 	 2.787849 	 3.977037 
0.575000 	 2.787849 	 3.977037 
0.580000 	 2.787849 	 3.977037 
0.585000 	 2.787849 	 3.977037 
0.590000 	 2.787849 	 3.977037 
0.595000 	 2.787849 	 3.977037 
0.600000 	 2.787849 	 3.977037 
0.605000 	 2.787849 	 3.977037 
0.610000 	 2.798034 	 4.022866 
0.615000 	 2.787849 	 3.977037 
0.620000 	 2.787849 	 3.977037 
0.625000 	 2.787849 	 3.977037 
0.630000 	 2.787849 	 3.977037 
0.635000 	 2.787849 	 3.977037 
0.640000 	 2.787849 	 3.977037 
0.645000 	 2.787849 	 3.977037 
0.650000 	 2.787849 	 3.977037 
0.655000 	 2.787849 	 3.977037 
0.660000 	 2.787849 	 3.977037 
0.665000 	 2.777665 	 3.930671 
0.670000 	 2.787849 	 3.977037 
0.675000 	 2.787849 	 3.977037 
0.680000 	 2.787849 	 3.977037 
0.685000 	 2.777665 	 3.930671 
0.690000 	 2.777665 	 3.930671 
0.695000 	 2.787849 	 3.977037 
0.700000 	 2.787849 	 3.977037 
0.705000 	 2.787849 	 3.977037 
0.710000 	 2.787849 	 3.977037 
0.715000 	 2.787849 	 3.977037 
0.720000 	 2.787849 	 3.977037 
0.725000 	 2.787849 	 3.977037 
0.730000 	 2.787849 	 3.977037 
0.735000 	 2.787849 	 3.977037 
0.740000 	 2.787849 	 3.977037 
0.745000 	 2.787849 	 3.977037 
0.750000 	 2.787849 	 3.977037 
0.755000 	 2.777665 	 3.930671 
0.760000 	 2.787849 	 3.977037 
0.765000 	 2.787849 	 3.977037 
0.770000 	 2.787849 	 3.977037 
0.775000 	 2.787849 	 3.977037 
0.780000 	 2.787849 	 3.977037 
0.785000 	 2.787849 	 3.977037 
0.790000 	 2.787849 	 3.977037 
0.795000 	 2.787849 	 3.977037 
0.800000 	 2.787849 	 3.977037 
0.805000 	 2.787849 	 3.977037 
0.810000 	 2.787849 	 3.977037 
0.815000 	 2.787849 	 3.977037 
0.820000 	 2.787849 	 3.977037 
0.825000 	 2.787849 	 3.977037 
0.830000 	 2.787849 	 3.977037 
0.835000 	 2.787849 	 3.977037 
0.840000 	 2.787849 	 3.977037 
0.845000 	 2.787849 	 3.977037 
0.850000 	 2.787849 	 3.977037 
0.855000 	 2.787849 	 3.977037 
0.860000 	 2.787849 	 3.977037 
0.865000 	 2.787849 	 3.977037 
0.870000 	 2.787849 	 3.977037 
0.875000 	 2.787849 	 3.977037 
0.880000 	 2.787849 	 3.977037 
0.885000 	 2.787849 	 3.977037 
0.890000 	 2.787849 	 3.977037 
0.895000 	 2.787849 	 3.977037 
0.900000 	 2.787849 	 3.977037 
0.905000 	 2.787849 	 3.977037 
0.910000 	 2.787849 	 3.977037 
0.915000 	 2.787849 	 3.977037 
0.920000 	 2.798034 	 4.022866 
0.925000 	 2.787849 	 3.977037 
0.930000 	 2.787849 	 3.977037 
0.935000 	 2.787849 	 3.977037 
0.940000 	 2.787849 	 3.977037 
0.945000 	 2.787849 	 3.977037 
0.950000 	 2.787849 	 3.977037 
0.955000 	 2.787849 	 3.977037 
0.960000 	 2.787849 	 3.977037 
0.965000 	 2.787849 	 3.977037 
0.970000 	 2.787849 	 3.977037 
0.975000 	 2.787849 	 3.977037 
0.980000 	 2.787849 	 3.977037 
0.985000 	 2.787849 	 3.977037 
0.990000 	 2.787849 	 3.977037 
0.995000 	 2.787849 	 3.977037 
1.000000 	 2.787849 	 3.977037 
1.005000 	 2.787849 	 3.977037 
1.010000 	 2.787849 	 3.977037 
1.015000 	 2.787849 	 3.977037 
1.020000 	 2.787849 	 3.977037 
1.025000 	 2.787849 	 3.977037 
1.030000 	 2.787849 	 3.977037 
1.035000 	 2.787849 	 3.977037 
1.040000 	 2.787849 	 3.977037 
1.045000 	 2.787849 	 3.977037 
1.050000 	 2.777665 	 3.930671 
1.055000 	 2.787849 	 3.977037 
1.060000 	 2.787849 	 3.977037 
1.065000 	 2.777665 	 3.930671 
1.070000 	 2.787849 	 3.977037 
1.075000 	 2.787849 	 3.977037 
1.080000 	 2.777665 	 3.930671 
1.085000 	 2.787849 	 3.977037 
1.090000 	 2.787849 	 3.977037 
1.095000 	 2.787849 	 3.977037 
1.100000 	 2.787849 	 3.977037 
1.105000 	 2.787849 	 3.977037 
1.110000 	 2.787849 	 3.977037 
1.115000 	 2.787849 	 3.977037 
1.120000 	 2.787849 	 3.977037 
1.125000 	 2.787849 	 3.977037 
1.130000 	 2.787849 	 3.977037 
1.135000 	 2.787849 	 3.977037 
1.140000 	 2.787849 	 3.977037 
1.145000 	 2.787849 	 3.977037 
1.150000 	 2.787849 	 3.977037 
1.155000 	 2.787849 	 3.977037 
1.160000 	 2.787849 	 3.977037 
1.165000 	 2.787849 	 3.977037 
1.170000 	 2.787849 	 3.977037 
1.175000 	 2.787849 	 3.977037 
1.180000 	 2.787849 	 3.977037 
1.185000 	 2.787849 	 3.977037 
1.190000 	 2.787849 	 3.977037 
1.195000 	 2.787849 	 3.977037 
1.200000 	 2.787849 	 3.977037 
1.205000 	 2.787849 	 3.977037 
1.210000 	 2.787849 	 3.977037 
1.215000 	 2.787849 	 3.977037 
1.220000 	 2.787849 	 3.977037 
1.225000 	 2.787849 	 3.977037 
1.230000 	 2.787849 	 3.977037 
1.235000 	 2.787849 	 3.977037 
1.240000 	 2.787849 	 3.977037 
1.245000 	 2.787849 	 3.977037 
1.250000 	 2.787849 	 3.977037 
1.255000 	 2.787849 	 3.977037 
1.260000 	 2.787849 	 3.977037 
1.265000 	 2.787849 	 3.977037 
1.270000 	 2.787849 	 3.977037 
1.275000 	 2.787849 	 3.977037 
1.280000 	 2.787849 	 3.977037 
1.285000 	 2.787849 	 3.977037 
1.290000 	 2.787849 	 3.977037 
1.295000 	 2.787849 	 3.977037 
1.300000 	 2.787849 	 3.977037 
1.305000 	 2.787849 	 3.977037 
1.310000 	 2.777665 	 3.930671 
1.315000 	 2.787849 	 3.977037 
1.320000 	 2.787849 	 3.977037 
1.325000 	 2.787849 	 3.977037 
1.330000 	 2.787849 	 3.977037 
1.335000 	 2.787849 	 3.977037 
1.340000 	 2.777665 	 3.930671 
1.345000 	 2.787849 	 3.977037 
1.350000 	 2.787849 	 3.977037 
1.355000 	 2.787849 	 3.977037 
1.360000 	 2.787849 	 3.977037 
1.365000 	 2.787849 	 3.977037 
1.370000 	 2.787849 	 3.977037 
1.375000 	 2.787849 	 3.977037 
1.380000 	 2.787849 	 3.977037 
1.385000 	 2.787849 	 3.977037 
1.390000 	 2.787849 	 3.977037 
1.395000 	 2.787849 	 3.977037 
1.400000 	 2.787849 	 3.977037 
1.405000 	 2.787849 	 3.977037 
1.410000 	 2.787849 	 3.977037 
1.415000 	 2.787849 	 3.977037 
1.420000 	 2.787849 	 3.977037 
1.425000 	 2.787849 	 3.977037 
1.430000 	 2.787849 	 3.977037 
1.435000 	 2.787849 	 3.977037 
1.440000 	 2.787849 	 3.977037 
1.445000 	 2.787849 	 3.977037 
1.450000 	 2.787849 	 3.977037 
1.455000 	 2.787849 	 3.977037 
1.460000 	 2.787849 	 3.977037 
1.465000 	 2.787849 	 3.977037 
1.470000 	 2.787849 	 3.977037 
1.475000 	 2.787849 	 3.977037 
1.480000 	 2.787849 	 3.977037 
1.485000 	 2.787849 	 3.977037 
1.490000 	 2.787849 	 3.977037 
1.495000 	 2.787849 	 3.977037 
1.500000 	 2.787849 	 3.977037 
1.505000 	 2.787849 	 3.977037 
1.510000 	 2.787849 	 3.977037 
1.515000 	 2.777665 	 3.930671 
1.520000 	 2.787849 	 3.977037 
1.525000 	 2.787849 	 3.977037 
1.530000 	 2.787849 	 3.977037 
1.535000 	 2.787849 	 3.977037 
1.540000 	 2.787849 	 3.977037 
1.545000 	 2.787849 	 3.977037 
1.550000 	 2.787849 	 3.977037 
1.555000 	 2.787849 	 3.977037 
1.560000 	 2.787849 	 3.977037 
1.565000 	 2.787849 	 3.977037 
1.570000 	 2.787849 	 3.977037 
1.575000 	 2.787849 	 3.977037 
1.580000 	 2.787849 	 3.977037 
1.585000 	 2.787849 	 3.977037 
1.590000 	 2.787849 	 3.977037 
1.595000 	 2.787849 	 3.977037 
1.600000 	 2.787849 	 3.977037 
1.605000 	 2.787849 	 3.977037 
1.610000 	 2.787849 	 3.977037 
1.615000 	 2.787849 	 3.977037 
1.620000 	 2.787849 	 3.977037 
1.625000 	 2.787849 	 3.977037 
1.630000 	 2.787849 	 3.977037 
1.635000 	 2.787849 	 3.977037 
1.640000 	 2.787849 	 3.977037 
1.645000 	 2.787849 	 3.977037 
1.650000 	 2.787849 	 3.977037 
1.655000 	 2.787849 	 3.977037 
1.660000 	 2.787849 	 3.977037 
1.665000 	 2.787849 	 3.977037 
1.670000 	 2.787849 	 3.977037 
1.675000 	 2.787849 	 3.977037 
1.680000 	 2.787849 	 3.977037 
1.685000 	 2.787849 	 3.977037 
1.690000 	 2.787849 	 3.977037 
1.695000 	 2.777665 	 3.930671 
1.700000 	 2.787849 	 3.977037 
1.705000 	 2.787849 	 3.977037 
1.710000 	 2.787849 	 3.977037 
1.715000 	 2.787849 	 3.977037 
1.720000 	 2.787849 	 3.977037 
1.725000 	 2.787849 	 3.977037 
1.730000 	 2.777665 	 3.930671 
1.735000 	 2.787849 	 3.977037 
1.740000 	 2.787849 	 3.977037 
1.745000 	 2.787849 	 3.977037 
1.750000 	 2.787849 	 3.977037 
1.755000 	 2.787849 	 3.977037 
1.760000 	 2.787849 	 3.977037 
1.765000 	 2.787849 	 3.977037 
1.770000 	 2.787849 	 3.977037 
1.775000 	 2.787849 	 3.977037 
1.780000 	 2.787849 	 3.977037 
1.785000 	 2.787849 	 3.977037 
1.790000 	 2.787849 	 3.977037 
1.795000 	 2.777665 	 3.930671 
1.800000 	 2.798034 	 4.022866 
1.805000 	 2.787849 	 3.977037 
1.810000 	 2.787849 	 3.977037 
1.815000 	 2.787849 	 3.977037 
1.820000 	 2.787849 	 3.977037 
1.825000 	 2.777665 	 3.930671 
1.830000 	 2.787849 	 3.977037 
1.835000 	 2.787849 	 3.977037 
1.840000 	 2.787849 	 3.977037 
1.845000 	 2.787849 	 3.977037 
1.850000 	 2.787849 	 3.977037 
1.855000 	 2.787849 	 3.977037 
1.860000 	 2.777665 	 3.930671 
1.865000 	 2.787849 	 3.977037 
1.870000 	 2.787849 	 3.977037 
1.875000 	 2.787849 	 3.977037 
1.880000 	 2.787849 	 3.977037 
1.885000 	 2.787849 	 3.977037 
1.890000 	 2.787849 	 3.977037 
1.895000 	 2.787849 	 3.977037 
1.900000 	 2.787849 	 3.977037 
1.905000 	 2.787849 	 3.977037 
1.910000 	 2.787849 	 3.977037 
1.915000 	 2.787849 	 3.977037 
1.920000 	 2.787849 	 3.977037 
1.925000 	 2.787849 	 3.977037 
1.930000 	 2.787849 	 3.977037 
1.935000 	 2.787849 	 3.977037 
1.940000 	 2.787849 	 3.977037 
1.945000 	 2.777665 	 3.930671 
1.950000 	 2.787849 	 3.977037 
1.955000 	 2.777665 	 3.930671 
1.960000 	 2.787849 	 3.977037 
1.965000 	 2.787849 	 3.977037 
1.970000 	 2.787849 	 3.977037 
1.975000 	 2.787849 	 3.977037 
1.980000 	 2.787849 	 3.977037 
1.985000 	 2.787849 	 3.977037 
1.990000 	 2.787849 	 3.977037 
1.995000 	 2.787849 	 3.977037 
2.000000 	 2.787849 	 3.977037 
2.005000 	 2.787849 	 3.977037 
2.010000 	 2.787849 	 3.977037 
2.015000 	 2.787849 	 3.977037 
2.020000 	 2.787849 	 3.977037 
2.025000 	 2.787849 	 3.977037 
2.030000 	 2.787849 	 3.977037 
2.035000 	 2.777665 	 3.930671 
2.040000 	 2.787849 	 3.977037 
2.045000 	 2.787849 	 3.977037 
2.050000 	 2.787849 	 3.977037 
2.055000 	 2.787849 	 3.977037 
2.060000 	 2.787849 	 3.977037 
2.065000 	 2.777665 	 3.930671 
2.070000 	 2.787849 	 3.977037 
2.075000 	 2.787849 	 3.977037 
2.080000 	 2.787849 	 3.977037 
2.085000 	 2.787849 	 3.977037 
2.090000 	 2.787849 	 3.977037 
2.095000 	 2.787849 	 3.977037 
2.100000 	 2.787849 	 3.977037 
2.105000 	 2.798034 	 4.022866 
2.110000 	 2.787849 	 3.977037 
2.115000 	 2.777665 	 3.930671 
2.120000 	 2.787849 	 3.977037 
2.125000 	 2.787849 	 3.977037 
2.130000 	 2.787849 	 3.977037 
2.135000 	 2.787849 	 3.977037 
2.140000 	 2.787849 	 3.977037 
2.145000 	 2.787849 	 3.977037 
2.150000 	 2.787849 	 3.977037 
2.155000 	 2.787849 	 3.977037 
2.160000 	 2.787849 	 3.977037 
2.165000 	 2.787849 	 3.977037 
2.170000 	 2.787849 	 3.977037 
2.175000 	 2.787849 	 3.977037 
2.180000 	 2.787849 	 3.977037 
2.185000 	 2.787849 	 3.977037 
2.190000 	 2.787849 	 3.977037 
2.195000 	 2.787849 	 3.977037 
2.200000 	 2.777665 	 3.930671 
2.205000 	 2.787849 	 3.977037 
2.210000 	 2.787849 	 3.977037 
2.215000 	 2.787849 	 3.977037 
2.220000 	 2.787849 	 3.977037 
2.225000 	 2.787849 	 3.977037 
2.230000 	 2.787849 	 3.977037 
2.235000 	 2.787849 	 3.977037 
2.240000 	 2.787849 	 3.977037 
2.245000 	 2.787849 	 3.977037 
2.250000 	 2.787849 	 3.977037 
2.255000 	 2.787849 	 3.977037 
2.260000 	 2.787849 	 3.977037 
2.265000 	 2.777665 	 3.930671 
2.270000 	 2.787849 	 3.977037 
2.275000 	 2.787849 	 3.977037 
2.280000 	 2.787849 	 3.977037 
2.285000 	 2.787849 	 3.977037 
2.290000 	 2.787849 	 3.977037 
2.295000 	 2.787849 	 3.977037 
2.300000 	 2.787849 	 3.977037 
2.305000 	 2.787849 	 3.977037 
2.310000 	 2.787849 	 3.977037 
2.315000 	 2.787849 	 3.977037 
2.320000 	 2.787849 	 3.977037 
2.325000 	 2.787849 	 3.977037 
2.330000 	 2.787849 	 3.977037 
2.335000 	 2.787849 	 3.977037 
2.340000 	 2.787849 	 3.977037 
2.345000 	 2.787849 	 3.977037 
2.350000 	 2.787849 	 3.977037 
2.355000 	 2.787849 	 3.977037 
2.360000 	 2.787849 	 3.977037 
2.365000 	 2.787849 	 3.977037 
2.370000 	 2.787849 	 3.977037 
2.375000 	 2.787849 	 3.977037 
2.380000 	 2.787849 	 3.977037 
2.385000 	 2.787849 	 3.977037 
2.390000 	 2.787849 	 3.977037 
2.395000 	 2.787849 	 3.977037 
2.400000 	 2.787849 	 3.977037 
2.405000 	 2.787849 	 3.977037 
2.410000 	 2.787849 	 3.977037 
2.415000 	 2.787849 	 3.977037 
2.420000 	 2.787849 	 3.977037 
2.425000 	 2.787849 	 3.977037 
2.430000 	 2.787849 	 3.977037 
2.435000 	 2.787849 	 3.977037 
2.440000 	 2.787849 	 3.977037 
2.445000 	 2.777665 	 3.930671 
2.450000 	 2.787849 	 3.977037 
2.455000 	 2.787849 	 3.977037 
2.460000 	 2.787849 	 3.977037 
