time (s) 	 Voltage output 	 Flowrate (scfm) 
0.000000 	 3.083205 	 5.142220 
0.005000 	 3.073020 	 5.106486 
0.010000 	 3.073020 	 5.106486 
0.015000 	 3.073020 	 5.106486 
0.020000 	 3.083205 	 5.142220 
0.025000 	 3.093390 	 5.177706 
0.030000 	 3.083205 	 5.142220 
0.035000 	 3.073020 	 5.106486 
0.040000 	 3.083205 	 5.142220 
0.045000 	 3.083205 	 5.142220 
0.050000 	 3.083205 	 5.142220 
0.055000 	 3.083205 	 5.142220 
0.060000 	 3.083205 	 5.142220 
0.065000 	 3.083205 	 5.142220 
0.070000 	 3.083205 	 5.142220 
0.075000 	 3.073020 	 5.106486 
0.080000 	 3.073020 	 5.106486 
0.085000 	 3.083205 	 5.142220 
0.090000 	 3.093390 	 5.177706 
0.095000 	 3.103574 	 5.212949 
0.100000 	 3.093390 	 5.177706 
0.105000 	 3.083205 	 5.142220 
0.110000 	 3.083205 	 5.142220 
0.115000 	 3.083205 	 5.142220 
0.120000 	 3.083205 	 5.142220 
0.125000 	 3.073020 	 5.106486 
0.130000 	 3.083205 	 5.142220 
0.135000 	 3.093390 	 5.177706 
0.140000 	 3.093390 	 5.177706 
0.145000 	 3.083205 	 5.142220 
0.150000 	 3.083205 	 5.142220 
0.155000 	 3.083205 	 5.142220 
0.160000 	 3.083205 	 5.142220 
0.165000 	 3.073020 	 5.106486 
0.170000 	 3.093390 	 5.177706 
0.175000 	 3.073020 	 5.106486 
0.180000 	 3.073020 	 5.106486 
0.185000 	 3.083205 	 5.142220 
0.190000 	 3.073020 	 5.106486 
0.195000 	 3.083205 	 5.142220 
0.200000 	 3.083205 	 5.142220 
0.205000 	 3.093390 	 5.177706 
0.210000 	 3.073020 	 5.106486 
0.215000 	 3.073020 	 5.106486 
0.220000 	 3.083205 	 5.142220 
0.225000 	 3.073020 	 5.106486 
0.230000 	 3.083205 	 5.142220 
0.235000 	 3.083205 	 5.142220 
0.240000 	 3.093390 	 5.177706 
0.245000 	 3.093390 	 5.177706 
0.250000 	 3.083205 	 5.142220 
0.255000 	 3.083205 	 5.142220 
0.260000 	 3.083205 	 5.142220 
0.265000 	 3.083205 	 5.142220 
0.270000 	 3.083205 	 5.142220 
0.275000 	 3.073020 	 5.106486 
0.280000 	 3.083205 	 5.142220 
0.285000 	 3.073020 	 5.106486 
0.290000 	 3.073020 	 5.106486 
0.295000 	 3.083205 	 5.142220 
0.300000 	 3.093390 	 5.177706 
0.305000 	 3.083205 	 5.142220 
0.310000 	 3.083205 	 5.142220 
0.315000 	 3.093390 	 5.177706 
0.320000 	 3.083205 	 5.142220 
0.325000 	 3.083205 	 5.142220 
0.330000 	 3.073020 	 5.106486 
0.335000 	 3.093390 	 5.177706 
0.340000 	 3.073020 	 5.106486 
0.345000 	 3.083205 	 5.142220 
0.350000 	 3.093390 	 5.177706 
0.355000 	 3.093390 	 5.177706 
0.360000 	 3.083205 	 5.142220 
0.365000 	 3.073020 	 5.106486 
0.370000 	 3.093390 	 5.177706 
0.375000 	 3.073020 	 5.106486 
0.380000 	 3.083205 	 5.142220 
0.385000 	 3.093390 	 5.177706 
0.390000 	 3.083205 	 5.142220 
