time (s) 	 Voltage output 	 Flowrate (scfm) 
0.000000 	 2.380462 	 1.052678 
0.005000 	 2.380462 	 1.052678 
0.010000 	 2.380462 	 1.052678 
0.015000 	 2.380462 	 1.052678 
0.020000 	 2.380462 	 1.052678 
0.025000 	 2.380462 	 1.052678 
0.030000 	 2.380462 	 1.052678 
0.035000 	 2.380462 	 1.052678 
0.040000 	 2.380462 	 1.052678 
0.045000 	 2.380462 	 1.052678 
0.050000 	 2.380462 	 1.052678 
0.055000 	 2.380462 	 1.052678 
0.060000 	 2.380462 	 1.052678 
0.065000 	 2.380462 	 1.052678 
0.070000 	 2.380462 	 1.052678 
0.075000 	 2.380462 	 1.052678 
0.080000 	 2.380462 	 1.052678 
0.085000 	 2.380462 	 1.052678 
0.090000 	 2.380462 	 1.052678 
0.095000 	 2.380462 	 1.052678 
0.100000 	 2.380462 	 1.052678 
0.105000 	 2.380462 	 1.052678 
0.110000 	 2.380462 	 1.052678 
0.115000 	 2.380462 	 1.052678 
0.120000 	 2.380462 	 1.052678 
0.125000 	 2.380462 	 1.052678 
0.130000 	 2.380462 	 1.052678 
0.135000 	 2.380462 	 1.052678 
0.140000 	 2.380462 	 1.052678 
0.145000 	 2.380462 	 1.052678 
0.150000 	 2.380462 	 1.052678 
0.155000 	 2.380462 	 1.052678 
0.160000 	 2.380462 	 1.052678 
0.165000 	 2.380462 	 1.052678 
0.170000 	 2.380462 	 1.052678 
0.175000 	 2.380462 	 1.052678 
0.180000 	 2.380462 	 1.052678 
0.185000 	 2.380462 	 1.052678 
0.190000 	 2.380462 	 1.052678 
0.195000 	 2.380462 	 1.052678 
0.200000 	 2.380462 	 1.052678 
0.205000 	 2.380462 	 1.052678 
0.210000 	 2.380462 	 1.052678 
0.215000 	 2.380462 	 1.052678 
0.220000 	 2.380462 	 1.052678 
0.225000 	 2.380462 	 1.052678 
0.230000 	 2.380462 	 1.052678 
0.235000 	 2.380462 	 1.052678 
0.240000 	 2.380462 	 1.052678 
0.245000 	 2.380462 	 1.052678 
0.250000 	 2.380462 	 1.052678 
0.255000 	 2.380462 	 1.052678 
0.260000 	 2.380462 	 1.052678 
0.265000 	 2.380462 	 1.052678 
0.270000 	 2.380462 	 1.052678 
0.275000 	 2.380462 	 1.052678 
0.280000 	 2.380462 	 1.052678 
0.285000 	 2.380462 	 1.052678 
0.290000 	 2.370278 	 0.857634 
0.295000 	 2.380462 	 1.052678 
0.300000 	 2.380462 	 1.052678 
0.305000 	 2.380462 	 1.052678 
0.310000 	 2.380462 	 1.052678 
0.315000 	 2.380462 	 1.052678 
0.320000 	 2.380462 	 1.052678 
0.325000 	 2.380462 	 1.052678 
0.330000 	 2.380462 	 1.052678 
0.335000 	 2.380462 	 1.052678 
0.340000 	 2.380462 	 1.052678 
0.345000 	 2.380462 	 1.052678 
0.350000 	 2.380462 	 1.052678 
0.355000 	 2.380462 	 1.052678 
0.360000 	 2.380462 	 1.052678 
0.365000 	 2.380462 	 1.052678 
0.370000 	 2.380462 	 1.052678 
0.375000 	 2.380462 	 1.052678 
0.380000 	 2.380462 	 1.052678 
0.385000 	 2.380462 	 1.052678 
0.390000 	 2.380462 	 1.052678 
0.395000 	 2.380462 	 1.052678 
0.400000 	 2.380462 	 1.052678 
0.405000 	 2.380462 	 1.052678 
0.410000 	 2.380462 	 1.052678 
0.415000 	 2.380462 	 1.052678 
0.420000 	 2.370278 	 0.857634 
0.425000 	 2.380462 	 1.052678 
0.430000 	 2.380462 	 1.052678 
0.435000 	 2.380462 	 1.052678 
0.440000 	 2.380462 	 1.052678 
0.445000 	 2.380462 	 1.052678 
0.450000 	 2.380462 	 1.052678 
0.455000 	 2.380462 	 1.052678 
0.460000 	 2.380462 	 1.052678 
0.465000 	 2.380462 	 1.052678 
0.470000 	 2.380462 	 1.052678 
0.475000 	 2.380462 	 1.052678 
0.480000 	 2.380462 	 1.052678 
0.485000 	 2.380462 	 1.052678 
0.490000 	 2.380462 	 1.052678 
0.495000 	 2.380462 	 1.052678 
0.500000 	 2.380462 	 1.052678 
0.505000 	 2.380462 	 1.052678 
0.510000 	 2.380462 	 1.052678 
0.515000 	 2.380462 	 1.052678 
0.520000 	 2.380462 	 1.052678 
0.525000 	 2.380462 	 1.052678 
0.530000 	 2.380462 	 1.052678 
0.535000 	 2.380462 	 1.052678 
0.540000 	 2.380462 	 1.052678 
0.545000 	 2.380462 	 1.052678 
0.550000 	 2.380462 	 1.052678 
0.555000 	 2.380462 	 1.052678 
0.560000 	 2.380462 	 1.052678 
0.565000 	 2.380462 	 1.052678 
0.570000 	 2.380462 	 1.052678 
0.575000 	 2.380462 	 1.052678 
0.580000 	 2.380462 	 1.052678 
0.585000 	 2.380462 	 1.052678 
0.590000 	 2.380462 	 1.052678 
0.595000 	 2.380462 	 1.052678 
0.600000 	 2.380462 	 1.052678 
0.605000 	 2.380462 	 1.052678 
0.610000 	 2.380462 	 1.052678 
0.615000 	 2.380462 	 1.052678 
0.620000 	 2.380462 	 1.052678 
0.625000 	 2.380462 	 1.052678 
0.630000 	 2.380462 	 1.052678 
0.635000 	 2.380462 	 1.052678 
0.640000 	 2.380462 	 1.052678 
