0.000000 	 3.318057 
0.050000 	 3.319030 
0.100000 	 3.318057 
0.150000 	 3.318057 
0.200000 	 3.318706 
0.250000 	 3.317083 
0.300000 	 3.320004 
0.350000 	 3.315785 
0.400000 	 3.320978 
0.450000 	 3.318706 
0.500000 	 3.317408 
0.550000 	 3.315136 
0.600000 	 3.317083 
0.650000 	 3.316109 
0.700000 	 3.318381 
0.750000 	 3.319680 
0.800000 	 3.319030 
0.850000 	 3.317732 
0.900000 	 3.317732 
0.950000 	 3.316759 
1.000000 	 3.316434 
1.050000 	 3.318381 
1.100000 	 3.317732 
1.150000 	 3.317732 
1.200000 	 3.317732 
1.250000 	 3.318057 
1.300000 	 3.319355 
1.350000 	 3.320329 
1.400000 	 3.318381 
1.450000 	 3.317732 
1.500000 	 3.320004 
1.550000 	 3.319680 
1.600000 	 3.317408 
1.650000 	 3.318706 
1.700000 	 3.318706 
1.750000 	 3.319355 
1.800000 	 3.319030 
1.850000 	 3.320004 
1.900000 	 3.318381 
1.950000 	 3.318381 
2.000000 	 3.320329 
2.050000 	 3.318706 
2.100000 	 3.319680 
2.150000 	 3.318706 
2.200000 	 3.320978 
2.250000 	 3.321627 
2.300000 	 3.322276 
2.350000 	 3.321302 
2.400000 	 3.320004 
2.450000 	 3.320329 
2.500000 	 3.321627 
2.550000 	 3.321302 
2.600000 	 3.320004 
2.650000 	 3.318706 
2.700000 	 3.320329 
2.750000 	 3.320004 
2.800000 	 3.318706 
2.850000 	 3.318706 
2.900000 	 3.319355 
2.950000 	 3.321302 
3.000000 	 3.321627 
3.050000 	 3.322276 
3.100000 	 3.320329 
3.150000 	 3.320329 
3.200000 	 3.316759 
3.250000 	 3.321951 
3.300000 	 3.321627 
3.350000 	 3.322601 
3.400000 	 3.320329 
3.450000 	 3.323574 
3.500000 	 3.320653 
3.550000 	 3.320004 
3.600000 	 3.321302 
3.650000 	 3.318706 
3.700000 	 3.319030 
3.750000 	 3.320329 
3.800000 	 3.320329 
3.850000 	 3.320978 
3.900000 	 3.320004 
3.950000 	 3.320978 
4.000000 	 3.321302 
4.050000 	 3.321302 
4.100000 	 3.321627 
4.150000 	 3.321627 
4.200000 	 3.321302 
4.250000 	 3.320653 
4.300000 	 3.320329 
4.350000 	 3.321302 
4.400000 	 3.321627 
4.450000 	 3.319355 
4.500000 	 3.321951 
4.550000 	 3.320004 
4.600000 	 3.320653 
4.650000 	 3.320004 
4.700000 	 3.319030 
4.750000 	 3.319030 
4.800000 	 3.320329 
4.850000 	 3.318706 
4.900000 	 3.319355 
4.950000 	 3.317732 
