Times (s),Voltage (Volts)
1.939000,54.988223,-10.193441 
1.940000,54.732947,-10.239671 
1.941000,54.524086,-10.424593 
1.942000,54.199189,-10.547874 
1.943000,53.990327,-10.640335 
1.944000,53.665431,-10.748206 
1.945000,53.595811,-10.825257 
1.946000,52.946018,-10.917718 
1.947000,52.667536,-11.040999 
1.948000,52.551501,-11.210511 
1.949000,52.365846,-11.287562 
1.950000,52.110571,-11.256742 
1.951000,51.739261,-11.426253 
1.952000,51.298330,-11.595765 
1.953000,50.927020,-11.518714 
1.954000,50.509296,-11.719046 
1.955000,50.277227,-11.950199 
1.956000,49.998745,-12.011839 
1.957000,49.464987,-12.181351 
1.958000,49.418573,-12.212171 
1.959000,49.093677,-12.304632 
1.960000,48.861608,-12.443324 
1.961000,48.675953,-12.643656 
1.962000,48.374264,-12.612835 
1.963000,48.235022,-12.751527 
1.964000,47.469195,-12.951859 
1.965000,46.935437,-12.951859 
1.966000,46.935437,-13.044320 
1.967000,46.564127,-13.121370 
1.968000,46.308852,-13.306292 
1.969000,45.867921,-13.475804 
1.970000,45.450197,-13.568265 
1.971000,44.916439,-13.737777 
1.972000,44.568336,-13.706956 
1.973000,44.452302,-13.891878 
1.974000,44.405888,-13.922699 
1.975000,43.779302,-14.061390 
1.976000,43.315165,-14.200081 
1.977000,43.175924,-14.307953 
1.978000,42.967062,-14.323363 
1.979000,42.224442,-14.646976 
1.980000,42.154821,-14.785667 
1.981000,41.621063,-14.816488 
1.982000,41.319374,-14.831898 
1.983000,40.785615,-14.924359 
1.984000,40.646374,-15.140101 
1.985000,40.159030,-15.278792 
1.986000,40.042995,-15.371253 
1.987000,39.323582,-15.432894 
1.988000,38.905859,-15.479124 
1.989000,38.696997,-15.648636 
1.990000,38.186445,-15.679456 
1.991000,38.023997,-15.787328 
1.992000,37.699101,-15.895199 
1.993000,37.095722,-15.972249 
1.994000,36.794033,-16.049300 
1.995000,36.515550,-16.049300 
1.996000,36.028206,-16.295863 
1.997000,35.772930,-16.388324 
1.998000,35.053517,-16.449964 
1.999000,34.589380,-16.557835 
2.000000,34.566173,-16.758167 
2.001000,34.380518,-16.727347 
2.002000,34.241277,-16.912269 
2.003000,33.614691,-16.973910 
2.004000,33.057726,-17.035550 
2.005000,32.616795,-16.973910 
2.006000,32.338313,-17.143421 
2.007000,31.827762,-17.374574 
2.008000,31.711727,-17.374574 
2.009000,31.247590,-17.497855 
2.010000,30.644211,-17.605726 
2.011000,30.040832,-17.806058 
2.012000,29.669522,-17.744417 
2.013000,29.414247,-17.759828 
2.014000,29.112557,-17.929339 
2.015000,28.602006,-17.990980 
2.016000,28.184282,-18.083441 
2.017000,27.859386,-18.129671 
2.018000,27.418455,-18.206722 
2.019000,26.838283,-18.407054 
2.020000,26.536594,-18.283773 
2.021000,26.095663,-18.453285 
2.022000,25.701147,-18.607386 
2.023000,25.120975,-18.514925 
2.024000,24.680044,-18.653617 
2.025000,24.401562,-18.792308 
2.026000,24.030252,-18.684437 
2.027000,23.774976,-18.761488 
2.028000,23.403666,-18.900179 
2.029000,22.684253,-18.977230 
2.030000,22.150495,-19.085101 
2.031000,21.872012,-19.146742 
2.032000,21.315047,-19.100511 
2.033000,21.152599,-19.285433 
2.034000,20.665255,-19.347074 
2.035000,20.247531,-19.485765 
2.036000,19.736980,-19.439535 
2.037000,19.319256,-19.377894 
2.038000,18.692670,-19.470355 
2.039000,18.321360,-19.655277 
2.040000,17.880430,-19.516585 
2.041000,17.717982,-19.531995 
2.042000,17.184223,-19.593636 
2.043000,16.720086,-19.732328 
2.044000,16.000673,-19.716917 
2.045000,15.838225,-19.686097 
2.046000,15.443708,-19.686097 
2.047000,14.956363,-19.963480 
2.048000,14.631467,-19.855609 
2.049000,14.120916,-19.932660 
2.050000,13.703192,-19.901839 
2.051000,13.239055,-19.886429 
2.052000,12.844538,-19.840199 
2.053000,12.450021,-20.040531 
2.054000,11.985883,-20.055941 
2.055000,11.591367,-20.086761 
2.056000,10.941574,-20.102171 
2.057000,10.593471,-19.978890 
2.058000,10.059713,-20.132992 
2.059000,9.688403,-20.086761 
2.060000,9.085024,-20.117581 
2.061000,8.736921,-20.132992 
2.062000,8.504852,-20.132992 
2.063000,8.017508,-20.117581 
2.064000,7.483750,-20.132992 
2.065000,7.112440,-20.102171 
2.066000,6.578681,-19.994300 
2.067000,6.114544,-20.071351 
2.068000,5.789648,-20.086761 
2.069000,5.116648,-20.040531 
2.070000,4.861373,-19.978890 
2.071000,4.490063,-19.978890 
2.072000,3.886684,-20.194632 
2.073000,3.445753,-19.994300 
2.074000,2.981616,-19.932660 
2.075000,2.656720,-19.948070 
2.076000,2.238996,-19.932660 
2.077000,1.728445,-19.978890 
2.078000,1.333928,-19.994300 
2.079000,0.800170,-20.040531 
2.080000,0.382446,-19.948070 
2.081000,0.034343,-19.917249 
2.082000,-0.406588,-19.901839 
2.083000,-0.847519,-19.978890 
2.084000,-1.288449,-19.809378 
2.085000,-1.984655,-19.809378 
2.086000,-2.263138,-19.716917 
2.087000,-2.448793,-19.732328 
2.088000,-3.028965,-19.732328 
2.089000,-3.701964,-19.763148 
2.090000,-4.026860,-19.670687 
2.091000,-4.258929,-19.701507 
2.092000,-4.607032,-19.624456 
2.093000,-5.071170,-19.516585 
2.094000,-5.767376,-19.531995 
2.095000,-6.022652,-19.531995 
2.096000,-6.602824,-19.454945 
2.097000,-6.927720,-19.501175 
2.098000,-7.507892,-19.485765 
2.099000,-7.902409,-19.377894 
2.100000,-8.041650,-19.285433 
2.101000,-8.412960,-19.270023 
2.102000,-8.969925,-19.239203 
2.103000,-9.294821,-19.131331 
2.104000,-9.550097,-19.100511 
2.105000,-10.014234,-18.977230 
2.106000,-10.571199,-18.992640 
2.107000,-10.988923,-18.900179 
2.108000,-11.383440,-18.838538 
2.109000,-11.731543,-18.653617 
2.110000,-12.288508,-18.746078 
2.111000,-12.590197,-18.684437 
2.112000,-13.239990,-18.638206 
2.113000,-13.448852,-18.545745 
2.114000,-14.052231,-18.484105 
2.115000,-14.353920,-18.514925 
2.116000,-14.818057,-18.484105 
2.117000,-15.166161,-18.391644 
2.118000,-15.560677,-18.299183 
2.119000,-15.862367,-18.129671 
2.120000,-16.442539,-18.175902 
2.121000,-16.813849,-18.037210 
2.122000,-17.301193,-17.944749 
2.123000,-17.556469,-17.821468 
2.124000,-17.974192,-17.836878 
2.125000,-18.345502,-17.759828 
2.126000,-18.740019,-17.636546 
2.127000,-19.088122,-17.574906 
2.128000,-19.296984,-17.590316 
2.129000,-19.830742,-17.374574 
2.130000,-20.503742,-17.451624 
2.131000,-20.666190,-17.251292 
2.132000,-21.339189,-17.389984 
2.133000,-21.733706,-17.112601 
2.134000,-21.780120,-17.035550 
2.135000,-22.197844,-16.973910 
2.136000,-22.522740,-16.896859 
2.137000,-23.102912,-16.773578 
2.138000,-23.288567,-16.711937 
2.139000,-23.729497,-16.804398 
2.140000,-24.170428,-16.511605 
2.141000,-24.495324,-16.403734 
2.142000,-24.866634,-16.388324 
2.143000,-25.168324,-16.342093 
2.144000,-25.423599,-16.234222 
2.145000,-25.748496,-16.249632 
2.146000,-26.189426,-16.018480 
2.147000,-26.723184,-15.926019 
2.148000,-26.978460,-15.926019 
2.149000,-27.233736,-15.802738 
2.150000,-27.489011,-15.602406 
2.151000,-28.045976,-15.633226 
2.152000,-28.370872,-15.479124 
2.153000,-28.858217,-15.432894 
2.154000,-29.043872,-15.294203 
2.155000,-29.368768,-15.140101 
2.156000,-29.902526,-15.093870 
2.157000,-30.273836,-15.001410 
2.158000,-30.505905,-14.816488 
2.159000,-30.900422,-14.662386 
2.160000,-31.294939,-14.724027 
2.161000,-31.643042,-14.539105 
2.162000,-31.991145,-14.385003 
2.163000,-32.269627,-14.323363 
2.164000,-32.478489,-14.292542 
2.165000,-32.687351,-14.200081 
2.166000,-33.244316,-14.153851 
2.167000,-33.546006,-13.984339 
2.168000,-33.708454,-13.907288 
2.169000,-34.010143,-13.753187 
2.170000,-34.288626,-13.861058 
2.171000,-34.752763,-13.552855 
2.172000,-34.868798,-13.460394 
2.173000,-35.170487,-13.444984 
2.174000,-35.820279,-13.306292 
2.175000,-36.145176,-13.198421 
2.176000,-36.238003,-13.013499 
2.177000,-36.493279,-12.998089 
2.178000,-36.887796,-13.090550 
2.179000,-37.073451,-12.936449 
2.180000,-37.537588,-12.813167 
2.181000,-37.746450,-12.766937 
2.182000,-37.955312,-12.628245 
2.183000,-38.233794,-12.489554 
2.184000,-38.674725,-12.366273 
2.185000,-38.860380,-12.242992 
2.186000,-39.254897,-12.135120 
2.187000,-39.417345,-12.165941 
2.188000,-39.626207,-12.042660 
2.189000,-39.904689,-11.857738 
2.190000,-40.461654,-11.826917 
2.191000,-40.716930,-11.765277 
2.192000,-40.693723,-11.641995 
2.193000,-40.972206,-11.564945 
2.194000,-41.297102,-11.380023 
2.195000,-41.807653,-11.441663 
2.196000,-41.993308,-11.287562 
2.197000,-42.132549,-11.087230 
2.198000,-42.271791,-11.056410 
2.199000,-42.782342,-11.010179 
2.200000,-42.967997,-10.809847 
2.201000,-43.130445,-10.794437 
2.202000,-43.107238,-10.809847 
2.203000,-43.478548,-10.547874 
2.204000,-44.012306,-10.332132 
2.205000,-44.221168,-10.424593 
2.206000,-44.151548,-10.347542 
2.207000,-44.383616,-10.270492 
2.208000,-44.546064,-10.070160 
2.209000,-44.801340,-10.070160 
2.210000,-45.242271,-9.931468 
2.211000,-45.776029,-9.808187 
2.212000,-45.776029,-9.746546 
2.213000,-45.892063,-9.684906 
2.214000,-46.077718,-9.592445 
2.215000,-46.472235,-9.546214 
2.216000,-46.681097,-9.499984 
2.217000,-47.029200,-9.330472 
2.218000,-47.307683,-9.315062 
2.219000,-47.446924,-9.284242 
2.220000,-47.609372,-9.160960 
2.221000,-47.702199,-9.099320 
2.222000,-47.795027,-8.991449 
2.223000,-48.235958,-9.006859 
2.224000,-48.468026,-8.821937 
2.225000,-48.700095,-8.729476 
2.226000,-48.746509,-8.606195 
2.227000,-48.653681,-8.575374 
2.228000,-48.908957,-8.575374 
2.229000,-49.233853,-8.436683 
2.230000,-49.558749,-8.467503 
2.231000,-49.558749,-8.205531 
2.232000,-50.046094,-8.220941 
2.233000,-49.999680,-8.051429 
2.234000,-50.254956,-8.066839 
2.235000,-50.440611,-8.020609 
2.236000,-50.626266,-7.912738 
2.237000,-50.765507,-7.758636 
2.238000,-50.904748,-7.604535 
2.239000,-51.160024,-7.650765 
2.240000,-51.252851,-7.635355 
2.241000,-51.461713,-7.573714 
2.242000,-51.600954,-7.419613 
2.243000,-51.716989,-7.388792 
2.244000,-51.716989,-7.342562 
2.245000,-51.902644,-7.126820 
2.246000,-52.134713,-7.126820 
2.247000,-52.157919,-7.234691 
2.248000,-52.181126,-7.142230 
2.249000,-52.389988,-7.034359 
2.250000,-52.482816,-6.957308 
2.251000,-52.738091,-6.772386 
2.252000,-52.923746,-6.864847 
2.253000,-53.039781,-6.941898 
2.254000,-53.318263,-6.710745 
2.255000,-53.341470,-6.602874 
2.256000,-53.411091,-6.556644 
2.257000,-53.503918,-6.510413 
2.258000,-53.527125,-6.402542 
2.259000,-53.712780,-6.495003 
2.260000,-53.782401,-6.464183 
2.261000,-53.759194,-6.433363 
2.262000,-54.084090,-6.356312 
2.263000,-54.107297,-6.340902 
2.264000,-54.153711,-6.155980 
2.265000,-54.223331,-6.155980 
2.266000,-54.408986,-6.217620 
2.267000,-54.432193,-6.171390 
2.268000,-54.571435,-6.217620 
2.269000,-54.780296,-6.048109 
2.270000,-54.664262,-5.940238 
2.271000,-54.733883,-6.017288 
2.272000,-54.873124,-5.955648 
2.273000,-55.012365,-5.909417 
2.274000,-55.105193,-5.770726 
2.275000,-55.081986,-5.940238 
2.276000,-55.221227,-5.816956 
2.277000,-55.314055,-5.709085 
2.278000,-55.476503,-5.878597 
2.279000,-55.615744,-5.585804 
2.280000,-55.546123,-5.662855 
2.281000,-55.522916,-5.554984 
2.282000,-55.592537,-5.632035 
2.283000,-55.569330,-5.601214 
2.284000,-55.592537,-5.601214 
2.285000,-55.569330,-5.493343 
2.286000,-55.662158,-5.508753 
2.287000,-55.638951,-5.616624 
2.288000,-55.708571,-5.585804 
2.289000,-55.801399,-5.462523 
2.290000,-55.801399,-5.447113 
2.291000,-55.778192,-5.524163 
2.292000,-55.801399,-5.431703 
2.293000,-55.917433,-5.477933 
2.294000,-55.917433,-5.601214 
2.295000,-55.801399,-5.462523 
2.296000,-55.754985,-5.493343 
2.297000,-55.847813,-5.508753 
2.298000,-55.778192,-5.447113 
2.299000,-55.917433,-5.585804 
2.300000,-55.731778,-5.385472 
2.301000,-55.569330,-5.370062 
2.302000,-55.592537,-5.647445 
2.303000,-55.592537,-5.539574 
2.304000,-55.778192,-5.416292 
2.305000,-55.778192,-5.416292 
2.306000,-55.430089,-5.554984 
2.307000,-55.546123,-5.416292 
2.308000,-55.615744,-5.570394 
2.309000,-55.383675,-5.662855 
2.310000,-55.615744,-5.524163 
2.311000,-55.638951,-5.616624 
2.312000,-55.638951,-5.585804 
2.313000,-55.592537,-5.508753 
2.314000,-55.592537,-5.585804 
2.315000,-55.615744,-5.585804 
2.316000,-55.569330,-5.724495 
2.317000,-55.546123,-5.755316 
2.318000,-55.569330,-5.616624 
2.319000,-55.638951,-5.739906 
2.320000,-55.476503,-5.709085 
2.321000,-55.337261,-5.632035 
2.322000,-55.314055,-5.662855 
2.323000,-55.174813,-5.739906 
2.324000,-55.058779,-5.786136 
2.325000,-54.826710,-5.770726 
2.326000,-54.733883,-5.770726 
2.327000,-54.385780,-5.847777 
2.328000,-54.617848,-5.863187 
2.329000,-54.617848,-5.924828 
2.330000,-54.548228,-5.955648 
2.331000,-54.525021,-6.078929 
2.332000,-54.176918,-5.924828 
2.333000,-54.130504,-6.078929 
2.334000,-54.037676,-6.063519 
2.335000,-53.921642,-6.048109 
2.336000,-53.782401,-6.155980 
2.337000,-53.689573,-6.263851 
2.338000,-53.619953,-6.294671 
2.339000,-53.550332,-6.325492 
2.340000,-53.411091,-6.325492 
2.341000,-53.457505,-6.479593 
2.342000,-53.132608,-6.587464 
2.343000,-53.039781,-6.402542 
2.344000,-52.854126,-6.525824 
2.345000,-52.761298,-6.587464 
2.346000,-52.761298,-6.649105 
2.347000,-52.714884,-6.695335 
2.348000,-52.506023,-6.726156 
2.349000,-52.482816,-6.787796 
2.350000,-52.041885,-6.895667 
2.351000,-52.157919,-6.988128 
2.352000,-52.065092,-7.034359 
2.353000,-51.902644,-6.972718 
2.354000,-51.763403,-7.142230 
2.355000,-51.716989,-7.188460 
2.356000,-51.484920,-7.173050 
2.357000,-51.461713,-7.280921 
2.358000,-51.276058,-7.311742 
2.359000,-51.206438,-7.388792 
2.360000,-51.020783,-7.265511 
2.361000,-50.719093,-7.435023 
2.362000,-50.603059,-7.542894 
2.363000,-50.463818,-7.681585 
2.364000,-50.278163,-7.666175 
2.365000,-50.138921,-7.635355 
2.366000,-50.046094,-7.866507 
2.367000,-49.767611,-8.005199 
2.368000,-49.442715,-7.866507 
2.369000,-49.419508,-7.989788 
2.370000,-49.164233,-7.943558 
2.371000,-49.187439,-8.082249 
2.372000,-48.955371,-8.313402 
2.373000,-48.885750,-8.313402 
2.374000,-48.653681,-8.421273 
2.375000,-48.421613,-8.251761 
2.376000,-48.235958,-8.436683 
2.377000,-47.864648,-8.559964 
2.378000,-47.748613,-8.559964 
2.379000,-47.771820,-8.498324 
2.380000,-47.609372,-8.744886 
2.381000,-47.423717,-8.698656 
2.382000,-47.284476,-8.821937 
2.383000,-46.843545,-8.791117 
2.384000,-46.611476,-9.022269 
2.385000,-46.356201,-8.991449 
2.386000,-46.077718,-9.160960 
2.387000,-45.915270,-9.160960 
2.388000,-45.892063,-9.299652 
2.389000,-45.567167,-9.268831 
2.390000,-45.265478,-9.345882 
2.391000,-45.010202,-9.546214 
2.392000,-44.778133,-9.623265 
2.393000,-44.522858,-9.623265 
2.394000,-44.522858,-9.715726 
2.395000,-44.267582,-9.900648 
2.396000,-44.174754,-9.900648 
2.397000,-43.780238,-10.085570 
2.398000,-43.362514,-10.023929 
2.399000,-43.362514,-10.085570 
2.400000,-43.200066,-10.131800 
2.401000,-42.851963,-10.193441 
2.402000,-42.318204,-10.378363 
2.403000,-42.271791,-10.440003 
2.404000,-42.086136,-10.501644 
2.405000,-41.854067,-10.624925 
2.406000,-41.575584,-10.671156 
2.407000,-40.948999,-10.748206 
2.408000,-40.670516,-10.886898 
2.409000,-40.508068,-10.948538 
2.410000,-40.275999,-10.979359 
2.411000,-40.415241,-11.071820 
2.412000,-39.974310,-11.349203 
2.413000,-39.765448,-11.349203 
2.414000,-39.603000,-11.395433 
2.415000,-39.278104,-11.487894 
2.416000,-38.999621,-11.472484 
2.417000,-38.744346,-11.426253 
2.418000,-38.349829,-11.672816 
2.419000,-38.048139,-11.719046 
2.420000,-37.908898,-11.780687 
2.421000,-37.723243,-11.981019 
2.422000,-37.212692,-12.088890 
2.423000,-37.050244,-12.165941 
2.424000,-36.887796,-12.350863 
2.425000,-36.632520,-12.320042 
2.426000,-36.238003,-12.304632 
2.427000,-35.889900,-12.474144 
2.428000,-35.866693,-12.535785 
2.429000,-35.240108,-12.535785 
2.430000,-34.938418,-12.689886 
2.431000,-34.729556,-12.674476 
2.432000,-34.567108,-12.936449 
2.433000,-34.126178,-12.813167 
2.434000,-33.940523,-12.982679 
2.435000,-33.615626,-13.152191 
2.436000,-33.267523,-13.198421 
2.437000,-33.058661,-13.229242 
2.438000,-32.548110,-13.290882 
2.439000,-32.362455,-13.460394 
2.440000,-32.246421,-13.599085 
2.441000,-31.944731,-13.706956 
2.442000,-31.596628,-13.722367 
2.443000,-31.341352,-13.737777 
2.444000,-30.877215,-13.830238 
2.445000,-30.413077,-13.845648 
2.446000,-30.273836,-13.891878 
2.447000,-30.111388,-14.061390 
2.448000,-29.624044,-14.153851 
2.449000,-29.275941,-14.307953 
2.450000,-28.881424,-14.354183 
2.451000,-28.649355,-14.338773 
2.452000,-28.278045,-14.477464 
2.453000,-27.999562,-14.477464 
2.454000,-27.512218,-14.693206 
2.455000,-27.210529,-14.724027 
2.456000,-27.071287,-14.754847 
2.457000,-26.792805,-14.878128 
2.458000,-26.235840,-14.847308 
2.459000,-25.957357,-14.985999 
2.460000,-25.493220,-15.093870 
2.461000,-25.261151,-15.063050 
2.462000,-24.936255,-15.047640 
2.463000,-24.750600,-15.278792 
2.464000,-24.263256,-15.340433 
2.465000,-24.007980,-15.417484 
2.466000,-23.567049,-15.479124 
2.467000,-23.195739,-15.494535 
2.468000,-22.754809,-15.602406 
2.469000,-22.545947,-15.586995 
2.470000,-22.476326,-15.833558 
2.471000,-22.313878,-15.710277 
2.472000,-21.664086,-15.710277 
2.473000,-21.269569,-15.833558 
2.474000,-20.921466,-16.064710 
2.475000,-20.573362,-16.126351 
2.476000,-20.202052,-16.172581 
2.477000,-19.761122,-16.141761 
2.478000,-19.552260,-16.326683 
2.479000,-19.180950,-16.218812 
2.480000,-18.740019,-16.434554 
2.481000,-18.461537,-16.434554 
2.482000,-18.345502,-16.527015 
2.483000,-17.602882,-16.604066 
2.484000,-17.347607,-16.650296 
2.485000,-17.045917,-16.727347 
2.486000,-16.651401,-16.835218 
2.487000,-16.256884,-16.819808 
2.488000,-15.839160,-16.881449 
2.489000,-15.653505,-16.973910 
2.490000,-15.189367,-16.958499 
2.491000,-14.980506,-17.097191 
2.492000,-14.841264,-17.081781 
2.493000,-14.307506,-17.128011 
2.494000,-13.634507,-17.158831 
2.495000,-13.402438,-17.266703 
2.496000,-13.123956,-17.312933 
2.497000,-12.450956,-17.312933 
2.498000,-12.172474,-17.359163 
2.499000,-12.102853,-17.374574 
2.500000,-11.522681,-17.420804 
2.501000,-11.128164,-17.513265 
2.502000,-10.664027,-17.574906 
2.503000,-10.153475,-17.559495 
2.504000,-9.758959,-17.482445 
2.505000,-9.480476,-17.651956 
2.506000,-9.201994,-17.713597 
2.507000,-9.062752,-17.651956 
2.508000,-8.621822,-17.651956 
2.509000,-7.995236,-17.744417 
2.510000,-7.925615,-17.729007 
2.511000,-7.275823,-17.836878 
2.512000,-7.113375,-17.667367 
2.513000,-6.858099,-17.806058 
2.514000,-6.277927,-17.621136 
2.515000,-5.790583,-17.713597 
2.516000,-5.465687,-17.836878 
2.517000,-5.001549,-17.960160 
2.518000,-4.746274,-17.898519 
2.519000,-4.328550,-17.929339 
2.520000,-4.142895,-18.037210 
2.521000,-3.609137,-17.944749 
2.522000,-3.330654,-17.913929 
2.523000,-2.889724,-18.021800 
2.524000,-2.448793,-17.975570 
2.525000,-2.147104,-18.083441 
2.526000,-1.938242,-18.037210 
2.527000,-1.102794,-18.037210 
2.528000,-0.708277,-18.237542 
2.529000,-0.569036,-18.160492 
2.530000,-0.244140,-18.160492 
2.531000,0.243205,-18.006390 
2.532000,0.660928,-18.021800 
2.533000,0.869790,-18.160492 
2.534000,1.217893,-18.206722 
2.535000,1.705238,-18.252953 
2.536000,2.192582,-18.314593 
2.537000,2.401444,-18.160492 
2.538000,2.935202,-18.145081 
2.539000,3.120857,-18.237542 
2.540000,3.631408,-18.175902 
2.541000,3.701029,-18.206722 
2.542000,4.374028,-18.145081 
2.543000,4.791752,-18.175902 
2.544000,5.209476,-18.129671 
2.545000,5.603993,-18.021800 
2.546000,5.998510,-18.083441 
2.547000,6.323406,-18.037210 
2.548000,6.601888,-18.037210 
2.549000,6.973198,-17.913929 
2.550000,7.669405,-18.006390 
2.551000,7.762232,-18.006390 
2.552000,8.295990,-17.852288 
2.553000,8.690507,-18.006390 
2.554000,8.829748,-17.867699 
2.555000,9.270679,-17.836878 
2.556000,9.479541,-17.744417 
2.557000,10.152540,-17.713597 
2.558000,10.477437,-17.605726 
2.559000,10.848747,-17.713597 
2.560000,11.336091,-17.667367 
2.561000,11.660987,-17.513265 
2.562000,11.823435,-17.574906 
2.563000,12.496435,-17.405394 
2.564000,12.774917,-17.451624 
2.565000,13.053400,-17.482445 
2.566000,13.447917,-17.374574 
2.567000,13.633572,-17.405394 
2.568000,14.190537,-17.312933 
2.569000,14.492226,-17.297523 
2.570000,14.747502,-17.189652 
2.571000,15.118812,-17.251292 
2.572000,15.629363,-17.035550 
2.573000,15.815018,-17.112601 
2.574000,16.348776,-17.004730 
2.575000,16.627258,-16.896859 
2.576000,17.300258,-16.973910 
2.577000,17.648361,-17.004730 
2.578000,17.903637,-16.927679 
2.579000,18.205326,-16.650296 
2.580000,18.599843,-16.619476 
2.581000,18.924739,-16.711937 
2.582000,19.296049,-16.573245 
2.583000,19.620945,-16.511605 
2.584000,20.108290,-16.449964 
2.585000,20.433186,-16.295863 
2.586000,20.665255,-16.234222 
2.587000,21.175806,-16.172581 
2.588000,21.291840,-16.249632 
2.589000,21.779185,-16.141761 
2.590000,22.243322,-16.110941 
2.591000,22.428977,-15.972249 
2.592000,23.009149,-15.910609 
2.593000,23.241218,-15.879788 
2.594000,23.705355,-15.679456 
2.595000,23.867803,-15.633226 
2.596000,24.146286,-15.586995 
2.597000,24.540803,-15.556175 
2.598000,24.772872,-15.463714 
2.599000,25.213802,-15.340433 
2.600000,25.631526,-15.355843 
2.601000,26.095663,-15.247972 
2.602000,26.490180,-15.109281 
2.603000,26.838283,-15.155511 
2.604000,27.116766,-14.970589 
2.605000,27.139973,-14.862718 
2.606000,27.418455,-14.862718 
2.607000,27.859386,-14.739437 
2.608000,28.369937,-14.708617 
2.609000,28.578799,-14.631566 
2.610000,29.066143,-14.554515 
2.611000,29.298212,-14.369593 
2.612000,29.623109,-14.431234 
2.613000,29.785557,-14.061390 
2.614000,30.017625,-14.153851 
2.615000,30.365729,-13.984339 
2.616000,30.829866,-14.061390 
2.617000,31.224383,-13.999749 
2.618000,31.433245,-13.845648 
2.619000,31.897382,-13.753187 
2.620000,32.106244,-13.706956 
2.621000,32.199072,-13.460394 
2.622000,32.779244,-13.583675 
2.623000,33.034519,-13.475804 
2.624000,33.382622,-13.506624 
2.625000,33.568277,-13.367933 
2.626000,33.986001,-13.229242 
2.627000,34.218070,-13.167601 
2.628000,34.589380,-13.028910 
2.629000,34.659000,-12.905628 
2.630000,34.705414,-12.782347 
2.631000,35.053517,-12.843988 
2.632000,35.633689,-12.751527 
2.633000,36.004999,-12.736117 
2.634000,36.121034,-12.689886 
2.635000,36.399516,-12.566605 
2.636000,36.724412,-12.366273 
2.637000,37.142136,-12.427913 
2.638000,37.374205,-12.320042 
2.639000,37.559860,-12.135120 
2.640000,37.907963,-12.027249 
2.641000,38.256066,-12.073480 
2.642000,38.186445,-11.873148 
2.643000,38.673790,-11.903968 
2.644000,38.882652,-11.703636 
2.645000,38.952272,-11.580355 
2.646000,39.300375,-11.426253 
2.647000,39.694892,-11.426253 
2.648000,39.880547,-11.302972 
2.649000,40.159030,-11.302972 
2.650000,40.576754,-11.210511 
2.651000,40.623167,-11.040999 
2.652000,40.808822,-11.071820 
2.653000,41.180132,-10.933128 
2.654000,41.435408,-10.917718 
2.655000,41.574649,-10.732796 
2.656000,41.899545,-10.686566 
2.657000,42.108407,-10.640335 
2.658000,42.317269,-10.563285 
2.659000,42.711786,-10.409183 
2.660000,42.851027,-10.470824 
2.661000,43.013475,-10.393773 
2.662000,43.106303,-10.178031 
2.663000,43.268751,-10.162620 
2.664000,43.524027,-10.100980 
2.665000,43.918544,-9.977699 
2.666000,44.382681,-9.962288 
2.667000,44.568336,-9.946878 
2.668000,44.614750,-9.746546 
2.669000,44.568336,-9.854417 
2.670000,44.753991,-9.669495 
2.671000,44.730784,-9.546214 
2.672000,45.032474,-9.469163 
2.673000,45.450197,-9.484574 
2.674000,45.705473,-9.284242 
2.675000,46.053576,-9.207191 
2.676000,46.262438,-9.315062 
2.677000,46.448093,-9.068499 
2.678000,46.517714,-8.945218 
2.679000,46.680162,-8.960628 
2.680000,46.865817,-8.868167 
2.681000,46.981851,-8.775706 
2.682000,47.074679,-8.667835 
2.683000,47.283540,-8.652425 
2.684000,47.515609,-8.652425 
2.685000,47.840505,-8.621605 
2.686000,48.188609,-8.436683 
2.687000,48.351057,-8.328812 
2.688000,48.559919,-8.251761 
2.689000,48.675953,-8.251761 
2.690000,48.768780,-8.267171 
2.691000,48.838401,-8.190120 
2.692000,48.977642,-7.943558 
2.693000,49.024056,-7.989788 
2.694000,49.256125,-7.881917 
2.695000,49.372159,-7.851097 
2.696000,49.441780,-7.681585 
2.697000,49.534607,-7.743226 
2.698000,49.511400,-7.727816 
2.699000,49.813090,-7.727816 
2.700000,50.045159,-7.650765 
2.701000,50.184400,-7.450433 
2.702000,50.254021,-7.481253 
2.703000,50.323641,-7.327152 
2.704000,50.578917,-7.419613 
2.705000,50.671744,-7.342562 
2.706000,50.787779,-7.296331 
2.707000,51.043054,-7.311742 
2.708000,51.135882,-7.142230 
2.709000,51.228709,-7.173050 
2.710000,51.344744,-7.265511 
2.711000,51.507192,-7.142230 
2.712000,51.692847,-7.095999 
2.713000,51.762467,-6.926488 
2.714000,51.855295,-6.895667 
2.715000,52.017743,-6.941898 
2.716000,52.110571,-6.895667 
2.717000,52.156984,-7.003538 
2.718000,52.296226,-6.834027 
2.719000,52.412260,-6.787796 
2.720000,52.505087,-6.787796 
2.721000,52.435467,-6.787796 
2.722000,52.551501,-6.895667 
2.723000,52.528294,-6.710745 
2.724000,52.574708,-6.695335 
2.725000,52.597915,-6.618285 
2.726000,52.667536,-6.587464 
2.727000,52.713949,-6.572054 
2.728000,52.760363,-6.649105 
2.729000,52.853191,-6.618285 
2.730000,53.015639,-6.541234 
2.731000,53.178087,-6.402542 
2.732000,53.108466,-6.402542 
2.733000,53.317328,-6.356312 
2.734000,53.456569,-6.433363 
