Times (s),Voltage (Volts)
12.253000,1.565996,-9.761956 
12.254000,1.565996,-9.684906 
12.255000,1.565996,-9.669495 
12.256000,1.565996,-9.746546 
12.257000,1.635617,-9.792777 
12.258000,1.635617,-9.854417 
12.259000,1.612410,-9.746546 
12.260000,1.612410,-9.715726 
12.261000,1.565996,-9.684906 
12.262000,1.589203,-9.715726 
12.263000,1.658824,-9.669495 
12.264000,1.542790,-9.715726 
12.265000,1.635617,-9.607855 
12.266000,1.565996,-9.839007 
12.267000,1.635617,-9.761956 
12.268000,1.565996,-9.777367 
12.269000,1.449962,-9.777367 
12.270000,1.473169,-9.715726 
12.271000,1.496376,-9.731136 
12.272000,1.496376,-9.885238 
12.273000,1.705238,-9.715726 
12.274000,1.612410,-9.746546 
12.275000,1.589203,-9.731136 
12.276000,1.565996,-9.731136 
12.277000,1.589203,-9.869828 
12.278000,1.589203,-9.623265 
12.279000,1.589203,-9.638675 
12.280000,1.542790,-9.684906 
12.281000,1.542790,-9.823597 
12.282000,1.589203,-9.700316 
12.283000,1.565996,-9.792777 
12.284000,1.635617,-9.777367 
12.285000,1.565996,-9.761956 
12.286000,1.612410,-9.777367 
12.287000,1.565996,-9.684906 
12.288000,1.798065,-9.731136 
12.289000,1.682031,-9.746546 
12.290000,1.635617,-9.808187 
12.291000,1.612410,-9.715726 
12.292000,1.612410,-9.746546 
12.293000,1.612410,-9.684906 
12.294000,1.565996,-9.823597 
12.295000,1.612410,-9.684906 
12.296000,1.565996,-9.700316 
12.297000,1.612410,-9.700316 
12.298000,1.612410,-9.684906 
12.299000,1.565996,-9.669495 
12.300000,1.612410,-9.761956 
12.301000,1.751651,-9.746546 
12.302000,1.565996,-9.854417 
12.303000,1.635617,-9.731136 
12.304000,1.589203,-9.808187 
12.305000,1.565996,-9.700316 
12.306000,1.565996,-9.746546 
12.307000,1.612410,-9.731136 
12.308000,1.774858,-9.777367 
12.309000,1.705238,-9.654085 
12.310000,1.612410,-9.684906 
12.311000,1.728445,-9.684906 
12.312000,1.774858,-9.715726 
12.313000,1.496376,-9.684906 
12.314000,1.728445,-9.746546 
12.315000,1.589203,-9.792777 
12.316000,1.589203,-9.700316 
12.317000,1.635617,-9.654085 
12.318000,1.635617,-9.808187 
12.319000,1.635617,-9.731136 
12.320000,1.565996,-9.623265 
12.321000,1.496376,-9.700316 
12.322000,1.519583,-9.777367 
12.323000,1.496376,-9.777367 
12.324000,1.449962,-9.792777 
12.325000,1.589203,-9.777367 
12.326000,1.612410,-9.808187 
12.327000,1.589203,-9.715726 
12.328000,1.612410,-9.761956 
12.329000,1.565996,-9.638675 
12.330000,1.751651,-9.823597 
12.331000,1.821272,-9.731136 
12.332000,1.589203,-9.684906 
12.333000,1.565996,-9.684906 
12.334000,1.612410,-9.731136 
12.335000,1.635617,-9.654085 
12.336000,1.612410,-9.885238 
12.337000,1.589203,-9.669495 
12.338000,1.635617,-9.731136 
12.339000,1.565996,-9.777367 
12.340000,1.612410,-9.792777 
12.341000,1.589203,-9.684906 
12.342000,1.589203,-9.731136 
12.343000,1.589203,-9.638675 
12.344000,1.589203,-9.731136 
12.345000,1.589203,-9.684906 
12.346000,1.589203,-9.839007 
12.347000,1.635617,-9.746546 
12.348000,1.565996,-9.746546 
12.349000,1.612410,-9.731136 
12.350000,1.751651,-9.869828 
12.351000,1.589203,-9.700316 
12.352000,1.565996,-9.731136 
12.353000,1.589203,-9.777367 
12.354000,1.565996,-9.777367 
12.355000,1.635617,-9.869828 
12.356000,1.565996,-9.684906 
12.357000,1.612410,-9.684906 
12.358000,1.635617,-9.731136 
12.359000,1.565996,-9.746546 
12.360000,1.589203,-9.869828 
12.361000,1.635617,-9.808187 
12.362000,1.635617,-9.731136 
12.363000,1.612410,-9.731136 
12.364000,1.589203,-9.792777 
12.365000,1.589203,-9.715726 
12.366000,1.682031,-9.808187 
12.367000,1.728445,-9.777367 
12.368000,1.774858,-9.715726 
12.369000,1.751651,-9.638675 
12.370000,1.589203,-9.684906 
12.371000,1.589203,-9.746546 
12.372000,1.635617,-9.746546 
12.373000,1.635617,-9.792777 
12.374000,1.635617,-9.792777 
12.375000,1.565996,-9.715726 
12.376000,1.589203,-9.684906 
12.377000,1.612410,-9.638675 
12.378000,1.589203,-9.654085 
12.379000,1.589203,-9.731136 
12.380000,1.565996,-9.777367 
12.381000,1.612410,-9.592445 
12.382000,1.612410,-9.700316 
12.383000,1.496376,-9.792777 
12.384000,1.449962,-9.700316 
12.385000,1.612410,-9.746546 
12.386000,1.565996,-9.854417 
12.387000,1.589203,-9.823597 
12.388000,1.589203,-9.792777 
12.389000,1.565996,-9.731136 
12.390000,1.589203,-9.777367 
12.391000,1.612410,-9.792777 
12.392000,1.519583,-9.761956 
12.393000,1.589203,-9.792777 
12.394000,1.565996,-9.700316 
12.395000,1.612410,-9.669495 
12.396000,1.589203,-9.854417 
12.397000,1.612410,-9.761956 
12.398000,1.635617,-9.761956 
12.399000,1.658824,-9.761956 
12.400000,1.612410,-9.654085 
12.401000,1.635617,-9.731136 
12.402000,1.589203,-9.761956 
12.403000,1.635617,-9.700316 
12.404000,1.589203,-9.684906 
12.405000,1.635617,-9.854417 
12.406000,1.635617,-9.700316 
12.407000,1.635617,-9.761956 
12.408000,1.635617,-9.684906 
12.409000,1.798065,-9.746546 
12.410000,1.798065,-9.638675 
12.411000,1.751651,-9.808187 
12.412000,1.751651,-9.854417 
12.413000,1.728445,-9.731136 
12.414000,1.798065,-9.823597 
12.415000,1.635617,-9.715726 
12.416000,1.612410,-9.607855 
12.417000,1.612410,-9.684906 
12.418000,1.612410,-9.684906 
12.419000,1.635617,-9.607855 
12.420000,1.635617,-9.777367 
12.421000,1.542790,-9.731136 
12.422000,1.589203,-9.808187 
12.423000,1.565996,-9.731136 
12.424000,1.612410,-9.684906 
12.425000,1.635617,-9.746546 
12.426000,1.658824,-9.746546 
12.427000,1.589203,-9.700316 
12.428000,1.589203,-9.777367 
12.429000,1.658824,-9.792777 
12.430000,1.658824,-9.808187 
12.431000,1.682031,-9.684906 
12.432000,1.798065,-9.669495 
12.433000,1.542790,-9.854417 
12.434000,1.635617,-9.761956 
12.435000,1.612410,-9.684906 
12.436000,1.635617,-9.715726 
12.437000,1.565996,-9.761956 
12.438000,1.658824,-9.700316 
12.439000,1.496376,-9.731136 
12.440000,1.496376,-9.808187 
12.441000,1.449962,-9.731136 
12.442000,1.519583,-9.715726 
12.443000,1.496376,-9.700316 
12.444000,1.635617,-9.654085 
12.445000,1.658824,-9.607855 
12.446000,1.682031,-9.700316 
12.447000,1.682031,-9.731136 
12.448000,1.612410,-9.700316 
12.449000,1.682031,-9.808187 
12.450000,1.798065,-9.823597 
12.451000,1.565996,-9.746546 
12.452000,1.635617,-9.761956 
12.453000,1.635617,-9.684906 
12.454000,1.682031,-9.669495 
12.455000,1.589203,-9.761956 
12.456000,1.635617,-9.808187 
12.457000,1.589203,-9.761956 
12.458000,1.565996,-9.715726 
12.459000,1.612410,-9.792777 
12.460000,1.565996,-9.684906 
12.461000,1.565996,-9.792777 
12.462000,1.635617,-9.823597 
12.463000,1.589203,-9.777367 
12.464000,1.635617,-9.731136 
12.465000,1.612410,-9.885238 
12.466000,1.565996,-9.731136 
12.467000,1.589203,-9.808187 
12.468000,1.589203,-9.761956 
12.469000,1.542790,-9.777367 
12.470000,1.473169,-9.715726 
12.471000,1.519583,-9.684906 
12.472000,1.496376,-9.731136 
12.473000,1.542790,-9.777367 
12.474000,1.589203,-9.731136 
12.475000,1.589203,-9.746546 
12.476000,1.612410,-9.761956 
12.477000,1.682031,-9.761956 
12.478000,1.589203,-9.792777 
12.479000,1.612410,-9.854417 
12.480000,1.589203,-9.777367 
12.481000,1.635617,-9.715726 
12.482000,1.612410,-9.854417 
12.483000,1.589203,-9.792777 
12.484000,1.612410,-9.823597 
12.485000,1.519583,-9.761956 
12.486000,1.635617,-9.731136 
12.487000,1.635617,-9.885238 
12.488000,1.589203,-9.808187 
12.489000,1.612410,-9.731136 
12.490000,1.635617,-9.916058 
12.491000,1.612410,-9.669495 
12.492000,1.635617,-9.777367 
12.493000,1.612410,-9.731136 
12.494000,1.565996,-9.654085 
12.495000,1.705238,-9.715726 
12.496000,1.589203,-9.715726 
12.497000,1.635617,-9.777367 
12.498000,1.635617,-9.654085 
12.499000,1.589203,-9.792777 
12.500000,1.658824,-9.792777 
12.501000,1.751651,-9.623265 
12.502000,1.751651,-9.746546 
12.503000,1.774858,-9.777367 
12.504000,1.751651,-9.761956 
12.505000,1.728445,-9.731136 
12.506000,1.612410,-9.684906 
12.507000,1.589203,-9.761956 
12.508000,1.728445,-9.839007 
12.509000,1.728445,-9.684906 
12.510000,1.705238,-9.761956 
12.511000,1.821272,-9.746546 
12.512000,1.751651,-9.654085 
12.513000,1.728445,-9.746546 
12.514000,1.798065,-9.746546 
12.515000,1.612410,-9.761956 
12.516000,1.635617,-9.839007 
12.517000,1.612410,-9.654085 
12.518000,1.589203,-9.700316 
12.519000,1.612410,-9.607855 
12.520000,1.589203,-9.715726 
12.521000,1.565996,-9.777367 
12.522000,1.658824,-9.715726 
12.523000,1.635617,-9.792777 
12.524000,1.589203,-9.715726 
12.525000,1.612410,-9.823597 
12.526000,1.635617,-9.761956 
12.527000,1.612410,-9.731136 
12.528000,1.635617,-9.746546 
12.529000,1.658824,-9.792777 
12.530000,1.751651,-9.885238 
12.531000,1.821272,-9.854417 
12.532000,1.589203,-9.808187 
12.533000,1.612410,-9.746546 
12.534000,1.565996,-9.854417 
12.535000,1.612410,-9.777367 
12.536000,1.589203,-9.715726 
12.537000,1.612410,-9.731136 
12.538000,1.612410,-9.623265 
12.539000,1.635617,-9.700316 
12.540000,1.635617,-9.715726 
12.541000,1.565996,-9.792777 
12.542000,1.612410,-9.761956 
12.543000,1.612410,-9.669495 
12.544000,1.635617,-9.777367 
12.545000,1.589203,-9.746546 
12.546000,1.565996,-9.684906 
12.547000,1.612410,-9.731136 
12.548000,1.612410,-9.777367 
12.549000,1.589203,-9.684906 
12.550000,1.728445,-9.731136 
12.551000,1.612410,-9.761956 
12.552000,1.635617,-9.854417 
12.553000,1.682031,-9.715726 
12.554000,1.589203,-9.761956 
12.555000,1.589203,-9.731136 
12.556000,1.612410,-9.607855 
12.557000,1.565996,-9.777367 
12.558000,1.612410,-9.684906 
12.559000,1.589203,-9.746546 
12.560000,1.565996,-9.731136 
12.561000,1.565996,-9.700316 
12.562000,1.589203,-9.715726 
12.563000,1.612410,-9.823597 
12.564000,1.612410,-9.777367 
12.565000,1.589203,-9.715726 
12.566000,1.612410,-9.885238 
12.567000,1.635617,-9.808187 
12.568000,1.612410,-9.869828 
12.569000,1.612410,-9.761956 
12.570000,1.612410,-9.669495 
12.571000,1.658824,-9.761956 
12.572000,1.589203,-9.808187 
12.573000,1.612410,-9.916058 
12.574000,1.519583,-9.746546 
12.575000,1.635617,-9.684906 
12.576000,1.635617,-9.761956 
12.577000,1.589203,-9.823597 
12.578000,1.658824,-9.808187 
12.579000,1.496376,-9.731136 
12.580000,1.612410,-9.684906 
12.581000,1.705238,-9.623265 
12.582000,1.612410,-9.761956 
12.583000,1.612410,-9.777367 
12.584000,1.542790,-9.808187 
12.585000,1.612410,-9.731136 
12.586000,1.635617,-9.777367 
12.587000,1.612410,-9.731136 
12.588000,1.635617,-9.777367 
12.589000,1.635617,-9.700316 
12.590000,1.565996,-9.854417 
12.591000,1.589203,-9.715726 
12.592000,1.682031,-9.746546 
12.593000,1.589203,-9.731136 
12.594000,1.635617,-9.607855 
12.595000,1.635617,-9.684906 
12.596000,1.635617,-9.792777 
12.597000,1.635617,-9.654085 
12.598000,1.589203,-9.761956 
12.599000,1.612410,-9.777367 
12.600000,1.682031,-9.684906 
12.601000,1.774858,-9.761956 
12.602000,1.728445,-9.654085 
12.603000,1.728445,-9.623265 
12.604000,1.635617,-9.654085 
12.605000,1.612410,-9.808187 
12.606000,1.635617,-9.684906 
12.607000,1.658824,-9.607855 
12.608000,1.751651,-9.731136 
12.609000,1.682031,-9.746546 
12.610000,1.682031,-9.761956 
12.611000,1.728445,-9.777367 
12.612000,1.635617,-9.746546 
12.613000,1.658824,-9.792777 
12.614000,1.658824,-9.808187 
12.615000,1.635617,-9.900648 
12.616000,1.635617,-9.823597 
12.617000,1.635617,-9.731136 
12.618000,1.682031,-9.731136 
12.619000,1.589203,-9.669495 
12.620000,1.589203,-9.839007 
12.621000,1.589203,-9.731136 
12.622000,1.612410,-9.823597 
12.623000,1.589203,-9.777367 
12.624000,1.635617,-9.684906 
12.625000,1.612410,-9.761956 
12.626000,1.612410,-9.777367 
12.627000,1.612410,-9.669495 
12.628000,1.635617,-9.746546 
12.629000,1.612410,-9.792777 
12.630000,1.774858,-9.792777 
12.631000,1.728445,-9.808187 
12.632000,1.612410,-9.931468 
12.633000,1.612410,-9.715726 
12.634000,1.589203,-9.715726 
12.635000,1.658824,-9.746546 
12.636000,1.658824,-9.761956 
12.637000,1.635617,-9.731136 
12.638000,1.635617,-9.731136 
12.639000,1.589203,-9.777367 
12.640000,1.612410,-9.715726 
12.641000,1.612410,-9.684906 
12.642000,1.635617,-9.761956 
12.643000,1.635617,-9.715726 
12.644000,1.728445,-9.684906 
12.645000,1.658824,-9.777367 
12.646000,1.612410,-9.669495 
12.647000,1.565996,-9.731136 
12.648000,1.635617,-9.746546 
12.649000,1.612410,-9.731136 
12.650000,1.682031,-9.684906 
12.651000,1.589203,-9.777367 
12.652000,1.612410,-9.654085 
12.653000,1.612410,-9.731136 
12.654000,1.635617,-9.731136 
12.655000,1.589203,-9.684906 
12.656000,1.635617,-9.792777 
12.657000,1.612410,-9.731136 
12.658000,1.635617,-9.746546 
12.659000,1.635617,-9.731136 
12.660000,1.612410,-9.854417 
12.661000,1.519583,-9.731136 
12.662000,1.565996,-9.777367 
12.663000,1.635617,-9.746546 
12.664000,1.635617,-9.715726 
12.665000,1.565996,-9.761956 
12.666000,1.705238,-9.700316 
12.667000,1.612410,-9.777367 
12.668000,1.612410,-9.777367 
12.669000,1.612410,-9.669495 
12.670000,1.565996,-9.885238 
12.671000,1.612410,-9.731136 
12.672000,1.635617,-9.854417 
12.673000,1.635617,-9.761956 
12.674000,1.519583,-9.777367 
12.675000,1.728445,-9.792777 
12.676000,1.635617,-9.823597 
12.677000,1.612410,-9.715726 
12.678000,1.565996,-9.700316 
12.679000,1.519583,-9.623265 
12.680000,1.635617,-9.607855 
12.681000,1.565996,-9.669495 
12.682000,1.589203,-9.839007 
12.683000,1.658824,-9.839007 
12.684000,1.519583,-9.700316 
12.685000,1.589203,-9.700316 
12.686000,1.612410,-9.654085 
12.687000,1.589203,-9.607855 
12.688000,1.635617,-9.792777 
12.689000,1.519583,-9.792777 
12.690000,1.635617,-9.731136 
12.691000,1.589203,-9.700316 
12.692000,1.612410,-9.808187 
12.693000,1.496376,-9.808187 
12.694000,1.542790,-9.808187 
12.695000,1.635617,-9.792777 
12.696000,1.589203,-9.715726 
12.697000,1.682031,-9.777367 
12.698000,1.565996,-9.792777 
12.699000,1.682031,-9.731136 
12.700000,1.658824,-9.777367 
12.701000,1.798065,-9.731136 
12.702000,1.565996,-9.731136 
12.703000,1.682031,-9.731136 
12.704000,1.589203,-9.654085 
12.705000,1.682031,-9.715726 
12.706000,1.612410,-9.684906 
12.707000,1.589203,-9.777367 
12.708000,1.798065,-9.854417 
12.709000,1.821272,-9.808187 
12.710000,1.821272,-9.746546 
12.711000,1.774858,-9.792777 
12.712000,1.728445,-9.746546 
12.713000,1.960513,-9.746546 
12.714000,1.682031,-9.715726 
12.715000,1.658824,-9.731136 
12.716000,1.589203,-9.669495 
12.717000,1.635617,-9.700316 
12.718000,1.635617,-9.607855 
12.719000,1.565996,-9.638675 
12.720000,1.635617,-9.715726 
12.721000,1.635617,-9.761956 
12.722000,1.635617,-9.777367 
12.723000,1.612410,-9.792777 
12.724000,1.682031,-9.654085 
12.725000,1.682031,-9.731136 
12.726000,1.705238,-9.808187 
12.727000,1.635617,-9.700316 
12.728000,1.658824,-9.761956 
12.729000,1.635617,-9.746546 
12.730000,1.635617,-9.731136 
12.731000,1.751651,-9.761956 
12.732000,1.635617,-9.761956 
12.733000,1.635617,-9.731136 
12.734000,1.682031,-9.746546 
12.735000,1.565996,-9.854417 
12.736000,1.542790,-9.777367 
12.737000,1.519583,-9.839007 
12.738000,1.612410,-9.761956 
12.739000,1.589203,-9.808187 
12.740000,1.589203,-9.607855 
12.741000,1.612410,-9.684906 
12.742000,1.658824,-9.792777 
12.743000,1.658824,-9.761956 
12.744000,1.635617,-9.731136 
12.745000,1.658824,-9.761956 
12.746000,1.635617,-9.808187 
12.747000,1.658824,-9.839007 
12.748000,1.635617,-9.731136 
12.749000,1.612410,-9.808187 
12.750000,1.751651,-9.684906 
12.751000,1.589203,-9.823597 
12.752000,1.682031,-9.777367 
12.753000,1.635617,-9.731136 
12.754000,1.635617,-9.777367 
12.755000,1.589203,-9.715726 
12.756000,1.612410,-9.700316 
12.757000,1.635617,-9.654085 
12.758000,1.612410,-9.761956 
12.759000,1.612410,-9.777367 
12.760000,1.496376,-9.700316 
12.761000,1.496376,-9.669495 
12.762000,1.496376,-9.700316 
12.763000,1.635617,-9.684906 
12.764000,1.658824,-9.700316 
12.765000,1.635617,-9.746546 
12.766000,1.612410,-9.761956 
12.767000,1.612410,-9.746546 
12.768000,1.635617,-9.684906 
12.769000,1.635617,-9.746546 
12.770000,1.542790,-9.731136 
12.771000,1.635617,-9.792777 
12.772000,1.635617,-9.700316 
12.773000,1.589203,-9.808187 
12.774000,1.565996,-9.746546 
12.775000,1.589203,-9.684906 
12.776000,1.635617,-9.808187 
12.777000,1.682031,-9.777367 
12.778000,1.682031,-9.715726 
12.779000,1.635617,-9.761956 
12.780000,1.589203,-9.654085 
12.781000,1.635617,-9.808187 
12.782000,1.658824,-9.792777 
12.783000,1.728445,-9.869828 
12.784000,1.635617,-9.792777 
12.785000,1.682031,-9.808187 
12.786000,1.635617,-9.746546 
12.787000,1.635617,-9.731136 
12.788000,1.612410,-9.808187 
12.789000,1.565996,-9.731136 
12.790000,1.635617,-9.792777 
12.791000,1.658824,-9.746546 
12.792000,1.589203,-9.823597 
12.793000,1.542790,-9.746546 
12.794000,1.635617,-9.731136 
12.795000,1.682031,-9.761956 
12.796000,1.635617,-9.885238 
12.797000,1.635617,-9.684906 
12.798000,1.658824,-9.715726 
12.799000,1.635617,-9.731136 
12.800000,1.751651,-9.731136 
12.801000,1.728445,-9.638675 
12.802000,1.612410,-9.731136 
12.803000,1.635617,-9.715726 
12.804000,1.635617,-9.684906 
12.805000,1.682031,-9.823597 
12.806000,1.635617,-9.808187 
12.807000,1.612410,-9.654085 
12.808000,1.728445,-9.731136 
12.809000,1.821272,-9.808187 
12.810000,1.751651,-9.808187 
12.811000,1.751651,-9.700316 
12.812000,1.635617,-9.839007 
12.813000,1.682031,-9.839007 
12.814000,1.914100,-9.731136 
12.815000,1.705238,-9.916058 
12.816000,1.635617,-9.684906 
12.817000,1.589203,-9.654085 
12.818000,1.612410,-9.823597 
12.819000,1.519583,-9.746546 
12.820000,1.449962,-9.669495 
12.821000,1.519583,-9.731136 
12.822000,1.542790,-9.638675 
12.823000,1.496376,-9.715726 
12.824000,1.658824,-9.792777 
12.825000,1.658824,-9.669495 
12.826000,1.612410,-9.746546 
12.827000,1.635617,-9.684906 
12.828000,1.635617,-9.684906 
12.829000,1.589203,-9.684906 
12.830000,1.867686,-9.715726 
12.831000,1.867686,-9.746546 
12.832000,1.635617,-9.731136 
12.833000,1.635617,-9.684906 
12.834000,1.682031,-9.700316 
12.835000,1.774858,-9.684906 
12.836000,1.612410,-9.715726 
12.837000,1.658824,-9.700316 
12.838000,1.635617,-9.777367 
12.839000,1.705238,-9.808187 
12.840000,1.705238,-9.854417 
12.841000,1.612410,-9.761956 
12.842000,1.682031,-9.654085 
12.843000,1.705238,-9.715726 
12.844000,1.589203,-9.731136 
12.845000,1.635617,-9.700316 
12.846000,1.728445,-9.731136 
12.847000,1.728445,-9.823597 
12.848000,1.821272,-9.684906 
12.849000,1.682031,-9.669495 
12.850000,1.751651,-9.715726 
12.851000,1.635617,-9.731136 
12.852000,1.496376,-9.777367 
12.853000,1.519583,-9.808187 
12.854000,1.519583,-9.731136 
12.855000,1.612410,-9.746546 
12.856000,1.635617,-9.777367 
12.857000,1.612410,-9.792777 
12.858000,1.635617,-9.931468 
12.859000,1.635617,-9.777367 
12.860000,1.635617,-9.700316 
12.861000,1.635617,-9.669495 
12.862000,1.612410,-9.869828 
12.863000,1.728445,-9.792777 
12.864000,1.821272,-9.808187 
12.865000,1.798065,-9.761956 
12.866000,1.960513,-9.700316 
12.867000,1.798065,-9.731136 
12.868000,1.821272,-9.607855 
12.869000,1.960513,-9.715726 
12.870000,1.774858,-9.669495 
12.871000,1.658824,-9.731136 
12.872000,1.658824,-9.777367 
12.873000,1.682031,-9.839007 
12.874000,1.612410,-9.761956 
12.875000,1.658824,-9.607855 
12.876000,1.612410,-9.792777 
12.877000,1.658824,-9.777367 
12.878000,1.612410,-9.746546 
12.879000,1.682031,-9.700316 
12.880000,1.751651,-9.715726 
12.881000,1.798065,-9.777367 
12.882000,1.960513,-9.777367 
12.883000,1.798065,-9.715726 
12.884000,1.774858,-9.700316 
12.885000,2.006927,-9.684906 
12.886000,1.890893,-9.638675 
12.887000,1.728445,-9.761956 
12.888000,1.821272,-9.607855 
12.889000,1.774858,-9.700316 
12.890000,1.612410,-9.684906 
12.891000,1.844479,-9.777367 
12.892000,1.658824,-9.684906 
12.893000,1.635617,-9.731136 
12.894000,1.612410,-9.715726 
12.895000,1.612410,-9.808187 
12.896000,1.612410,-9.700316 
12.897000,1.682031,-9.746546 
12.898000,1.682031,-9.823597 
12.899000,1.612410,-9.684906 
12.900000,1.798065,-9.777367 
12.901000,1.774858,-9.746546 
12.902000,1.798065,-9.869828 
12.903000,1.798065,-9.869828 
12.904000,1.798065,-9.808187 
12.905000,1.705238,-9.715726 
12.906000,1.635617,-9.761956 
12.907000,1.728445,-9.715726 
12.908000,1.751651,-9.777367 
12.909000,1.612410,-9.823597 
12.910000,1.658824,-9.854417 
12.911000,1.821272,-9.761956 
12.912000,1.774858,-9.577035 
12.913000,1.867686,-9.731136 
12.914000,1.937306,-9.761956 
12.915000,1.914100,-9.761956 
12.916000,1.751651,-9.777367 
12.917000,1.937306,-9.839007 
12.918000,1.937306,-9.823597 
12.919000,1.774858,-9.823597 
12.920000,1.798065,-9.792777 
12.921000,2.076548,-9.777367 
12.922000,1.867686,-9.777367 
12.923000,2.146168,-9.869828 
12.924000,1.774858,-9.684906 
12.925000,1.798065,-9.792777 
12.926000,1.751651,-9.808187 
12.927000,1.589203,-9.715726 
12.928000,1.682031,-9.684906 
12.929000,1.635617,-9.792777 
12.930000,1.798065,-9.777367 
12.931000,1.635617,-9.715726 
12.932000,1.658824,-9.777367 
12.933000,1.774858,-9.530804 
12.934000,1.983720,-9.607855 
12.935000,1.774858,-9.669495 
12.936000,1.635617,-9.700316 
12.937000,1.635617,-9.638675 
12.938000,1.635617,-9.715726 
12.939000,1.728445,-9.700316 
12.940000,1.658824,-9.684906 
12.941000,1.565996,-9.900648 
12.942000,1.589203,-9.654085 
12.943000,1.751651,-9.746546 
12.944000,1.635617,-9.684906 
12.945000,1.635617,-9.839007 
12.946000,1.635617,-9.700316 
12.947000,1.983720,-9.808187 
12.948000,2.030134,-9.777367 
12.949000,2.099755,-9.746546 
12.950000,1.937306,-9.700316 
12.951000,1.821272,-9.839007 
12.952000,2.053341,-9.761956 
12.953000,1.914100,-9.808187 
12.954000,1.960513,-9.715726 
12.955000,1.983720,-9.808187 
12.956000,1.914100,-9.808187 
12.957000,2.006927,-9.777367 
12.958000,1.751651,-9.792777 
12.959000,1.960513,-9.731136 
12.960000,1.658824,-9.869828 
12.961000,1.635617,-9.746546 
12.962000,1.705238,-9.761956 
12.963000,1.890893,-9.669495 
12.964000,1.612410,-9.746546 
12.965000,1.914100,-9.715726 
12.966000,2.006927,-9.731136 
12.967000,1.635617,-9.746546 
12.968000,1.612410,-9.669495 
12.969000,1.612410,-9.823597 
12.970000,1.658824,-9.777367 
12.971000,1.635617,-9.761956 
12.972000,1.612410,-9.761956 
12.973000,1.705238,-9.839007 
12.974000,1.635617,-9.761956 
12.975000,1.635617,-9.700316 
12.976000,1.658824,-9.777367 
12.977000,1.635617,-9.777367 
12.978000,1.705238,-9.839007 
12.979000,1.589203,-9.731136 
12.980000,1.844479,-9.808187 
12.981000,1.798065,-9.854417 
12.982000,2.169375,-9.777367 
12.983000,1.705238,-9.746546 
12.984000,1.635617,-9.715726 
12.985000,1.682031,-9.731136 
12.986000,1.682031,-9.684906 
12.987000,1.612410,-9.669495 
12.988000,2.122961,-9.638675 
12.989000,1.890893,-9.684906 
12.990000,1.844479,-9.731136 
12.991000,1.821272,-9.684906 
12.992000,1.937306,-9.746546 
12.993000,2.099755,-9.900648 
12.994000,1.705238,-9.746546 
12.995000,1.682031,-9.684906 
12.996000,1.612410,-9.808187 
12.997000,1.589203,-9.900648 
12.998000,1.658824,-9.823597 
12.999000,1.658824,-9.808187 
13.000000,1.798065,-9.577035 
13.001000,1.844479,-9.731136 
13.002000,1.890893,-9.654085 
13.003000,1.844479,-9.700316 
13.004000,1.798065,-9.777367 
13.005000,1.751651,-9.761956 
13.006000,1.774858,-9.731136 
13.007000,1.798065,-9.746546 
13.008000,1.728445,-9.669495 
13.009000,1.658824,-9.777367 
13.010000,1.774858,-9.669495 
13.011000,1.635617,-9.638675 
13.012000,1.798065,-9.654085 
13.013000,1.914100,-9.746546 
13.014000,1.960513,-9.792777 
13.015000,1.890893,-9.792777 
13.016000,1.751651,-9.761956 
13.017000,1.635617,-9.777367 
13.018000,1.844479,-9.761956 
13.019000,1.774858,-9.792777 
13.020000,1.844479,-9.792777 
13.021000,1.751651,-9.731136 
13.022000,1.774858,-9.684906 
13.023000,1.798065,-9.777367 
13.024000,1.635617,-9.792777 
13.025000,1.682031,-9.746546 
13.026000,1.612410,-9.823597 
13.027000,1.635617,-9.731136 
13.028000,1.682031,-9.869828 
13.029000,1.658824,-9.869828 
13.030000,1.798065,-9.839007 
13.031000,1.682031,-9.684906 
13.032000,2.053341,-9.654085 
13.033000,1.705238,-9.654085 
13.034000,1.635617,-9.669495 
13.035000,1.658824,-9.792777 
13.036000,1.612410,-9.761956 
13.037000,1.658824,-9.684906 
13.038000,1.682031,-9.854417 
13.039000,1.635617,-9.761956 
13.040000,1.565996,-9.669495 
13.041000,1.589203,-9.761956 
13.042000,1.658824,-9.731136 
13.043000,1.589203,-9.684906 
13.044000,1.496376,-9.839007 
13.045000,1.612410,-9.638675 
13.046000,1.612410,-9.546214 
13.047000,1.960513,-9.715726 
13.048000,2.006927,-9.638675 
13.049000,2.122961,-9.777367 
13.050000,1.774858,-9.731136 
13.051000,1.589203,-9.700316 
13.052000,1.589203,-9.669495 
13.053000,1.612410,-9.623265 
13.054000,1.821272,-9.792777 
13.055000,1.798065,-9.854417 
13.056000,1.821272,-9.715726 
13.057000,1.612410,-9.792777 
13.058000,1.589203,-9.731136 
13.059000,1.612410,-9.792777 
13.060000,1.635617,-9.715726 
13.061000,1.589203,-9.839007 
13.062000,1.658824,-9.700316 
13.063000,1.914100,-9.761956 
13.064000,1.635617,-9.808187 
13.065000,1.844479,-9.761956 
13.066000,1.983720,-9.715726 
13.067000,1.612410,-9.823597 
13.068000,1.589203,-9.654085 
13.069000,1.751651,-9.792777 
13.070000,1.937306,-9.700316 
13.071000,1.774858,-9.761956 
13.072000,1.798065,-9.731136 
13.073000,1.821272,-9.731136 
13.074000,1.890893,-9.731136 
