Times (s),Voltage (Volts)
0.000000,1.711579 
0.050000,1.711905 
0.100000,1.713857 
0.150000,1.710929 
0.200000,1.712230 
0.250000,1.714182 
0.300000,1.715158 
0.350000,1.714507 
0.400000,1.717760 
0.450000,1.716134 
0.500000,1.714832 
0.550000,1.713531 
0.600000,1.714507 
0.650000,1.714832 
0.700000,1.717110 
0.750000,1.715483 
0.800000,1.713857 
0.850000,1.712881 
0.900000,1.715483 
0.950000,1.711579 
1.000000,1.716784 
1.050000,1.714182 
1.100000,1.713531 
1.150000,1.713857 
1.200000,1.712881 
1.250000,1.713206 
1.300000,1.713857 
1.350000,1.716784 
1.400000,1.715808 
1.450000,1.714182 
1.500000,1.717760 
1.550000,1.716784 
1.600000,1.717110 
1.650000,1.716784 
1.700000,1.715808 
1.750000,1.715158 
1.800000,1.715158 
1.850000,1.714507 
1.900000,1.715158 
1.950000,1.713531 
2.000000,1.715808 
2.050000,1.717760 
2.100000,1.714182 
2.150000,1.715158 
2.200000,1.713857 
2.250000,1.716134 
2.300000,1.716459 
2.350000,1.713531 
2.400000,1.714507 
2.450000,1.715483 
2.500000,1.717110 
2.550000,1.715483 
2.600000,1.717435 
2.650000,1.712881 
2.700000,1.713857 
2.750000,1.715158 
2.800000,1.717110 
2.850000,1.717760 
2.900000,1.716784 
2.950000,1.717435 
3.000000,1.716134 
3.050000,1.716459 
3.100000,1.713531 
3.150000,1.716784 
3.200000,1.715483 
3.250000,1.715158 
3.300000,1.717435 
3.350000,1.714507 
3.400000,1.716134 
3.450000,1.713206 
3.500000,1.716134 
3.550000,1.713857 
3.600000,1.719387 
3.650000,1.714507 
3.700000,1.717760 
3.750000,1.716134 
3.800000,1.717110 
3.850000,1.717760 
3.900000,1.717435 
3.950000,1.716784 
4.000000,1.717110 
4.050000,1.715158 
4.100000,1.717435 
4.150000,1.716134 
4.200000,1.715808 
4.250000,1.717110 
4.300000,1.714182 
4.350000,1.715483 
4.400000,1.716784 
4.450000,1.715483 
4.500000,1.715808 
4.550000,1.716134 
4.600000,1.714832 
4.650000,1.714832 
4.700000,1.715483 
4.750000,1.714832 
4.800000,1.714832 
4.850000,1.717760 
4.900000,1.714832 
4.950000,1.715808 
5.000000,1.714182 
5.050000,1.711905 
5.100000,1.716784 
5.150000,1.717110 
5.200000,1.715158 
5.250000,1.717435 
5.300000,1.715158 
5.350000,1.714832 
5.400000,1.716134 
5.450000,1.717110 
5.500000,1.715808 
5.550000,1.716459 
5.600000,1.714832 
5.650000,1.715158 
5.700000,1.716134 
5.750000,1.715808 
5.800000,1.718086 
5.850000,1.715483 
5.900000,1.716134 
5.950000,1.716784 
6.000000,1.717110 
6.050000,1.715483 
6.100000,1.715808 
6.150000,1.716134 
6.200000,1.718086 
6.250000,1.716784 
6.300000,1.716459 
6.350000,1.715483 
6.400000,1.716134 
6.450000,1.717435 
6.500000,1.716134 
6.550000,1.714832 
6.600000,1.717435 
6.650000,1.714832 
6.700000,1.717760 
6.750000,1.715158 
6.800000,1.715808 
6.850000,1.715483 
6.900000,1.718086 
6.950000,1.716459 
7.000000,1.715808 
7.050000,1.716784 
7.100000,1.714832 
7.150000,1.717760 
7.200000,1.714832 
7.250000,1.714507 
7.300000,1.715808 
7.350000,1.714182 
7.400000,1.713857 
7.450000,1.718411 
7.500000,1.716459 
7.550000,1.715158 
7.600000,1.714507 
7.650000,1.714832 
7.700000,1.716784 
7.750000,1.715483 
7.800000,1.717110 
7.850000,1.714832 
7.900000,1.718411 
7.950000,1.716459 
8.000000,1.715158 
8.050000,1.715808 
8.100000,1.715483 
8.150000,1.715158 
8.200000,1.714507 
8.250000,1.717110 
8.300000,1.715483 
8.350000,1.715483 
8.400000,1.716134 
8.450000,1.716459 
8.500000,1.717110 
8.550000,1.717110 
8.600000,1.717435 
8.650000,1.718086 
8.700000,1.715483 
8.750000,1.719712 
8.800000,1.717760 
8.850000,1.716459 
8.900000,1.716134 
8.950000,1.713857 
9.000000,1.717435 
9.050000,1.717110 
9.100000,1.716784 
9.150000,1.717760 
9.200000,1.714832 
9.250000,1.718086 
9.300000,1.714832 
9.350000,1.717435 
9.400000,1.719062 
9.450000,1.716784 
9.500000,1.716784 
9.550000,1.717760 
9.600000,1.716134 
9.650000,1.714832 
9.700000,1.717110 
9.750000,1.719387 
9.800000,1.716459 
9.850000,1.716784 
9.900000,1.717110 
9.950000,1.718736 
10.000000,1.720038 
10.050000,1.715483 
10.100000,1.715808 
10.150000,1.718086 
10.200000,1.717760 
10.250000,1.717435 
10.300000,1.719062 
10.350000,1.719062 
10.400000,1.718736 
10.450000,1.719712 
10.500000,1.715808 
10.550000,1.717435 
10.600000,1.718411 
10.650000,1.718736 
10.700000,1.719387 
10.750000,1.717435 
10.800000,1.719062 
10.850000,1.715483 
10.900000,1.717760 
10.950000,1.718086 
11.000000,1.718086 
11.050000,1.720038 
11.100000,1.716459 
11.150000,1.717110 
11.200000,1.717760 
11.250000,1.718411 
11.300000,1.716784 
11.350000,1.717110 
11.400000,1.718086 
11.450000,1.718086 
11.500000,1.718411 
11.550000,1.717435 
11.600000,1.719712 
11.650000,1.717760 
11.700000,1.719712 
11.750000,1.719387 
11.800000,1.718411 
11.850000,1.718086 
11.900000,1.719062 
11.950000,1.718411 
12.000000,1.717760 
12.050000,1.716459 
12.100000,1.718411 
12.150000,1.719062 
12.200000,1.715158 
12.250000,1.716134 
12.300000,1.717110 
12.350000,1.718411 
12.400000,1.714182 
12.450000,1.717760 
12.500000,1.716784 
12.550000,1.717435 
12.600000,1.719062 
12.650000,1.718086 
12.700000,1.720038 
12.750000,1.718411 
12.800000,1.716459 
12.850000,1.718086 
12.900000,1.716459 
12.950000,1.717110 
13.000000,1.714832 
13.050000,1.717760 
13.100000,1.719387 
13.150000,1.719062 
13.200000,1.717435 
13.250000,1.718736 
13.300000,1.719062 
13.350000,1.718086 
13.400000,1.717110 
13.450000,1.716459 
13.500000,1.717435 
13.550000,1.717435 
13.600000,1.715483 
13.650000,1.718086 
13.700000,1.716459 
13.750000,1.718086 
13.800000,1.715158 
13.850000,1.714182 
13.900000,1.716784 
13.950000,1.716134 
14.000000,1.718086 
14.050000,1.715808 
14.100000,1.717435 
14.150000,1.716134 
14.200000,1.715483 
14.250000,1.715483 
14.300000,1.714832 
14.350000,1.717435 
14.400000,1.718411 
14.450000,1.716134 
14.500000,1.715808 
14.550000,1.716134 
14.600000,1.717760 
14.650000,1.713857 
14.700000,1.719387 
14.750000,1.717435 
14.800000,1.718736 
14.850000,1.716784 
14.900000,1.716459 
14.950000,1.716459 
15.000000,1.719062 
15.050000,1.720688 
15.100000,1.716134 
15.150000,1.716784 
15.200000,1.716784 
15.250000,1.718086 
15.300000,1.717110 
15.350000,1.716459 
15.400000,1.716784 
15.450000,1.717110 
15.500000,1.716134 
15.550000,1.717110 
15.600000,1.718086 
