time (s) 	 Flowrate (scfm) 
0.000000 	 23.388997 
0.001000 	 23.262999 
0.002000 	 23.137001 
0.003000 	 23.388997 
0.004000 	 23.388997 
0.005000 	 23.262999 
0.006000 	 23.388997 
0.007000 	 23.262999 
0.008000 	 23.137001 
0.009000 	 23.388997 
0.010000 	 23.388997 
0.011000 	 23.137001 
0.012000 	 23.137001 
0.013000 	 23.137001 
0.014000 	 23.262999 
0.015000 	 23.262999 
0.016000 	 23.137001 
0.017000 	 23.388997 
0.018000 	 23.137001 
0.019000 	 23.388997 
0.020000 	 23.137001 
0.021000 	 23.262999 
0.022000 	 23.262999 
0.023000 	 23.514994 
0.024000 	 23.137001 
0.025000 	 23.137001 
0.026000 	 23.388997 
0.027000 	 23.388997 
0.028000 	 23.388997 
0.029000 	 23.262999 
0.030000 	 23.388997 
0.031000 	 23.262999 
0.032000 	 23.137001 
0.033000 	 23.388997 
0.034000 	 23.137001 
0.035000 	 23.388997 
0.036000 	 23.262999 
0.037000 	 23.137001 
0.038000 	 23.514994 
0.039000 	 23.262999 
0.040000 	 23.262999 
0.041000 	 23.388997 
0.042000 	 23.388997 
0.043000 	 23.262999 
0.044000 	 23.388997 
0.045000 	 23.262999 
0.046000 	 23.262999 
0.047000 	 23.388997 
0.048000 	 23.137001 
0.049000 	 23.388997 
0.050000 	 23.388997 
0.051000 	 23.262999 
0.052000 	 23.262999 
0.053000 	 23.262999 
0.054000 	 23.262999 
0.055000 	 23.514994 
0.056000 	 23.262999 
0.057000 	 23.262999 
0.058000 	 23.388997 
0.059000 	 23.514994 
0.060000 	 23.388997 
0.061000 	 23.137001 
0.062000 	 23.388997 
0.063000 	 23.262999 
0.064000 	 23.262999 
0.065000 	 23.262999 
0.066000 	 23.388997 
0.067000 	 23.514994 
0.068000 	 23.137001 
0.069000 	 23.137001 
0.070000 	 23.262999 
0.071000 	 23.514994 
0.072000 	 23.262999 
0.073000 	 23.388997 
0.074000 	 23.262999 
0.075000 	 23.262999 
0.076000 	 23.388997 
0.077000 	 23.388997 
0.078000 	 23.388997 
0.079000 	 23.137001 
0.080000 	 23.388997 
0.081000 	 23.262999 
0.082000 	 23.137001 
0.083000 	 23.137001 
0.084000 	 23.388997 
0.085000 	 23.262999 
0.086000 	 23.262999 
0.087000 	 23.262999 
0.088000 	 23.388997 
0.089000 	 23.137001 
0.090000 	 23.262999 
0.091000 	 23.388997 
0.092000 	 23.388997 
0.093000 	 23.514994 
0.094000 	 23.262999 
0.095000 	 23.388997 
0.096000 	 23.137001 
0.097000 	 23.137001 
0.098000 	 23.011003 
0.099000 	 23.262999 
0.100000 	 23.137001 
0.101000 	 23.137001 
0.102000 	 23.137001 
0.103000 	 23.262999 
0.104000 	 23.388997 
0.105000 	 23.388997 
0.106000 	 23.388997 
0.107000 	 23.262999 
0.108000 	 23.262999 
0.109000 	 23.262999 
0.110000 	 23.137001 
0.111000 	 23.137001 
0.112000 	 23.388997 
0.113000 	 23.262999 
0.114000 	 23.262999 
0.115000 	 23.262999 
0.116000 	 23.262999 
0.117000 	 23.262999 
0.118000 	 23.262999 
0.119000 	 23.388997 
0.120000 	 23.137001 
0.121000 	 23.388997 
0.122000 	 23.388997 
0.123000 	 23.262999 
