time (s) 	 Flowrate (scfm) 
0.445000 	 20.491048 
0.446000 	 20.491048 
0.447000 	 20.491048 
0.448000 	 20.617045 
0.449000 	 20.365050 
0.450000 	 20.365050 
0.451000 	 20.365050 
0.452000 	 20.617045 
0.453000 	 20.491048 
0.454000 	 20.491048 
0.455000 	 20.365050 
0.456000 	 20.365050 
0.457000 	 20.365050 
0.458000 	 20.491048 
0.459000 	 20.113054 
0.460000 	 20.239052 
0.461000 	 20.491048 
0.462000 	 20.365050 
0.463000 	 20.617045 
0.464000 	 20.491048 
0.465000 	 20.617045 
0.466000 	 20.365050 
0.467000 	 20.491048 
0.468000 	 20.617045 
0.469000 	 20.491048 
0.470000 	 20.365050 
0.471000 	 20.365050 
0.472000 	 20.617045 
0.473000 	 20.239052 
0.474000 	 20.491048 
0.475000 	 20.239052 
0.476000 	 20.365050 
0.477000 	 20.365050 
0.478000 	 20.491048 
0.479000 	 20.491048 
0.480000 	 20.491048 
0.481000 	 20.617045 
0.482000 	 20.617045 
0.483000 	 20.365050 
0.484000 	 20.491048 
0.485000 	 20.617045 
0.486000 	 20.743043 
0.487000 	 20.365050 
0.488000 	 20.491048 
0.489000 	 20.113054 
0.490000 	 20.113054 
0.491000 	 20.617045 
0.492000 	 20.239052 
0.493000 	 20.113054 
0.494000 	 20.365050 
0.495000 	 20.491048 
0.496000 	 20.365050 
0.497000 	 20.617045 
0.498000 	 20.743043 
0.499000 	 20.239052 
0.500000 	 20.365050 
0.501000 	 20.491048 
0.502000 	 20.617045 
0.503000 	 20.491048 
0.504000 	 20.365050 
0.505000 	 20.365050 
0.506000 	 20.365050 
0.507000 	 20.239052 
0.508000 	 20.365050 
0.509000 	 20.365050 
0.510000 	 20.239052 
0.511000 	 20.365050 
0.512000 	 20.491048 
0.513000 	 20.491048 
0.514000 	 20.617045 
0.515000 	 20.491048 
0.516000 	 20.365050 
0.517000 	 20.239052 
0.518000 	 20.365050 
0.519000 	 20.617045 
0.520000 	 20.491048 
0.521000 	 20.617045 
0.522000 	 20.239052 
0.523000 	 20.113054 
0.524000 	 20.239052 
0.525000 	 20.365050 
0.526000 	 20.491048 
0.527000 	 20.365050 
0.528000 	 20.365050 
0.529000 	 20.491048 
0.530000 	 20.491048 
0.531000 	 20.617045 
0.532000 	 20.491048 
0.533000 	 20.239052 
0.534000 	 20.365050 
0.535000 	 20.365050 
0.536000 	 20.491048 
0.537000 	 20.365050 
0.538000 	 20.365050 
0.539000 	 20.365050 
0.540000 	 20.113054 
0.541000 	 20.239052 
0.542000 	 20.239052 
0.543000 	 20.113054 
0.544000 	 20.491048 
0.545000 	 20.491048 
0.546000 	 20.617045 
0.547000 	 20.491048 
0.548000 	 20.365050 
0.549000 	 20.239052 
0.550000 	 20.239052 
0.551000 	 20.365050 
0.552000 	 20.617045 
0.553000 	 20.365050 
0.554000 	 20.239052 
0.555000 	 20.491048 
0.556000 	 20.365050 
0.557000 	 20.239052 
0.558000 	 20.365050 
0.559000 	 20.239052 
0.560000 	 20.491048 
0.561000 	 20.491048 
0.562000 	 20.239052 
0.563000 	 20.491048 
0.564000 	 20.365050 
0.565000 	 20.365050 
0.566000 	 20.113054 
0.567000 	 20.239052 
0.568000 	 20.239052 
0.569000 	 20.491048 
0.570000 	 20.491048 
0.571000 	 20.365050 
