# time_s,loadcell_V
0.135000,0.090487
0.136000,0.088201
0.137000,0.090849
0.138000,0.090438
0.139000,0.085427
0.140000,0.086258
0.141000,0.088089
0.142000,0.092517
0.143000,0.087532
0.144000,0.087838
0.145000,0.090637
0.146000,0.089356
0.147000,0.084466
0.148000,0.090277
0.149000,0.086199
0.150000,0.086591
0.151000,0.088442
0.152000,0.093530
0.153000,0.087829
0.154000,0.090640
0.155000,0.089599
0.156000,0.088908
0.157000,0.086393
0.158000,0.090845
0.159000,0.089730
0.160000,0.087206
0.161000,0.091252
0.162000,0.090420
0.163000,0.089405
0.164000,0.085587
0.165000,0.089132
0.166000,0.086903
0.167000,0.084967
0.168000,0.092717
0.169000,0.090522
0.170000,0.089074
0.171000,0.089183
0.172000,0.090854
0.173000,0.088186
0.174000,0.092087
0.175000,0.091809
0.176000,0.090358
0.177000,0.083833
0.178000,0.087902
0.179000,0.091526
0.180000,0.090867
0.181000,0.087764
0.182000,0.088942
0.183000,0.091099
0.184000,0.084386
0.185000,0.083713
0.186000,0.089323
0.187000,0.089093
0.188000,0.088031
0.189000,0.092224
0.190000,0.089386
0.191000,0.084495
0.192000,0.094793
0.193000,0.088493
0.194000,0.092686
0.195000,0.090609
0.196000,0.091922
0.197000,0.084719
0.198000,0.082288
0.199000,0.089316
0.200000,0.089630
0.201000,0.089592
0.202000,0.090237
0.203000,0.085784
0.204000,0.086788
0.205000,0.093089
0.206000,0.089174
0.207000,0.088999
0.208000,0.089591
0.209000,0.086528
0.210000,0.093345
0.211000,0.091673
0.212000,0.088060
0.213000,0.095742
0.214000,0.091111
0.215000,0.089143
0.216000,0.085361
0.217000,0.091634
0.218000,0.094286
0.219000,0.080869
0.220000,0.090933
0.221000,0.089881
0.222000,0.093683
0.223000,0.092780
0.224000,0.091529
0.225000,0.091660
0.226000,0.093174
0.227000,0.092157
0.228000,0.095046
0.229000,0.092528
0.230000,0.084209
0.231000,0.090146
0.232000,0.086698
0.233000,0.086217
0.234000,0.088399
0.235000,0.088635
0.236000,0.088001
0.237000,0.089721
0.238000,0.089713
0.239000,0.090775
0.240000,0.090498
0.241000,0.087592
0.242000,0.085016
0.243000,0.091957
0.244000,0.091556
0.245000,0.088988
0.246000,0.083466
0.247000,0.091162
0.248000,0.093151
0.249000,0.091131
0.250000,0.088715
0.251000,0.090690
0.252000,0.085828
0.253000,0.091355
0.254000,0.085514
0.255000,0.086576
0.256000,0.097011
0.257000,0.091258
0.258000,0.081995
0.259000,0.088745
0.260000,0.087367
0.261000,0.085574
0.262000,0.086235
0.263000,0.090622
0.264000,0.090361
0.265000,0.088597
0.266000,0.089899
0.267000,0.088998
0.268000,0.090519
0.269000,0.092155
0.270000,0.089707
0.271000,0.086360
0.272000,0.090879
0.273000,0.088697
0.274000,0.087131
0.275000,0.088149
0.276000,0.088673
0.277000,0.088811
0.278000,0.089957
0.279000,0.090380
0.280000,0.089460
0.281000,0.091124
0.282000,0.088957
0.283000,0.086389
0.284000,0.089095
0.285000,0.086268
0.286000,0.088232
0.287000,0.087520
0.288000,0.092461
0.289000,0.092834
0.290000,0.088724
0.291000,0.089498
0.292000,0.089418
0.293000,0.096275
0.294000,0.090561
0.295000,0.089775
0.296000,0.095990
0.297000,0.091224
0.298000,0.091492
0.299000,0.090158
0.300000,0.087191
0.301000,0.088912
0.302000,0.092135
0.303000,0.092340
0.304000,0.090098
0.305000,0.088714
0.306000,0.091244
0.307000,0.090255
0.308000,0.085664
0.309000,0.088278
0.310000,0.091400
0.311000,0.084318
0.312000,0.089609
0.313000,0.088205
0.314000,0.091449
0.315000,0.086122
0.316000,0.091439
0.317000,0.088461
0.318000,0.085217
0.319000,0.093815
0.320000,0.086592
0.321000,0.090168
0.322000,0.095227
0.323000,0.090123
0.324000,0.081529
0.325000,0.086091
0.326000,0.090251
0.327000,0.095088
0.328000,0.087870
0.329000,0.088508
0.330000,0.086736
0.331000,0.089331
0.332000,0.089446
0.333000,0.093238
0.334000,0.094450
0.335000,0.094615
0.336000,0.087274
0.337000,0.091315
0.338000,0.089365
0.339000,0.092094
0.340000,0.090763
0.341000,0.088728
0.342000,0.090161
0.343000,0.090379
0.344000,0.093675
0.345000,0.088129
0.346000,0.087818
0.347000,0.090057
0.348000,0.088183
0.349000,0.083827
0.350000,0.092686
0.351000,0.089183
0.352000,0.087717
0.353000,0.091779
0.354000,0.086264
0.355000,0.092198
0.356000,0.085468
0.357000,0.088633
0.358000,0.089194
0.359000,0.089900
0.360000,0.085378
0.361000,0.090903
0.362000,0.087550
0.363000,0.094303
0.364000,0.086274
0.365000,0.090650
0.366000,0.086240
0.367000,0.086063
0.368000,0.086455
0.369000,0.092026
0.370000,0.088450
0.371000,0.087274
0.372000,0.084557
0.373000,0.089293
0.374000,0.091220
0.375000,0.089672
0.376000,0.086636
0.377000,0.087534
0.378000,0.090773
0.379000,0.085629
0.380000,0.090092
0.381000,0.090048
0.382000,0.090411
0.383000,0.084917
0.384000,0.089316
0.385000,0.081472
0.386000,0.089897
0.387000,0.091551
0.388000,0.087853
0.389000,0.091416
0.390000,0.086544
0.391000,0.091091
0.392000,0.087025
0.393000,0.091342
0.394000,0.092433
0.395000,0.090820
0.396000,0.085800
0.397000,0.086141
0.398000,0.089588
0.399000,0.086515
0.400000,0.094015
0.401000,0.083484
0.402000,0.083965
0.403000,0.085894
0.404000,0.088166
0.405000,0.083179
0.406000,0.084068
0.407000,0.087438
0.408000,0.090152
0.409000,0.085499
0.410000,0.092674
0.411000,0.091917
0.412000,0.096798
0.413000,0.090553
0.414000,0.087243
0.415000,0.091504
0.416000,0.090286
0.417000,0.086284
0.418000,0.090843
0.419000,0.089625
0.420000,0.089615
0.421000,0.091624
0.422000,0.089104
0.423000,0.087760
0.424000,0.086377
0.425000,0.089854
0.426000,0.084705
0.427000,0.084926
0.428000,0.090915
0.429000,0.090933
0.430000,0.091868
0.431000,0.088370
0.432000,0.094618
0.433000,0.087927
0.434000,0.088622
0.435000,0.088167
0.436000,0.092419
0.437000,0.087064
0.438000,0.097661
0.439000,0.086805
0.440000,0.084044
0.441000,0.089363
0.442000,0.088756
0.443000,0.087315
0.444000,0.084461
0.445000,0.087173
0.446000,0.089872
0.447000,0.085481
0.448000,0.092160
0.449000,0.084035
0.450000,0.083383
0.451000,0.091328
0.452000,0.089309
0.453000,0.092584
0.454000,0.089640
0.455000,0.085809
0.456000,0.087575
0.457000,0.084516
0.458000,0.092663
0.459000,0.093867
0.460000,0.089690
0.461000,0.082527
0.462000,0.092122
0.463000,0.092519
0.464000,0.087136
0.465000,0.085793
0.466000,0.087938
0.467000,0.097862
0.468000,0.086482
0.469000,0.088528
0.470000,0.086663
0.471000,0.087744
0.472000,0.092559
0.473000,0.090109
0.474000,0.093895
0.475000,0.088884
0.476000,0.088208
0.477000,0.088818
0.478000,0.084646
0.479000,0.087025
0.480000,0.088807
0.481000,0.091540
0.482000,0.091046
0.483000,0.089893
0.484000,0.092082
0.485000,0.088935
0.486000,0.089637
0.487000,0.084607
0.488000,0.089647
0.489000,0.093321
0.490000,0.090253
0.491000,0.086588
0.492000,0.085609
0.493000,0.092992
0.494000,0.092412
0.495000,0.088675
0.496000,0.086162
0.497000,0.086211
0.498000,0.092289
0.499000,0.092602
0.500000,0.090318
0.501000,0.093417
0.502000,0.089462
0.503000,0.087107
0.504000,0.091136
0.505000,0.093382
0.506000,0.085943
0.507000,0.086829
0.508000,0.087153
0.509000,0.085462
0.510000,0.088993
0.511000,0.092546
0.512000,0.088322
0.513000,0.082979
0.514000,0.084079
0.515000,0.088772
0.516000,0.088003
0.517000,0.087735
0.518000,0.090816
0.519000,0.088300
0.520000,0.087990
0.521000,0.091420
0.522000,0.088602
0.523000,0.090798
0.524000,0.086728
0.525000,0.092748
0.526000,0.089074
0.527000,0.085709
0.528000,0.086012
0.529000,0.094934
0.530000,0.091940
0.531000,0.089847
0.532000,0.089766
0.533000,0.088444
0.534000,0.090353
0.535000,0.084527
0.536000,0.095211
0.537000,0.181716
0.538000,0.259235
0.539000,0.331713
0.540000,0.385472
0.541000,0.415003
0.542000,0.422980
0.543000,0.403332
0.544000,0.361597
0.545000,0.308725
0.546000,0.231786
0.547000,0.155392
0.548000,0.072290
0.549000,-0.006946
0.550000,-0.080752
0.551000,-0.142670
0.552000,-0.183534
0.553000,-0.209999
0.554000,-0.206615
0.555000,-0.184183
0.556000,-0.153494
0.557000,-0.094831
0.558000,-0.027957
0.559000,0.041957
0.560000,0.109546
0.561000,0.188657
0.562000,0.253873
0.563000,0.302292
0.564000,0.341351
0.565000,0.360675
0.566000,0.359223
0.567000,0.333169
0.568000,0.302987
0.569000,0.245184
0.570000,0.188489
0.571000,0.120813
0.572000,0.054212
0.573000,-0.011105
0.574000,-0.068210
0.575000,-0.115295
0.576000,-0.145089
0.577000,-0.157204
0.578000,-0.145876
0.579000,-0.128602
0.580000,-0.094793
0.581000,-0.043809
0.582000,0.008818
0.583000,0.066690
0.584000,0.131447
0.585000,0.191628
0.586000,0.239983
0.587000,0.276499
0.588000,0.297963
0.589000,0.310678
0.590000,0.306013
0.591000,0.283386
0.592000,0.247827
0.593000,0.207487
0.594000,0.153698
0.595000,0.096297
0.596000,0.039504
0.597000,-0.008483
0.598000,-0.048791
0.599000,-0.085429
0.600000,-0.105277
0.601000,-0.114944
0.602000,-0.106502
0.603000,-0.074551
0.604000,-0.045777
0.605000,-0.004624
0.606000,0.042805
0.607000,0.091711
0.608000,0.144129
0.609000,0.190163
0.610000,0.224068
0.611000,0.247832
0.612000,0.263936
0.613000,0.266906
0.614000,0.265167
0.615000,0.240448
0.616000,0.202829
0.617000,0.165354
0.618000,0.127704
0.619000,0.078965
0.620000,0.031164
0.621000,-0.005951
0.622000,-0.037857
0.623000,-0.062767
0.624000,-0.074331
0.625000,-0.074757
0.626000,-0.067218
0.627000,-0.038060
0.628000,-0.012174
0.629000,0.023707
0.630000,0.065659
0.631000,0.109559
0.632000,0.142940
0.633000,0.179692
0.634000,0.203635
0.635000,0.227621
0.636000,0.239091
0.637000,0.233714
0.638000,0.231750
0.639000,0.206056
0.640000,0.182201
0.641000,0.142646
0.642000,0.106378
0.643000,0.070484
0.644000,0.035485
0.645000,0.005839
0.646000,-0.022259
0.647000,-0.038421
0.648000,-0.044037
0.649000,-0.034144
0.650000,-0.023038
0.651000,-0.011639
0.652000,0.013337
0.653000,0.043519
0.654000,0.076844
0.655000,0.115219
0.656000,0.144737
0.657000,0.168235
0.658000,0.194360
0.659000,0.206661
0.660000,0.209525
0.661000,0.206771
0.662000,0.191864
0.663000,0.185100
0.664000,0.150772
0.665000,0.121176
0.666000,0.096107
0.667000,0.058446
0.668000,0.039241
0.669000,0.015005
0.670000,-0.008654
0.671000,-0.017804
0.672000,-0.025273
0.673000,-0.012170
0.674000,-0.003472
0.675000,0.014338
0.676000,0.033430
0.677000,0.056520
0.678000,0.088397
0.679000,0.115552
0.680000,0.144128
0.681000,0.165387
0.682000,0.175685
0.683000,0.187007
0.684000,0.189294
0.685000,0.192136
0.686000,0.169747
0.687000,0.151137
0.688000,0.130095
0.689000,0.106787
0.690000,0.079862
0.691000,0.058379
0.692000,0.043271
0.693000,0.017783
0.694000,0.010907
0.695000,0.004349
0.696000,0.001366
0.697000,0.004294
0.698000,0.018986
0.699000,0.029693
0.700000,0.057455
0.701000,0.078458
0.702000,0.095892
0.703000,0.121311
0.704000,0.138283
0.705000,0.155188
0.706000,0.163185
0.707000,0.172323
0.708000,0.165335
0.709000,0.161618
0.710000,0.147208
0.711000,0.136066
0.712000,0.119942
0.713000,0.096973
0.714000,0.075722
0.715000,0.056376
0.716000,0.040747
0.717000,0.031374
0.718000,0.018600
0.719000,0.020689
0.720000,0.013753
0.721000,0.025012
0.722000,0.034540
0.723000,0.056259
0.724000,0.065041
0.725000,0.087787
0.726000,0.103888
0.727000,0.118713
0.728000,0.132984
0.729000,0.143473
0.730000,0.149795
0.731000,0.154162
0.732000,0.149599
0.733000,0.144376
0.734000,0.138236
0.735000,0.123565
0.736000,0.107604
0.737000,0.088911
0.738000,0.075151
0.739000,0.064227
0.740000,0.043581
0.741000,0.035551
0.742000,0.028302
0.743000,0.032511
0.744000,0.033741
0.745000,0.036047
0.746000,0.050833
0.747000,0.066683
0.748000,0.077333
0.749000,0.090711
0.750000,0.101197
0.751000,0.114472
0.752000,0.125745
0.753000,0.135175
0.754000,0.141599
0.755000,0.142754
0.756000,0.135225
0.757000,0.136410
0.758000,0.122992
0.759000,0.112896
0.760000,0.100382
0.761000,0.087582
0.762000,0.074152
0.763000,0.062808
0.764000,0.053699
0.765000,0.046952
0.766000,0.041802
0.767000,0.044010
0.768000,0.046562
0.769000,0.053826
0.770000,0.058239
0.771000,0.070536
0.772000,0.086276
0.773000,0.095565
0.774000,0.107043
0.775000,0.116136
0.776000,0.124029
0.777000,0.126927
0.778000,0.140082
0.779000,0.127219
0.780000,0.127984
0.781000,0.126207
0.782000,0.114890
0.783000,0.101736
0.784000,0.089676
0.785000,0.076494
0.786000,0.071408
0.787000,0.065666
0.788000,0.054404
0.789000,0.049198
0.790000,0.048712
0.791000,0.052725
0.792000,0.059058
0.793000,0.056960
0.794000,0.073655
0.795000,0.079519
0.796000,0.089802
0.797000,0.098555
0.798000,0.108574
0.799000,0.114675
0.800000,0.115535
0.801000,0.121201
0.802000,0.124725
0.803000,0.122054
0.804000,0.118830
0.805000,0.110982
0.806000,0.103742
0.807000,0.106464
0.808000,0.087031
0.809000,0.082933
0.810000,0.071111
0.811000,0.069677
0.812000,0.059077
0.813000,0.058872
0.814000,0.063270
0.815000,0.049988
0.816000,0.058925
0.817000,0.065981
0.818000,0.070364
0.819000,0.087364
0.820000,0.086988
0.821000,0.095845
0.822000,0.110727
0.823000,0.110687
0.824000,0.115653
0.825000,0.116758
0.826000,0.116177
0.827000,0.120850
0.828000,0.111483
0.829000,0.112821
0.830000,0.103536
0.831000,0.092651
0.832000,0.092226
0.833000,0.075946
0.834000,0.075446
0.835000,0.072503
0.836000,0.062440
0.837000,0.059505
0.838000,0.056306
0.839000,0.062883
0.840000,0.071971
0.841000,0.072509
0.842000,0.080505
0.843000,0.085336
0.844000,0.090104
0.845000,0.102283
0.846000,0.111958
0.847000,0.108543
0.848000,0.112149
0.849000,0.110767
0.850000,0.114190
0.851000,0.112173
0.852000,0.103434
0.853000,0.103196
0.854000,0.100496
0.855000,0.085293
0.856000,0.085631
0.857000,0.079147
0.858000,0.070901
0.859000,0.070441
0.860000,0.066571
0.861000,0.063559
0.862000,0.069207
0.863000,0.073419
0.864000,0.076246
0.865000,0.080624
0.866000,0.082454
0.867000,0.094552
0.868000,0.091696
0.869000,0.093745
0.870000,0.102830
0.871000,0.107838
0.872000,0.107569
0.873000,0.108005
0.874000,0.110265
0.875000,0.100748
0.876000,0.099668
0.877000,0.094448
0.878000,0.096038
0.879000,0.090650
0.880000,0.084855
0.881000,0.080529
0.882000,0.081893
0.883000,0.070075
0.884000,0.069340
0.885000,0.072377
0.886000,0.075421
0.887000,0.070945
0.888000,0.077361
0.889000,0.079997
0.890000,0.084988
0.891000,0.085624
0.892000,0.093062
0.893000,0.095607
0.894000,0.102737
0.895000,0.100835
0.896000,0.099086
0.897000,0.099750
0.898000,0.103479
0.899000,0.099422
0.900000,0.099987
0.901000,0.088873
0.902000,0.091108
0.903000,0.083729
0.904000,0.079841
0.905000,0.082333
0.906000,0.079380
0.907000,0.078793
0.908000,0.077502
0.909000,0.073901
0.910000,0.076097
0.911000,0.081046
0.912000,0.082307
0.913000,0.086890
0.914000,0.089237
0.915000,0.085202
0.916000,0.098201
0.917000,0.093769
0.918000,0.098208
0.919000,0.104183
0.920000,0.101612
0.921000,0.099474
0.922000,0.101088
0.923000,0.098897
0.924000,0.099180
0.925000,0.094557
0.926000,0.080721
0.927000,0.085344
0.928000,0.085855
0.929000,0.073057
0.930000,0.079956
0.931000,0.079612
0.932000,0.081315
0.933000,0.077154
0.934000,0.083481
0.935000,0.076829
0.936000,0.086106
0.937000,0.078587
0.938000,0.085991
0.939000,0.085570
0.940000,0.088048
0.941000,0.095180
0.942000,0.102305
0.943000,0.098399
0.944000,0.099330
0.945000,0.103920
0.946000,0.100586
0.947000,0.094091
0.948000,0.099537
0.949000,0.093965
0.950000,0.086895
0.951000,0.086017
0.952000,0.087957
0.953000,0.086148
0.954000,0.077611
0.955000,0.079309
0.956000,0.074517
0.957000,0.076352
0.958000,0.080688
0.959000,0.089139
0.960000,0.082210
0.961000,0.080183
0.962000,0.087934
0.963000,0.093148
0.964000,0.095988
0.965000,0.095467
0.966000,0.094723
0.967000,0.097356
0.968000,0.099000
0.969000,0.099121
0.970000,0.093660
0.971000,0.093198
0.972000,0.092522
0.973000,0.088342
0.974000,0.084963
0.975000,0.088679
0.976000,0.088738
0.977000,0.085150
0.978000,0.078350
0.979000,0.078159
0.980000,0.080051
0.981000,0.085431
0.982000,0.083884
0.983000,0.087191
0.984000,0.086378
0.985000,0.088970
0.986000,0.096218
0.987000,0.095632
0.988000,0.099711
0.989000,0.096022
0.990000,0.099015
0.991000,0.100706
0.992000,0.092745
0.993000,0.094789
0.994000,0.092653
0.995000,0.094192
0.996000,0.089953
0.997000,0.081382
0.998000,0.087508
0.999000,0.088042
1.000000,0.082912
1.001000,0.086589
1.002000,0.087849
1.003000,0.084440
1.004000,0.084975
1.005000,0.087069
1.006000,0.085558
1.007000,0.088052
1.008000,0.085414
1.009000,0.086424
1.010000,0.091042
1.011000,0.092848
1.012000,0.094626
1.013000,0.096238
1.014000,0.100187
1.015000,0.095191
1.016000,0.096344
1.017000,0.087342
1.018000,0.094593
1.019000,0.089239
1.020000,0.089351
1.021000,0.092795
1.022000,0.086696
1.023000,0.085829
1.024000,0.085339
1.025000,0.082047
1.026000,0.078021
1.027000,0.081617
1.028000,0.082204
1.029000,0.081762
1.030000,0.082835
1.031000,0.087683
1.032000,0.090362
1.033000,0.089586
1.034000,0.089511
1.035000,0.094257
1.036000,0.093826
1.037000,0.096138
1.038000,0.089613
1.039000,0.098860
1.040000,0.092428
1.041000,0.093311
1.042000,0.092820
1.043000,0.087179
1.044000,0.100712
1.045000,0.088370
1.046000,0.085550
1.047000,0.087997
1.048000,0.092570
1.049000,0.088741
1.050000,0.085622
1.051000,0.084431
1.052000,0.083279
1.053000,0.091667
1.054000,0.091427
1.055000,0.085367
1.056000,0.085269
1.057000,0.091898
1.058000,0.093022
1.059000,0.095117
1.060000,0.089874
1.061000,0.094559
1.062000,0.089882
1.063000,0.092778
1.064000,0.092189
1.065000,0.090605
1.066000,0.091412
1.067000,0.092543
1.068000,0.087016
1.069000,0.084679
1.070000,0.085500
1.071000,0.084563
1.072000,0.089177
1.073000,0.086451
1.074000,0.087148
1.075000,0.083899
1.076000,0.085974
1.077000,0.083096
1.078000,0.086782
1.079000,0.087346
1.080000,0.085813
1.081000,0.092053
1.082000,0.094297
1.083000,0.094632
1.084000,0.095219
1.085000,0.093656
1.086000,0.091062
1.087000,0.092828
1.088000,0.097264
1.089000,0.092110
1.090000,0.094973
1.091000,0.089435
1.092000,0.089689
1.093000,0.089477
1.094000,0.088057
1.095000,0.090380
1.096000,0.087480
1.097000,0.084421
1.098000,0.088813
1.099000,0.082980
1.100000,0.085773
1.101000,0.087102
1.102000,0.089557
1.103000,0.082759
1.104000,0.090260
1.105000,0.088191
1.106000,0.090798
1.107000,0.084712
1.108000,0.097356
1.109000,0.091149
1.110000,0.096552
1.111000,0.088976
1.112000,0.088507
1.113000,0.090888
1.114000,0.088658
1.115000,0.094945
1.116000,0.093927
1.117000,0.086333
1.118000,0.092554
1.119000,0.088905
1.120000,0.090262
1.121000,0.085749
1.122000,0.088727
1.123000,0.085773
1.124000,0.090685
1.125000,0.090364
1.126000,0.088624
1.127000,0.085382
1.128000,0.087219
1.129000,0.089272
1.130000,0.091031
1.131000,0.085826
1.132000,0.090796
1.133000,0.085860
1.134000,0.092379
1.135000,0.090279
1.136000,0.094848
1.137000,0.090521
1.138000,0.092837
1.139000,0.081525
1.140000,0.081612
1.141000,0.087185
1.142000,0.084780
1.143000,0.088249
1.144000,0.089392
1.145000,0.089373
1.146000,0.088802
1.147000,0.084434
1.148000,0.091473
1.149000,0.089855
1.150000,0.091001
1.151000,0.091451
1.152000,0.092358
1.153000,0.090621
1.154000,0.091876
1.155000,0.088567
1.156000,0.088910
1.157000,0.092617
1.158000,0.091007
1.159000,0.085258
1.160000,0.085951
1.161000,0.093773
1.162000,0.093187
1.163000,0.091922
1.164000,0.094473
1.165000,0.088473
1.166000,0.088814
1.167000,0.089208
1.168000,0.087875
1.169000,0.086890
1.170000,0.090269
1.171000,0.089532
1.172000,0.085874
1.173000,0.087202
1.174000,0.086837
1.175000,0.091452
1.176000,0.091492
1.177000,0.090602
1.178000,0.090361
1.179000,0.095471
1.180000,0.092129
1.181000,0.091286
1.182000,0.094627
1.183000,0.089937
1.184000,0.087936
1.185000,0.083662
1.186000,0.086919
1.187000,0.089220
1.188000,0.086197
1.189000,0.088325
1.190000,0.084864
1.191000,0.089934
1.192000,0.087201
1.193000,0.090485
1.194000,0.086432
1.195000,0.092833
1.196000,0.084912
1.197000,0.090995
1.198000,0.090311
1.199000,0.091984
1.200000,0.092232
1.201000,0.096948
1.202000,0.088665
1.203000,0.092839
1.204000,0.089536
1.205000,0.094057
1.206000,0.089241
1.207000,0.089072
1.208000,0.090914
1.209000,0.094436
1.210000,0.086440
1.211000,0.089842
1.212000,0.085145
1.213000,0.090064
1.214000,0.092079
1.215000,0.088149
1.216000,0.087094
1.217000,0.087095
1.218000,0.088501
1.219000,0.085669
1.220000,0.089398
1.221000,0.088704
1.222000,0.091986
1.223000,0.091539
1.224000,0.085143
1.225000,0.094960
1.226000,0.086924
1.227000,0.085540
1.228000,0.094168
1.229000,0.086892
1.230000,0.090465
1.231000,0.087791
1.232000,0.091954
1.233000,0.087992
1.234000,0.087690
1.235000,0.088520
1.236000,0.087136
1.237000,0.088467
1.238000,0.087767
1.239000,0.087224
1.240000,0.079588
1.241000,0.083501
1.242000,0.081832
1.243000,0.088010
1.244000,0.091008
1.245000,0.089168
1.246000,0.085300
1.247000,0.092882
1.248000,0.089281
1.249000,0.090967
1.250000,0.093309
1.251000,0.089626
1.252000,0.085157
1.253000,0.088028
1.254000,0.091119
1.255000,0.086099
1.256000,0.084526
1.257000,0.094235
1.258000,0.086438
1.259000,0.086881
1.260000,0.091006
1.261000,0.088214
1.262000,0.089611
1.263000,0.088953
1.264000,0.089741
1.265000,0.085563
1.266000,0.089288
1.267000,0.088621
1.268000,0.094101
1.269000,0.085583
1.270000,0.083690
1.271000,0.092780
1.272000,0.086403
1.273000,0.088535
1.274000,0.090790
1.275000,0.096766
1.276000,0.089557
1.277000,0.089590
1.278000,0.092456
1.279000,0.089847
1.280000,0.089257
1.281000,0.091385
1.282000,0.090478
1.283000,0.090057
1.284000,0.087809
1.285000,0.094010
1.286000,0.087491
1.287000,0.087813
1.288000,0.086552
1.289000,0.088460
1.290000,0.096555
1.291000,0.086388
1.292000,0.095049
1.293000,0.087990
1.294000,0.090153
1.295000,0.093086
1.296000,0.090414
1.297000,0.090940
1.298000,0.092927
1.299000,0.088072
1.300000,0.088651
1.301000,0.089631
1.302000,0.092951
1.303000,0.088840
1.304000,0.086117
1.305000,0.090256
1.306000,0.092711
1.307000,0.088484
1.308000,0.092272
1.309000,0.090617
1.310000,0.089497
1.311000,0.088956
1.312000,0.086998
1.313000,0.090443
1.314000,0.091798
1.315000,0.091747
1.316000,0.086766
1.317000,0.087114
1.318000,0.093939
1.319000,0.088897
1.320000,0.089617
1.321000,0.094382
1.322000,0.091352
1.323000,0.087608
1.324000,0.090512
1.325000,0.094109
1.326000,0.091173
1.327000,0.091812
1.328000,0.088613
1.329000,0.088634
1.330000,0.088779
1.331000,0.089649
1.332000,0.088800
1.333000,0.084529
1.334000,0.089089
1.335000,0.092602
1.336000,0.091542
1.337000,0.089476
1.338000,0.090103
1.339000,0.093202
1.340000,0.090617
1.341000,0.090766
1.342000,0.089209
1.343000,0.088759
1.344000,0.093127
1.345000,0.094278
1.346000,0.097389
1.347000,0.085561
1.348000,0.086541
1.349000,0.090497
1.350000,0.084288
1.351000,0.086213
1.352000,0.091728
1.353000,0.089878
1.354000,0.085473
1.355000,0.087657
1.356000,0.088597
1.357000,0.091305
1.358000,0.086246
1.359000,0.085876
1.360000,0.090628
1.361000,0.089879
1.362000,0.089026
1.363000,0.092195
1.364000,0.086938
1.365000,0.085076
1.366000,0.094885
1.367000,0.092480
1.368000,0.089274
1.369000,0.086422
1.370000,0.091430
1.371000,0.091233
1.372000,0.088277
1.373000,0.089558
1.374000,0.088897
1.375000,0.088184
1.376000,0.087496
1.377000,0.089617
1.378000,0.087035
1.379000,0.089070
1.380000,0.087716
1.381000,0.091742
1.382000,0.082819
1.383000,0.093516
1.384000,0.088973
1.385000,0.092757
1.386000,0.091443
1.387000,0.090027
1.388000,0.090562
1.389000,0.096704
1.390000,0.093701
1.391000,0.091744
