# time_s,loadcell_V
0.152000,0.092680
0.153000,0.083986
0.154000,0.088259
0.155000,0.091655
0.156000,0.084588
0.157000,0.089012
0.158000,0.090097
0.159000,0.088753
0.160000,0.091803
0.161000,0.090347
0.162000,0.088641
0.163000,0.091854
0.164000,0.083581
0.165000,0.091494
0.166000,0.091153
0.167000,0.090744
0.168000,0.092578
0.169000,0.086528
0.170000,0.085343
0.171000,0.087345
0.172000,0.096473
0.173000,0.088518
0.174000,0.089285
0.175000,0.089551
0.176000,0.086202
0.177000,0.092043
0.178000,0.090370
0.179000,0.091491
0.180000,0.095431
0.181000,0.091320
0.182000,0.086945
0.183000,0.089285
0.184000,0.079846
0.185000,0.085643
0.186000,0.087580
0.187000,0.088894
0.188000,0.087048
0.189000,0.095131
0.190000,0.088864
0.191000,0.091144
0.192000,0.089073
0.193000,0.091414
0.194000,0.088826
0.195000,0.084049
0.196000,0.087587
0.197000,0.090274
0.198000,0.091581
0.199000,0.085796
0.200000,0.084679
0.201000,0.088221
0.202000,0.088870
0.203000,0.089936
0.204000,0.086687
0.205000,0.089730
0.206000,0.092684
0.207000,0.086882
0.208000,0.084350
0.209000,0.089638
0.210000,0.086904
0.211000,0.086038
0.212000,0.088810
0.213000,0.083015
0.214000,0.087934
0.215000,0.093454
0.216000,0.091652
0.217000,0.091867
0.218000,0.088784
0.219000,0.084470
0.220000,0.091779
0.221000,0.086848
0.222000,0.088355
0.223000,0.085578
0.224000,0.090411
0.225000,0.088169
0.226000,0.090093
0.227000,0.087248
0.228000,0.082571
0.229000,0.086948
0.230000,0.096070
0.231000,0.088129
0.232000,0.094229
0.233000,0.086318
0.234000,0.087212
0.235000,0.088234
0.236000,0.088124
0.237000,0.086664
0.238000,0.086187
0.239000,0.091617
0.240000,0.091941
0.241000,0.089302
0.242000,0.092254
0.243000,0.093611
0.244000,0.087890
0.245000,0.096106
0.246000,0.090209
0.247000,0.085145
0.248000,0.084570
0.249000,0.092211
0.250000,0.090441
0.251000,0.089386
0.252000,0.089369
0.253000,0.087399
0.254000,0.091830
0.255000,0.087437
0.256000,0.090164
0.257000,0.087147
0.258000,0.086638
0.259000,0.080876
0.260000,0.096905
0.261000,0.089570
0.262000,0.092014
0.263000,0.084529
0.264000,0.092664
0.265000,0.088964
0.266000,0.094423
0.267000,0.087654
0.268000,0.085725
0.269000,0.088348
0.270000,0.094224
0.271000,0.086874
0.272000,0.089556
0.273000,0.090319
0.274000,0.090898
0.275000,0.084859
0.276000,0.085722
0.277000,0.092009
0.278000,0.088368
0.279000,0.090340
0.280000,0.087784
0.281000,0.087356
0.282000,0.092152
0.283000,0.092975
0.284000,0.090237
0.285000,0.090890
0.286000,0.086674
0.287000,0.087865
0.288000,0.093149
0.289000,0.088317
0.290000,0.087011
0.291000,0.092024
0.292000,0.085111
0.293000,0.089894
0.294000,0.094826
0.295000,0.089728
0.296000,0.090487
0.297000,0.089119
0.298000,0.092747
0.299000,0.091050
0.300000,0.092917
0.301000,0.089547
0.302000,0.088300
0.303000,0.088636
0.304000,0.091564
0.305000,0.086678
0.306000,0.086573
0.307000,0.091566
0.308000,0.087824
0.309000,0.094174
0.310000,0.089351
0.311000,0.087959
0.312000,0.087871
0.313000,0.088615
0.314000,0.087012
0.315000,0.090847
0.316000,0.091455
0.317000,0.084121
0.318000,0.093909
0.319000,0.088695
0.320000,0.086900
0.321000,0.089390
0.322000,0.088679
0.323000,0.089309
0.324000,0.091661
0.325000,0.093468
0.326000,0.090980
0.327000,0.088649
0.328000,0.094388
0.329000,0.089393
0.330000,0.086000
0.331000,0.091081
0.332000,0.089534
0.333000,0.087983
0.334000,0.090773
0.335000,0.087633
0.336000,0.093456
0.337000,0.088634
0.338000,0.090810
0.339000,0.093807
0.340000,0.091492
0.341000,0.090699
0.342000,0.088194
0.343000,0.087749
0.344000,0.090629
0.345000,0.088388
0.346000,0.089058
0.347000,0.087248
0.348000,0.091041
0.349000,0.088391
0.350000,0.089025
0.351000,0.086609
0.352000,0.087303
0.353000,0.083876
0.354000,0.084513
0.355000,0.085330
0.356000,0.084170
0.357000,0.094050
0.358000,0.085972
0.359000,0.088938
0.360000,0.095865
0.361000,0.091786
0.362000,0.089832
0.363000,0.090238
0.364000,0.092051
0.365000,0.090996
0.366000,0.085945
0.367000,0.088129
0.368000,0.093326
0.369000,0.093069
0.370000,0.088895
0.371000,0.093931
0.372000,0.092337
0.373000,0.092470
0.374000,0.088652
0.375000,0.088161
0.376000,0.090756
0.377000,0.087989
0.378000,0.087727
0.379000,0.093273
0.380000,0.082657
0.381000,0.094589
0.382000,0.091521
0.383000,0.087378
0.384000,0.092251
0.385000,0.086016
0.386000,0.087488
0.387000,0.086754
0.388000,0.082595
0.389000,0.083786
0.390000,0.089757
0.391000,0.089382
0.392000,0.086748
0.393000,0.087384
0.394000,0.089340
0.395000,0.082315
0.396000,0.089108
0.397000,0.094137
0.398000,0.085731
0.399000,0.088212
0.400000,0.091615
0.401000,0.090044
0.402000,0.084105
0.403000,0.088850
0.404000,0.089767
0.405000,0.082951
0.406000,0.090860
0.407000,0.091423
0.408000,0.092031
0.409000,0.087650
0.410000,0.084624
0.411000,0.092917
0.412000,0.086395
0.413000,0.085899
0.414000,0.092760
0.415000,0.090415
0.416000,0.086739
0.417000,0.090382
0.418000,0.090999
0.419000,0.085398
0.420000,0.088661
0.421000,0.087115
0.422000,0.092775
0.423000,0.089759
0.424000,0.092103
0.425000,0.085672
0.426000,0.084638
0.427000,0.090434
0.428000,0.088102
0.429000,0.086553
0.430000,0.090900
0.431000,0.091731
0.432000,0.085953
0.433000,0.088519
0.434000,0.086699
0.435000,0.087680
0.436000,0.089808
0.437000,0.083220
0.438000,0.089759
0.439000,0.088775
0.440000,0.085469
0.441000,0.087826
0.442000,0.088898
0.443000,0.083594
0.444000,0.089621
0.445000,0.092066
0.446000,0.085184
0.447000,0.089137
0.448000,0.087999
0.449000,0.089060
0.450000,0.088077
0.451000,0.086212
0.452000,0.088297
0.453000,0.092562
0.454000,0.092219
0.455000,0.089694
0.456000,0.090032
0.457000,0.087983
0.458000,0.088736
0.459000,0.093721
0.460000,0.090534
0.461000,0.091600
0.462000,0.091840
0.463000,0.088089
0.464000,0.089981
0.465000,0.089156
0.466000,0.088518
0.467000,0.091610
0.468000,0.088598
0.469000,0.088979
0.470000,0.086029
0.471000,0.087872
0.472000,0.089599
0.473000,0.088848
0.474000,0.090048
0.475000,0.090776
0.476000,0.084198
0.477000,0.092323
0.478000,0.090869
0.479000,0.085628
0.480000,0.086460
0.481000,0.086436
0.482000,0.093440
0.483000,0.093238
0.484000,0.090738
0.485000,0.090672
0.486000,0.094568
0.487000,0.090523
0.488000,0.085430
0.489000,0.089600
0.490000,0.087968
0.491000,0.085723
0.492000,0.085573
0.493000,0.097044
0.494000,0.091938
0.495000,0.095103
0.496000,0.086834
0.497000,0.091945
0.498000,0.089555
0.499000,0.084502
0.500000,0.085730
0.501000,0.090630
0.502000,0.093171
0.503000,0.087064
0.504000,0.085911
0.505000,0.090174
0.506000,0.095685
0.507000,0.091432
0.508000,0.087337
0.509000,0.086054
0.510000,0.093837
0.511000,0.088853
0.512000,0.086815
0.513000,0.090846
0.514000,0.093322
0.515000,0.089737
0.516000,0.091647
0.517000,0.091519
0.518000,0.092310
0.519000,0.089273
0.520000,0.096313
0.521000,0.185393
0.522000,0.263560
0.523000,0.329285
0.524000,0.378082
0.525000,0.409994
0.526000,0.408685
0.527000,0.394672
0.528000,0.360178
0.529000,0.304848
0.530000,0.234561
0.531000,0.159778
0.532000,0.078991
0.533000,0.000958
0.534000,-0.073969
0.535000,-0.134764
0.536000,-0.167327
0.537000,-0.196136
0.538000,-0.196900
0.539000,-0.179853
0.540000,-0.144748
0.541000,-0.097043
0.542000,-0.036778
0.543000,0.033367
0.544000,0.100414
0.545000,0.177764
0.546000,0.232411
0.547000,0.288647
0.548000,0.322054
0.549000,0.343464
0.550000,0.348858
0.551000,0.328861
0.552000,0.298294
0.553000,0.247592
0.554000,0.195189
0.555000,0.133836
0.556000,0.069818
0.557000,0.009580
0.558000,-0.046442
0.559000,-0.086061
0.560000,-0.120911
0.561000,-0.132158
0.562000,-0.136374
0.563000,-0.125053
0.564000,-0.087314
0.565000,-0.048440
0.566000,-0.002881
0.567000,0.051422
0.568000,0.111041
0.569000,0.161438
0.570000,0.214224
0.571000,0.249581
0.572000,0.282121
0.573000,0.289399
0.574000,0.292411
0.575000,0.275519
0.576000,0.244116
0.577000,0.211199
0.578000,0.165262
0.579000,0.118966
0.580000,0.064791
0.581000,0.019683
0.582000,-0.015052
0.583000,-0.055475
0.584000,-0.074792
0.585000,-0.088333
0.586000,-0.084711
0.587000,-0.072873
0.588000,-0.052269
0.589000,-0.016674
0.590000,0.020143
0.591000,0.070502
0.592000,0.112821
0.593000,0.150563
0.594000,0.188590
0.595000,0.218630
0.596000,0.239403
0.597000,0.245340
0.598000,0.243493
0.599000,0.229550
0.600000,0.208095
0.601000,0.182228
0.602000,0.148824
0.603000,0.107339
0.604000,0.058650
0.605000,0.028509
0.606000,-0.003956
0.607000,-0.028109
0.608000,-0.048078
0.609000,-0.051746
0.610000,-0.047240
0.611000,-0.039082
0.612000,-0.010898
0.613000,0.011994
0.614000,0.041687
0.615000,0.081847
0.616000,0.114980
0.617000,0.145660
0.618000,0.172431
0.619000,0.195754
0.620000,0.211283
0.621000,0.212006
0.622000,0.211315
0.623000,0.206717
0.624000,0.181778
0.625000,0.154329
0.626000,0.130357
0.627000,0.093248
0.628000,0.061818
0.629000,0.041940
0.630000,0.015826
0.631000,-0.009003
0.632000,-0.018764
0.633000,-0.019319
0.634000,-0.016380
0.635000,-0.010153
0.636000,0.004162
0.637000,0.032267
0.638000,0.055994
0.639000,0.085110
0.640000,0.114287
0.641000,0.134346
0.642000,0.156002
0.643000,0.176206
0.644000,0.181256
0.645000,0.187097
0.646000,0.184658
0.647000,0.174808
0.648000,0.166539
0.649000,0.136446
0.650000,0.117988
0.651000,0.095398
0.652000,0.070712
0.653000,0.044722
0.654000,0.023777
0.655000,0.016750
0.656000,0.008874
0.657000,0.005330
0.658000,0.006432
0.659000,0.014586
0.660000,0.029433
0.661000,0.043536
0.662000,0.067618
0.663000,0.087478
0.664000,0.109875
0.665000,0.132600
0.666000,0.149211
0.667000,0.163726
0.668000,0.171105
0.669000,0.168273
0.670000,0.166581
0.671000,0.150236
0.672000,0.143501
0.673000,0.131155
0.674000,0.109014
0.675000,0.087369
0.676000,0.069419
0.677000,0.056196
0.678000,0.036155
0.679000,0.032415
0.680000,0.023288
0.681000,0.015502
0.682000,0.018114
0.683000,0.028465
0.684000,0.042660
0.685000,0.055333
0.686000,0.070004
0.687000,0.089137
0.688000,0.108933
0.689000,0.125498
0.690000,0.140139
0.691000,0.142565
0.692000,0.154135
0.693000,0.157193
0.694000,0.148297
0.695000,0.142146
0.696000,0.126586
0.697000,0.120574
0.698000,0.098073
0.699000,0.086472
0.700000,0.069511
0.701000,0.063533
0.702000,0.041745
0.703000,0.037230
0.704000,0.028142
0.705000,0.029489
0.706000,0.038205
0.707000,0.042224
0.708000,0.052956
0.709000,0.068508
0.710000,0.080445
0.711000,0.092995
0.712000,0.104084
0.713000,0.120384
0.714000,0.124846
0.715000,0.136502
0.716000,0.140224
0.717000,0.134437
0.718000,0.137832
0.719000,0.131714
0.720000,0.117780
0.721000,0.109918
0.722000,0.097832
0.723000,0.080928
0.724000,0.073551
0.725000,0.056974
0.726000,0.049942
0.727000,0.047409
0.728000,0.044847
0.729000,0.045869
0.730000,0.051210
0.731000,0.057751
0.732000,0.062313
0.733000,0.073768
0.734000,0.077620
0.735000,0.088206
0.736000,0.101976
0.737000,0.111696
0.738000,0.122092
0.739000,0.124810
0.740000,0.128673
0.741000,0.124966
0.742000,0.123967
0.743000,0.120285
0.744000,0.108178
0.745000,0.102708
0.746000,0.094429
0.747000,0.083545
0.748000,0.075916
0.749000,0.071412
0.750000,0.058682
0.751000,0.058644
0.752000,0.055350
0.753000,0.057442
0.754000,0.055237
0.755000,0.064719
0.756000,0.073843
0.757000,0.068780
0.758000,0.084311
0.759000,0.092332
0.760000,0.103543
0.761000,0.109513
0.762000,0.114296
0.763000,0.117907
0.764000,0.119399
0.765000,0.119879
0.766000,0.118042
0.767000,0.117057
0.768000,0.111230
0.769000,0.097052
0.770000,0.090819
0.771000,0.086927
0.772000,0.072426
0.773000,0.069741
0.774000,0.070579
0.775000,0.062316
0.776000,0.059832
0.777000,0.061752
0.778000,0.063701
0.779000,0.064703
0.780000,0.074995
0.781000,0.081046
0.782000,0.084460
0.783000,0.097235
0.784000,0.102508
0.785000,0.104518
0.786000,0.109129
0.787000,0.113306
0.788000,0.112592
0.789000,0.111103
0.790000,0.110078
0.791000,0.106317
0.792000,0.107518
0.793000,0.102208
0.794000,0.090386
0.795000,0.084666
0.796000,0.083135
0.797000,0.075383
0.798000,0.070428
0.799000,0.068524
0.800000,0.063033
0.801000,0.076083
0.802000,0.075032
0.803000,0.077058
0.804000,0.080286
0.805000,0.084636
0.806000,0.082574
0.807000,0.090860
0.808000,0.098675
0.809000,0.104290
0.810000,0.105944
0.811000,0.106794
0.812000,0.110970
0.813000,0.112328
0.814000,0.104926
0.815000,0.098842
0.816000,0.091990
0.817000,0.089168
0.818000,0.090118
0.819000,0.084633
0.820000,0.082396
0.821000,0.075633
0.822000,0.080220
0.823000,0.071758
0.824000,0.073383
0.825000,0.072451
0.826000,0.072030
0.827000,0.071974
0.828000,0.081479
0.829000,0.089417
0.830000,0.096103
0.831000,0.094086
0.832000,0.095970
0.833000,0.100642
0.834000,0.098519
0.835000,0.109153
0.836000,0.102804
0.837000,0.104346
0.838000,0.104949
0.839000,0.099802
0.840000,0.094208
0.841000,0.093541
0.842000,0.089175
0.843000,0.086319
0.844000,0.082283
0.845000,0.084922
0.846000,0.085289
0.847000,0.078538
0.848000,0.079082
0.849000,0.076675
0.850000,0.080494
0.851000,0.079341
0.852000,0.078319
0.853000,0.092784
0.854000,0.090075
0.855000,0.093897
0.856000,0.090457
0.857000,0.103825
0.858000,0.104909
0.859000,0.097958
0.860000,0.098898
0.861000,0.100905
0.862000,0.097248
0.863000,0.096697
0.864000,0.091781
0.865000,0.089378
0.866000,0.095483
0.867000,0.088968
0.868000,0.078940
0.869000,0.084329
0.870000,0.080629
0.871000,0.083747
0.872000,0.074676
0.873000,0.083517
0.874000,0.083932
0.875000,0.083144
0.876000,0.083015
0.877000,0.081093
0.878000,0.085338
0.879000,0.093320
0.880000,0.094672
0.881000,0.097391
0.882000,0.094666
0.883000,0.096946
0.884000,0.093089
0.885000,0.101323
0.886000,0.094904
0.887000,0.089615
0.888000,0.093901
0.889000,0.090275
0.890000,0.088704
0.891000,0.084022
0.892000,0.084637
0.893000,0.088235
0.894000,0.085703
0.895000,0.084142
0.896000,0.081404
0.897000,0.084655
0.898000,0.081131
0.899000,0.088031
0.900000,0.088183
0.901000,0.084203
0.902000,0.090793
0.903000,0.087274
0.904000,0.091949
0.905000,0.090090
0.906000,0.093202
0.907000,0.095099
0.908000,0.091928
0.909000,0.094031
0.910000,0.092381
0.911000,0.091990
0.912000,0.092493
0.913000,0.086169
0.914000,0.087123
0.915000,0.092550
0.916000,0.080131
0.917000,0.083822
0.918000,0.083796
0.919000,0.081067
0.920000,0.078917
0.921000,0.081023
0.922000,0.081626
0.923000,0.079120
0.924000,0.087732
0.925000,0.093674
0.926000,0.091083
0.927000,0.094189
0.928000,0.093993
0.929000,0.097736
0.930000,0.094437
0.931000,0.100355
0.932000,0.097573
0.933000,0.093652
0.934000,0.096606
0.935000,0.095167
0.936000,0.090022
0.937000,0.089932
0.938000,0.085887
0.939000,0.089609
0.940000,0.086445
0.941000,0.093973
0.942000,0.085209
0.943000,0.078739
0.944000,0.086499
0.945000,0.081737
0.946000,0.082533
0.947000,0.091884
0.948000,0.087252
0.949000,0.091714
0.950000,0.093772
0.951000,0.092591
0.952000,0.087086
0.953000,0.093871
0.954000,0.089401
0.955000,0.101492
0.956000,0.091402
0.957000,0.097885
0.958000,0.091391
0.959000,0.090141
0.960000,0.091971
0.961000,0.085907
0.962000,0.087601
0.963000,0.084654
0.964000,0.082733
0.965000,0.087524
0.966000,0.079256
0.967000,0.085055
0.968000,0.082225
0.969000,0.089366
0.970000,0.089402
0.971000,0.090199
0.972000,0.091914
0.973000,0.092714
0.974000,0.088008
0.975000,0.087934
0.976000,0.088610
0.977000,0.087608
0.978000,0.092059
0.979000,0.089961
0.980000,0.095125
0.981000,0.090127
0.982000,0.095574
0.983000,0.096378
0.984000,0.090667
0.985000,0.092909
0.986000,0.087285
0.987000,0.082711
0.988000,0.088127
0.989000,0.087965
0.990000,0.087761
0.991000,0.088019
0.992000,0.085529
0.993000,0.085831
0.994000,0.086771
0.995000,0.088518
0.996000,0.092578
0.997000,0.093423
0.998000,0.094415
0.999000,0.088984
1.000000,0.093305
1.001000,0.091613
1.002000,0.094228
1.003000,0.094581
1.004000,0.089074
1.005000,0.094455
1.006000,0.094301
1.007000,0.092943
1.008000,0.094610
1.009000,0.087998
1.010000,0.090341
1.011000,0.083694
1.012000,0.086636
1.013000,0.089283
1.014000,0.085728
1.015000,0.088470
1.016000,0.084590
1.017000,0.084908
1.018000,0.088205
1.019000,0.087311
1.020000,0.091403
1.021000,0.089611
1.022000,0.090652
1.023000,0.089731
1.024000,0.093434
1.025000,0.091289
1.026000,0.095975
1.027000,0.091901
1.028000,0.087480
1.029000,0.085394
1.030000,0.091061
1.031000,0.095243
1.032000,0.087006
1.033000,0.094121
1.034000,0.090397
1.035000,0.083547
1.036000,0.086730
1.037000,0.088362
1.038000,0.085729
1.039000,0.087056
1.040000,0.085462
1.041000,0.086874
1.042000,0.090610
1.043000,0.090482
1.044000,0.090507
1.045000,0.086095
1.046000,0.085212
1.047000,0.088038
1.048000,0.087510
1.049000,0.090108
1.050000,0.089431
1.051000,0.096167
1.052000,0.090015
1.053000,0.084069
1.054000,0.089197
1.055000,0.091857
1.056000,0.092237
1.057000,0.094707
1.058000,0.084201
1.059000,0.089039
1.060000,0.084862
1.061000,0.084699
1.062000,0.083999
1.063000,0.085706
1.064000,0.085240
1.065000,0.089735
1.066000,0.089860
1.067000,0.091205
1.068000,0.083905
1.069000,0.092339
1.070000,0.090056
1.071000,0.090363
1.072000,0.090729
1.073000,0.086168
1.074000,0.090354
1.075000,0.089167
1.076000,0.092773
1.077000,0.096196
1.078000,0.087861
1.079000,0.092214
1.080000,0.087773
1.081000,0.088247
1.082000,0.090465
1.083000,0.087623
1.084000,0.084442
1.085000,0.087318
1.086000,0.090790
1.087000,0.087451
1.088000,0.089278
1.089000,0.088620
1.090000,0.089153
1.091000,0.090586
1.092000,0.089336
1.093000,0.091640
1.094000,0.093350
1.095000,0.092941
1.096000,0.087447
1.097000,0.099184
1.098000,0.095402
1.099000,0.092314
1.100000,0.087018
1.101000,0.093364
1.102000,0.091431
1.103000,0.088040
1.104000,0.086778
1.105000,0.088487
1.106000,0.083901
1.107000,0.090546
1.108000,0.087314
1.109000,0.085208
1.110000,0.088347
1.111000,0.088164
1.112000,0.084939
1.113000,0.092283
1.114000,0.091818
1.115000,0.094104
1.116000,0.086337
1.117000,0.088429
1.118000,0.094039
1.119000,0.091677
1.120000,0.087783
1.121000,0.090007
1.122000,0.089319
1.123000,0.089000
1.124000,0.086755
1.125000,0.087757
1.126000,0.089731
1.127000,0.086680
1.128000,0.084455
1.129000,0.087506
1.130000,0.082662
1.131000,0.085022
1.132000,0.089513
1.133000,0.089155
1.134000,0.089718
1.135000,0.086858
1.136000,0.087789
1.137000,0.088046
1.138000,0.090663
1.139000,0.087917
1.140000,0.089817
1.141000,0.088050
1.142000,0.091624
1.143000,0.088939
1.144000,0.090862
1.145000,0.085446
1.146000,0.087680
1.147000,0.090545
1.148000,0.090842
1.149000,0.085879
1.150000,0.083564
1.151000,0.089454
1.152000,0.082873
1.153000,0.089371
1.154000,0.088635
1.155000,0.088263
1.156000,0.084897
1.157000,0.085318
1.158000,0.094598
1.159000,0.089288
1.160000,0.087405
1.161000,0.084744
1.162000,0.091265
1.163000,0.086704
1.164000,0.094033
1.165000,0.087985
1.166000,0.087624
1.167000,0.093129
1.168000,0.093208
1.169000,0.087565
1.170000,0.088108
1.171000,0.088466
1.172000,0.089224
1.173000,0.088040
1.174000,0.087801
1.175000,0.088430
1.176000,0.093411
1.177000,0.086587
1.178000,0.089915
1.179000,0.092082
1.180000,0.090458
1.181000,0.084769
1.182000,0.091282
1.183000,0.084836
1.184000,0.089828
1.185000,0.085437
1.186000,0.085643
1.187000,0.087039
1.188000,0.088910
1.189000,0.091276
1.190000,0.090633
1.191000,0.089472
1.192000,0.089555
1.193000,0.085460
1.194000,0.096392
1.195000,0.093322
1.196000,0.088815
1.197000,0.086041
1.198000,0.092792
1.199000,0.085750
1.200000,0.092447
1.201000,0.082425
1.202000,0.083857
1.203000,0.093267
1.204000,0.085446
1.205000,0.088424
1.206000,0.085387
1.207000,0.088944
1.208000,0.083460
1.209000,0.091068
1.210000,0.089110
1.211000,0.084969
1.212000,0.085172
1.213000,0.083678
1.214000,0.090788
1.215000,0.086507
1.216000,0.088801
1.217000,0.086763
1.218000,0.084134
1.219000,0.090270
1.220000,0.084882
1.221000,0.092340
1.222000,0.089704
1.223000,0.094029
1.224000,0.087709
1.225000,0.092752
1.226000,0.092054
1.227000,0.092912
1.228000,0.086397
1.229000,0.090605
1.230000,0.087604
1.231000,0.084477
1.232000,0.084034
1.233000,0.088965
1.234000,0.078831
1.235000,0.088332
1.236000,0.090335
1.237000,0.093514
1.238000,0.084444
1.239000,0.084734
1.240000,0.090900
1.241000,0.090305
1.242000,0.087686
1.243000,0.087969
1.244000,0.090373
1.245000,0.082789
1.246000,0.090371
1.247000,0.091215
1.248000,0.088968
1.249000,0.093713
1.250000,0.088475
1.251000,0.088059
1.252000,0.095065
1.253000,0.088974
1.254000,0.080222
1.255000,0.090411
1.256000,0.083801
1.257000,0.089028
1.258000,0.094859
1.259000,0.090556
1.260000,0.091549
1.261000,0.090886
1.262000,0.089321
1.263000,0.089997
1.264000,0.086195
1.265000,0.092776
1.266000,0.086566
1.267000,0.091352
1.268000,0.091650
1.269000,0.087848
1.270000,0.085976
1.271000,0.092653
1.272000,0.086425
1.273000,0.092434
1.274000,0.091309
1.275000,0.090874
1.276000,0.086742
1.277000,0.099291
1.278000,0.087512
1.279000,0.089852
1.280000,0.086852
1.281000,0.088557
1.282000,0.089277
1.283000,0.087044
1.284000,0.091272
1.285000,0.084378
1.286000,0.088286
1.287000,0.093477
1.288000,0.088156
1.289000,0.091454
1.290000,0.098271
1.291000,0.092515
1.292000,0.093242
1.293000,0.092049
1.294000,0.088684
1.295000,0.095657
1.296000,0.089093
1.297000,0.086653
1.298000,0.093596
1.299000,0.093385
1.300000,0.084828
1.301000,0.085851
1.302000,0.086987
1.303000,0.090978
1.304000,0.087693
1.305000,0.091519
1.306000,0.090894
1.307000,0.083939
1.308000,0.092998
1.309000,0.089249
1.310000,0.084507
1.311000,0.093972
1.312000,0.085309
1.313000,0.088517
1.314000,0.088252
1.315000,0.085642
1.316000,0.083660
1.317000,0.085932
1.318000,0.090575
1.319000,0.096094
1.320000,0.091000
1.321000,0.089750
1.322000,0.093025
1.323000,0.089414
1.324000,0.088614
1.325000,0.093454
1.326000,0.086443
1.327000,0.088110
1.328000,0.087986
1.329000,0.087065
1.330000,0.083337
1.331000,0.092551
1.332000,0.093153
1.333000,0.088751
1.334000,0.088250
1.335000,0.085755
1.336000,0.086114
1.337000,0.084862
1.338000,0.090515
1.339000,0.085398
1.340000,0.096369
1.341000,0.092699
1.342000,0.089530
1.343000,0.089993
1.344000,0.088514
1.345000,0.091890
1.346000,0.094142
1.347000,0.091780
1.348000,0.085986
1.349000,0.092339
1.350000,0.085170
1.351000,0.087950
1.352000,0.088957
1.353000,0.091898
1.354000,0.090795
1.355000,0.085093
1.356000,0.091941
1.357000,0.088610
1.358000,0.089360
1.359000,0.091389
1.360000,0.085823
1.361000,0.085806
1.362000,0.090164
1.363000,0.094325
1.364000,0.090808
1.365000,0.090529
1.366000,0.093079
1.367000,0.091330
1.368000,0.089465
1.369000,0.082649
1.370000,0.086818
1.371000,0.085713
1.372000,0.086815
1.373000,0.089053
1.374000,0.084861
1.375000,0.089433
1.376000,0.091300
1.377000,0.090996
1.378000,0.091103
1.379000,0.087146
1.380000,0.092061
1.381000,0.089150
1.382000,0.091882
1.383000,0.083698
1.384000,0.089414
1.385000,0.090701
1.386000,0.082942
1.387000,0.088246
1.388000,0.088783
1.389000,0.093412
1.390000,0.090341
1.391000,0.087427
1.392000,0.085216
