Times (s),Voltage (Volts)
0.000000,3.100474 
0.033333,3.096243 
0.066667,3.090059 
0.100000,3.096894 
0.133333,3.092337 
0.166667,3.094941 
0.200000,3.090059 
0.233333,3.092662 
0.266667,3.094615 
0.300000,3.078342 
0.333333,3.096894 
0.366667,3.092337 
0.400000,3.081596 
0.433333,3.087129 
0.466667,3.082573 
0.500000,3.097219 
0.533333,3.090710 
0.566667,3.093639 
0.600000,3.091686 
0.633333,3.092011 
0.666667,3.092011 
0.700000,3.093313 
0.733333,3.095917 
0.766667,3.091686 
0.800000,3.091035 
0.833333,3.096894 
0.866667,3.091035 
0.900000,3.093313 
0.933333,3.092011 
0.966667,3.091686 
1.000000,3.092337 
1.033333,3.081922 
1.066667,3.088106 
1.100000,3.091035 
1.133333,3.090384 
1.166667,3.094615 
1.200000,3.090710 
1.233333,3.088431 
1.266667,3.092337 
1.300000,3.093313 
1.333333,3.090710 
1.366667,3.092988 
1.400000,3.095917 
1.433333,3.093313 
1.466667,3.092011 
1.500000,3.084851 
1.533333,3.082247 
1.566667,3.089733 
1.600000,3.092662 
1.633333,3.090059 
1.666667,3.094941 
1.700000,3.094290 
1.733333,3.092988 
1.766666,3.094290 
1.800000,3.087455 
1.833333,3.081596 
1.866666,3.091360 
1.900000,3.095917 
1.933333,3.096894 
1.966666,3.088757 
2.000000,3.093964 
2.033333,3.093639 
2.066666,3.084851 
2.100000,3.092662 
2.133333,3.095917 
2.166666,3.087455 
2.200000,3.093639 
2.233333,3.099497 
2.266666,3.088431 
2.300000,3.089082 
2.333333,3.090710 
2.366666,3.090059 
2.400000,3.098195 
2.433333,3.093313 
2.466666,3.096243 
2.500000,3.090384 
2.533333,3.094290 
2.566666,3.097544 
2.600000,3.092988 
2.633333,3.092662 
2.666666,3.101776 
2.700000,3.091360 
2.733333,3.094290 
2.766666,3.090059 
2.800000,3.096568 
2.833333,3.094615 
2.866666,3.096243 
2.900000,3.090059 
2.933333,3.096568 
2.966666,3.093964 
3.000000,3.092011 
3.033333,3.087129 
3.066666,3.094615 
3.100000,3.090384 
3.133333,3.095917 
3.166666,3.088106 
3.200000,3.097219 
3.233333,3.098846 
3.266666,3.088431 
3.300000,3.092662 
3.333333,3.089408 
3.366666,3.092011 
3.400000,3.099497 
3.433333,3.095592 
3.466666,3.089408 
3.500000,3.088431 
3.533333,3.086804 
3.566666,3.093964 
3.600000,3.087129 
3.633333,3.101776 
3.666666,3.098521 
3.700000,3.086804 
3.733333,3.090710 
3.766666,3.094290 
3.800000,3.085827 
3.833333,3.087455 
3.866666,3.084526 
3.900000,3.090384 
3.933333,3.084526 
3.966666,3.084851 
4.000000,3.080620 
4.033333,3.092011 
4.066666,3.096243 
4.100000,3.092662 
4.133333,3.095266 
4.166666,3.088757 
4.200000,3.090059 
4.233333,3.096243 
4.266666,3.088106 
4.300000,3.095917 
4.333333,3.088106 
4.366666,3.096568 
4.400000,3.084851 
4.433333,3.096894 
4.466666,3.093639 
4.500000,3.087129 
4.533333,3.090384 
4.566666,3.079318 
4.600000,3.093964 
4.633333,3.092662 
4.666666,3.092337 
4.700000,3.087780 
4.733333,3.089082 
4.766666,3.087780 
4.800000,3.081922 
4.833333,3.097219 
4.866666,3.085176 
