Times (s),Voltage (Volts)
0.000000,3.409999 
0.033333,3.419764 
0.066667,3.407721 
0.100000,3.427900 
0.133333,3.410650 
0.166667,3.419438 
0.200000,3.423018 
0.233333,3.422042 
0.266667,3.407721 
0.300000,3.410650 
0.333333,3.420415 
0.366667,3.420415 
0.400000,3.423344 
0.433333,3.419438 
0.466667,3.420740 
0.500000,3.419113 
0.533333,3.413580 
0.566667,3.410650 
0.600000,3.420740 
0.633333,3.421066 
0.666667,3.417485 
0.700000,3.421391 
0.733333,3.410976 
0.766667,3.415532 
0.800000,3.413580 
0.833333,3.423344 
0.866667,3.418787 
0.900000,3.409999 
0.933333,3.407721 
0.966667,3.425297 
1.000000,3.422367 
1.033333,3.422367 
1.066667,3.421066 
1.100000,3.424646 
1.133333,3.418787 
1.166667,3.424646 
1.200000,3.417160 
1.233333,3.422042 
1.266667,3.422693 
1.300000,3.427900 
1.333333,3.420415 
1.366667,3.420415 
1.400000,3.412929 
1.433333,3.418136 
1.466667,3.423669 
1.500000,3.420415 
1.533333,3.408697 
1.566667,3.419113 
1.600000,3.422367 
1.633333,3.417811 
1.666667,3.410650 
1.700000,3.423018 
1.733333,3.424971 
1.766666,3.414231 
1.800000,3.423344 
1.833333,3.421716 
1.866666,3.409348 
1.900000,3.418462 
1.933333,3.415858 
1.966666,3.415207 
2.000000,3.409999 
2.033333,3.422042 
2.066666,3.419764 
2.100000,3.405768 
2.133333,3.413580 
2.166666,3.418136 
2.200000,3.409674 
2.233333,3.417160 
2.266666,3.414556 
2.300000,3.411627 
2.333333,3.421066 
2.366666,3.421716 
2.400000,3.424971 
2.433333,3.420089 
2.466666,3.416509 
2.500000,3.414556 
2.533333,3.423344 
2.566666,3.417160 
2.600000,3.412603 
2.633333,3.420089 
2.666666,3.420415 
2.700000,3.411952 
2.733333,3.412929 
2.766666,3.413905 
2.800000,3.418462 
2.833333,3.415532 
2.866666,3.417160 
2.900000,3.413580 
2.933333,3.409023 
2.966666,3.416509 
3.000000,3.406419 
3.033333,3.416183 
3.066666,3.419438 
3.100000,3.419113 
3.133333,3.419438 
3.166666,3.424646 
3.200000,3.412278 
3.233333,3.422042 
3.266666,3.419113 
3.300000,3.422693 
3.333333,3.417811 
3.366666,3.421391 
3.400000,3.422367 
3.433333,3.422367 
3.466666,3.424646 
3.500000,3.410325 
3.533333,3.421066 
3.566666,3.423018 
3.600000,3.423995 
3.633333,3.425622 
3.666666,3.426599 
3.700000,3.416509 
3.733333,3.420415 
3.766666,3.424646 
3.800000,3.417160 
3.833333,3.416509 
3.866666,3.422367 
3.900000,3.420089 
3.933333,3.419113 
3.966666,3.416509 
4.000000,3.417485 
4.033333,3.421716 
4.066666,3.416183 
