Times (s),Voltage (Volts)
0.000000,2.816335 
0.033333,2.814057 
0.066667,2.816010 
0.100000,2.815359 
0.133333,2.813080 
0.166667,2.815359 
0.200000,2.815684 
0.233333,2.816010 
0.266667,2.811127 
0.300000,2.816335 
0.333333,2.813080 
0.366667,2.817962 
0.400000,2.815359 
0.433333,2.816661 
0.466667,2.814057 
0.500000,2.816661 
0.533333,2.816661 
0.566667,2.813406 
0.600000,2.816986 
0.633333,2.816335 
0.666667,2.810802 
0.700000,2.813080 
0.733333,2.815684 
0.766667,2.820241 
0.800000,2.818613 
0.833333,2.817962 
0.866667,2.816335 
0.900000,2.817311 
0.933333,2.818288 
0.966667,2.818288 
1.000000,2.812104 
1.033333,2.814382 
1.066667,2.814708 
1.100000,2.818939 
1.133333,2.816986 
1.166667,2.816335 
1.200000,2.823821 
1.233333,2.817637 
1.266667,2.814382 
1.300000,2.821543 
1.333333,2.816335 
1.366667,2.816986 
1.400000,2.818288 
1.433333,2.812429 
1.466667,2.812429 
1.500000,2.812104 
1.533333,2.816986 
1.566667,2.814382 
1.600000,2.816010 
1.633333,2.817637 
1.666667,2.817637 
1.700000,2.813406 
1.733333,2.816335 
1.766666,2.816986 
1.800000,2.817962 
1.833333,2.813731 
1.866666,2.822194 
1.900000,2.815033 
1.933333,2.819590 
1.966666,2.809826 
2.000000,2.815033 
2.033333,2.819590 
2.066666,2.820241 
2.100000,2.819915 
2.133333,2.817637 
2.166666,2.812104 
2.200000,2.816661 
2.233333,2.814708 
2.266666,2.816986 
2.300000,2.817311 
2.333333,2.816986 
2.366666,2.811778 
2.400000,2.814382 
2.433333,2.819915 
2.466666,2.811453 
2.500000,2.811127 
2.533333,2.814057 
2.566666,2.819264 
2.600000,2.816661 
2.633333,2.816335 
2.666666,2.819590 
2.700000,2.820892 
2.733333,2.818288 
2.766666,2.814057 
2.800000,2.813406 
2.833333,2.816335 
2.866666,2.814057 
2.900000,2.814057 
2.933333,2.811453 
2.966666,2.816661 
3.000000,2.816335 
3.033333,2.817311 
3.066666,2.815359 
3.100000,2.814382 
3.133333,2.817311 
3.166666,2.820892 
3.200000,2.813731 
3.233333,2.811778 
3.266666,2.816335 
3.300000,2.816010 
3.333333,2.819264 
3.366666,2.814057 
3.400000,2.815359 
3.433333,2.815033 
3.466666,2.815033 
3.500000,2.816335 
3.533333,2.816986 
3.566666,2.823170 
3.600000,2.816010 
3.633333,2.817962 
3.666666,2.812755 
3.700000,2.819264 
3.733333,2.815684 
3.766666,2.816661 
3.800000,2.814057 
3.833333,2.817637 
3.866666,2.820241 
3.900000,2.818288 
3.933333,2.819264 
3.966666,2.820566 
4.000000,2.813731 
4.033333,2.814057 
4.066666,2.820241 
4.100000,2.820241 
4.133333,2.821543 
4.166666,2.819915 
4.200000,2.813080 
4.233333,2.817311 
4.266666,2.815684 
4.300000,2.813731 
4.333333,2.815359 
4.366666,2.820566 
4.400000,2.818288 
4.433333,2.813080 
4.466666,2.816335 
4.500000,2.821543 
4.533333,2.813731 
4.566666,2.818939 
4.600000,2.815684 
4.633333,2.815359 
4.666666,2.816986 
4.700000,2.816986 
4.733333,2.819915 
4.766666,2.819915 
4.800000,2.819590 
4.833333,2.823495 
4.866666,2.816335 
4.900000,2.817311 
4.933333,2.819590 
4.966666,2.816986 
5.000000,2.816335 
5.033333,2.815684 
5.066666,2.814057 
5.099999,2.819915 
5.133333,2.816986 
5.166666,2.818939 
5.199999,2.817637 
5.233333,2.816986 
5.266666,2.813731 
5.299999,2.814382 
5.333333,2.816335 
5.366666,2.816986 
5.399999,2.816010 
5.433333,2.815033 
5.466666,2.809826 
5.499999,2.813080 
5.533333,2.815684 
5.566666,2.814057 
5.599999,2.817637 
5.633333,2.818288 
5.666666,2.814382 
5.699999,2.815684 
5.733333,2.815684 
5.766666,2.818288 
5.799999,2.820566 
5.833333,2.819264 
5.866666,2.813080 
5.899999,2.815033 
5.933333,2.818288 
5.966666,2.814382 
5.999999,2.818613 
6.033333,2.816335 
6.066666,2.819590 
6.099999,2.815684 
6.133333,2.813731 
6.166666,2.814382 
6.199999,2.817311 
6.233333,2.817637 
6.266666,2.817962 
6.299999,2.816986 
6.333333,2.814057 
6.366666,2.819264 
6.399999,2.819915 
6.433333,2.816661 
6.466666,2.815359 
6.499999,2.819590 
6.533333,2.821868 
6.566666,2.816335 
6.599999,2.817962 
6.633333,2.816986 
6.666666,2.816661 
6.699999,2.804618 
6.733333,2.816335 
6.766666,2.814057 
6.799999,2.819915 
6.833333,2.814382 
6.866666,2.816335 
6.899999,2.817637 
6.933333,2.816335 
6.966666,2.816986 
6.999999,2.816010 
7.033333,2.811127 
7.066666,2.814057 
7.099999,2.818288 
7.133333,2.817637 
7.166666,2.813080 
7.199999,2.815684 
7.233333,2.817637 
7.266666,2.819915 
7.299999,2.815033 
7.333333,2.817637 
7.366666,2.819915 
7.399999,2.820566 
7.433333,2.814382 
7.466666,2.814708 
7.499999,2.811453 
7.533333,2.815033 
7.566666,2.814708 
7.599999,2.816010 
7.633333,2.817637 
7.666666,2.818613 
7.699999,2.815684 
7.733333,2.814382 
7.766666,2.806571 
7.799999,2.817637 
7.833333,2.816010 
7.866666,2.810802 
7.899999,2.817962 
7.933333,2.816986 
7.966666,2.810802 
7.999999,2.815684 
8.033333,2.813731 
8.066666,2.819915 
8.099999,2.820241 
8.133333,2.816986 
8.166666,2.820566 
8.199999,2.816335 
8.233333,2.814057 
8.266666,2.811127 
8.299999,2.816335 
8.333333,2.816986 
8.366666,2.817637 
8.399999,2.813406 
8.433332,2.819590 
8.466666,2.818288 
8.499999,2.818288 
8.533332,2.818939 
8.566666,2.813080 
8.599999,2.818939 
8.633332,2.816661 
8.666666,2.813080 
8.699999,2.818613 
8.733332,2.816661 
8.766666,2.815684 
8.799999,2.818613 
8.833332,2.807222 
8.866666,2.815684 
8.899999,2.811127 
8.933332,2.805920 
8.966666,2.818613 
8.999999,2.819915 
9.033332,2.810802 
9.066666,2.814382 
9.099999,2.811778 
9.133332,2.811778 
9.166666,2.816661 
9.199999,2.813406 
9.233332,2.816335 
9.266666,2.817962 
9.299999,2.816010 
9.333332,2.818939 
9.366666,2.816010 
9.399999,2.816661 
9.433332,2.816986 
9.466666,2.814057 
9.499999,2.820566 
9.533332,2.818613 
9.566666,2.806245 
9.599999,2.816010 
9.633332,2.815033 
9.666666,2.814382 
9.699999,2.815359 
9.733332,2.812755 
9.766666,2.816335 
9.799999,2.812429 
9.833332,2.813080 
9.866666,2.815684 
9.899999,2.819264 
9.933332,2.814057 
9.966666,2.816010 
9.999999,2.821868 
10.033332,2.814057 
10.066666,2.813080 
10.099999,2.816661 
10.133332,2.816335 
10.166666,2.819590 
10.199999,2.815033 
10.233332,2.814708 
10.266666,2.816986 
10.299999,2.818613 
10.333332,2.817311 
10.366666,2.813406 
10.399999,2.816335 
10.433332,2.814708 
10.466666,2.821217 
10.499999,2.816661 
10.533332,2.814057 
10.566666,2.815684 
10.599999,2.815684 
10.633332,2.817637 
10.666666,2.816335 
10.699999,2.818288 
10.733332,2.818939 
10.766666,2.815684 
10.799999,2.813731 
10.833332,2.816335 
10.866666,2.820241 
10.899999,2.817311 
10.933332,2.813080 
10.966666,2.816335 
10.999999,2.820566 
11.033332,2.815684 
11.066666,2.816986 
11.099999,2.815359 
11.133332,2.816986 
11.166666,2.814708 
11.199999,2.814382 
11.233332,2.816986 
11.266666,2.818288 
11.299999,2.804943 
11.333332,2.809826 
11.366666,2.816661 
11.399999,2.816986 
11.433332,2.816661 
11.466666,2.817637 
11.499999,2.814708 
11.533332,2.807547 
11.566666,2.812104 
11.599999,2.814057 
11.633332,2.810477 
11.666666,2.813406 
11.699999,2.817311 
11.733332,2.812429 
11.766665,2.816986 
11.799999,2.814057 
11.833332,2.814382 
