Times (s),Voltage (Volts)
11.866665,2.809826 
11.899999,2.807547 
11.933332,2.812429 
11.966665,2.811127 
11.999999,2.813731 
12.033332,2.813731 
12.066665,2.817637 
12.099999,2.813731 
12.133332,2.818939 
12.166665,2.813406 
12.199999,2.818613 
12.233332,2.819915 
12.266665,2.823821 
12.299999,2.818288 
12.333332,2.818613 
12.366665,2.819590 
12.399999,2.812755 
12.433332,2.816335 
12.466665,2.817962 
12.499999,2.816986 
12.533332,2.812104 
12.566665,2.816986 
12.599999,2.817311 
12.633332,2.818939 
12.666665,2.816335 
12.699999,2.818613 
12.733332,2.816986 
12.766665,2.815359 
12.799999,2.816661 
12.833332,2.819264 
12.866665,2.808849 
12.899999,2.817637 
12.933332,2.817962 
12.966665,2.813080 
12.999999,2.818939 
13.033332,2.819590 
13.066665,2.814057 
13.099999,2.816335 
13.133332,2.814057 
13.166665,2.816661 
13.199999,2.816661 
13.233332,2.818288 
13.266665,2.817311 
13.299999,2.815359 
13.333332,2.817637 
13.366665,2.820241 
13.399999,2.811778 
13.433332,2.813080 
13.466665,2.818939 
13.499999,2.819915 
13.533332,2.810151 
13.566665,2.810802 
13.599999,2.821217 
13.633332,2.812755 
13.666665,2.813080 
13.699999,2.816661 
13.733332,2.816661 
13.766665,2.820241 
13.799999,2.814057 
13.833332,2.817637 
13.866665,2.816335 
13.899999,2.816986 
13.933332,2.814708 
13.966665,2.810151 
13.999999,2.816986 
14.033332,2.821543 
14.066665,2.813731 
14.099999,2.818613 
14.133332,2.812755 
14.166665,2.814382 
14.199999,2.818613 
14.233332,2.816986 
14.266665,2.813080 
14.299999,2.813731 
14.333332,2.815033 
14.366665,2.818939 
14.399999,2.816661 
14.433332,2.815033 
14.466665,2.816010 
14.499999,2.813731 
14.533332,2.818613 
14.566665,2.817962 
14.599999,2.814057 
14.633332,2.815684 
14.666665,2.814382 
14.699999,2.816661 
14.733332,2.814057 
14.766665,2.813731 
14.799999,2.812104 
14.833332,2.817311 
14.866665,2.818613 
14.899999,2.810477 
14.933332,2.813406 
14.966665,2.814708 
14.999999,2.813731 
15.033332,2.818613 
15.066665,2.821543 
15.099998,2.812755 
15.133332,2.815684 
15.166665,2.818288 
15.199998,2.816661 
15.233332,2.820241 
15.266665,2.813080 
15.299998,2.812429 
15.333332,2.813406 
15.366665,2.816986 
15.399998,2.815359 
15.433332,2.818613 
15.466665,2.810151 
15.499998,2.817962 
15.533332,2.819590 
15.566665,2.818939 
15.599998,2.816335 
15.633332,2.814708 
15.666665,2.818288 
15.699998,2.820241 
15.733332,2.816335 
15.766665,2.817637 
15.799998,2.816986 
15.833332,2.814382 
15.866665,2.816986 
15.899998,2.816010 
15.933332,2.816335 
15.966665,2.815033 
15.999998,2.816335 
16.033332,2.815684 
16.066665,2.816986 
16.099998,2.816335 
16.133332,2.816010 
16.166665,2.816986 
16.199998,2.810802 
16.233332,2.816010 
16.266665,2.817637 
16.299998,2.811778 
16.333332,2.818939 
16.366665,2.814057 
16.399998,2.817637 
16.433332,2.815359 
16.466665,2.814708 
16.499998,2.815359 
16.533332,2.816010 
16.566665,2.815359 
16.599998,2.814057 
16.633332,2.816335 
16.666665,2.820566 
16.699998,2.817962 
16.733332,2.815359 
16.766665,2.812104 
16.799998,2.818613 
16.833332,2.816986 
16.866665,2.816986 
16.899998,2.816661 
16.933332,2.817311 
16.966665,2.816986 
16.999998,2.816661 
17.033332,2.819915 
17.066665,2.817962 
17.099998,2.815033 
17.133332,2.816335 
17.166665,2.816661 
17.199998,2.817962 
17.233332,2.813080 
17.266665,2.816010 
17.299998,2.816986 
17.333332,2.812755 
17.366665,2.818288 
17.399998,2.819264 
17.433332,2.819590 
17.466665,2.814382 
17.499998,2.818939 
17.533332,2.812429 
17.566665,2.816986 
17.599998,2.811127 
17.633332,2.816661 
17.666665,2.814057 
17.699998,2.811453 
17.733332,2.820566 
17.766665,2.814057 
17.799998,2.818939 
17.833332,2.816335 
17.866665,2.817962 
17.899998,2.815033 
17.933332,2.817637 
17.966665,2.818939 
17.999998,2.822519 
18.033332,2.819590 
18.066665,2.818939 
18.099998,2.816010 
18.133332,2.816661 
18.166665,2.815359 
18.199998,2.821543 
18.233332,2.816661 
18.266665,2.813406 
18.299998,2.809500 
18.333331,2.816986 
18.366665,2.816010 
18.399998,2.818939 
18.433331,2.817637 
18.466665,2.808849 
18.499998,2.816335 
18.533331,2.816661 
18.566665,2.813406 
18.599998,2.813080 
18.633331,2.817962 
18.666665,2.815359 
18.699998,2.818288 
18.733331,2.818288 
18.766665,2.819264 
18.799998,2.817637 
18.833331,2.817311 
18.866665,2.811778 
18.899998,2.819264 
18.933331,2.814382 
18.966665,2.816661 
18.999998,2.818288 
19.033331,2.817311 
19.066665,2.812755 
19.099998,2.816010 
19.133331,2.819264 
19.166665,2.818939 
19.199998,2.816986 
19.233331,2.815359 
19.266665,2.818939 
19.299998,2.817637 
19.333331,2.819915 
19.366665,2.816335 
19.399998,2.815359 
19.433331,2.819590 
19.466665,2.820566 
19.499998,2.815033 
19.533331,2.814382 
19.566665,2.816986 
19.599998,2.814708 
19.633331,2.809175 
19.666665,2.814382 
19.699998,2.816986 
19.733331,2.817311 
19.766665,2.816986 
19.799998,2.814708 
19.833331,2.814708 
19.866665,2.811778 
19.899998,2.813080 
19.933331,2.817962 
19.966665,2.812755 
