Times (s),Voltage (Volts)
0.000000,3.539538 
0.033333,3.546047 
0.066667,3.540189 
0.100000,3.539213 
0.133333,3.540514 
0.166667,3.547024 
0.200000,3.538562 
0.233333,3.539213 
0.266667,3.542467 
0.300000,3.536609 
0.333333,3.532052 
0.366667,3.538562 
0.400000,3.539213 
0.433333,3.546373 
0.466667,3.543444 
0.500000,3.541165 
0.533333,3.541165 
0.566667,3.544095 
0.600000,3.534981 
0.633333,3.547675 
0.666667,3.535307 
0.700000,3.539538 
0.733333,3.539863 
0.766667,3.549628 
0.800000,3.543444 
0.833333,3.544095 
0.866667,3.546373 
0.900000,3.546373 
0.933333,3.539538 
0.966667,3.540514 
1.000000,3.548000 
1.033333,3.546373 
1.066667,3.543769 
1.100000,3.545722 
1.133333,3.541816 
1.166667,3.554184 
1.200000,3.531076 
1.233333,3.546047 
1.266667,3.548000 
1.300000,3.540189 
1.333333,3.541816 
1.366667,3.541165 
1.400000,3.546047 
1.433333,3.552557 
1.466667,3.549953 
1.500000,3.530750 
1.533333,3.539213 
1.566667,3.547349 
1.600000,3.540189 
1.633333,3.542467 
1.666667,3.543769 
1.700000,3.548326 
1.733333,3.538236 
1.766666,3.535632 
1.800000,3.545722 
1.833333,3.543769 
1.866666,3.540514 
1.900000,3.534330 
1.933333,3.538562 
1.966666,3.545397 
2.000000,3.546698 
2.033333,3.552557 
2.066666,3.536283 
2.100000,3.546373 
2.133333,3.546373 
2.166666,3.546047 
2.200000,3.542142 
2.233333,3.548326 
2.266666,3.539213 
2.300000,3.547349 
2.333333,3.537585 
2.366666,3.548651 
2.400000,3.541816 
2.433333,3.557765 
2.466666,3.545071 
2.500000,3.543444 
2.533333,3.547024 
2.566666,3.544746 
2.600000,3.545397 
2.633333,3.543444 
2.666666,3.543444 
2.700000,3.544420 
2.733333,3.550604 
2.766666,3.543444 
2.800000,3.544746 
2.833333,3.547024 
2.866666,3.547024 
2.900000,3.540514 
2.933333,3.548977 
2.966666,3.540189 
3.000000,3.553208 
3.033333,3.543444 
3.066666,3.554835 
3.100000,3.543118 
3.133333,3.555812 
3.166666,3.553208 
3.200000,3.543444 
3.233333,3.541491 
3.266666,3.550930 
3.300000,3.545397 
3.333333,3.543444 
3.366666,3.536934 
3.400000,3.542793 
3.433333,3.558741 
3.466666,3.535632 
3.500000,3.553208 
3.533333,3.541165 
3.566666,3.541491 
3.600000,3.539538 
3.633333,3.540840 
3.666666,3.537911 
3.700000,3.551255 
3.733333,3.548000 
3.766666,3.560368 
3.800000,3.545722 
3.833333,3.548000 
3.866666,3.550930 
3.900000,3.542793 
3.933333,3.545071 
3.966666,3.548000 
4.000000,3.547349 
4.033333,3.535958 
4.066666,3.540840 
4.100000,3.547675 
4.133333,3.535632 
4.166666,3.540840 
4.200000,3.547024 
4.233333,3.537911 
4.266666,3.539538 
4.300000,3.547349 
4.333333,3.533679 
4.366666,3.540514 
4.400000,3.546047 
4.433333,3.539213 
4.466666,3.551581 
4.500000,3.551581 
4.533333,3.542142 
4.566666,3.536609 
4.600000,3.543769 
4.633333,3.544746 
4.666666,3.542793 
4.700000,3.546698 
4.733333,3.546373 
4.766666,3.542142 
4.800000,3.554835 
4.833333,3.537911 
4.866666,3.545071 
4.900000,3.556788 
4.933333,3.546373 
4.966666,3.546373 
5.000000,3.543444 
5.033333,3.550930 
5.066666,3.541491 
5.099999,3.542793 
5.133333,3.544746 
5.166666,3.550604 
5.199999,3.548977 
5.233333,3.539863 
5.266666,3.541491 
5.299999,3.546047 
5.333333,3.541816 
5.366666,3.547024 
5.399999,3.543118 
5.433333,3.550279 
5.466666,3.545397 
5.499999,3.548000 
5.533333,3.545397 
5.566666,3.544746 
5.599999,3.550279 
5.633333,3.545071 
5.666666,3.550604 
5.699999,3.548326 
5.733333,3.540189 
5.766666,3.540514 
5.799999,3.547024 
5.833333,3.555486 
5.866666,3.542793 
5.899999,3.548326 
5.933333,3.539213 
5.966666,3.545397 
5.999999,3.543444 
6.033333,3.534981 
6.066666,3.541165 
6.099999,3.550930 
6.133333,3.543118 
6.166666,3.542467 
6.199999,3.540189 
6.233333,3.545071 
6.266666,3.547675 
6.299999,3.539863 
6.333333,3.538562 
6.366666,3.542793 
6.399999,3.541816 
6.433333,3.555486 
6.466666,3.546373 
6.499999,3.547024 
6.533333,3.543444 
6.566666,3.548000 
6.599999,3.550604 
6.633333,3.543444 
6.666666,3.535958 
6.699999,3.548651 
6.733333,3.544095 
6.766666,3.543444 
6.799999,3.549302 
6.833333,3.535958 
6.866666,3.542142 
6.899999,3.542467 
6.933333,3.539213 
6.966666,3.547349 
6.999999,3.548977 
7.033333,3.546698 
7.066666,3.546698 
7.099999,3.541165 
7.133333,3.546047 
