Times (s),Voltage (Volts)
0.000000,2.921138 
0.033333,2.922765 
0.066667,2.921789 
0.100000,2.918859 
0.133333,2.924067 
0.166667,2.922440 
0.200000,2.923416 
0.233333,2.924067 
0.266667,2.923741 
0.300000,2.923090 
0.333333,2.921789 
0.366667,2.914954 
0.400000,2.916906 
0.433333,2.919836 
0.466667,2.921138 
0.500000,2.917232 
0.533333,2.918208 
0.566667,2.923090 
0.600000,2.917883 
0.633333,2.918208 
0.666667,2.921138 
0.700000,2.919185 
0.733333,2.922440 
0.766667,2.920487 
0.800000,2.924718 
0.833333,2.919836 
0.866667,2.923741 
0.900000,2.914954 
0.933333,2.920812 
0.966667,2.924392 
1.000000,2.920812 
1.033333,2.913652 
1.066667,2.922114 
1.100000,2.921463 
1.133333,2.918859 
1.166667,2.916581 
1.200000,2.919836 
1.233333,2.914303 
1.266667,2.919836 
1.300000,2.913326 
1.333333,2.919836 
1.366667,2.921463 
1.400000,2.919510 
1.433333,2.915279 
1.466667,2.920487 
1.500000,2.913652 
1.533333,2.920812 
1.566667,2.919510 
1.600000,2.921463 
1.633333,2.917232 
1.666667,2.915605 
1.700000,2.917883 
1.733333,2.924067 
1.766666,2.921789 
1.800000,2.919510 
1.833333,2.922114 
1.866666,2.920812 
1.900000,2.922440 
1.933333,2.918859 
1.966666,2.926345 
2.000000,2.922114 
2.033333,2.922114 
2.066666,2.919510 
2.100000,2.918534 
2.133333,2.919510 
2.166666,2.922440 
2.200000,2.918208 
2.233333,2.915930 
2.266666,2.919836 
2.300000,2.924718 
2.333333,2.922765 
2.366666,2.921789 
2.400000,2.921138 
2.433333,2.920161 
2.466666,2.916906 
2.500000,2.922440 
2.533333,2.921463 
2.566666,2.917232 
2.600000,2.924067 
2.633333,2.922114 
2.666666,2.919510 
2.700000,2.918534 
2.733333,2.921138 
2.766666,2.924392 
2.800000,2.922114 
2.833333,2.920161 
2.866666,2.920487 
2.900000,2.915279 
2.933333,2.922114 
2.966666,2.918859 
3.000000,2.924718 
3.033333,2.924067 
3.066666,2.919836 
3.100000,2.919836 
3.133333,2.922114 
3.166666,2.920161 
3.200000,2.920812 
3.233333,2.918859 
3.266666,2.922765 
3.300000,2.921789 
3.333333,2.923416 
3.366666,2.921463 
3.400000,2.920487 
3.433333,2.922765 
3.466666,2.918859 
3.500000,2.919510 
3.533333,2.920161 
3.566666,2.913977 
3.600000,2.918208 
3.633333,2.917883 
3.666666,2.920487 
3.700000,2.922440 
3.733333,2.921138 
3.766666,2.918859 
3.800000,2.919836 
3.833333,2.918859 
3.866666,2.919185 
3.900000,2.921789 
3.933333,2.919836 
3.966666,2.923090 
4.000000,2.922440 
4.033333,2.924067 
4.066666,2.922440 
4.100000,2.917232 
4.133333,2.915930 
4.166666,2.921138 
4.200000,2.920812 
4.233333,2.918859 
4.266666,2.920812 
4.300000,2.919836 
4.333333,2.920161 
4.366666,2.921463 
4.400000,2.925369 
4.433333,2.918859 
4.466666,2.919836 
4.500000,2.914628 
4.533333,2.918208 
4.566666,2.920161 
4.600000,2.921789 
4.633333,2.922440 
4.666666,2.916581 
4.700000,2.918534 
4.733333,2.918534 
4.766666,2.920161 
4.800000,2.920161 
4.833333,2.919836 
4.866666,2.926671 
4.900000,2.918859 
4.933333,2.922114 
4.966666,2.929600 
5.000000,2.919185 
5.033333,2.922114 
5.066666,2.920487 
5.099999,2.919836 
5.133333,2.915930 
5.166666,2.926020 
5.199999,2.916256 
5.233333,2.918208 
5.266666,2.920487 
5.299999,2.914628 
5.333333,2.915930 
5.366666,2.918208 
5.399999,2.919510 
5.433333,2.919510 
5.466666,2.921789 
5.499999,2.922114 
5.533333,2.920812 
5.566666,2.918208 
5.599999,2.919185 
5.633333,2.924067 
5.666666,2.919836 
5.699999,2.920812 
5.733333,2.919185 
5.766666,2.921463 
5.799999,2.923090 
5.833333,2.917883 
5.866666,2.917557 
5.899999,2.916906 
5.933333,2.924392 
5.966666,2.919185 
5.999999,2.921138 
6.033333,2.914954 
6.066666,2.920161 
6.099999,2.919185 
6.133333,2.919510 
6.166666,2.919185 
6.199999,2.919510 
6.233333,2.917883 
6.266666,2.921789 
6.299999,2.921138 
6.333333,2.918859 
6.366666,2.923416 
6.399999,2.916581 
6.433333,2.925369 
6.466666,2.916256 
6.499999,2.918208 
6.533333,2.919185 
6.566666,2.919510 
6.599999,2.921789 
6.633333,2.920161 
6.666666,2.920812 
6.699999,2.922440 
6.733333,2.922114 
6.766666,2.921789 
6.799999,2.916581 
6.833333,2.922114 
6.866666,2.920487 
6.899999,2.923090 
6.933333,2.920161 
6.966666,2.924067 
6.999999,2.920487 
7.033333,2.916256 
7.066666,2.925694 
7.099999,2.922114 
7.133333,2.922440 
7.166666,2.920487 
7.199999,2.922440 
7.233333,2.920812 
7.266666,2.915930 
7.299999,2.924718 
7.333333,2.920812 
7.366666,2.923090 
7.399999,2.920161 
7.433333,2.922440 
7.466666,2.922114 
7.499999,2.919836 
7.533333,2.919510 
7.566666,2.922765 
7.599999,2.915279 
7.633333,2.920487 
7.666666,2.921138 
7.699999,2.921789 
7.733333,2.926345 
7.766666,2.924392 
7.799999,2.921463 
7.833333,2.923741 
7.866666,2.922114 
7.899999,2.920812 
7.933333,2.917883 
7.966666,2.916906 
7.999999,2.925694 
8.033333,2.922114 
8.066666,2.924392 
8.099999,2.919185 
8.133333,2.918208 
8.166666,2.918208 
8.199999,2.918859 
8.233333,2.923741 
8.266666,2.920161 
8.299999,2.921789 
8.333333,2.920487 
8.366666,2.918534 
8.399999,2.922765 
8.433332,2.922440 
8.466666,2.919510 
8.499999,2.919185 
8.533332,2.919185 
8.566666,2.923416 
8.599999,2.922765 
8.633332,2.919185 
8.666666,2.926996 
8.699999,2.920487 
8.733332,2.919836 
8.766666,2.922114 
8.799999,2.921138 
8.833332,2.917232 
8.866666,2.922114 
8.899999,2.922440 
8.933332,2.921789 
8.966666,2.917232 
8.999999,2.919510 
