# throttle_pct,loadcell_V,current_V
10.000000,0.096987,2.522700
15.000000,0.103301,2.529588
20.000000,0.112769,2.538219
25.000000,0.126188,2.556916
30.000000,0.138837,2.580377
35.000000,0.155424,2.615131
40.000000,0.172847,2.656168
45.000000,0.192686,2.709193
50.000000,0.212584,2.771526
55.000000,0.234339,2.842205
60.000000,0.256854,2.928514
65.000000,0.279692,3.024735
70.000000,0.304383,3.133129
