Time(s) 	 Volt (v) 
0.00000 	 2.39424 
0.05000 	 2.39424 
0.10000 	 2.39553 
0.15000 	 2.39424 
0.20000 	 2.39424 
0.25000 	 2.39424 
0.30000 	 2.39553 
0.35000 	 2.39553 
0.40000 	 2.39424 
0.45000 	 2.39553 
0.50000 	 2.39424 
0.55000 	 2.39424 
0.60000 	 2.39424 
0.65000 	 2.39424 
0.70000 	 2.39424 
0.75000 	 2.39424 
0.80000 	 2.39424 
0.85000 	 2.39553 
0.90000 	 2.39424 
0.95000 	 2.39424 
1.00000 	 2.39424 
1.05000 	 2.39424 
1.10000 	 2.39424 
1.15000 	 2.39424 
1.20000 	 2.39424 
1.25000 	 2.39424 
1.30000 	 2.39424 
1.35000 	 2.39424 
1.40000 	 2.39424 
1.45000 	 2.39424 
1.50000 	 2.39424 
1.55000 	 2.39424 
1.60000 	 2.39424 
1.65000 	 2.39424 
1.70000 	 2.39553 
1.75000 	 2.39424 
1.80000 	 2.39424 
1.85000 	 2.39424 
1.90000 	 2.39424 
1.95000 	 2.39424 
2.00000 	 2.39424 
2.05000 	 2.39424 
2.10000 	 2.39424 
2.15000 	 2.39424 
2.20000 	 2.39424 
2.25000 	 2.39424 
2.30000 	 2.39424 
2.35000 	 2.39424 
2.40000 	 2.39424 
2.45000 	 2.39424 
2.50000 	 2.39424 
2.55000 	 2.39424 
2.60000 	 2.39424 
2.65000 	 2.39424 
2.70000 	 2.39424 
2.75000 	 2.39424 
2.80000 	 2.39424 
2.85000 	 2.39553 
2.90000 	 2.39424 
2.95000 	 2.39424 
3.00000 	 2.39424 
3.05000 	 2.39424 
3.10000 	 2.39424 
3.15000 	 2.39424 
3.20000 	 2.39424 
3.25000 	 2.39424 
3.30000 	 2.39553 
3.35000 	 2.39424 
3.40000 	 2.39424 
3.45000 	 2.39424 
3.50000 	 2.39424 
3.55000 	 2.39424 
3.60000 	 2.39424 
3.65000 	 2.39424 
3.70000 	 2.39424 
3.75000 	 2.39424 
3.80000 	 2.39424 
3.85000 	 2.39424 
3.90000 	 2.39424 
3.95000 	 2.39424 
4.00000 	 2.39424 
4.05000 	 2.39424 
4.10000 	 2.39424 
4.15000 	 2.39424 
4.20000 	 2.39424 
4.25000 	 2.39424 
4.30000 	 2.39424 
4.35000 	 2.39424 
4.40000 	 2.39424 
4.45000 	 2.39424 
4.50000 	 2.39424 
4.55000 	 2.39424 
4.60000 	 2.39424 
4.65000 	 2.39424 
4.70000 	 2.39424 
4.75000 	 2.39424 
4.80000 	 2.39424 
4.85000 	 2.39553 
4.90000 	 2.39424 
4.95000 	 2.39424 
