Times (s),Voltage (Volts)
0.000000,2.404611 
0.033333,2.403309 
0.066667,2.403960 
0.100000,2.402332 
0.133333,2.404285 
0.166667,2.404285 
0.200000,2.404936 
0.233333,2.404936 
0.266667,2.403309 
0.300000,2.403960 
0.333333,2.404285 
0.366667,2.404611 
0.400000,2.404285 
0.433333,2.404285 
0.466667,2.404285 
0.500000,2.404936 
0.533333,2.403960 
0.566667,2.403309 
0.600000,2.403634 
0.633333,2.403960 
0.666667,2.403309 
0.700000,2.404285 
0.733333,2.404611 
0.766667,2.403634 
0.800000,2.404611 
0.833333,2.404936 
0.866667,2.404611 
0.900000,2.404285 
0.933333,2.403309 
0.966667,2.403960 
1.000000,2.404285 
1.033333,2.403960 
1.066667,2.403960 
1.100000,2.404936 
1.133333,2.403960 
1.166667,2.404285 
1.200000,2.403634 
1.233333,2.402332 
1.266667,2.404285 
1.300000,2.404285 
1.333333,2.403309 
1.366667,2.404285 
1.400000,2.404611 
1.433333,2.404285 
1.466667,2.403960 
1.500000,2.402983 
1.533333,2.403634 
1.566667,2.404936 
1.600000,2.403960 
1.633333,2.404285 
1.666667,2.403960 
1.700000,2.404936 
1.733333,2.404936 
1.766666,2.404611 
1.800000,2.403634 
1.833333,2.403309 
1.866666,2.404611 
1.900000,2.403634 
1.933333,2.404936 
1.966666,2.403960 
2.000000,2.404611 
2.033333,2.404936 
2.066666,2.403309 
2.100000,2.404936 
2.133333,2.404285 
2.166666,2.404285 
2.200000,2.403960 
2.233333,2.403634 
2.266666,2.403309 
2.300000,2.404285 
2.333333,2.404611 
2.366666,2.403309 
2.400000,2.403634 
2.433333,2.403634 
2.466666,2.404611 
2.500000,2.404611 
2.533333,2.404936 
2.566666,2.403634 
2.600000,2.403960 
2.633333,2.402983 
2.666666,2.404285 
2.700000,2.404285 
2.733333,2.404936 
2.766666,2.405262 
2.800000,2.403634 
2.833333,2.403960 
2.866666,2.404936 
2.900000,2.404611 
2.933333,2.404285 
2.966666,2.404611 
3.000000,2.403960 
3.033333,2.403960 
3.066666,2.404611 
3.100000,2.403960 
3.133333,2.405587 
3.166666,2.404936 
3.200000,2.402658 
3.233333,2.403960 
3.266666,2.404285 
3.300000,2.405262 
3.333333,2.403634 
3.366666,2.404285 
3.400000,2.403634 
3.433333,2.404611 
3.466666,2.404936 
3.500000,2.404611 
3.533333,2.403960 
3.566666,2.404285 
3.600000,2.404285 
3.633333,2.403960 
3.666666,2.403960 
3.700000,2.403309 
3.733333,2.404285 
3.766666,2.402983 
3.800000,2.403634 
3.833333,2.404285 
3.866666,2.404285 
3.900000,2.404285 
3.933333,2.403634 
3.966666,2.404936 
4.000000,2.404285 
4.033333,2.404611 
4.066666,2.404285 
4.100000,2.404285 
4.133333,2.404285 
4.166666,2.404611 
4.200000,2.404285 
4.233333,2.403960 
4.266666,2.404285 
4.300000,2.404611 
4.333333,2.403960 
4.366666,2.404285 
4.400000,2.404611 
4.433333,2.404611 
4.466666,2.404285 
4.500000,2.404611 
4.533333,2.403960 
4.566666,2.404936 
4.600000,2.404611 
4.633333,2.404285 
4.666666,2.403960 
4.700000,2.404285 
4.733333,2.404285 
4.766666,2.403309 
4.800000,2.403309 
4.833333,2.404285 
4.866666,2.404285 
4.900000,2.402658 
4.933333,2.404611 
4.966666,2.403634 
5.000000,2.403960 
5.033333,2.404611 
5.066666,2.403634 
5.099999,2.405262 
5.133333,2.404611 
5.166666,2.403960 
5.199999,2.404936 
5.233333,2.404285 
5.266666,2.402983 
5.299999,2.403960 
5.333333,2.403960 
5.366666,2.403960 
5.399999,2.404611 
5.433333,2.404611 
5.466666,2.402658 
5.499999,2.403634 
5.533333,2.403960 
5.566666,2.404285 
5.599999,2.403960 
5.633333,2.404611 
5.666666,2.404285 
5.699999,2.405262 
5.733333,2.404611 
5.766666,2.403960 
5.799999,2.403309 
5.833333,2.403960 
5.866666,2.404285 
5.899999,2.404285 
5.933333,2.404611 
5.966666,2.403309 
5.999999,2.404285 
6.033333,2.403309 
6.066666,2.404936 
6.099999,2.403634 
6.133333,2.404285 
6.166666,2.404285 
6.199999,2.404285 
6.233333,2.405587 
6.266666,2.403960 
6.299999,2.403960 
6.333333,2.403634 
6.366666,2.404936 
6.399999,2.403634 
6.433333,2.403634 
6.466666,2.403960 
6.499999,2.404285 
6.533333,2.404285 
6.566666,2.403960 
6.599999,2.402658 
6.633333,2.403960 
6.666666,2.404285 
6.699999,2.405587 
6.733333,2.404285 
6.766666,2.404285 
6.799999,2.403960 
6.833333,2.404285 
6.866666,2.403634 
6.899999,2.404936 
6.933333,2.403309 
6.966666,2.403960 
6.999999,2.405262 
7.033333,2.404285 
7.066666,2.403634 
7.099999,2.403634 
7.133333,2.403634 
7.166666,2.402983 
7.199999,2.404611 
7.233333,2.404936 
7.266666,2.404285 
7.299999,2.403960 
7.333333,2.404285 
7.366666,2.404285 
7.399999,2.403960 
7.433333,2.404936 
7.466666,2.404611 
7.499999,2.404285 
7.533333,2.404285 
7.566666,2.404936 
7.599999,2.404611 
7.633333,2.404285 
7.666666,2.403634 
7.699999,2.404285 
7.733333,2.402332 
7.766666,2.404611 
7.799999,2.403634 
7.833333,2.404285 
7.866666,2.404285 
7.899999,2.404285 
7.933333,2.404285 
7.966666,2.404285 
7.999999,2.404611 
8.033333,2.403309 
8.066666,2.403960 
8.099999,2.404285 
8.133333,2.404611 
8.166666,2.403634 
8.199999,2.405262 
8.233333,2.403960 
8.266666,2.404285 
8.299999,2.402983 
8.333333,2.403960 
8.366666,2.404611 
8.399999,2.404285 
8.433332,2.404285 
8.466666,2.403960 
8.499999,2.404936 
8.533332,2.405262 
8.566666,2.404285 
8.599999,2.404285 
8.633332,2.404285 
8.666666,2.403634 
8.699999,2.403960 
8.733332,2.404285 
8.766666,2.403960 
8.799999,2.403309 
8.833332,2.403960 
8.866666,2.402332 
8.899999,2.403634 
8.933332,2.403960 
8.966666,2.403634 
8.999999,2.404611 
9.033332,2.403960 
9.066666,2.404936 
9.099999,2.403960 
9.133332,2.403634 
9.166666,2.403634 
9.199999,2.403960 
9.233332,2.403309 
9.266666,2.403960 
9.299999,2.405587 
9.333332,2.403960 
9.366666,2.404285 
9.399999,2.403634 
9.433332,2.402983 
9.466666,2.403960 
9.499999,2.404285 
9.533332,2.404611 
9.566666,2.404936 
9.599999,2.404611 
9.633332,2.403634 
9.666666,2.403960 
9.699999,2.402983 
9.733332,2.404611 
9.766666,2.404936 
9.799999,2.404285 
9.833332,2.404936 
9.866666,2.404285 
9.899999,2.403960 
9.933332,2.404285 
9.966666,2.404936 
9.999999,2.403309 
10.033332,2.403960 
10.066666,2.403960 
10.099999,2.403960 
10.133332,2.404285 
10.166666,2.403960 
10.199999,2.404611 
10.233332,2.404936 
10.266666,2.402658 
10.299999,2.404936 
10.333332,2.404285 
10.366666,2.403960 
10.399999,2.404285 
10.433332,2.404936 
10.466666,2.404285 
10.499999,2.403309 
10.533332,2.405262 
10.566666,2.402983 
10.599999,2.404285 
10.633332,2.404936 
10.666666,2.403960 
10.699999,2.404611 
10.733332,2.403634 
10.766666,2.404936 
10.799999,2.404936 
10.833332,2.402332 
10.866666,2.404285 
10.899999,2.403634 
10.933332,2.404285 
10.966666,2.403960 
10.999999,2.404936 
11.033332,2.403960 
11.066666,2.404611 
11.099999,2.403634 
11.133332,2.404611 
11.166666,2.405262 
11.199999,2.404285 
11.233332,2.403960 
11.266666,2.404936 
11.299999,2.404285 
11.333332,2.403634 
11.366666,2.403634 
11.399999,2.402983 
11.433332,2.404285 
11.466666,2.404936 
11.499999,2.403634 
