times (s) 	 Voltage (V) 
0.086000 	 4.395168 
0.087000 	 4.391910 
0.088000 	 4.388978 
0.089000 	 4.384091 
0.090000 	 4.379529 
0.091000 	 4.377248 
0.092000 	 4.372687 
0.093000 	 4.368451 
0.094000 	 4.363238 
0.095000 	 4.359980 
0.096000 	 4.355744 
0.097000 	 4.349879 
0.098000 	 4.345969 
0.099000 	 4.342385 
0.100000 	 4.337824 
0.101000 	 4.331959 
0.102000 	 4.327072 
0.103000 	 4.322510 
0.104000 	 4.318274 
0.105000 	 4.312735 
0.106000 	 4.307848 
0.107000 	 4.303287 
0.108000 	 4.297748 
0.109000 	 4.290580 
0.110000 	 4.286670 
0.111000 	 4.280153 
0.112000 	 4.275918 
0.113000 	 4.269727 
0.114000 	 4.264188 
0.115000 	 4.258649 
0.116000 	 4.252133 
0.117000 	 4.246268 
0.118000 	 4.241055 
0.119000 	 4.234212 
0.120000 	 4.227696 
0.121000 	 4.222157 
0.122000 	 4.215966 
0.123000 	 4.209776 
0.124000 	 4.203259 
0.125000 	 4.196743 
0.126000 	 4.189901 
0.127000 	 4.184036 
0.128000 	 4.176542 
0.129000 	 4.170351 
0.130000 	 4.163509 
0.131000 	 4.156667 
0.132000 	 4.149173 
0.133000 	 4.141353 
0.134000 	 4.135814 
0.135000 	 4.129623 
0.136000 	 4.120826 
0.137000 	 4.113658 
0.138000 	 4.106490 
0.139000 	 4.099974 
0.140000 	 4.091828 
0.141000 	 4.084334 
0.142000 	 4.076840 
0.143000 	 4.069672 
0.144000 	 4.061527 
0.145000 	 4.054033 
0.146000 	 4.047190 
0.147000 	 4.037742 
0.148000 	 4.029922 
0.149000 	 4.021125 
0.150000 	 4.012979 
0.151000 	 4.005485 
0.152000 	 3.997665 
0.153000 	 3.989846 
0.154000 	 3.980723 
0.155000 	 3.973555 
0.156000 	 3.965083 
0.157000 	 3.955960 
0.158000 	 3.947163 
0.159000 	 3.939017 
0.160000 	 3.930220 
0.161000 	 3.920771 
0.162000 	 3.911648 
0.163000 	 3.903503 
0.164000 	 3.894706 
0.165000 	 3.886560 
0.166000 	 3.877437 
0.167000 	 3.868314 
0.168000 	 3.859517 
0.169000 	 3.849742 
0.170000 	 3.840619 
0.171000 	 3.831496 
0.172000 	 3.822699 
0.173000 	 3.811947 
0.174000 	 3.803150 
0.175000 	 3.794027 
0.176000 	 3.784252 
0.177000 	 3.775129 
0.178000 	 3.765028 
0.179000 	 3.754928 
0.180000 	 3.744502 
0.181000 	 3.734727 
0.182000 	 3.725604 
0.183000 	 3.715503 
0.184000 	 3.706380 
0.185000 	 3.695954 
0.186000 	 3.686179 
0.187000 	 3.677382 
0.188000 	 3.665653 
0.189000 	 3.655878 
0.190000 	 3.646103 
0.191000 	 3.635677 
0.192000 	 3.625251 
0.193000 	 3.614824 
0.194000 	 3.605050 
0.195000 	 3.593646 
0.196000 	 3.583871 
0.197000 	 3.571164 
0.198000 	 3.562367 
0.199000 	 3.551615 
0.200000 	 3.540537 
0.201000 	 3.530111 
0.202000 	 3.520336 
0.203000 	 3.508932 
0.204000 	 3.498832 
0.205000 	 3.486125 
0.206000 	 3.476350 
0.207000 	 3.465272 
0.208000 	 3.454194 
0.209000 	 3.442465 
0.210000 	 3.433016 
0.211000 	 3.420960 
0.212000 	 3.409882 
0.213000 	 3.398153 
0.214000 	 3.387726 
0.215000 	 3.376974 
0.216000 	 3.365245 
0.217000 	 3.354493 
0.218000 	 3.342111 
0.219000 	 3.331033 
0.220000 	 3.319955 
0.221000 	 3.308552 
0.222000 	 3.296822 
0.223000 	 3.286070 
0.224000 	 3.274014 
0.225000 	 3.262285 
0.226000 	 3.250555 
0.227000 	 3.239477 
0.228000 	 3.227422 
0.229000 	 3.215041 
0.230000 	 3.204289 
0.231000 	 3.192559 
0.232000 	 3.180504 
0.233000 	 3.168122 
0.234000 	 3.157044 
0.235000 	 3.145315 
0.236000 	 3.133585 
0.237000 	 3.120878 
0.238000 	 3.109148 
0.239000 	 3.098070 
0.240000 	 3.085363 
0.241000 	 3.072656 
0.242000 	 3.060601 
0.243000 	 3.049197 
0.244000 	 3.036164 
0.245000 	 3.025086 
0.246000 	 3.013357 
0.247000 	 3.001301 
0.248000 	 2.988594 
0.249000 	 2.977190 
0.250000 	 2.963832 
0.251000 	 2.952428 
0.252000 	 2.940047 
0.253000 	 2.927991 
0.254000 	 2.914307 
0.255000 	 2.902903 
0.256000 	 2.890848 
0.257000 	 2.878466 
0.258000 	 2.866737 
0.259000 	 2.853704 
0.260000 	 2.841323 
0.261000 	 2.828290 
0.262000 	 2.817212 
0.263000 	 2.804505 
0.264000 	 2.791798 
0.265000 	 2.779091 
0.266000 	 2.768013 
0.267000 	 2.754002 
0.268000 	 2.742599 
0.269000 	 2.729891 
0.270000 	 2.716533 
0.271000 	 2.703826 
0.272000 	 2.691770 
0.273000 	 2.680366 
0.274000 	 2.667008 
0.275000 	 2.654301 
0.276000 	 2.641594 
0.277000 	 2.630190 
0.278000 	 2.617809 
0.279000 	 2.604450 
0.280000 	 2.592069 
0.281000 	 2.579036 
0.282000 	 2.567306 
0.283000 	 2.554599 
0.284000 	 2.541240 
0.285000 	 2.528859 
0.286000 	 2.517130 
0.287000 	 2.504748 
0.288000 	 2.491064 
0.289000 	 2.479008 
0.290000 	 2.466953 
0.291000 	 2.453920 
0.292000 	 2.440561 
0.293000 	 2.428180 
0.294000 	 2.415799 
0.295000 	 2.403743 
0.296000 	 2.390385 
0.297000 	 2.377678 
0.298000 	 2.365296 
0.299000 	 2.352589 
0.300000 	 2.340860 
0.301000 	 2.327827 
0.302000 	 2.315120 
0.303000 	 2.303716 
0.304000 	 2.290357 
0.305000 	 2.277976 
0.306000 	 2.265595 
0.307000 	 2.252236 
0.308000 	 2.241158 
0.309000 	 2.228451 
0.310000 	 2.215418 
0.311000 	 2.202385 
0.312000 	 2.190982 
0.313000 	 2.177623 
0.314000 	 2.165893 
0.315000 	 2.153838 
0.316000 	 2.141782 
0.317000 	 2.128750 
0.318000 	 2.116368 
0.319000 	 2.103987 
0.320000 	 2.092583 
0.321000 	 2.079225 
0.322000 	 2.067169 
0.323000 	 2.055114 
0.324000 	 2.042407 
0.325000 	 2.030677 
0.326000 	 2.017644 
0.327000 	 2.005263 
0.328000 	 1.994185 
0.329000 	 1.981804 
0.330000 	 1.968771 
0.331000 	 1.957041 
0.332000 	 1.944660 
0.333000 	 1.933908 
0.334000 	 1.920875 
0.335000 	 1.908820 
0.336000 	 1.896764 
0.337000 	 1.885686 
0.338000 	 1.872653 
0.339000 	 1.860924 
0.340000 	 1.848868 
0.341000 	 1.837465 
0.342000 	 1.825735 
0.343000 	 1.813028 
0.344000 	 1.801624 
0.345000 	 1.789569 
0.346000 	 1.777513 
0.347000 	 1.765458 
0.348000 	 1.753402 
0.349000 	 1.742650 
0.350000 	 1.731247 
0.351000 	 1.719191 
0.352000 	 1.707462 
0.353000 	 1.696384 
0.354000 	 1.684002 
0.355000 	 1.673902 
0.356000 	 1.660543 
0.357000 	 1.650117 
0.358000 	 1.639039 
0.359000 	 1.627961 
0.360000 	 1.615906 
0.361000 	 1.605479 
0.362000 	 1.594401 
0.363000 	 1.582672 
0.364000 	 1.571268 
0.365000 	 1.559864 
0.366000 	 1.548786 
0.367000 	 1.537057 
0.368000 	 1.525979 
0.369000 	 1.515552 
0.370000 	 1.503823 
0.371000 	 1.493722 
0.372000 	 1.483622 
0.373000 	 1.471566 
0.374000 	 1.461466 
0.375000 	 1.449736 
0.376000 	 1.439636 
0.377000 	 1.428884 
0.378000 	 1.418457 
0.379000 	 1.407379 
0.380000 	 1.397279 
0.381000 	 1.386527 
0.382000 	 1.376426 
0.383000 	 1.366000 
0.384000 	 1.355248 
0.385000 	 1.345147 
0.386000 	 1.334721 
0.387000 	 1.324295 
0.388000 	 1.314520 
0.389000 	 1.304420 
0.390000 	 1.292690 
0.391000 	 1.283241 
0.392000 	 1.274118 
0.393000 	 1.264669 
0.394000 	 1.253917 
0.395000 	 1.243165 
0.396000 	 1.233716 
0.397000 	 1.224267 
0.398000 	 1.213841 
0.399000 	 1.205044 
0.400000 	 1.194943 
0.401000 	 1.185494 
0.402000 	 1.175720 
0.403000 	 1.165945 
0.404000 	 1.156496 
0.405000 	 1.147699 
0.406000 	 1.137924 
0.407000 	 1.129127 
0.408000 	 1.120004 
0.409000 	 1.110881 
0.410000 	 1.101432 
0.411000 	 1.092309 
0.412000 	 1.083838 
0.413000 	 1.074715 
0.414000 	 1.065592 
0.415000 	 1.056469 
0.416000 	 1.046694 
0.417000 	 1.038874 
0.418000 	 1.030077 
0.419000 	 1.022583 
0.420000 	 1.012809 
0.421000 	 1.004663 
0.422000 	 0.996192 
0.423000 	 0.988372 
0.424000 	 0.979575 
0.425000 	 0.971755 
0.426000 	 0.963610 
0.427000 	 0.954812 
0.428000 	 0.946667 
0.429000 	 0.939499 
0.430000 	 0.931027 
0.431000 	 0.923208 
0.432000 	 0.915062 
0.433000 	 0.907242 
0.434000 	 0.900400 
0.435000 	 0.892255 
0.436000 	 0.886716 
0.437000 	 0.878244 
0.438000 	 0.869773 
0.439000 	 0.862279 
0.440000 	 0.855762 
0.441000 	 0.846965 
0.442000 	 0.840449 
0.443000 	 0.832955 
0.444000 	 0.826764 
0.445000 	 0.818945 
0.446000 	 0.812102 
0.447000 	 0.805260 
0.448000 	 0.799395 
0.449000 	 0.791575 
0.450000 	 0.784733 
0.451000 	 0.778868 
0.452000 	 0.772352 
0.453000 	 0.767139 
0.454000 	 0.759645 
0.455000 	 0.752803 
0.456000 	 0.746286 
0.457000 	 0.741073 
0.458000 	 0.734231 
0.459000 	 0.728366 
0.460000 	 0.722501 
0.461000 	 0.716311 
0.462000 	 0.710446 
0.463000 	 0.704255 
0.464000 	 0.698716 
0.465000 	 0.693503 
0.466000 	 0.686987 
0.467000 	 0.682425 
0.468000 	 0.676886 
0.469000 	 0.671347 
0.470000 	 0.665808 
0.471000 	 0.661247 
0.472000 	 0.656359 
0.473000 	 0.651472 
0.474000 	 0.645933 
0.475000 	 0.641046 
0.476000 	 0.636484 
0.477000 	 0.631271 
0.478000 	 0.626709 
0.479000 	 0.621496 
0.480000 	 0.617586 
0.481000 	 0.613025 
0.482000 	 0.608789 
0.483000 	 0.604879 
0.484000 	 0.599992 
0.485000 	 0.596082 
0.486000 	 0.592172 
0.487000 	 0.587611 
0.488000 	 0.583049 
0.489000 	 0.579791 
0.490000 	 0.576207 
0.491000 	 0.572623 
0.492000 	 0.568061 
0.493000 	 0.564477 
0.494000 	 0.560893 
0.495000 	 0.557961 
0.496000 	 0.554377 
0.497000 	 0.551119 
0.498000 	 0.547860 
0.499000 	 0.544602 
0.500000 	 0.544276 
0.501000 	 0.539063 
0.502000 	 0.535479 
0.503000 	 0.533198 
0.504000 	 0.531569 
0.505000 	 0.527660 
0.506000 	 0.525053 
0.507000 	 0.522446 
0.508000 	 0.520491 
0.509000 	 0.517233 
0.510000 	 0.515604 
0.511000 	 0.514301 
0.512000 	 0.511694 
0.513000 	 0.508436 
0.514000 	 0.507459 
0.515000 	 0.504852 
0.516000 	 0.503549 
0.517000 	 0.502571 
0.518000 	 0.498987 
0.519000 	 0.497684 
0.520000 	 0.498010 
0.521000 	 0.496381 
0.522000 	 0.493448 
0.523000 	 0.492471 
0.524000 	 0.492471 
0.525000 	 0.490842 
0.526000 	 0.488235 
0.527000 	 0.487909 
0.528000 	 0.488235 
0.529000 	 0.486932 
0.530000 	 0.485954 
0.531000 	 0.485628 
0.532000 	 0.484651 
0.533000 	 0.484651 
0.534000 	 0.483674 
0.535000 	 0.482370 
0.536000 	 0.483022 
0.537000 	 0.483999 
0.538000 	 0.483022 
0.539000 	 0.482044 
0.540000 	 0.483022 
0.541000 	 0.482696 
0.542000 	 0.482696 
0.543000 	 0.483348 
0.544000 	 0.483348 
0.545000 	 0.484325 
0.546000 	 0.485628 
0.547000 	 0.486606 
0.548000 	 0.486280 
0.549000 	 0.487258 
0.550000 	 0.487258 
0.551000 	 0.490190 
0.552000 	 0.489864 
0.553000 	 0.491167 
0.554000 	 0.491819 
0.555000 	 0.494100 
0.556000 	 0.493774 
0.557000 	 0.497032 
0.558000 	 0.497684 
0.559000 	 0.499639 
0.560000 	 0.501268 
0.561000 	 0.502245 
0.562000 	 0.504852 
0.563000 	 0.506481 
0.564000 	 0.510391 
0.565000 	 0.511043 
0.566000 	 0.512672 
0.567000 	 0.515278 
0.568000 	 0.518211 
0.569000 	 0.519188 
0.570000 	 0.522121 
0.571000 	 0.524727 
0.572000 	 0.527334 
0.573000 	 0.529940 
0.574000 	 0.531895 
0.575000 	 0.535153 
0.576000 	 0.539389 
0.577000 	 0.541018 
0.578000 	 0.544276 
0.579000 	 0.546883 
0.580000 	 0.550793 
0.581000 	 0.554703 
0.582000 	 0.556332 
0.583000 	 0.560568 
0.584000 	 0.563826 
0.585000 	 0.568387 
0.586000 	 0.570016 
0.587000 	 0.575230 
0.588000 	 0.578814 
0.589000 	 0.583049 
0.590000 	 0.586633 
0.591000 	 0.590217 
0.592000 	 0.595105 
0.593000 	 0.598689 
0.594000 	 0.602924 
0.595000 	 0.606834 
0.596000 	 0.612047 
0.597000 	 0.617261 
0.598000 	 0.621496 
0.599000 	 0.626058 
0.600000 	 0.630293 
0.601000 	 0.635507 
0.602000 	 0.639417 
0.603000 	 0.644630 
0.604000 	 0.648865 
0.605000 	 0.654404 
0.606000 	 0.659943 
0.607000 	 0.664505 
0.608000 	 0.670370 
0.609000 	 0.675257 
0.610000 	 0.680796 
0.611000 	 0.687312 
0.612000 	 0.691874 
0.613000 	 0.698065 
0.614000 	 0.703929 
0.615000 	 0.710120 
0.616000 	 0.714681 
0.617000 	 0.720872 
0.618000 	 0.727388 
0.619000 	 0.733579 
0.620000 	 0.738792 
0.621000 	 0.744983 
0.622000 	 0.751825 
0.623000 	 0.758993 
0.624000 	 0.764532 
0.625000 	 0.770071 
0.626000 	 0.776913 
0.627000 	 0.783756 
0.628000 	 0.791575 
0.629000 	 0.797766 
0.630000 	 0.804608 
0.631000 	 0.811451 
0.632000 	 0.819270 
0.633000 	 0.824483 
0.634000 	 0.831977 
0.635000 	 0.839797 
0.636000 	 0.846314 
0.637000 	 0.853807 
0.638000 	 0.860650 
0.639000 	 0.868469 
0.640000 	 0.876941 
0.641000 	 0.883783 
0.642000 	 0.891603 
0.643000 	 0.898445 
0.644000 	 0.906917 
0.645000 	 0.914410 
0.646000 	 0.922230 
0.647000 	 0.930376 
0.648000 	 0.938195 
0.649000 	 0.946341 
0.650000 	 0.952532 
0.651000 	 0.961329 
0.652000 	 0.970126 
0.653000 	 0.978923 
0.654000 	 0.986417 
0.655000 	 0.994563 
0.656000 	 1.003686 
0.657000 	 1.011831 
0.658000 	 1.020303 
0.659000 	 1.028774 
0.660000 	 1.036594 
0.661000 	 1.046368 
0.662000 	 1.056143 
0.663000 	 1.064614 
0.664000 	 1.072760 
0.665000 	 1.081883 
0.666000 	 1.091006 
0.667000 	 1.099152 
0.668000 	 1.107949 
0.669000 	 1.118375 
0.670000 	 1.127172 
0.671000 	 1.136621 
0.672000 	 1.145744 
0.673000 	 1.155193 
0.674000 	 1.163664 
0.675000 	 1.175394 
0.676000 	 1.183540 
0.677000 	 1.192988 
0.678000 	 1.203089 
0.679000 	 1.213841 
0.680000 	 1.221661 
0.681000 	 1.232413 
0.682000 	 1.241536 
0.683000 	 1.251962 
0.684000 	 1.261737 
0.685000 	 1.270534 
0.686000 	 1.282264 
0.687000 	 1.291387 
0.688000 	 1.301487 
0.689000 	 1.311262 
0.690000 	 1.322340 
0.691000 	 1.332766 
0.692000 	 1.343844 
0.693000 	 1.352967 
0.694000 	 1.363068 
0.695000 	 1.373820 
0.696000 	 1.385223 
0.697000 	 1.394998 
0.698000 	 1.405750 
0.699000 	 1.416502 
0.700000 	 1.427580 
0.701000 	 1.436703 
0.702000 	 1.447781 
0.703000 	 1.460163 
0.704000 	 1.469937 
0.705000 	 1.480689 
0.706000 	 1.491441 
0.707000 	 1.502519 
0.708000 	 1.513923 
0.709000 	 1.524675 
0.710000 	 1.535102 
0.711000 	 1.546505 
0.712000 	 1.558887 
0.713000 	 1.568010 
0.714000 	 1.579088 
0.715000 	 1.591795 
0.716000 	 1.602547 
0.717000 	 1.614276 
0.718000 	 1.625029 
0.719000 	 1.636758 
0.720000 	 1.647510 
0.721000 	 1.658588 
0.722000 	 1.671295 
0.723000 	 1.682047 
0.724000 	 1.693777 
0.725000 	 1.706484 
0.726000 	 1.717562 
0.727000 	 1.728966 
0.728000 	 1.740695 
0.729000 	 1.752425 
0.730000 	 1.763829 
0.731000 	 1.775233 
0.732000 	 1.787614 
0.733000 	 1.799018 
0.734000 	 1.810421 
0.735000 	 1.822477 
0.736000 	 1.834858 
0.737000 	 1.847565 
0.738000 	 1.858317 
0.739000 	 1.871024 
0.740000 	 1.881451 
0.741000 	 1.894158 
0.742000 	 1.906213 
0.743000 	 1.918920 
0.744000 	 1.929998 
0.745000 	 1.942379 
0.746000 	 1.954109 
0.747000 	 1.966816 
0.748000 	 1.978871 
0.749000 	 1.991253 
0.750000 	 2.003634 
0.751000 	 2.015689 
0.752000 	 2.027419 
0.753000 	 2.040452 
0.754000 	 2.051856 
0.755000 	 2.064888 
0.756000 	 2.076618 
0.757000 	 2.089651 
0.758000 	 2.102032 
0.759000 	 2.113762 
0.760000 	 2.125817 
0.761000 	 2.138524 
0.762000 	 2.150905 
0.763000 	 2.162961 
0.764000 	 2.174691 
0.765000 	 2.188701 
0.766000 	 2.200105 
0.767000 	 2.213138 
0.768000 	 2.225845 
0.769000 	 2.237900 
0.770000 	 2.249955 
0.771000 	 2.262988 
0.772000 	 2.274718 
0.773000 	 2.288077 
0.774000 	 2.300784 
0.775000 	 2.313817 
0.776000 	 2.326524 
0.777000 	 2.338579 
0.778000 	 2.349983 
0.779000 	 2.363016 
0.780000 	 2.376374 
0.781000 	 2.388756 
0.782000 	 2.400811 
0.783000 	 2.413518 
0.784000 	 2.425574 
0.785000 	 2.438606 
0.786000 	 2.450988 
0.787000 	 2.463695 
0.788000 	 2.476402 
0.789000 	 2.489109 
0.790000 	 2.502142 
0.791000 	 2.514523 
0.792000 	 2.527230 
0.793000 	 2.539937 
0.794000 	 2.552318 
0.795000 	 2.563722 
0.796000 	 2.577407 
0.797000 	 2.589788 
0.798000 	 2.602169 
0.799000 	 2.613899 
0.800000 	 2.627583 
0.801000 	 2.639639 
0.802000 	 2.652997 
0.803000 	 2.663750 
0.804000 	 2.676457 
0.805000 	 2.690141 
0.806000 	 2.702522 
0.807000 	 2.714904 
0.808000 	 2.727285 
0.809000 	 2.739666 
0.810000 	 2.752047 
0.811000 	 2.765732 
0.812000 	 2.776810 
0.813000 	 2.789843 
0.814000 	 2.801247 
0.815000 	 2.814279 
0.816000 	 2.826335 
0.817000 	 2.839042 
0.818000 	 2.852075 
0.819000 	 2.863479 
0.820000 	 2.876186 
0.821000 	 2.888241 
0.822000 	 2.900296 
0.823000 	 2.913329 
0.824000 	 2.924407 
0.825000 	 2.938418 
0.826000 	 2.950147 
0.827000 	 2.962203 
0.828000 	 2.974258 
0.829000 	 2.986313 
0.830000 	 2.998369 
0.831000 	 3.011076 
0.832000 	 3.023131 
0.833000 	 3.035187 
0.834000 	 3.046916 
0.835000 	 3.059298 
0.836000 	 3.070701 
0.837000 	 3.083408 
0.838000 	 3.094812 
0.839000 	 3.107519 
0.840000 	 3.119575 
0.841000 	 3.130979 
0.842000 	 3.142056 
0.843000 	 3.155089 
0.844000 	 3.166167 
0.845000 	 3.178549 
0.846000 	 3.189627 
0.847000 	 3.201356 
0.848000 	 3.213737 
0.849000 	 3.225467 
0.850000 	 3.236871 
0.851000 	 3.248926 
0.852000 	 3.260004 
0.853000 	 3.271734 
0.854000 	 3.283137 
0.855000 	 3.294867 
0.856000 	 3.305945 
0.857000 	 3.317675 
0.858000 	 3.329078 
0.859000 	 3.339831 
0.860000 	 3.351560 
0.861000 	 3.363616 
0.862000 	 3.374694 
0.863000 	 3.386749 
0.864000 	 3.396849 
0.865000 	 3.407276 
0.866000 	 3.419005 
0.867000 	 3.429432 
0.868000 	 3.440835 
0.869000 	 3.452891 
0.870000 	 3.463643 
0.871000 	 3.474069 
0.872000 	 3.485799 
0.873000 	 3.495574 
0.874000 	 3.506000 
0.875000 	 3.517404 
0.876000 	 3.528156 
0.877000 	 3.537930 
0.878000 	 3.549008 
0.879000 	 3.559760 
0.880000 	 3.571164 
0.881000 	 3.580939 
0.882000 	 3.592017 
0.883000 	 3.602117 
0.884000 	 3.611892 
0.885000 	 3.623622 
0.886000 	 3.633070 
0.887000 	 3.642519 
0.888000 	 3.653271 
0.889000 	 3.664349 
0.890000 	 3.673147 
0.891000 	 3.684225 
0.892000 	 3.693673 
0.893000 	 3.703448 
0.894000 	 3.713874 
0.895000 	 3.723975 
0.896000 	 3.733098 
0.897000 	 3.743850 
0.898000 	 3.752321 
0.899000 	 3.761444 
0.900000 	 3.771871 
0.901000 	 3.781645 
0.902000 	 3.791420 
0.903000 	 3.800217 
0.904000 	 3.810644 
0.905000 	 3.819767 
0.906000 	 3.828890 
0.907000 	 3.838013 
0.908000 	 3.847136 
0.909000 	 3.856584 
0.910000 	 3.866685 
0.911000 	 3.874505 
0.912000 	 3.884605 
0.913000 	 3.892751 
0.914000 	 3.901222 
0.915000 	 3.910671 
0.916000 	 3.919794 
0.917000 	 3.928265 
0.918000 	 3.937063 
0.919000 	 3.945208 
0.920000 	 3.953679 
0.921000 	 3.963454 
0.922000 	 3.970622 
0.923000 	 3.979419 
0.924000 	 3.987565 
0.925000 	 3.996362 
0.926000 	 4.004834 
0.927000 	 4.012327 
0.928000 	 4.020799 
0.929000 	 4.027967 
0.930000 	 4.036112 
0.931000 	 4.042303 
0.932000 	 4.052404 
0.933000 	 4.059572 
0.934000 	 4.067391 
0.935000 	 4.074885 
0.936000 	 4.082705 
0.937000 	 4.090525 
0.938000 	 4.098345 
0.939000 	 4.104535 
0.940000 	 4.113658 
0.941000 	 4.120175 
0.942000 	 4.127343 
0.943000 	 4.133533 
0.944000 	 4.141027 
0.945000 	 4.148195 
0.946000 	 4.155363 
0.947000 	 4.161554 
0.948000 	 4.168070 
0.949000 	 4.175890 
0.950000 	 4.181755 
0.951000 	 4.188597 
0.952000 	 4.194788 
0.953000 	 4.201630 
0.954000 	 4.207169 
0.955000 	 4.214011 
0.956000 	 4.220202 
0.957000 	 4.227044 
0.958000 	 4.233561 
0.959000 	 4.239100 
0.960000 	 4.244313 
0.961000 	 4.251807 
0.962000 	 4.257672 
0.963000 	 4.262885 
0.964000 	 4.268098 
0.965000 	 4.274614 
0.966000 	 4.280479 
0.967000 	 4.284715 
0.968000 	 4.291557 
0.969000 	 4.295793 
0.970000 	 4.300680 
0.971000 	 4.306545 
0.972000 	 4.310455 
0.973000 	 4.317297 
0.974000 	 4.321533 
0.975000 	 4.327397 
0.976000 	 4.331307 
0.977000 	 4.337172 
0.978000 	 4.339779 
0.979000 	 4.345969 
0.980000 	 4.350205 
0.981000 	 4.355092 
0.982000 	 4.359002 
0.983000 	 4.362912 
0.984000 	 4.367148 
0.985000 	 4.372035 
0.986000 	 4.375945 
0.987000 	 4.380181 
0.988000 	 4.383765 
0.989000 	 4.387349 
0.990000 	 4.390933 
0.991000 	 4.395820 
0.992000 	 4.398753 
0.993000 	 4.402662 
0.994000 	 4.405921 
0.995000 	 4.407876 
0.996000 	 4.412111 
0.997000 	 4.415369 
0.998000 	 4.418954 
0.999000 	 4.421234 
1.000000 	 4.425796 
1.001000 	 4.429054 
1.002000 	 4.431335 
1.003000 	 4.433290 
1.004000 	 4.437525 
1.005000 	 4.440132 
1.006000 	 4.442739 
1.007000 	 4.443716 
1.008000 	 4.446323 
1.009000 	 4.449581 
1.010000 	 4.451862 
1.011000 	 4.454142 
1.012000 	 4.455771 
1.013000 	 4.459030 
1.014000 	 4.460007 
1.015000 	 4.461636 
1.016000 	 4.463265 
1.017000 	 4.466198 
1.018000 	 4.467827 
1.019000 	 4.468478 
1.020000 	 4.470108 
1.021000 	 4.472063 
1.022000 	 4.473692 
1.023000 	 4.474995 
1.024000 	 4.474995 
1.025000 	 4.477276 
1.026000 	 4.477927 
1.027000 	 4.478253 
1.028000 	 4.478905 
1.029000 	 4.480860 
1.030000 	 4.481837 
1.031000 	 4.481837 
1.032000 	 4.482489 
1.033000 	 4.483792 
1.034000 	 4.484118 
1.035000 	 4.484444 
1.036000 	 4.484118 
1.037000 	 4.484118 
1.038000 	 4.483792 
1.039000 	 4.484444 
1.040000 	 4.483140 
1.041000 	 4.484118 
1.042000 	 4.482489 
1.043000 	 4.484118 
1.044000 	 4.482815 
1.045000 	 4.482815 
1.046000 	 4.481511 
1.047000 	 4.481511 
1.048000 	 4.480208 
1.049000 	 4.479882 
1.050000 	 4.478579 
1.051000 	 4.478579 
1.052000 	 4.477927 
1.053000 	 4.475972 
1.054000 	 4.474017 
1.055000 	 4.474017 
1.056000 	 4.472388 
1.057000 	 4.470759 
1.058000 	 4.468478 
1.059000 	 4.466198 
1.060000 	 4.467175 
1.061000 	 4.464894 
1.062000 	 4.462288 
1.063000 	 4.460659 
1.064000 	 4.458704 
1.065000 	 4.457401 
1.066000 	 4.454794 
1.067000 	 4.450884 
1.068000 	 4.450558 
1.069000 	 4.448278 
1.070000 	 4.445019 
1.071000 	 4.441761 
1.072000 	 4.440784 
1.073000 	 4.436874 
