times (s) 	 Voltage (V) 
2.250000 	 4.468478 
2.251000 	 4.466849 
2.252000 	 4.466524 
2.253000 	 4.463917 
2.254000 	 4.464243 
2.255000 	 4.463917 
2.256000 	 4.463265 
2.257000 	 4.462288 
2.258000 	 4.461636 
2.259000 	 4.459681 
2.260000 	 4.459355 
2.261000 	 4.457401 
2.262000 	 4.457726 
2.263000 	 4.456423 
2.264000 	 4.454794 
2.265000 	 4.453491 
2.266000 	 4.453165 
2.267000 	 4.451862 
2.268000 	 4.451210 
2.269000 	 4.449255 
2.270000 	 4.446974 
2.271000 	 4.447300 
2.272000 	 4.445671 
2.273000 	 4.444042 
2.274000 	 4.441761 
2.275000 	 4.441761 
2.276000 	 4.440132 
2.277000 	 4.439154 
2.278000 	 4.437525 
2.279000 	 4.437200 
2.280000 	 4.434593 
2.281000 	 4.434267 
2.282000 	 4.432312 
2.283000 	 4.431986 
2.284000 	 4.429706 
2.285000 	 4.427751 
2.286000 	 4.427099 
2.287000 	 4.425144 
2.288000 	 4.423515 
2.289000 	 4.422212 
2.290000 	 4.420583 
2.291000 	 4.418954 
2.292000 	 4.416999 
2.293000 	 4.415044 
2.294000 	 4.413740 
2.295000 	 4.412111 
2.296000 	 4.411785 
2.297000 	 4.408527 
2.298000 	 4.406898 
2.299000 	 4.405269 
2.300000 	 4.403640 
2.301000 	 4.402011 
2.302000 	 4.399404 
2.303000 	 4.398101 
2.304000 	 4.396472 
2.305000 	 4.394843 
2.306000 	 4.392888 
2.307000 	 4.389955 
2.308000 	 4.388978 
2.309000 	 4.386371 
2.310000 	 4.384742 
2.311000 	 4.382136 
2.312000 	 4.380506 
2.313000 	 4.378226 
2.314000 	 4.377248 
2.315000 	 4.373990 
2.316000 	 4.372035 
2.317000 	 4.369103 
2.318000 	 4.369429 
2.319000 	 4.366822 
2.320000 	 4.364867 
2.321000 	 4.360957 
2.322000 	 4.360306 
2.323000 	 4.357373 
2.324000 	 4.356070 
2.325000 	 4.352812 
2.326000 	 4.351508 
2.327000 	 4.348576 
2.328000 	 4.346295 
2.329000 	 4.344340 
2.330000 	 4.341734 
2.331000 	 4.340105 
2.332000 	 4.337498 
2.333000 	 4.334891 
2.334000 	 4.331633 
2.335000 	 4.330004 
2.336000 	 4.328701 
2.337000 	 4.325117 
2.338000 	 4.322510 
2.339000 	 4.319904 
2.340000 	 4.318274 
2.341000 	 4.315342 
2.342000 	 4.312410 
2.343000 	 4.310781 
2.344000 	 4.308826 
2.345000 	 4.304590 
2.346000 	 4.302635 
2.347000 	 4.299377 
2.348000 	 4.297096 
2.349000 	 4.294164 
2.350000 	 4.291231 
2.351000 	 4.290254 
2.352000 	 4.287321 
2.353000 	 4.283411 
2.354000 	 4.281457 
2.355000 	 4.278524 
2.356000 	 4.275266 
2.357000 	 4.272008 
2.358000 	 4.270053 
2.359000 	 4.267120 
2.360000 	 4.264188 
2.361000 	 4.261581 
2.362000 	 4.257020 
2.363000 	 4.255065 
2.364000 	 4.252458 
2.365000 	 4.249200 
2.366000 	 4.246594 
2.367000 	 4.243661 
2.368000 	 4.240729 
2.369000 	 4.238122 
2.370000 	 4.234864 
2.371000 	 4.231606 
2.372000 	 4.228022 
2.373000 	 4.225415 
2.374000 	 4.222809 
2.375000 	 4.219550 
2.376000 	 4.215315 
2.377000 	 4.212708 
2.378000 	 4.209776 
2.379000 	 4.206192 
2.380000 	 4.203259 
2.381000 	 4.198372 
2.382000 	 4.196743 
2.383000 	 4.193159 
2.384000 	 4.190552 
2.385000 	 4.185665 
2.386000 	 4.184036 
2.387000 	 4.180452 
2.388000 	 4.176216 
2.389000 	 4.172632 
2.390000 	 4.170351 
2.391000 	 4.167093 
2.392000 	 4.163509 
2.393000 	 4.159273 
2.394000 	 4.156015 
2.395000 	 4.152757 
2.396000 	 4.149499 
2.397000 	 4.145263 
2.398000 	 4.141027 
2.399000 	 4.139072 
2.400000 	 4.135814 
2.401000 	 4.131253 
2.402000 	 4.127343 
2.403000 	 4.125714 
2.404000 	 4.120500 
2.405000 	 4.117894 
2.406000 	 4.113658 
2.407000 	 4.110074 
2.408000 	 4.106164 
2.409000 	 4.102254 
2.410000 	 4.099322 
2.411000 	 4.095738 
2.412000 	 4.091828 
2.413000 	 4.087918 
2.414000 	 4.084008 
2.415000 	 4.081076 
2.416000 	 4.077166 
2.417000 	 4.072930 
2.418000 	 4.069346 
2.419000 	 4.065762 
2.420000 	 4.061527 
2.421000 	 4.057617 
2.422000 	 4.053707 
2.423000 	 4.048820 
2.424000 	 4.046213 
2.425000 	 4.041977 
2.426000 	 4.038067 
2.427000 	 4.034158 
2.428000 	 4.029596 
2.429000 	 4.025686 
2.430000 	 4.021125 
2.431000 	 4.018518 
2.432000 	 4.013305 
2.433000 	 4.010698 
2.434000 	 4.005811 
2.435000 	 4.001575 
2.436000 	 3.997014 
2.437000 	 3.994081 
2.438000 	 3.989846 
2.439000 	 3.985284 
2.440000 	 3.980723 
2.441000 	 3.977464 
2.442000 	 3.972251 
2.443000 	 3.968016 
2.444000 	 3.963780 
2.445000 	 3.958567 
2.446000 	 3.955634 
2.447000 	 3.951399 
2.448000 	 3.946837 
2.449000 	 3.942602 
2.450000 	 3.938692 
2.451000 	 3.934130 
2.452000 	 3.930546 
2.453000 	 3.925333 
2.454000 	 3.921097 
2.455000 	 3.917513 
2.456000 	 3.911648 
2.457000 	 3.907739 
2.458000 	 3.904155 
2.459000 	 3.898616 
2.460000 	 3.894706 
2.461000 	 3.889818 
2.462000 	 3.884605 
2.463000 	 3.881999 
2.464000 	 3.876460 
2.465000 	 3.871246 
2.466000 	 3.867337 
2.467000 	 3.863427 
2.468000 	 3.859517 
2.469000 	 3.853978 
2.470000 	 3.849091 
2.471000 	 3.845181 
2.472000 	 3.839642 
2.473000 	 3.835732 
2.474000 	 3.829541 
2.475000 	 3.827260 
2.476000 	 3.821722 
2.477000 	 3.817160 
2.478000 	 3.812273 
2.479000 	 3.808037 
2.480000 	 3.803150 
2.481000 	 3.797285 
2.482000 	 3.793049 
2.483000 	 3.789139 
2.484000 	 3.784578 
2.485000 	 3.779039 
2.486000 	 3.774151 
2.487000 	 3.769264 
2.488000 	 3.765354 
2.489000 	 3.760141 
2.490000 	 3.754276 
2.491000 	 3.750041 
2.492000 	 3.743850 
2.493000 	 3.740592 
2.494000 	 3.735379 
2.495000 	 3.731143 
2.496000 	 3.724301 
2.497000 	 3.721042 
2.498000 	 3.715503 
2.499000 	 3.710942 
2.500000 	 3.705729 
2.501000 	 3.700516 
2.502000 	 3.695954 
2.503000 	 3.691067 
2.504000 	 3.685854 
2.505000 	 3.681292 
2.506000 	 3.675102 
2.507000 	 3.670214 
2.508000 	 3.665653 
2.509000 	 3.660114 
2.510000 	 3.655226 
2.511000 	 3.650339 
2.512000 	 3.645126 
2.513000 	 3.639587 
2.514000 	 3.635351 
2.515000 	 3.630138 
2.516000 	 3.623947 
2.517000 	 3.618734 
2.518000 	 3.614499 
2.519000 	 3.609611 
2.520000 	 3.604072 
2.521000 	 3.598533 
2.522000 	 3.592994 
2.523000 	 3.588107 
2.524000 	 3.582568 
2.525000 	 3.577681 
2.526000 	 3.571490 
2.527000 	 3.567254 
2.528000 	 3.562041 
2.529000 	 3.556502 
2.530000 	 3.550312 
2.531000 	 3.546728 
2.532000 	 3.541514 
2.533000 	 3.535650 
2.534000 	 3.529785 
2.535000 	 3.524898 
2.536000 	 3.519033 
2.537000 	 3.513820 
2.538000 	 3.507629 
2.539000 	 3.503393 
2.540000 	 3.497854 
2.541000 	 3.491989 
2.542000 	 3.486125 
2.543000 	 3.481237 
2.544000 	 3.476350 
2.545000 	 3.470159 
2.546000 	 3.464620 
2.547000 	 3.459407 
2.548000 	 3.453868 
2.549000 	 3.448981 
2.550000 	 3.443116 
2.551000 	 3.437577 
2.552000 	 3.432364 
2.553000 	 3.427151 
2.554000 	 3.420309 
2.555000 	 3.415421 
2.556000 	 3.409556 
2.557000 	 3.404669 
2.558000 	 3.398153 
2.559000 	 3.392940 
2.560000 	 3.386097 
2.561000 	 3.381210 
2.562000 	 3.375345 
2.563000 	 3.370458 
2.564000 	 3.364267 
2.565000 	 3.359054 
2.566000 	 3.353515 
2.567000 	 3.347650 
2.568000 	 3.341785 
2.569000 	 3.335921 
2.570000 	 3.330382 
2.571000 	 3.324843 
2.572000 	 3.319304 
2.573000 	 3.312787 
2.574000 	 3.308226 
2.575000 	 3.302361 
2.576000 	 3.296822 
2.577000 	 3.290306 
2.578000 	 3.285092 
2.579000 	 3.278902 
2.580000 	 3.274340 
2.581000 	 3.267172 
2.582000 	 3.262937 
2.583000 	 3.256094 
2.584000 	 3.249904 
2.585000 	 3.245016 
2.586000 	 3.238174 
2.587000 	 3.232309 
2.588000 	 3.226770 
2.589000 	 3.220905 
2.590000 	 3.215041 
2.591000 	 3.210153 
2.592000 	 3.203311 
2.593000 	 3.197120 
2.594000 	 3.191907 
2.595000 	 3.186694 
2.596000 	 3.179852 
2.597000 	 3.173987 
2.598000 	 3.168448 
2.599000 	 3.161280 
2.600000 	 3.156718 
2.601000 	 3.150528 
2.602000 	 3.144337 
2.603000 	 3.139450 
2.604000 	 3.132933 
2.605000 	 3.127069 
2.606000 	 3.120878 
2.607000 	 3.115665 
2.608000 	 3.108823 
2.609000 	 3.102958 
2.610000 	 3.096116 
2.611000 	 3.091228 
2.612000 	 3.084386 
2.613000 	 3.078521 
2.614000 	 3.072331 
2.615000 	 3.067117 
2.616000 	 3.061253 
2.617000 	 3.055062 
2.618000 	 3.049523 
2.619000 	 3.043007 
2.620000 	 3.036816 
2.621000 	 3.031277 
2.622000 	 3.025412 
2.623000 	 3.018570 
2.624000 	 3.012379 
2.625000 	 3.006514 
2.626000 	 3.000975 
2.627000 	 2.994459 
2.628000 	 2.988594 
2.629000 	 2.983055 
2.630000 	 2.976213 
2.631000 	 2.970674 
2.632000 	 2.964158 
2.633000 	 2.957641 
2.634000 	 2.952102 
2.635000 	 2.945586 
2.636000 	 2.940047 
2.637000 	 2.933530 
2.638000 	 2.927014 
2.639000 	 2.921801 
2.640000 	 2.915284 
2.641000 	 2.908442 
2.642000 	 2.902903 
2.643000 	 2.896061 
2.644000 	 2.889870 
2.645000 	 2.884331 
2.646000 	 2.878792 
2.647000 	 2.871950 
2.648000 	 2.866411 
2.649000 	 2.859243 
2.650000 	 2.854030 
2.651000 	 2.847187 
2.652000 	 2.841648 
2.653000 	 2.835132 
2.654000 	 2.828616 
2.655000 	 2.822425 
2.656000 	 2.817212 
2.657000 	 2.809718 
2.658000 	 2.805482 
2.659000 	 2.797662 
2.660000 	 2.791146 
2.661000 	 2.785933 
2.662000 	 2.779742 
2.663000 	 2.773552 
2.664000 	 2.766384 
2.665000 	 2.759867 
2.666000 	 2.754002 
2.667000 	 2.748138 
2.668000 	 2.741621 
2.669000 	 2.735430 
2.670000 	 2.728914 
2.671000 	 2.722723 
2.672000 	 2.716207 
2.673000 	 2.710994 
2.674000 	 2.703500 
2.675000 	 2.698287 
2.676000 	 2.691444 
2.677000 	 2.684602 
2.678000 	 2.679063 
2.679000 	 2.673524 
2.680000 	 2.666682 
2.681000 	 2.660491 
2.682000 	 2.654627 
2.683000 	 2.647133 
2.684000 	 2.642571 
2.685000 	 2.635729 
2.686000 	 2.629538 
2.687000 	 2.622696 
2.688000 	 2.616831 
2.689000 	 2.609663 
2.690000 	 2.604124 
2.691000 	 2.597282 
2.692000 	 2.592069 
2.693000 	 2.584901 
2.694000 	 2.578710 
2.695000 	 2.572845 
2.696000 	 2.566003 
2.697000 	 2.559812 
2.698000 	 2.553947 
2.699000 	 2.546779 
2.700000 	 2.541566 
2.701000 	 2.534724 
2.702000 	 2.528859 
2.703000 	 2.523320 
2.704000 	 2.516152 
2.705000 	 2.509310 
2.706000 	 2.504097 
2.707000 	 2.497254 
2.708000 	 2.491064 
2.709000 	 2.484222 
2.710000 	 2.479008 
2.711000 	 2.471514 
2.712000 	 2.465650 
2.713000 	 2.459785 
2.714000 	 2.453268 
2.715000 	 2.447078 
2.716000 	 2.441539 
2.717000 	 2.433719 
2.718000 	 2.428506 
2.719000 	 2.421012 
2.720000 	 2.415147 
2.721000 	 2.409608 
2.722000 	 2.402114 
2.723000 	 2.395924 
2.724000 	 2.390059 
2.725000 	 2.384520 
2.726000 	 2.378329 
2.727000 	 2.371487 
2.728000 	 2.364645 
2.729000 	 2.358780 
2.730000 	 2.352264 
2.731000 	 2.346725 
2.732000 	 2.339557 
2.733000 	 2.334018 
2.734000 	 2.327827 
2.735000 	 2.320985 
2.736000 	 2.315772 
2.737000 	 2.307952 
2.738000 	 2.302739 
2.739000 	 2.296548 
2.740000 	 2.289380 
2.741000 	 2.283841 
2.742000 	 2.277650 
2.743000 	 2.271134 
2.744000 	 2.264943 
2.745000 	 2.258753 
2.746000 	 2.252236 
2.747000 	 2.246046 
2.748000 	 2.240181 
2.749000 	 2.233990 
2.750000 	 2.226822 
2.751000 	 2.221935 
2.752000 	 2.215418 
2.753000 	 2.208576 
2.754000 	 2.203363 
2.755000 	 2.196195 
2.756000 	 2.190004 
2.757000 	 2.183814 
2.758000 	 2.178275 
2.759000 	 2.172410 
2.760000 	 2.166871 
2.761000 	 2.159377 
2.762000 	 2.153512 
2.763000 	 2.146344 
2.764000 	 2.140805 
2.765000 	 2.134940 
2.766000 	 2.127772 
2.767000 	 2.121581 
2.768000 	 2.116368 
2.769000 	 2.109526 
2.770000 	 2.103335 
2.771000 	 2.097145 
2.772000 	 2.092258 
2.773000 	 2.085741 
2.774000 	 2.078573 
2.775000 	 2.072382 
2.776000 	 2.066518 
2.777000 	 2.060979 
2.778000 	 2.053810 
2.779000 	 2.047946 
2.780000 	 2.042733 
2.781000 	 2.036216 
2.782000 	 2.029700 
2.783000 	 2.024161 
2.784000 	 2.017318 
2.785000 	 2.011454 
2.786000 	 2.005263 
2.787000 	 1.998747 
2.788000 	 1.993208 
2.789000 	 1.987343 
2.790000 	 1.982130 
2.791000 	 1.974962 
2.792000 	 1.968771 
2.793000 	 1.962906 
2.794000 	 1.957367 
2.795000 	 1.949873 
2.796000 	 1.944986 
2.797000 	 1.938144 
2.798000 	 1.932279 
2.799000 	 1.926414 
2.800000 	 1.920223 
2.801000 	 1.914033 
2.802000 	 1.908168 
2.803000 	 1.901652 
2.804000 	 1.897090 
2.805000 	 1.890248 
2.806000 	 1.883406 
2.807000 	 1.878844 
2.808000 	 1.871676 
2.809000 	 1.866137 
2.810000 	 1.860272 
2.811000 	 1.854733 
2.812000 	 1.848543 
2.813000 	 1.842352 
2.814000 	 1.836487 
2.815000 	 1.830948 
2.816000 	 1.825083 
2.817000 	 1.818567 
2.818000 	 1.812050 
2.819000 	 1.807163 
2.820000 	 1.800321 
2.821000 	 1.795108 
2.822000 	 1.789569 
2.823000 	 1.782401 
2.824000 	 1.778165 
2.825000 	 1.770997 
2.826000 	 1.765132 
2.827000 	 1.759593 
2.828000 	 1.753402 
2.829000 	 1.747863 
2.830000 	 1.741999 
2.831000 	 1.735156 
2.832000 	 1.731247 
2.833000 	 1.724404 
2.834000 	 1.718539 
2.835000 	 1.711697 
2.836000 	 1.707787 
2.837000 	 1.701271 
2.838000 	 1.695406 
2.839000 	 1.689867 
2.840000 	 1.685306 
2.841000 	 1.678463 
2.842000 	 1.671947 
2.843000 	 1.667060 
2.844000 	 1.661195 
2.845000 	 1.655982 
2.846000 	 1.649791 
2.847000 	 1.643275 
2.848000 	 1.639039 
2.849000 	 1.632848 
2.850000 	 1.626658 
2.851000 	 1.620467 
2.852000 	 1.615906 
2.853000 	 1.609715 
2.854000 	 1.605153 
2.855000 	 1.598311 
2.856000 	 1.594401 
2.857000 	 1.586582 
2.858000 	 1.581368 
2.859000 	 1.576481 
2.860000 	 1.569965 
2.861000 	 1.564426 
2.862000 	 1.559212 
2.863000 	 1.553999 
2.864000 	 1.548135 
2.865000 	 1.542921 
2.866000 	 1.537382 
2.867000 	 1.531518 
2.868000 	 1.525653 
2.869000 	 1.521091 
2.870000 	 1.515552 
2.871000 	 1.510013 
2.872000 	 1.504800 
2.873000 	 1.498284 
2.874000 	 1.493722 
2.875000 	 1.487532 
2.876000 	 1.483622 
2.877000 	 1.476779 
2.878000 	 1.471892 
2.879000 	 1.466679 
2.880000 	 1.461792 
2.881000 	 1.454624 
2.882000 	 1.450062 
2.883000 	 1.444523 
2.884000 	 1.439962 
2.885000 	 1.433119 
2.886000 	 1.428558 
2.887000 	 1.423019 
2.888000 	 1.418783 
2.889000 	 1.411941 
2.890000 	 1.406728 
2.891000 	 1.401515 
2.892000 	 1.397279 
2.893000 	 1.392066 
2.894000 	 1.385875 
2.895000 	 1.380662 
2.896000 	 1.375123 
2.897000 	 1.370561 
2.898000 	 1.365022 
2.899000 	 1.359158 
2.900000 	 1.355248 
2.901000 	 1.349383 
2.902000 	 1.344170 
2.903000 	 1.339283 
2.904000 	 1.334395 
2.905000 	 1.329508 
2.906000 	 1.323317 
2.907000 	 1.318104 
2.908000 	 1.314194 
2.909000 	 1.308981 
2.910000 	 1.302790 
2.911000 	 1.297903 
2.912000 	 1.293016 
2.913000 	 1.288454 
2.914000 	 1.282915 
2.915000 	 1.277702 
2.916000 	 1.273141 
2.917000 	 1.267276 
2.918000 	 1.263692 
2.919000 	 1.258153 
2.920000 	 1.253265 
2.921000 	 1.248378 
2.922000 	 1.243817 
2.923000 	 1.238603 
2.924000 	 1.233390 
2.925000 	 1.229480 
2.926000 	 1.223290 
2.927000 	 1.218402 
2.928000 	 1.213515 
2.929000 	 1.208954 
2.930000 	 1.204718 
2.931000 	 1.199505 
2.932000 	 1.194617 
2.933000 	 1.189404 
2.934000 	 1.185494 
2.935000 	 1.180933 
2.936000 	 1.175394 
2.937000 	 1.170832 
2.938000 	 1.165619 
2.939000 	 1.161709 
2.940000 	 1.157474 
2.941000 	 1.151609 
2.942000 	 1.147373 
2.943000 	 1.142812 
2.944000 	 1.138902 
2.945000 	 1.133037 
2.946000 	 1.129779 
2.947000 	 1.123914 
2.948000 	 1.120004 
2.949000 	 1.114465 
2.950000 	 1.109252 
2.951000 	 1.105994 
2.952000 	 1.100455 
2.953000 	 1.095568 
2.954000 	 1.091983 
2.955000 	 1.088074 
2.956000 	 1.083838 
2.957000 	 1.078299 
2.958000 	 1.073737 
2.959000 	 1.069176 
2.960000 	 1.065592 
2.961000 	 1.061030 
2.962000 	 1.055491 
2.963000 	 1.051256 
2.964000 	 1.048323 
2.965000 	 1.044413 
2.966000 	 1.038874 
2.967000 	 1.034313 
2.968000 	 1.031381 
2.969000 	 1.024864 
2.970000 	 1.022583 
2.971000 	 1.017044 
2.972000 	 1.013135 
2.973000 	 1.008573 
2.974000 	 1.004012 
2.975000 	 1.000427 
2.976000 	 0.995866 
2.977000 	 0.992282 
2.978000 	 0.988372 
2.979000 	 0.983159 
2.980000 	 0.979575 
2.981000 	 0.975665 
2.982000 	 0.971429 
2.983000 	 0.966542 
2.984000 	 0.963610 
2.985000 	 0.959700 
2.986000 	 0.956116 
2.987000 	 0.952206 
2.988000 	 0.946341 
2.989000 	 0.942757 
2.990000 	 0.938847 
2.991000 	 0.935589 
2.992000 	 0.931027 
2.993000 	 0.926466 
2.994000 	 0.922882 
2.995000 	 0.919298 
2.996000 	 0.914410 
2.997000 	 0.910501 
2.998000 	 0.907568 
2.999000 	 0.904962 
3.000000 	 0.899097 
3.001000 	 0.895839 
3.002000 	 0.891603 
3.003000 	 0.888996 
3.004000 	 0.886390 
3.005000 	 0.880525 
3.006000 	 0.877267 
3.007000 	 0.873683 
3.008000 	 0.869773 
3.009000 	 0.865211 
3.010000 	 0.861953 
3.011000 	 0.858695 
3.012000 	 0.855437 
3.013000 	 0.849572 
3.014000 	 0.847617 
3.015000 	 0.844359 
3.016000 	 0.840775 
3.017000 	 0.836213 
3.018000 	 0.833607 
3.019000 	 0.830022 
3.020000 	 0.827742 
3.021000 	 0.823180 
3.022000 	 0.819922 
3.023000 	 0.816012 
3.024000 	 0.812754 
3.025000 	 0.808192 
3.026000 	 0.805260 
3.027000 	 0.801350 
3.028000 	 0.799069 
3.029000 	 0.795160 
3.030000 	 0.790598 
3.031000 	 0.787991 
3.032000 	 0.785385 
3.033000 	 0.781801 
3.034000 	 0.778543 
3.035000 	 0.775284 
3.036000 	 0.771700 
3.037000 	 0.768768 
3.038000 	 0.765510 
3.039000 	 0.762903 
3.040000 	 0.758993 
3.041000 	 0.755409 
3.042000 	 0.752803 
3.043000 	 0.749544 
3.044000 	 0.746612 
3.045000 	 0.742376 
3.046000 	 0.739444 
3.047000 	 0.737163 
3.048000 	 0.733579 
3.049000 	 0.730647 
3.050000 	 0.728040 
3.051000 	 0.726411 
3.052000 	 0.721524 
3.053000 	 0.718591 
3.054000 	 0.716311 
3.055000 	 0.714356 
3.056000 	 0.709468 
3.057000 	 0.707839 
3.058000 	 0.703278 
3.059000 	 0.701974 
3.060000 	 0.698716 
3.061000 	 0.695132 
3.062000 	 0.693829 
3.063000 	 0.690571 
3.064000 	 0.687638 
3.065000 	 0.684706 
3.066000 	 0.682099 
3.067000 	 0.679818 
3.068000 	 0.678189 
3.069000 	 0.673302 
3.070000 	 0.671673 
3.071000 	 0.669718 
3.072000 	 0.667111 
3.073000 	 0.662550 
3.074000 	 0.660595 
3.075000 	 0.658640 
3.076000 	 0.656685 
3.077000 	 0.653101 
3.078000 	 0.650169 
3.079000 	 0.648865 
3.080000 	 0.646259 
3.081000 	 0.641371 
3.082000 	 0.641046 
3.083000 	 0.637787 
3.084000 	 0.636158 
3.085000 	 0.632900 
3.086000 	 0.630619 
3.087000 	 0.628990 
3.088000 	 0.627035 
3.089000 	 0.623777 
3.090000 	 0.621170 
3.091000 	 0.619541 
3.092000 	 0.616935 
3.093000 	 0.615957 
3.094000 	 0.612699 
3.095000 	 0.611070 
3.096000 	 0.608138 
3.097000 	 0.605857 
3.098000 	 0.603902 
3.099000 	 0.601295 
3.100000 	 0.600318 
3.101000 	 0.597711 
3.102000 	 0.596082 
3.103000 	 0.593801 
3.104000 	 0.591521 
3.105000 	 0.589892 
3.106000 	 0.588262 
3.107000 	 0.584678 
3.108000 	 0.583375 
3.109000 	 0.581420 
3.110000 	 0.579465 
3.111000 	 0.577510 
3.112000 	 0.575230 
3.113000 	 0.573275 
3.114000 	 0.572623 
3.115000 	 0.571320 
3.116000 	 0.567410 
3.117000 	 0.566758 
3.118000 	 0.564803 
3.119000 	 0.564152 
3.120000 	 0.561871 
3.121000 	 0.559264 
3.122000 	 0.557635 
3.123000 	 0.557635 
3.124000 	 0.554051 
3.125000 	 0.552096 
3.126000 	 0.551770 
3.127000 	 0.550141 
3.128000 	 0.548186 
3.129000 	 0.546557 
3.130000 	 0.545254 
3.131000 	 0.544276 
3.132000 	 0.543625 
3.133000 	 0.539715 
3.134000 	 0.538737 
3.135000 	 0.537760 
3.136000 	 0.537108 
3.137000 	 0.534502 
3.138000 	 0.533524 
3.139000 	 0.532873 
3.140000 	 0.530918 
3.141000 	 0.528637 
3.142000 	 0.527008 
3.143000 	 0.526356 
3.144000 	 0.525705 
3.145000 	 0.524401 
3.146000 	 0.522446 
3.147000 	 0.521795 
3.148000 	 0.521143 
3.149000 	 0.519514 
3.150000 	 0.517559 
3.151000 	 0.516582 
3.152000 	 0.515278 
3.153000 	 0.513975 
3.154000 	 0.512672 
3.155000 	 0.512346 
3.156000 	 0.512020 
3.157000 	 0.509739 
3.158000 	 0.508436 
3.159000 	 0.507459 
3.160000 	 0.507133 
3.161000 	 0.506155 
3.162000 	 0.506155 
3.163000 	 0.504200 
3.164000 	 0.503874 
3.165000 	 0.502897 
3.166000 	 0.502897 
3.167000 	 0.500616 
3.168000 	 0.499965 
3.169000 	 0.499639 
3.170000 	 0.499313 
3.171000 	 0.497684 
3.172000 	 0.496381 
3.173000 	 0.496055 
3.174000 	 0.496381 
3.175000 	 0.494426 
3.176000 	 0.494426 
3.177000 	 0.493774 
3.178000 	 0.493448 
3.179000 	 0.493774 
3.180000 	 0.491819 
3.181000 	 0.491819 
3.182000 	 0.491167 
3.183000 	 0.492145 
3.184000 	 0.489212 
3.185000 	 0.489538 
3.186000 	 0.488561 
3.187000 	 0.488887 
3.188000 	 0.487583 
3.189000 	 0.487909 
3.190000 	 0.486932 
3.191000 	 0.487258 
3.192000 	 0.486932 
3.193000 	 0.485954 
3.194000 	 0.486280 
3.195000 	 0.486280 
3.196000 	 0.485954 
3.197000 	 0.484651 
3.198000 	 0.484651 
3.199000 	 0.484977 
3.200000 	 0.485303 
3.201000 	 0.484651 
3.202000 	 0.483674 
3.203000 	 0.484651 
3.204000 	 0.483348 
3.205000 	 0.483022 
3.206000 	 0.483348 
3.207000 	 0.483348 
3.208000 	 0.483348 
3.209000 	 0.483022 
3.210000 	 0.483999 
3.211000 	 0.483348 
3.212000 	 0.483348 
3.213000 	 0.483348 
3.214000 	 0.483022 
3.215000 	 0.483999 
3.216000 	 0.484325 
3.217000 	 0.483999 
3.218000 	 0.483999 
3.219000 	 0.484325 
3.220000 	 0.483674 
3.221000 	 0.484651 
3.222000 	 0.485303 
3.223000 	 0.485628 
3.224000 	 0.485628 
3.225000 	 0.485954 
3.226000 	 0.487258 
3.227000 	 0.486280 
3.228000 	 0.486932 
3.229000 	 0.487583 
3.230000 	 0.488235 
3.231000 	 0.487258 
3.232000 	 0.488561 
3.233000 	 0.489212 
3.234000 	 0.490190 
3.235000 	 0.489864 
3.236000 	 0.489864 
3.237000 	 0.491819 
3.238000 	 0.491819 
3.239000 	 0.491819 
3.240000 	 0.493448 
3.241000 	 0.493448 
3.242000 	 0.495403 
3.243000 	 0.496706 
3.244000 	 0.494100 
3.245000 	 0.496706 
3.246000 	 0.496381 
3.247000 	 0.498336 
3.248000 	 0.498661 
3.249000 	 0.498987 
3.250000 	 0.500290 
3.251000 	 0.501594 
3.252000 	 0.501268 
3.253000 	 0.500942 
3.254000 	 0.503874 
3.255000 	 0.505178 
3.256000 	 0.504852 
3.257000 	 0.505178 
3.258000 	 0.508110 
3.259000 	 0.508110 
3.260000 	 0.509739 
3.261000 	 0.509413 
3.262000 	 0.510717 
3.263000 	 0.512672 
3.264000 	 0.513975 
3.265000 	 0.515278 
3.266000 	 0.515604 
3.267000 	 0.516907 
3.268000 	 0.519188 
3.269000 	 0.518862 
3.270000 	 0.519514 
3.271000 	 0.521143 
3.272000 	 0.522772 
3.273000 	 0.523750 
3.274000 	 0.523424 
3.275000 	 0.526356 
3.276000 	 0.527334 
3.277000 	 0.528637 
3.278000 	 0.529614 
3.279000 	 0.532221 
3.280000 	 0.533524 
3.281000 	 0.533850 
3.282000 	 0.535479 
3.283000 	 0.537434 
3.284000 	 0.538412 
3.285000 	 0.541018 
3.286000 	 0.541670 
3.287000 	 0.543951 
3.288000 	 0.544602 
3.289000 	 0.546557 
3.290000 	 0.548838 
3.291000 	 0.548186 
3.292000 	 0.551119 
3.293000 	 0.552422 
3.294000 	 0.554377 
3.295000 	 0.555680 
3.296000 	 0.558287 
3.297000 	 0.559590 
3.298000 	 0.561545 
3.299000 	 0.562197 
3.300000 	 0.564477 
3.301000 	 0.565781 
3.302000 	 0.568387 
3.303000 	 0.569691 
3.304000 	 0.571320 
3.305000 	 0.573600 
3.306000 	 0.576859 
3.307000 	 0.578814 
3.308000 	 0.578814 
3.309000 	 0.580769 
3.310000 	 0.583049 
3.311000 	 0.585656 
3.312000 	 0.586633 
3.313000 	 0.589566 
3.314000 	 0.592498 
3.315000 	 0.594453 
3.316000 	 0.594779 
3.317000 	 0.598037 
3.318000 	 0.600969 
3.319000 	 0.602273 
3.320000 	 0.603576 
3.321000 	 0.605531 
3.322000 	 0.608463 
3.323000 	 0.611070 
3.324000 	 0.613025 
